group,AHR,BACH2,BHLHE40,CEBPB,CTCF,E2F3,E2F6,E2F7,EBF1,EGR2,ELK1,FOSL2,FOXP3,GATA2,GLI2,HNF4A,HOXA6,JUNB,MEF2A,MEIS1,MYBL2,MYOD1,NANOG,NKX2-1,PGR,RUNX2,RXRG,SIX5,SMAD3,SREBF1,STAT5B,TCF12,TEAD4,TFAP4,TP63,USF1
healthy,-0.0952254094174111,-0.139595320547569,-0.0771572497303882,-0.179930118257568,-0.477156246056569,-0.195841861056086,0.0896383292971924,0.054629227842138,0.258361614331164,0.205872466885952,-0.418328539878478,-0.239068217775672,-0.006044501884447,-0.0863383579981159,0.319329400906182,0.191757738161189,0.294824663536802,-0.0006861326463426,-0.180403876513376,0.160277318887325,-0.048976801755601,0.0389298594341552,0.0681068333952971,0.302666179495003,-0.400342062649353,0.411957308162439,0.179145966661748,0.420370601325926,-0.196936405991918,0.0750825152997806,-0.110385673603268,-0.281559432374177,-0.308955728753144,0.138223055254883,0.155670428261882,0.121331122961591
healthy,-0.156575036639938,0.227136586285038,-0.076313351881872,0.149384675659611,0.186038730770893,0.26263914567149,0.0590814616335426,-0.221714825428552,0.347453293105044,-0.248364653246015,-0.177897980361341,-0.144640026725824,-0.125504924881597,-0.23789090762496,-0.103328901228841,-0.166829024978296,0.0825971127070157,0.0068651850749344,0.293358943237488,0.191649434235749,-0.25641377054507,0.0115863175467355,0.0596150420468791,0.148569708614926,0.143331213979433,0.0310214570094042,-0.107187222819502,0.115738294945085,-0.0057153111750694,-0.117753412463537,-0.247053407762178,-0.327667839450033,-0.0513664402771847,0.0414019476949978,0.0440439005622476,0.2466406533087
healthy,-0.295797239397601,0.147482541858943,-0.100963675173253,0.441574544207948,-0.0004501825808292,0.428669310224176,-0.111440651599825,-0.317951679132956,-0.0686050969391014,-0.135423105451274,-0.309766541299697,0.152748313865007,-0.28641161468213,-0.312631339541337,0.114305449841466,-0.314213799522434,-0.0048701570107892,-0.169882535729296,-0.0600107022141791,0.150101785965586,0.0712516248385218,0.108303015430409,0.346354107414366,0.0964072817794053,-0.236564125277581,0.139433822989571,-0.302017944150878,-0.0184302020212221,0.189226744808565,0.24641357447027,0.0524258078220255,0.0725885306846209,-0.0409393310626851,-0.170673765719844,-0.0796004654284463,0.0427400613860021
healthy,-0.15787778883656,0.164910422862791,-0.0513932833434064,-0.0514625757116119,0.0806947522016747,-0.0770033095548527,-0.122734107183967,-0.0327422680169719,0.079393896257942,-0.216610649743482,-0.0642161608878075,0.0441192087217102,0.0646795536001817,0.0911622305737159,-0.0370757477629478,0.191985333045831,0.0012055789374501,-0.151619821833002,0.0462385807648702,0.213074573578496,-0.131942413302524,-0.0724619527042604,-0.0729063982847034,-0.201728489631474,-0.0876126207430646,0.0463327750778995,-0.0428280970172564,-0.302413548713805,0.12200491327793,0.0350050969161824,-0.200966273581214,0.416407073264602,-0.0620973301912742,-0.200355634586403,0.303557955482449,-0.138808853914387
healthy,0.035766831258732,0.14498769181392,0.0258049285927093,0.127224299108241,0.0243646535084651,0.313259830823123,-0.437963648533936,0.183515050317454,-0.165271565917027,0.0507696967196095,-0.31578031222055,0.0682930435779145,-0.119062740297524,-0.267531096898368,0.292495865025268,0.305098272012405,-0.0050409627948548,-0.228403623776399,-0.01812346147674,0.0882168489099598,0.0564107741328995,-0.268491280287864,-0.297776873667497,0.212560597849713,-0.035526785411358,-0.306298501249275,0.0051609857185418,0.168272139009202,-0.128784597116173,-0.298497011209619,0.298497011209619,-0.185915508791194,0.0817356110308607,-0.156149823716813,-0.0600114618435101,-0.0879768030625858
healthy,-0.341642005029928,0.234183040397525,-0.122578012802991,-0.113391078793181,-0.169204287507805,-0.262538831283838,0.0276035816988588,-0.116371395763379,-0.205189119442234,0.105647958626589,-0.107088207497355,-0.0395890190837953,-0.0767859416520366,-0.144402774156525,0.252004337687024,0.0305945935864143,-0.0824898975758612,-0.262898893501529,-0.0782440153850643,-0.0212900154856754,-0.105637263709232,-0.0650072726693387,-0.183293058639652,0.0532713833560696,-0.231594870397089,-0.148224424625488,-0.141789649348923,-0.0496671962067029,0.271287273682004,-0.052005818135471,-0.0596384241560388,-0.121430091673321,-0.237997560921582,-0.0841333498764132,0.214443787928639,0.0618308822142589
healthy,-0.0717254561088424,0.209290640276821,0.200919014665748,0.139502721973161,0.0911739487948282,0.14056288416845,0.0399571475672603,-0.17814380612558,0.35562958054374,0.160157606122752,-0.228702575645728,0.268623165895909,-0.0324994548831605,-0.374310369571069,0.0172550536612506,-0.393283617135029,0.0858731378183847,0.236635513451854,0.0116252268310968,0.0320607670782134,0.0675579219618454,-0.102945404894241,-0.143779928071395,-0.142683208559027,0.0554940073258016,0.304522451267409,0.0371422341521834,-0.149994671974812,0.203258682958799,-0.0541779439109605,0.203295240275878,-0.0493523780565429,-0.401874586648575,-0.014732598782805,0.0597712134240353,0.151603193926284
healthy,0.0386786599420184,0.0743160542837571,0.352084979109301,-0.0336878651107902,0.223883936882127,-0.0549767243127479,-0.228952712882593,0.145356899459521,-0.0304906371720347,-0.16960904309252,-0.0371190365572596,0.100985614163133,0.13818263188963,-0.183879597063063,0.023550313109858,0.0337658462800282,-0.202205171833979,-0.124457946103753,-0.208833571219204,0.157210037183688,-0.123210247395946,0.0752518283146124,0.0115412130472152,-0.219516991404802,0.302488955473971,0.0231604072636683,-0.007720135754556,0.146838541675042,0.0741600919452813,-0.0726004685605224,0.145512861797997,0.141769765674576,-0.0499079483122818,0.0113072695395013,-0.239168246052763,-0.0501418918199956
healthy,-0.0386383935563404,-0.0783957270165749,0.0685875194215038,-0.291623712452379,0.0203856863740692,0.177824027539158,0.260485712939328,-0.0839729431000466,0.0348794548166964,-0.0839030093560532,0.0521181227110637,-0.273318554962113,-0.186320977434353,0.329702636056773,-0.20557024046853,-0.253597239155981,0.0008217214919221,0.0700386446093664,0.104883132554066,0.0079549633792465,-0.0719793060051826,-0.0578876565905172,0.220151426091149,0.0468031581675671,0.199363620689118,0.0290749540652462,-0.0333583958848405,0.124866699900173,-0.199346137253119,-0.230414203022177,-0.0011364233398923,-0.0709302998452819,0.0430617028639215,-0.182457138078719,0.069461691221421,-0.0225186655658672
healthy,-0.18967982944309,0.037057564362977,0.344360848098923,0.510982637493939,-0.302636775630979,0.160033777952708,-0.174856803697899,-0.367007137431854,0.487375596492338,0.521688156087688,-0.363575881472319,0.0183915319431071,-0.186523073960318,-0.193522836117769,0.119270457153433,0.298107517764393,-0.145210752207517,0.338047337133379,-0.0746641296794796,0.443043769495147,0.0418613227063259,-0.109937440943498,-0.332145576882979,0.426299240412617,-0.204640105426662,0.229345148335313,0.275735728908225,-0.158935776045657,-0.152073264126587,0.149740010074103,-0.0285480495833304,-0.0790561373076843,-0.134367983375387,-0.417652475394589,0.226325643090923,0.540079688030795
