group,AHR,AR,ASCL1,ASCL2,ATF1,ATF2,E2F1,ELK4,ETV7,FOSL2,HEY1,HOXA1,HOXA4,HSF2,JUNB,MAFF,MAFK,MEF2A,MEIS1,MYB,NANOG,NFE2,NR2F2,POU2F2,PPARG,SMAD3,SPIB,SREBF1,SRF,STAT1,STAT5B,TCF12,TCF4,TFAP2C,THAP1,YY1,ZEB1,ZKSCAN1
critical,-0.106203715440065,0.0533811404452345,-0.0673287552602987,-0.0652656837509078,0.0206929341528903,0.0399597512307084,-0.0491794206033962,-0.0138084128525972,0.0343762058473101,0.0084955379517735,0.0875998652845011,-0.0609518289948599,-0.0203027468338541,-0.0086737586461441,-0.116577073804714,0.0146225334209647,0.0918152944105218,0.0995680703756975,-0.169631300550215,0.0138706319115786,-0.132578269086273,-0.0293209951850933,0.0968332439413712,-0.0477350244827475,-0.112831275541966,0.0333515247347058,-0.107647760040606,0.0913330088233887,0.0205892357212546,0.131094854233721,0.0892520097885286,-0.0789500100056493,-0.043909782675763,0.0590620568983383,0.0732342930619287,0.002545357096524,0.10478814396821,-0.0955733958770234
critical,0.125374279271484,0.1020477556269,-0.0445660428567459,0.0555019557500115,-0.0392025846633736,-0.0694058123833259,-0.119788048565957,0.107180103199445,0.0636403727624065,0.0964113754271804,0.0486050710348117,-0.0735977058870634,-0.0931530479894327,0.0309821158279502,-0.0644414354057884,-0.0021492381420832,0.084278158465333,-0.0282490892366019,-0.125615842738692,0.0159276606188384,-0.0482320313033107,0.0978006976795506,0.0779355162925786,0.133089688321418,-0.137822531730586,-0.0099524390173923,0.0080140704352279,-0.0539045433072802,-0.0903245560958862,0.0673412845916742,0.0050919862928808,-0.0658651372511655,0.0078502084734801,-0.129201289889162,-0.0119645213139124,0.0015071433531844,-0.145068831536046,0.0352907428531098
critical,0.185069985785122,-0.203015028382648,-0.223028900167394,0.227461845174726,-0.352550366586383,0.0844410404644951,-0.0822737823996442,0.113014579089056,0.216374014385417,0.308178993102223,-0.260461037778646,-0.198656816412035,-0.169485413493722,0.285919484701921,0.155851191184987,-0.227161090270857,0.177439925011812,0.137155172706286,0.190166414337959,-0.08020313045543,-0.16479181423637,-0.0959954970440495,-0.152378839113044,-0.275380303767549,-0.047670563641755,-0.324377834500314,-0.15569625684057,-0.116559841440726,-0.0079508660041041,-0.180788329608222,0.0522547974795179,0.110490060653549,0.301894126989855,-0.146205161177257,-0.35014979562641,0.288440357623442,-0.270969231844135,0.0041613542153529
critical,0.038617166296925,-0.0374079806723195,-0.151224976766139,0.223833694510308,0.0150476433284241,0.179784789613965,-0.0501524132872093,0.0745472534280601,0.0741825783984171,-0.149017733165669,0.158077028638904,-0.13379734903373,-0.0390778084396319,0.313850846564273,0.176905776222047,-0.117636487193764,-0.0638565170327384,0.0256807994559074,0.0893645756851307,-0.247057735871779,-0.0756988587848272,0.0807083420867643,-0.0807659223546027,-0.0395960308501771,-0.109364122047654,0.039787965076305,0.0421871429029032,0.0583480047428688,0.0428397192717379,-0.125275469393653,0.145639690785819,0.0961974341352824,0.0466400169490695,-0.252470281048584,-0.168019221552327,0.0607855694146926,0.0125524983887619,-0.181780905565694
critical,-0.234724081838121,-0.263942169911155,0.0568038807229944,0.115076827326756,0.290875044391885,0.11801495908829,0.0373795651884072,0.107405038838305,0.132134314497885,-0.0827573779498798,-0.193916696261257,-0.0221992177538139,0.346862777403342,0.170085183084368,0.112873228505605,-0.158251041267078,0.0794111723325769,-0.0724739167845101,-0.0720658429287414,-0.423254203203231,0.234397622753506,0.146743358534402,-0.0887152562441019,-0.208607355068928,0.0505195433441574,0.293731561382266,-0.11450552392868,0.0613743079076031,-0.150007949380551,-0.0114260679615219,-0.0571303398076093,-0.0621904556191404,0.0301158505557255,-0.296506463601492,-0.103977218449849,0.0199140041615095,0.0249741199730406,-0.147641121017093
critical,0.0231020829947712,-0.518166965821372,-0.218123348030386,-0.117069451249577,0.0463458965600625,0.648559090699835,-0.2058636536804,0.378208027432804,0.445388317859316,0.169934954053563,0.532198292302859,0.240020721175737,0.511576494292189,0.0277083265366735,0.213942296200044,0.105943601463752,-0.231091695232972,0.508671017596527,-0.632189209804767,-0.146265948776711,-0.227619296255231,-0.0592433784773888,-0.115723010829636,0.220603633014487,0.0938965029695456,-0.378066296862284,0.265248762728309,0.112179746566635,0.251359166817342,0.0283461141040138,0.203666829837339,0.133510197429905,0.341428944382846,-0.520009463238133,-0.193603959330414,0.578048131866101,-0.111825420140334,-0.127699244038582
critical,-0.0093396845883739,-0.016124839074679,0.0718238804714691,-0.0295426373041161,0.0519166071170474,0.157614911460506,-0.240675678804149,-0.0847605592621039,-0.0265388238701573,-0.210996067837132,-0.217112873889595,0.084114572297737,0.0833993807263565,0.217944786810287,-0.225609536600096,-0.0763617900957511,-0.061617321771115,0.155734880576722,-0.107298049391081,-0.0481539171866489,0.194263140347834,0.0341357493905747,0.0754954681188196,0.106443487890688,0.0010744216768151,0.0597617283845906,-0.143787406939475,-0.266430691759064,-0.210065234401102,0.0931139981409522,0.147442496791568,-0.0381709510956471,-0.260245652857273,-0.0976373313999465,-0.260843173407059,-0.010664919132446,-0.17195445498307,-0.142275109040877
critical,-0.0964249773617053,0.254036684998582,0.252648133050826,-0.158080197516157,-0.175022613456019,0.272752204995443,-0.43409686601764,0.28940311612153,-0.260386674903994,-0.221816293551079,-0.0888998586757654,0.1251212838284,-0.236032358665685,-0.0335855189012948,0.0766059034269847,0.0050004787809293,-0.243227582394965,-0.158011876075429,0.152342497855749,-0.259654659467619,0.294652154810633,-0.117104901449603,-0.271314201338207,0.1820942079116,-0.158292319322609,-0.238832236374773,-0.235787702839839,0.355236355046619,0.0289279486847831,0.180456445375283,0.0392503423582592,-0.326506863880142,0.301013856963027,0.269543049322372,0.0923458620100272,0.237947311047243,-0.194544977133862,0.134327109956258
critical,-0.307938047538451,-0.179020231487057,-0.0441738233539492,0.193899835143124,0.239584868243393,0.0741655244732095,0.0410932804095291,0.215173018495158,0.264519829057662,-0.138973173209595,-0.278353210581661,0.124965421330251,0.162106307018637,-0.0728868085340162,-0.158851393718873,-0.140775000214822,-0.278236963678098,0.107063398181545,-0.0381871078204535,0.0818378201083691,0.0670163399040835,-0.193027983366402,0.0651563894470751,-0.224065906617729,0.110841422547344,-0.205175784788738,-0.129847791279898,0.123686705391058,0.276842000835342,0.124849174426688,0.100669818485579,0.0261555533016804,-0.245048472710855,-0.060041525690302,-0.313634145813039,-0.0675975744218986,0.146877962651881,-0.424243074553257
critical,0.204918215295802,-0.0577301545352566,-0.0541096345922346,0.101187105448984,0.0253704185948149,0.199289270828175,0.175702333211209,0.188117074672637,-0.0360016790783927,-0.128276735436861,0.132614932410009,0.0946637425930661,0.196691708443019,0.0222051415440369,-0.19310332329239,0.0327399976504336,-0.209197498482895,-0.117163453067378,0.0622665160614985,-0.0598135602421138,-0.111384546235247,-0.0609275663784283,0.217166926996529,-0.114164205777301,-0.100287331261961,-0.0293444212541674,-0.0110008105961051,0.146122256812822,0.202390278294165,-0.111089977304972,0.233405708752805,0.0709161310141323,-0.13355755298689,-0.129396097371908,-0.229458485087114,-0.026762926265208,0.0928481268228229,-0.17868551310509
