group,ARNTL,ATF1,ATF3,DUX4,E2F1,E2F2,E2F6,ETS2,GATA3,GLI2,GMEB1,GTF2B,GTF2I,HEY1,MAFK,MAX,MECOM,NFAT5,PAX6,PBX3,PPARG,RARG,RBPJ,RFX5,RUNX2,RUNX3,STAT2,TCF4,ZBTB7A,ZBTB7B
critical,0.0439180787163955,0.156305920814772,-0.0386204978575849,0.0741094621805638,-0.135773247406904,0.0413700346741625,0.0714365345958985,0.0730974507288642,0.0881810738833183,-0.0788399947976858,0.10587990533812,-0.0088345486390162,0.0302312622424241,0.140714018144479,-0.0047602667938916,-0.0087820765623639,0.0594610074484789,-0.0434230921266426,0.143300541709591,0.132702931295059,0.0355075044567294,-0.0297565648556434,0.0677180134304761,0.0258362011020321,-0.0402111014078366,0.130694650014655,-0.0330108830496156,-0.0122952570011539,-0.0995153922540475,0.10827158259193
critical,0.0912982602803444,-0.0291454849369571,-0.084030546491126,0.0667419956556396,-0.0249489579880768,-0.0379254590644168,0.0058784332255706,0.0212343072904522,-0.0669613747352079,-0.0157663679237449,0.032754054303343,-0.0376011412529826,0.0275742905258054,-0.002412267823115,0.0265191300734739,-0.0884733336732388,0.0788106714619239,-0.018498323023994,0.141201889253362,-0.0808568865280947,-0.060766381346576,-0.115506513190833,0.0658541959430116,0.0948696049619023,-0.0300354495747124,-0.0102575355268548,-0.054561585658062,0.0769010872260105,-0.0356394785403954,-0.0202244298553671
critical,0.412833815706979,-0.378339779685397,-0.181798927140582,-0.220562512300293,-0.228299254828658,-0.280281741699198,0.225590850358381,-0.312513933236888,-0.478247592574554,0.259785364437874,0.326560604678578,-0.170618589920451,0.263025647265919,-0.356078945892499,0.358705662560388,-0.177033805334632,0.2602754912522,0.146586038457989,-0.254319542815888,-0.400135900646934,0.0767847189599443,0.347748605333451,0.194335281880348,-0.357369613170225,0.140601045469716,0.197508399181986,-0.157541280400428,0.262361253139833,0.382698277763906,-0.163246719576085
critical,0.0554122587283675,-0.164134206864606,-0.126880501358711,-0.197909115858405,-0.102280440308898,-0.203700738623047,-0.0267217446368602,0.0010895131933483,-0.227478886211211,-0.0922072218370627,0.0765335232660861,0.065141420402303,0.163350521936057,-0.0082955916826876,-0.053080318209271,0.144905254715334,0.174054511204041,0.157061928241116,0.272779697934644,-0.272951726333594,-0.139801745546492,0.0686584454474978,0.383642443924479,0.0727871270222917,-0.0954757614171079,-0.157864727436215,-0.0597129687021111,-0.0180056390900732,0.177915593047135,0.0456257542547821
critical,0.156635388840741,0.519387050620023,0.115590589900599,0.0388546614472889,-0.175778812852349,-0.142115588425157,-0.0512654405734584,0.49237535487483,-0.128812531061158,-0.128812531061158,-0.0433160526364348,0.496917862267415,-0.0216580263182174,-0.229639971935856,-0.0844419677800162,-0.0807917386252604,0.461470081364565,0.510950965462365,0.422939884731032,-0.0916613098860887,0.0562135289832384,-0.16328691752274,0.213741196061808,0.248458931133708,-0.451736136951883,-0.348961907194649,0.0129785925502426,0.104639902436331,0.167991657322203,0.456278644344468
critical,-0.30249168659901,-0.297763048474388,-0.294728250872018,-0.382455074587036,-0.529113433138773,0.511610414408826,-0.212647562231176,-0.140659340035424,0.0782695474657729,0.295081134314154,-0.344908276343762,-0.25019436047445,-0.310184545637576,0.358882460652349,-0.481333015073554,-0.467923444272384,0.0997248607476439,0.302632839975865,0.463547689589898,-0.393041577851117,0.352389405317046,0.286541355014462,0.456701750812458,-0.0013409570801169,0.103959462053276,-0.450067542100301,-0.247583023002643,0.509845997198145,-0.168890015406307,0.056179043988057
critical,-0.153596069213521,-0.0432068805408491,-0.263118696197242,0.312942981932198,-0.38938492501027,-0.156158913049277,0.0946166054239603,0.143016293823046,0.0381881821827255,-0.457589032283906,0.060220911980748,0.171925539601627,-0.335837759102152,-0.350109992573282,-0.162900417919333,-0.232284776862203,0.182706091994225,-0.0880010940408959,-0.0633808127793271,0.356331668333154,-0.093595345798084,-0.0544512955231046,-0.253618514216972,0.315187467323239,0.0663455519457363,0.315298134153419,0.329571633835421,-0.414477877284951,0.107042274033619,-0.0137853698857259
critical,0.0539220919543073,-0.291158806430654,-0.295896174650789,0.100075444701739,-0.331951009377364,0.198551233312721,-0.117148385467705,0.0951811584540557,-0.139112370373346,0.221897004651036,-0.17966336048432,-0.173573384803578,0.134220677812068,-0.0992247155606474,-0.229668985965918,0.15581571082649,0.190231984166222,-0.0454647290067006,-0.200379782228787,0.139309490540185,-0.0983175737402302,-0.236330221077531,0.149061103004269,0.210841416346451,-0.0452851162231012,0.065689647177275,-0.129681726601975,0.201568987445832,0.225003592543544,-0.086399584705728
critical,-0.312661748958936,0.244359321309763,0.144715406503506,0.150566589872943,-0.0080526186965521,-0.232367292027847,0.131912322101074,0.0815110396118627,-0.167772544929605,-0.307911283253056,0.166150434688573,0.192741456139778,-0.421632797651128,-0.0932134063507371,0.118124385052301,0.158619208569495,0.155201190561606,0.17605689366059,0.0611767290903532,-0.0254903037876472,0.138342830556594,0.0645947470982423,-0.384092532072956,0.122932783266789,-0.204559687895869,0.134808947531489,0.162500686646251,-0.249167719524251,-0.254845105367864,-0.0066622384899532
critical,-0.0369919662605675,0.0243125146991809,-0.166557275710375,0.363625315914781,0.0315891852163051,0.140135968014668,-0.0983231408025505,-0.0231807068124382,0.0742348521941393,-0.0464628492373675,-0.0839993645755188,0.0250599350017469,0.193192132063957,0.0481231900523533,-0.246045424888263,0.104868407166449,-0.0307670228834826,-0.0341090593792417,0.0150178093651287,-0.167571631835286,0.0774060497635977,-0.328966368741508,0.0272167764462943,-0.0675080694710458,0.0538623102327704,0.0149056963197438,0.0320910245623137,-0.184543411419979,-0.0127595323080901,0.239115770940188
