group,AR,ARNTL,BATF,BCL11A,CEBPD,ETV1,GATA4,HEY1,HOXA4,HOXA6,IRF1,IRF3,JUND,KLF9,MEF2A,MEIS1,MITF,NFAT5,NKX2-1,OTX2,RUNX1,STAT3,TBP,TCF4,TFAP2C,VDR,YY1,ZBTB7B,ZFX,ZKSCAN1,ZNF384
critical,0.0214291333240167,0.0130987337460622,-0.001492074596455,-0.0306680872454464,-0.0638520364219576,0.175676722885713,-0.0603362043094657,0.0940196131983114,-0.0202606918090463,-0.0230108724971601,-0.112853377329903,0.154493466643084,0.0564883330614247,-0.015316180757836,0.0156723872988207,-0.0805345512175333,-0.0307885740203714,-0.0750580069944885,-0.166230069378439,0.0463726977515145,0.100904871981671,0.0098778140303343,-0.0521865348938987,-0.0435479133335779,0.0120357181591511,0.0607516034811548,0.0051956419163882,0.0578049312792825,-0.021220382981414,-0.09477230528934,-0.0296019193882611
critical,0.0072821516460064,0.117025213697949,0.0075371238852117,0.0400819972388304,0.016099555263615,0.0720883884891546,0.0025283492763698,0.0457555660543558,0.0660148112775772,0.138448059503725,-0.0274709558964131,0.0056859712432175,0.0218928737329254,-0.0460062636704245,-0.0396501398901127,-0.086123722219501,0.0924551615563478,-0.0631741134824359,0.0104020846821003,0.0409803905690362,-0.0100909402825223,0.156983608101576,-0.0936867346673711,0.029077010076588,-0.0876696306459648,-0.0370668827785232,0.103013420497834,-0.0537885462234152,0.0446262226628534,0.0173059622834959,0.007186604788009
critical,-0.223934263057252,0.261811312381133,-0.3523170849246,0.275245223391872,-0.366736137292101,0.251311014192925,0.269545217312901,-0.248611872283718,-0.127668503503497,0.205770946492468,0.0243540757181572,0.263067276730804,-0.188367388391016,-0.178197894127034,0.248550073748423,0.0461489650335108,-0.184161452782999,0.272989576853606,0.139766475589478,-0.0940955404025136,-0.455442481896097,0.17667655959639,-0.246001792969495,0.367494078151454,-0.277642643040521,-0.368019365701461,0.346782480807741,-0.174757169794288,-0.28638713578476,-0.0506584405060646,0.0448475605843578
critical,-0.419337431104778,0.0438917239885347,-0.428552585726553,0.0161504684951265,-0.243540635243236,0.375120015580755,-0.114126145700437,-0.135660103693939,0.488134978395406,-0.179973310846047,0.0318028205242111,-0.127766873539737,0.38636595271793,0.0946038118967194,-0.115524703470478,0.0573025519204309,0.0775720604232112,0.099604134882755,0.0270515557711964,-0.244115385011745,-0.116980736217369,-0.057072652013027,0.0718628793893468,0.0664410732397373,-0.147768165483879,-0.0350980525303341,0.26951932477988,0.182004093361449,-0.111079971927335,-0.258330862619555,0.305786035172851
critical,-0.120276825190894,0.321171630509739,0.104998417666646,-0.0442098600701665,-0.100935011410196,-0.0583505138426095,0.131573094583823,-0.299229236724914,-0.0219423937848253,0.192686724680818,0.142706827726493,0.0529055494589677,0.238928287879209,-0.191548970929012,0.207396255329164,-0.337425255535536,-0.0298254019223366,0.498823752041695,0.0252743869151136,0.196993935312654,-0.079236422000758,0.167899946516478,-0.260301804788131,-0.0931332713978141,-0.333686921779603,0.116944832060606,0.0258432637910165,0.311988332370164,-0.0688341019842483,0.037464605684461,0.107924070171289
critical,-0.452941584194606,-0.217327232447544,0.554685749872615,0.489304002878974,-0.0518958790932245,0.177999334957849,-0.155263997450341,0.556097882637056,0.457813442231929,0.394832320937839,-0.18993185681738,-0.19438007502537,0.211678701389778,-0.471016883579457,0.502507444226502,-0.452517944365274,-0.0081197633955385,0.342583408653504,0.193885828557816,-0.458378295337706,-0.08373947293138,-0.248394153265257,0.461555594057699,0.545012640436191,-0.473982362384784,-0.589777249068986,0.498765292400732,-0.138247797638821,-0.101814772316231,-0.0045894314844348,0.421804056738671
critical,0.0287227290374336,-0.109940147703454,0.248002595761921,0.157478912627189,-0.123887981386499,-0.0436979582585024,0.0178133419117758,-0.279797474337447,0.0683502398242795,0.0346949765455567,0.313250673978987,0.270430293301124,0.184644308346615,-0.110496946505654,0.187818624520891,-0.0758421843698964,-0.114473931281878,-0.0171909550598402,-0.119880576888232,0.0564657469109831,-0.255432235516465,0.299329701318159,-0.055257177193578,-0.272418835268646,-0.120966178652823,-0.273879466703144,-0.0469205868127702,-0.0153768665073223,-0.005039835100751,-0.182711669917538,-0.224835548035322
critical,0.0880084750165911,0.118557991652965,0.0497889858919449,-0.0736239524058166,-0.152560779623594,-0.097528970254042,0.193695182605517,0.0102910599153424,-0.0734767148789804,0.207050988398837,0.0954034311551779,-0.300291908917575,0.243931718689166,0.0767256698213698,-0.0291069780474594,0.0977118820715213,-0.210185785611168,0.0234905474532989,-0.0257905662645812,-0.11231304492002,0.0671234480271728,-0.136825174332644,-0.0949915552541164,0.0761672050169383,0.0608343948985229,-0.0354537586646046,0.0895340374091844,-0.0053277931516842,-0.0067657913763353,-0.0996811029150218,0.0467514821995493
critical,-0.237800634986037,-0.248580775884746,0.177988240322232,-0.274545846436475,0.047293521362078,0.148893451445071,-0.10652633855821,-0.327287395994674,0.167555845904127,0.280921198580872,0.0580157045140197,0.123044296386877,0.237800634986037,0.199780353106719,0.0758087327715662,-0.114524507612091,0.0523938030775962,0.312392255075491,-0.132317535869637,0.222499789839482,-0.184189719226328,0.233106057497889,-0.137185986598086,-0.261215564680007,-0.0747075355829884,-0.0346007748200497,-0.0467719016411727,0.105772887850236,-0.15208112751727,-0.377826551175718,0.216935846149826
critical,0.0658639777597988,0.0733145331421309,-0.187994336130973,0.0369590274162997,0.0006676124894562,-0.0640694353881403,0.0564266076088448,-0.0163805400412993,-0.0302775616218212,-0.11047117385531,0.160146883970773,-0.144978728210326,-0.0907899576661385,0.127524667285981,0.111731626235403,-0.003236585348884,0.0681872692231067,0.012246683506586,0.092584500037797,0.0896149596846954,0.0618583028230611,0.185409340571798,0.119080704519338,-0.0019547693691279,0.0845678092644059,-0.312917985158032,-0.219815417828417,0.115064347782769,-0.0056399903109266,0.0907312077670663,0.0747085080201156
