group,ARNTL,ATF2,CDX2,CEBPA,CEBPB,E2F7,ETV5,FOXA2,FOXG1,GLI2,GMEB2,GRHL2,HIF1A,HOXA4,HSF1,HSF2,IRF3,IRF4,KLF4,KLF9,MEIS1,NANOG,PBX3,POU2F1,POU2F2,PPARG,RARG,SPI1,SREBF1,TBP,THAP1,TP73,USF2,VDR,XBP1,ZBTB33,ZFX
critical,0.0550953154256782,0.0141999032790841,-0.0713407977024176,-0.0257068123519767,-0.0345776660155198,-0.0069479391109362,-0.10116372270758,-0.103023020456308,-0.102819516978706,0.154599729121586,-0.0320846605463843,-0.0343478019838245,-0.168168736472699,-0.0004354763536245,0.0108324303621537,-0.0210641915650303,0.076088860705738,-0.008646613216721,0.0649133916663142,-0.0655154667218097,0.0440337239799384,-0.0734904130202285,0.0757029421938092,-0.0667252404176738,-0.0147021597030788,-0.0963242764500688,0.0199127625622264,-0.0005845013527664,0.167214835888569,-0.0066867938883833,0.000941247518165,-0.0085246517197818,-0.0668496622329951,0.0994682118682863,-0.011167736610223,-0.0148044386529616,0.0508565383274442
critical,0.0842512820459873,-0.0099322911075727,-0.0263637473056799,0.131326229218419,-0.0266390323351926,-0.0192806954851508,0.0235901344474851,-0.0890520815488309,-0.107304486955532,0.0376233335423941,0.0087194918567443,-0.141373619767184,0.0230539291850008,0.0719716141859901,-0.0292435872307334,-0.0769674248553225,-0.0278293186906015,-0.0341902075253557,0.0886447973174887,-0.0911949108412644,-0.133060929291478,-0.0291130969361036,-0.0145187654317714,0.0512878160739851,0.0221305383350743,-0.146098491059739,0.0409583805914521,0.0218865178627393,0.0820238935940827,-0.0623397766800209,-0.111443841898317,-0.120170455797044,-0.0232947507740725,-0.118260782845107,0.113241252154596,0.0515383550254228,0.0433127586732832
critical,0.249742766565492,0.324887187433399,-0.209932815533351,0.318994470524839,-0.149466517548513,0.29806704767854,0.164790492392847,-0.188332251206297,-0.317464438132095,0.226315623733901,0.139416697170963,-0.110091379526914,-0.155133641095955,-0.172789960206042,-0.238079225935428,0.387931435359401,0.166487900505131,0.152139071157242,0.129006655136144,-0.293516975128893,0.0519592451091281,-0.362362974898488,-0.484510864136123,0.0125804684849307,-0.400117115462375,0.103374519129754,0.364662571740852,-0.339623527958047,-0.178156899039092,-0.250654236516461,-0.336645331731028,0.0329420886271352,-0.139318454900799,-0.355342291184338,0.362153755249064,0.0538203903383521,-0.222402306639022
critical,-0.1184227264753,0.101157141860402,0.0402288121527142,-0.0291404700333681,-0.0266849202214714,-0.115257369295902,0.138469988611488,-0.0890904166128778,-0.150440793944485,-0.0298886453666804,-0.0749901891773772,-0.124983648628962,0.0995265033134389,0.300958323820592,0.0368140631955453,0.158325410918622,-0.289524670008948,0.0366989592981127,-0.16688146729445,0.0823568386130673,0.185509114695635,-0.0600842344598478,-0.18548993071273,0.0869418105274682,0.06710557220324,0.0690431544766898,0.0257640890420101,-0.0298119094350586,0.0783665701687351,-0.290656525000369,-0.0385214376741298,0.113530810834412,-0.128935549107483,-0.231569857651604,-0.0121818291449564,-0.027663303349649,-0.110710765347312
critical,-0.0920630758664319,-0.228531133555365,-0.171357686263756,-0.0008132780553571,-0.196650633785364,0.0146390049964291,-0.280255617876081,-0.137118680133219,-0.373782594242156,0.0615651487905379,-0.0171601669680363,-0.232190884804473,-0.116624073138218,0.123699592219826,-0.0583120365691092,0.0438356871837516,-0.308720349813582,-0.114102911166611,-0.0248049806883937,0.0534323682369662,0.0227717855500008,-0.0341576783250012,-0.169243163319827,-0.418024920453586,-0.102961001808218,-0.0930390095328605,-0.193478849369471,-0.0466821603775017,0.255043998160009,-0.114102911166611,0.108328636973575,-0.169649802347506,0.0073195024982145,0.0141510381632148,0.048308716488216,-0.0216331962725008,0.177131960456792
critical,-0.22168183126367,0.323353856078307,0.0476499113511497,-0.460002190265111,-0.355639680114153,-0.195839011585855,0.246108606027632,-0.287032304037981,-0.574277014813039,0.262676331519711,-0.540079530143492,-0.190599645404599,-0.0165677254920788,0.424388660681711,0.192652910529686,-0.196334627305703,-0.107123797732971,0.453700790398466,-0.197750672219556,-0.453063570187232,-0.310538649607939,-0.144861394687151,-0.199237519379101,0.147693484514856,0.077457656787753,0.224655525582761,0.210070262970076,-0.0874407734304159,0.0971406810903082,0.497527380482213,-0.290855625305383,-0.243418120691312,0.405484461081775,-0.506590067930871,0.261260286605858,-0.227487615410467,-0.0713686636581856
critical,-0.132231896029591,0.173692711390168,-0.0832012024377436,-0.0787930424088507,0.207906699610617,-0.238396925364584,-0.243066149146977,-0.168183481974285,-0.0094722056508351,-0.344599014744858,-0.114340420175146,-0.0271534539865122,0.113643106745765,0.0843736896203273,-0.0510437930455665,0.198272620976286,0.278891245627598,0.102400158895664,0.281089369563339,-0.0841519359862861,-0.117944928710206,0.152167773840287,0.245981208482502,-0.177338691880662,0.0578627200497761,-0.0257148514133038,-0.0884202494931194,0.167874140893941,-0.296796177808008,-0.0130833541106749,-0.300552125159054,-0.0291202283836299,-0.198811083580626,-0.286675344156325,-0.0511536054892628,-0.130702419137016,-0.0650496444798077
critical,0.047861485457333,0.109756511348216,-0.0594527156835166,-0.0552787036110338,-0.0933157364390014,0.164103109866811,0.19391228540842,-0.0895808205633749,0.171954227812671,0.202911808792212,0.146088473885137,-0.145058286654051,0.196974266875846,-0.140989501776672,0.257456520239862,-0.0171442381950064,-0.159853749926228,0.206858478159222,0.151620046684586,-0.0161458789426867,0.0223211563739182,0.225783134513375,0.0719715041480296,-0.0508799470354263,0.157536153431579,-0.0130618127552998,-0.158761855389371,-0.0808229299979709,0.188085816642442,-0.180124275096781,0.0229427762857399,-0.200918987591095,0.210495961446789,-0.012051761592413,-0.0141101874028235,0.0413380489114344,0.0008911834054538
critical,-0.373863629809219,0.01206011709062,-0.10494621122126,0.0327014713418734,0.0285268154258896,0.140662711835789,0.27297611183961,0.0040586932516509,-0.104888229889094,-0.325971049439738,0.457762617454061,-0.340350419817016,0.0759555451380393,0.140198861178457,0.480665243659806,-0.0718388705542219,-0.0742161051730461,-0.336059801236699,0.564738175301147,0.140952618496621,-0.195802958726075,-0.121818778881695,-0.231113590015439,-0.269613194573956,-0.224967568805796,0.115788720336385,0.0042326372481502,0.259234536116163,0.254306122882016,-0.370674656540065,-0.517541370917663,-0.0508496283099698,0.0689398039458998,0.0952633287494646,-0.0574015188447778,0.214646891680169,-0.0876097929034942
critical,0.0069376166610969,0.209476440772458,-0.0592773075083085,-0.126578072990129,-0.195355154739076,0.0396572782770799,-0.0571751615192483,0.0581861172239108,-0.101673259440347,0.0728102066236325,0.108364823390256,0.0607482748034524,-0.129520007580417,-0.0543027635647309,0.0421926909967097,0.257483464313973,-0.353235411769868,0.0540834557134549,-0.340980916958323,0.0344741244261909,0.0644176695833387,-0.0727299720438973,0.148353737930241,0.0196307271751933,0.0890389876180566,-0.191958557530289,-0.132419150394846,-0.0379509562147129,0.126642260653917,0.096297542598094,-0.226384541208639,0.191921114726413,0.0318210343229496,-0.249363724844778,0.140367722760606,0.0983248029794014,0.20500470019522
