group,ATF1,ATF2,BCL11A,E2F3,ELK1,ELK4,ETV5,FOXG1,GLI2,GMEB2,HOXA4,HSF2,IRF2,IRF4,JUND,KLF4,MYBL2,NKX2-1,ONECUT1,PAX6,REST,RXRA,SPDEF,STAT2,STAT5B,THAP1,TP73,USF1,YY1,ZBTB7B,ZKSCAN1
critical,-0.0623885804150615,-0.218876446995301,0.116867151705033,0.111178630445995,-0.0674880734773908,-0.0573166483601368,-0.129980537689592,0.225927471389618,0.0157716098140983,0.107615133527093,-0.0987867775014348,0.178692498199546,-0.0744207268783678,-0.214032776617085,-0.111268380393184,-0.0644206746917699,-0.0024819040513997,0.0050344773525545,-0.0422644515085455,-0.165566038403782,-0.0312962306003025,-0.0548262639987664,-0.0097710838173913,0.104307105946056,0.140115214796974,0.0968041516995549,-0.0082654754513585,-0.127296519583893,-0.170718533403427,-0.0852903641832024,0.209756933660652
critical,-0.0091249609131564,-0.0340985637697502,0.0061349679859908,0.047133248634821,0.0391403813846121,0.0536328840393576,-0.0429280424562324,0.0103757707672574,0.0801714595870209,-0.0458859680165411,-0.0210116097051915,-0.0114377665049314,0.034050553992805,0.0335884066469255,-0.0948018458343619,0.0620945920137273,0.0794259997931606,0.0931181569521389,0.0709038688675786,-0.0184112930917865,-0.132418266682101,-0.134501306852146,0.113208392712458,-0.0321945410442844,-0.0191144020557939,-0.0054889961329485,0.0401894771568711,-0.0353988437742396,0.130258130964034,-0.0587332382897345,0.105656132299841
critical,-0.277792068618064,0.0490547485306378,0.0403605490137726,0.169042046488101,-0.184717311804992,0.0301111252116308,0.0977385935127209,-0.11333490411383,-0.0087749903888276,0.110931375672948,-0.0289947422536046,0.146804358980444,-0.427545294425137,0.241160752807829,-0.0792631900198598,0.193409675165676,0.20650146873595,0.0798232176550538,0.0756110753759221,-0.0232273756891963,0.224677578771314,0.179956158827752,-0.0283300537160956,-0.0793256193300125,-0.0014781057256761,-0.142406764927035,0.0675228073987751,0.212298213799254,0.207195535772355,-0.0468733949876524,0.0293509565527117
critical,-0.0720052737900173,0.182033198196132,0.174223767159577,0.304471159051426,0.0757360168347081,0.209636830671876,0.0891318973008777,-0.0313343755204344,-0.0433191459230681,-0.288059755709755,0.375471258549609,0.0996668970902897,0.0919927779776355,-0.111265061996064,0.246403013423181,0.0965740531154164,-0.291790498754446,-0.13430674960887,-0.279651086153068,0.466110917288238,0.192838821833346,-0.0571596227106258,0.168637317729963,-0.081689741486339,-0.202001372108907,0.0133185593667978,0.0833134845731475,0.0458900724771815,0.23992737135079,0.0623208060936955,-0.0924567045738664
critical,0.325448956620068,0.203681229061593,-0.124054445446897,0.190614269699182,0.415692644716724,0.34994950542459,-0.230713501242583,0.0691732161247673,-0.253580680126803,-0.103392315955083,-0.0414059274796423,0.0904886935847015,0.0759517012940184,0.0316873764538485,0.289351481381406,0.0567596047304761,-0.370203292436328,-0.220423270744684,-0.223445005097241,0.310095279369234,-0.17803732131286,-0.0844452248795861,0.0803618000788324,0.188082546322714,-0.19959780426084,0.129852908663967,-0.406954115643112,0.055452908794235,0.166522063374735,0.268526014897562,0.109762458644259
critical,0.0385548751411174,0.513804175542972,0.319749379629746,0.098592355988171,0.205222905502073,0.236735469501178,0.0328641186627237,-0.522553713628502,0.459528585630292,-0.437263500908577,0.476529720609493,-0.116518238895111,-0.174208282694827,0.184024837620057,0.438686190028175,0.0386971440530772,-0.1445452145512,0.0485848334342863,-0.133305970506373,0.0059752943023133,-0.100655255211589,-0.123204877757224,-0.187866098242972,-0.0729128173794194,0.176840257566084,-0.220374544625796,-0.338955682744325,0.468349258171802,0.413860264891182,-0.422965475256612,-0.16232882854618
critical,-0.0497812530617406,0.0611540745973196,0.0916759747615267,-0.047123143796692,0.0463637140614902,-0.0871087000009067,-0.181315258296487,-0.0304496056866809,-0.239256308980079,-0.0576997516708413,0.0556801568868078,0.0787080684249742,0.140097949913609,0.0420056935566964,0.113443344774795,0.285775252981903,-0.100450081667905,-0.0960259785406766,0.0749775449398478,-0.104083108924724,0.107118037513512,0.0519052535171777,-0.0827531930274958,0.180995685480453,0.0957612272835697,-0.154850120274375,-0.011959581630324,0.154043708540683,0.0423531588201015,-0.0205135496934341,-0.108003464929794
critical,-0.184467590850698,0.0158981748140257,0.0432276242975041,-0.0028501587028712,-0.0329561008477239,0.202165694342361,0.0968917057483169,0.084085548941546,0.149500993790794,0.221657859304815,-0.0998044479908669,-0.0137370869594928,0.0390521287595603,0.187337958821591,0.236526665273499,0.173975069276427,0.148267576529624,0.0374549446740081,-0.424193187678403,-0.04857851694004,-0.195353215283577,0.0237739221354775,0.242637687158383,-0.179316183240888,0.238152533481404,0.0124006676226021,-0.166283813014654,-0.0843019836829351,-0.0893569083357401,-0.196994729376401,0.0839303939160923
critical,0.0481098704033636,-0.0369851909275253,-0.211660132016735,0.0376258792743013,-0.231929181532922,-0.128836602097143,0.4684596702836,-0.0528276664114417,-0.0261517334274943,0.344049642218728,-0.0609818817340457,-0.36134822758168,0.012872011330682,-0.0277825764920151,-0.0011648879032291,0.431998678912528,0.428329282017356,0.0472944488711032,0.0325586168952546,-0.0501484242340146,0.42570828423509,-0.0548662202420927,-0.192322992823132,-0.0147358319758487,-0.133787375685867,-0.305433608226681,-0.0020967982258124,-0.165355837863377,-0.194186813468298,0.20105965209735,-0.263439399315271
critical,0.017631844115981,0.298047014737834,-0.0320471407086683,0.015335078576773,-0.0061049856838433,0.101966708025214,0.0512926374283083,-0.147547015236569,0.102864974641251,0.0343546639319007,-0.0088428162680514,0.143442958781263,0.0622708539752019,0.0670472656820326,0.0602914401147134,-0.14407228329669,-0.0463333450930629,0.0047387598127453,0.0029637419487204,-0.0383887954410482,0.0335478376300712,-0.100159417109116,-0.0463279662510507,0.0838830411802084,0.051147408693979,-0.136047051014493,0.199339884972012,-0.129716153966137,-0.236007450969157,0.120335453496866,-0.0042869370837208
