group,AR,ARNTL,ATF2,BARX2,DUX4,E2F2,ESR1,ETS2,FOSL1,FOXA1,FOXA2,FOXG1,GATA1,JUND,KLF1,KMT2A,MECOM,MEIS1,MITF,MYBL2,PAX6,PBX1,PBX3,PPARG,SP4,SPIB,STAT5A,TBX21,TEAD4,ZFP42,ZNF143
critical,-0.124624915163992,-0.0244461329546506,0.118225781390526,-0.0736222370552819,0.149381835188805,-0.0705108664992705,-0.0541157985919188,0.187369604763612,0.0127678188137068,-0.0139010716663913,-0.113197890568517,-0.128660247279944,-0.0353516792454624,0.260719203161624,0.144671031174866,-0.149863765138819,0.160264982411497,0.13476434332802,-0.218618404703324,-0.102851271024382,0.107591123829788,-0.0607298234251589,0.0717666142557349,0.109643788431701,0.12979280016175,0.0450455759451705,-0.0208517824923066,0.0609891626357331,-0.0138240748697296,0.134861639280166,-0.0494991406611711
critical,-0.181613660060327,0.184014665000811,-0.0506187755185257,0.0908651086017497,-0.193200475085386,-0.144963388635915,-0.0134633429082947,0.131108613504422,-0.12238951338497,0.246295533286321,-0.144900807619447,-0.028809471801472,-0.0411322756846311,0.208017192648863,0.054909847504462,-0.156902582922934,-0.0080071207090155,-0.0910266759375357,-0.0345660227057448,-0.0505566758944917,-0.0662154691737935,0.0452939734538301,0.0190292624085563,-0.0248663863715321,0.0964940303368597,-0.0969914892437287,-0.0503594253445078,0.0440149739297583,-0.034839453608468,0.0117540988960031,-0.224480693556271
critical,-0.092570298872349,0.0521960018368983,0.182642336902403,0.107459787927335,-0.0317168133590942,-0.119847377012799,0.0523179125990496,-0.0483057748297419,-0.117010677338263,0.0520085867846359,-0.0766090868485997,-0.133483186737602,0.12053699162258,0.0529347446642629,-0.0621362778612648,0.141796772890875,0.0830412442247914,0.0923792446928581,0.0289820092469538,0.105170776900674,-0.183248251585932,-0.0499433820825206,-0.171841407288521,-0.183088129987882,0.0233104294614971,-0.0623018581501568,0.105456448388103,-0.0028749105104336,0.0207666795288475,0.245224407849147,0.101997457957511
critical,-0.362548561923023,0.154226703453738,0.119809474608036,0.303744486831812,-0.31138212549112,-0.0918430834269622,0.114909135017102,0.189199048893725,-0.211040015586131,0.0950589312835127,-0.146780484309701,-0.0384178967148631,0.004651494221082,0.434101176731273,-0.224726510927998,-0.0195822164122097,0.139161987601921,-0.250970126471634,-0.194501369466728,-0.120115745832469,0.196071009491949,0.108171168079567,-0.28102299036916,-0.178670975553828,0.331232329224709,0.0642403893249031,-0.2217595084413,-0.248156259597152,-0.137515779770591,0.188931061572346,0.105893275847844
critical,0.0777092953680713,0.179748516720492,-0.316777263736022,-0.0097645187897052,0.107084222727101,-0.231174982346273,0.0382443652596791,0.295620806358328,-0.0971569619575677,0.268361524737067,-0.0794994571461839,-0.263316523362386,-0.308884277714344,0.155825445685714,-0.188129728681655,0.0350708966530248,0.479763356534187,-0.170309481890443,0.268931121666467,-0.223607480284251,0.191791423227795,-0.0431266246545317,-0.0784416342772992,-0.192686504116851,0.0253877488532338,-0.0908100247442592,0.177307387023065,-0.0101713737392763,-0.0267710556817753,0.183328840276717,0.16290472180825
critical,-0.522460458618099,-0.247801186135695,0.445349479133204,-0.136410806971446,-0.511505186555626,0.0481325179002876,0.145457741319812,0.0395096585995018,-0.124183309766234,-0.160371047159695,-0.409656495961919,-0.583527265469566,-0.200587497505163,0.229071204867595,0.0463655385353725,-0.112591925132391,0.178252878332636,-0.517724953920127,0.0281303114894485,0.193872975918486,0.0161148518080258,-0.0365411332664445,-0.302789583971853,0.34010818815886,-0.013570401522548,0.225113171090185,-0.167156247920969,0.359898357045909,0.440048541038459,-0.168145756365322,0.216490311789399
critical,-0.405008643570181,-0.325034363239382,0.483129907450482,0.245151351441497,0.271963697840281,0.107995348748338,-0.468978002213188,0.513501693616484,-0.487394788154795,0.0371446200618929,-0.292906541005379,0.298205706703642,-0.455141932542949,0.476719418324601,-0.412256881640236,-0.188789582145134,0.43677529862166,-0.177712875092003,-0.356151243124836,-0.463607664007706,0.303644400010767,-0.45028667330497,0.267836682915762,0.405066103236207,0.421420636341474,-0.388969857988046,0.41600422915266,-0.024990563530392,0.36434847363728,0.39047788532709,0.24508587977837
critical,0.0964996861519328,0.0146993149849779,0.067176946211685,-0.0582815969175368,0.002406427437749,0.0704720004930232,0.0377497764014971,0.170523599488383,-0.152413124962941,0.0840984769383685,-0.0249937650832298,0.0919391494093955,-0.117124261148727,0.113873313893202,0.0875258522971464,-0.0717050513175949,0.0828777501357153,0.0274741366524891,-0.111607639758415,0.0858407044579895,-0.0028890101907639,-0.107668493173658,0.025107924444158,-0.124384407324124,-0.100767689532091,-0.0571062744061618,-0.11204935864928,0.0496534843091979,0.160477575726696,0.0218375182066565,-0.101099789491155
critical,-0.431216693742517,-0.335101082440779,0.0886418838406625,0.397961503334321,0.131340621350838,-0.104110761608935,-0.36586503036195,0.357000841977884,-0.410823266871986,-0.0109498797685524,-0.137655631376088,0.0392225852026984,-0.028272705434146,0.425133427204433,-0.237073587369929,0.0436257114588359,0.243330661523387,-0.0820371944564563,0.0820371944564563,0.36540154338762,0.334753467210031,-0.191999479116311,-0.150575330785544,0.225138797780925,-0.0680167134829659,-0.406014589513309,0.169520360861293,0.0254917835881644,-0.215231763704615,0.010660200409596,0.0095014829737703
critical,0.0341056190821765,0.038506344125038,0.176808741831277,0.123700962915968,0.120240198561873,0.0176830104574204,0.10130212695752,-0.0399216258439194,0.0639600523219771,0.101734722501782,-0.212997228348788,-0.0691031326815349,0.0258008527694949,0.140983421943516,0.218839938539189,0.136449179757364,0.0820062294091481,0.0485308112433038,0.0088121314571862,0.239973031979242,0.0159205841659831,0.020315968523113,-0.282447505602879,0.222658528837303,-0.0216030737844353,-0.0357238468588598,0.0388321259546673,0.253741319795379,0.269848827961969,-0.0524882593704401,-0.0529422176576285
