group,ARNTL,ATF1,ATF2,BARX2,CDX2,CEBPD,CLOCK,CTCFL,EGR2,ELK4,ETS2,FOXA2,GTF2B,GTF2I,HNF4A,HNF4G,HSF2,JUN,MAFK,MECOM,NR2F2,NRF1,PGR,POU2F1,RUNX2,SIX5,SPIB,SREBF1,STAT3,STAT5B,TFAP4
critical,0.311018356700599,0.0957256173532897,0.133186795130106,-0.240810624354802,0.148343062902975,-0.129386720060653,0.0967862415794981,0.279790224623504,-0.242336735061837,-0.129102256100147,0.337358880729012,-0.144213792439424,0.201312069563556,0.0413342908901828,-0.115344195091383,-0.165779585396112,-0.310747172384442,0.277063005031633,-0.180727222966989,0.0333892194625557,-0.0204419156876643,0.111272236777123,0.209534965129514,0.0742482388708131,-0.258596611172883,-0.0837529695806702,-0.188974930500018,-0.151802060791282,0.228592303161746,-0.303496137106156,-0.398760811014843
critical,0.098046388058046,-0.0720671442463434,0.0254135973497604,-0.217763974765816,-0.270985509183636,-0.263928956922249,-0.341326455432685,-0.117890996226365,-0.249809363836769,-0.275827238628294,-0.197201659466922,-0.240382803967236,0.263891707765966,-0.0867452944382153,0.228302962663954,-0.0692010619875064,-0.155915956307852,-0.154174438093055,-0.0238221571872128,-0.0697648459916344,-0.205884858351472,-0.154502230668345,0.468288762720355,-0.061556153294702,-0.363247343588074,-0.172749090349262,-0.249362494119942,-0.081009044529207,0.217115178574365,-0.107411787216133,-0.334921703326966
critical,0.0125656404054932,0.007859877035845,-0.143827946137572,0.196888921610682,0.250561482990298,0.183141849676596,-0.243031898639866,0.159348072762035,0.211174987652282,-0.124952263604711,0.0614598466164691,-0.0132824844205379,0.122491401618886,-0.172318412446908,0.378876561683307,0.176316405776385,-0.182437709226375,0.125024855403702,-0.0759800212098184,-0.290633970828786,0.0638680795480245,0.0922532877488215,-0.0029000423697253,0.208447350805163,0.0164384128817096,-0.175389045544264,0.143677318154664,0.224831319837628,-0.139084072073453,-0.1748391626669,-0.305544326341717
critical,0.191882709568781,0.188921556643337,0.0022734012782442,0.283430095496061,0.001566545418622,0.119821620312166,-0.186266071116648,0.213948074916446,0.0968201485558128,-0.182292394932827,0.155317246992651,0.0923115544241688,0.102952600743345,0.3378006840497,-0.127138533669876,-0.139938355992764,-0.358452337678121,-0.0061706606123771,0.0524983757362615,-0.173236998244694,0.373258102305341,0.114835420869967,0.375932692044452,-0.0629865883560605,0.112810374353211,0.260753395350886,-0.277813457043928,-0.0283124428097306,0.296287230456216,-0.270076251012929,-0.178547969298071
critical,0.325562615337932,0.121548782164772,0.0681938130757661,0.343077316437059,0.102655609219881,-0.0801135402126717,-0.0583012504179261,0.121062262689796,-0.0883032847080967,0.0403811164229863,-0.117089020310828,-0.0219744629530709,0.0302452940276585,-0.10046627158249,0.0511656314516152,0.0701398909756691,-0.239124321950576,0.24171909248378,-0.198418859210939,-0.0747618259879386,-0.151226470138292,0.0054328008038957,0.163957063066824,0.395783592892764,0.0209203374239568,-0.402594865542424,-0.0232718482196729,-0.472978016255581,-0.0478410817059477,0.301642074484958,-0.237502590367323
critical,-0.131150028135256,-0.0035999200403111,-0.262935336277626,-0.0766571208583897,0.0789158942170163,-0.0997389611168551,-0.15282013504458,0.126491308083089,0.112091627921844,0.039316773773594,0.182960642048753,0.292652323277057,0.168419788552595,0.111244587912359,0.214018775729869,-0.147808481655127,-0.0919744276965762,0.12550309473869,-0.241829922707959,0.0720689874736794,0.0737630674926494,0.0342345337166842,0.0241406402703216,-0.263288269614911,0.57231669974201,0.0811040809081858,-0.266041149645737,0.0037410933752252,0.14893786833444,-0.0188466402110406,-0.28700538988049
critical,-0.149570597589704,0.217451898821986,0.197740565966098,0.197399100862539,-0.129910147700995,-0.143571778625934,-0.100199822006045,0.0421310197785468,0.203493401059335,0.188217394358725,0.235392938075455,-0.166702825499215,0.239845973660581,-0.033231684575396,-0.0884948354335363,-0.0836429359402145,0.207081525260764,-0.0083642770842981,-0.109504250786313,0.177985504356457,0.0529771815520111,-0.0186913071186433,0.167953690187495,-0.175017672471984,-0.163500434472724,0.214443750193239,-0.153359623110604,-0.180024752357746,0.219462012664909,0.119005288357995,-0.167535531916015
critical,-0.018013961451508,-0.254867316285385,0.059847110462246,-0.120276947395109,-0.246955459444065,-0.0781884099200514,0.100344331490847,0.0691927725905552,0.0057177199080188,0.0465338524199833,0.18780645399723,0.0845685841695276,0.0821073912786141,-0.0193284990292726,-0.103202867347821,0.0779278359031572,-0.149170846343056,0.0532562731394101,-0.0714808976642778,0.0003422464699505,0.0052212032489617,0.0248809294489631,-0.0221008250746866,0.0179543275968954,-0.0165017246818211,0.004952850903205,0.0194581378436478,0.0957603030145398,-0.0437537480457068,0.0015731670124432,0.0613599954260047
critical,-0.127647304932417,0.296030649154236,-0.007001506752866,0.237993365905272,0.0779423933562854,-0.0229140221002888,-0.0027774572242774,0.323110857090941,-0.0016780470730009,0.0427612685154379,0.31599362295373,0.193785505085523,0.255410337249179,-0.198761782612354,0.086969129335187,0.23463727175927,-0.149114734728395,-0.083207989343978,-0.677410244262831,0.125737803090726,0.275720493201707,0.0608726041654137,0.0959958653140887,-0.262701162462907,-0.153685966410018,0.067526928765245,-0.231165450228924,0.390464194779669,0.0337923962287087,-0.0191528821090798,-0.129093897236728
critical,0.0302532990154047,-0.0400423869466419,0.212541701974844,-0.0532421767252403,0.0703383864546583,0.172115010594697,-0.181535806777158,-0.006655939285852,0.0655132307895338,0.108187035593373,-0.0182758108378168,0.0514327433508186,0.0506374466759253,0.0046276658867953,0.011956137931282,-0.14218196527388,0.0566688912573309,-0.0542990139173804,-0.0803836773415658,-0.0524415424887705,0.072446723277362,-0.237121173034466,0.113775462563932,-0.049911538301526,-0.103244453573566,-0.0185587016013695,-0.0403626406412298,0.0431274975378387,0.184850432516143,0.0854757110855136,0.0757666865779234
