group,ARNTL,BARX2,BATF,BCL11A,CEBPA,CEBPB,E2F1,E2F3,ETS2,ETV6,GATA1,GLI2,HNF1B,IRF4,KLF3,KLF9,LHX2,MAX,MEF2A,MEIS1,MYB,PAX5,PBX1,POU2F1,PRDM1,RUNX1,RUNX2,SMAD3,SPI1,TCF4,TFAP2A,TFAP2C,THAP1,USF2,VDR,ZBTB33,ZFX,ZNF384
critical,0.0229783024313833,0.0910998433094822,0.0556423264042488,0.106295771730737,0.0554933260909636,-0.0796373368556957,-0.148157497395454,0.0905346938859158,-0.0777329375574248,0.119344342695823,-0.0315849111157083,0.0472243345870942,0.0746221616050024,-0.0422463217674791,-0.0636732679958343,0.0771891740611769,0.0106817448121721,0.0281228450129053,0.0875133181214646,-0.155042363636147,0.0830054451138859,0.0771881222942596,-0.0063463615790317,0.0062744908396824,-0.0470627130708013,-0.0122054044863779,0.0125921041229745,0.0352867800756573,-0.112424768146859,-0.0325080118801316,0.0979202011792471,-0.0702997501638422,0.120937769575543,0.109324159274637,0.0883638469685937,-0.0199975949877346,-0.121126737031686,0.0835818133845702
critical,0.101745083835351,-0.0052645031144819,0.0322430317238668,0.0248113523730912,-0.0002614164624873,0.0211925189449686,-0.0074639946699392,0.104454023985831,-0.0021489084346023,0.0925533048061029,-0.0019893816911195,-0.0148460555362529,-0.0749098640200923,-0.0243438654611616,-0.0740977004670095,-0.0019768414180113,0.104300767378902,-0.0865002717301653,-0.0692341243533442,-0.0812023680805778,0.0584521422303312,0.0573600532539716,0.0248264248167309,0.0423603190823681,-0.043891920515262,-0.0235976589214462,0.106336632486206,-0.0241178993861149,-0.0733507704499995,0.0001002016053168,0.0593245352681983,-0.0643199651188239,-0.0177904875461598,-0.0676693032546683,-0.0336698495285774,0.002299572581225,0.107360171988893,0.0526896455779929
critical,0.232883527597064,-0.120599098646651,-0.133804322422429,0.183424888423637,0.138722167540357,-0.0312919046182961,-0.114334895634802,0.0610700663072113,-0.184580209048826,0.342564391485044,0.213175759074162,0.310400993040818,0.0105852840903103,0.0853208830208149,0.228753483787335,-0.0640793581403796,-0.119971404763675,-0.0890870463186737,0.0566198076470362,0.0481213782923027,-0.233691342333416,-0.23140617271887,0.187418477041415,0.0033458813066484,0.119924100297132,-0.259652397452811,0.0394118982406844,-0.202135624344014,-0.264451981404382,0.255591490940337,0.180864989022629,-0.204313449207558,-0.190182149529071,-0.0200079699451946,-0.157600288496194,0.0662426277834492,-0.185902914709475,0.116519998108584
critical,-0.115228679905893,0.195366120358803,-0.159738844514831,0.0140900994202919,-0.100736553192359,-0.0665450891099656,-0.186904403043899,0.0014549559183997,0.0395135396786447,0.0495259336960532,-0.0303434885613623,-0.0308412366387096,-0.0476306621707694,0.0704313529446385,-0.0645349526437554,0.14474896972395,-0.141685904632582,-0.0987647050397907,-0.0157939293773652,0.113946021398882,-0.0185698321164173,0.0694932892604071,0.326388729642061,-0.0313006964024148,-0.0212883023850062,0.016100235886502,-0.0125968551882501,-0.016100235886502,0.165003487640619,-0.0163682540819967,-0.128572157210164,-0.124092424514038,0.0966588477894753,0.0801948729233733,-0.0766723480683004,-0.0525315663169579,0.0161768125137862,-0.0145495591839971
critical,0.203379343861841,0.132412241882039,0.102381438406641,-0.0413432199607105,0.0419129099995391,-0.128749948775283,-0.396504267024766,0.525742521547617,0.312190141278121,0.0874881131058341,-0.25310514582246,0.122320589765645,0.0462262774363849,-0.018555618407563,0.378843875821077,-0.034425555203505,0.118169990911322,-0.0569690038828687,-0.0684441889507037,-0.505233680149784,-0.0472028889315198,0.111008173280333,0.0354021666986399,-0.006754896174683,-0.384215239044319,-0.318945037452804,-0.451764200791149,-0.175708684833019,0.128098874445193,-0.11019433036772,0.12590149858114,-0.201751658036617,0.223481263803368,0.404479927568368,-0.0289728076890018,-0.0774778452807015,0.311539066948031,0.423279698849715
critical,-0.109077298465606,-0.0599465645488231,0.542558824188935,0.461263365189942,-0.374453953319712,-0.493074631754765,-0.46995844471766,-0.140181647995656,-0.168599712793565,0.188958923395052,-0.0242472542927433,0.284109956275613,0.460061606230826,0.440338620960636,-0.456597712760434,-0.515201134943187,0.0286301399083412,-0.492226331313037,0.520008170779649,-0.331261322495029,-0.227485901790227,-0.335432133000195,0.199067836992318,0.24607781980478,-0.453982119731771,-0.0069984786442611,-0.224304775133745,-0.45157860181354,-0.238160349015312,0.472998187967188,0.125124315154973,-0.477875915507127,-0.484733010744434,0.541710523747207,-0.454759728470022,-0.123427714271515,-0.116146468813345,0.353882667607793
critical,-0.0971700190598027,-0.058875520241044,0.187238688129866,0.123122933259934,-0.0234656620479828,0.182048740211924,-0.189604533479216,-0.0812214156227621,0.083804854061565,0.258459871482096,-0.063021407132962,-0.284114405371264,0.159739264666455,0.110625539202632,0.0413814877901039,-0.0744171121666887,0.0892884644666449,-0.133378093361255,0.0982202860082863,-0.052299226564876,-0.039957818313494,-0.0210249377798559,-0.054681826802573,-0.11505730637697,0.0182253943502363,-0.186269417838996,0.0319058598920762,0.0070182589710824,0.147610125418294,-0.225203953392607,-0.0710790754439611,-0.074544239882021,-0.25299246481772,-0.156495573397255,-0.257673846759568,-0.146289741009981,-0.0824801486557305,-0.165319899102607
critical,0.0299419736660456,-0.0729999923819005,0.0173179831645044,-0.0309202404262566,-0.0655399780432513,0.0956481337203215,-0.181123461601714,0.0791130236233781,0.0930807514796882,0.076151608255042,-0.0646331176159024,0.147015902135885,-0.0660807187275616,0.111112797972814,0.0390891249056825,-0.0007413275648048,0.0095126218341947,0.139515640591441,-0.0949924937549511,0.219936698403156,-0.0701008952676987,0.0310708428737476,-0.0290850976717003,-0.0070731218442327,0.120589716640577,0.0664526808069252,-0.0508335192160586,-0.146054513236168,-0.12211002238206,0.125816011057604,-0.0180703462534789,0.0309085557536064,0.11653513523097,0.145963632448889,-0.0769026730470553,0.10997029664702,0.0060916093416189,0.0507251114198043
critical,-0.480784925883233,0.611728762943503,0.0672994466060759,-0.205901496556003,-0.139298251121714,0.0553479931570658,-0.0717087206940601,0.0643405916259812,-0.032663438309673,-0.0425262882433221,-0.127114730615442,-0.361502458450395,-0.155252861308499,-0.506602386003668,0.099672801094171,0.0473416796815154,-0.0149683251934203,0.105938611640254,0.271692507289874,0.0149103084291047,-0.161750738911844,-0.110695986314132,-0.181186354957565,-0.0468195288026752,-0.0599893343023125,-0.129957552066905,-0.181534455543458,-0.207351915663892,0.173064007953383,-0.325009913695894,-0.470631992128006,-0.199693702774235,-0.532013728773893,0.270532172003562,0.219129318819956,0.472140428000212,0.0225105045544461,0.233285409312958
critical,0.0499252847408595,0.0569520439685255,-0.0883318180537186,-0.0358289854074292,-0.222038104940577,-0.204524682969035,-0.0216417767080397,-0.0969735554296001,-0.0614440361688599,0.0646526020262416,-0.10280245007051,0.0685723999820096,0.0407220483399363,-0.0359626756514867,-0.0376418251168498,0.0636044705128302,0.0538557779161521,-0.0562033786018031,0.0602194335332925,0.091551079130625,-0.0493317000572439,0.0478824978116598,0.0726258881818351,-0.0337380699903688,0.0245722668577816,0.0055508189332703,0.187594150461584,-0.0329038428674495,0.0028823616618812,-0.141984386798903,0.145743756461802,0.0465669858101333,-0.313359236851423,-0.0841660300488847,-0.277883193688306,0.250203965558626,0.146417555291852,0.0734280296461806
