group,ASCL1,ATF2,BARX2,CEBPA,CEBPB,E2F4,E2F6,EHF,EPAS1,ETS2,FOXG1,FOXH1,FOXP3,GMEB2,HOXA6,HSF2,IRF2,IRF3,JUND,MAF,MYB,MYC,NANOG,NFAT5,NFYB,ONECUT1,PAX5,PBX1,RUNX2,SMAD3,STAT1,TCF7L2,TFAP2C,USF2,VEZF1,YY1,ZBTB33,ZEB1,ZNF384
critical,0.0354394642611358,-0.0296507487330842,-0.0180845259360054,0.0806154030336034,-0.0123805728668265,-0.0385010702652926,0.139861909978933,0.0165167707049557,-0.0165503954820291,0.0360138875361407,-0.107688602449151,-0.102264155339395,0.113999903054219,-0.039689846238077,-0.001759696666844,-0.0344419292079567,0.0644629007469434,0.0882916594329971,0.0942166253598151,0.153459279466105,0.0268630445588382,0.122131845234577,-0.114982377009334,-0.0320328540338816,-0.0934681238118363,0.0833925994650139,0.078777949069777,-0.146296851691365,-0.043831998463813,0.0804472791482361,0.0287134580721617,0.184403181084139,-0.0598797735802129,0.0278794935491212,0.0837162379443459,-0.032005884160604,-0.0999636601746194,-0.0104467979270084,-0.0468519237547225
critical,0.0142112716886212,-0.0387022880934238,0.0194344148637327,0.0381384558199109,0.0218999538322166,0.0265772741184728,0.0469850992345549,-0.0732695250981597,0.0445564222841663,0.0608060069701115,-0.0245650416012718,0.0457535946234829,0.0347652197718587,-0.0351714247555753,0.0302386000889919,0.0283888134260441,0.0489446889350643,0.0872766703499755,0.0139131230128505,0.0366234389226061,0.0172843714030643,0.107828871703597,-0.0236800520067065,-0.0175716180767512,0.028534635232921,0.0643254864494306,0.0303366578756898,0.109374908109593,0.0179607171566458,-0.0313857195900125,-0.0737160253271471,0.0403062075049584,-0.0654873025720447,-0.0672465604552586,-0.0238444252867425,0.016716864974153,0.0302858220206695,-0.0934428668213579,0.0267997713322702
critical,-0.155649332760757,0.102571487149486,-0.154326158031962,0.181025933809436,-0.0026281739805464,0.0030698380727129,0.16228883452489,0.173330436829053,-0.0294024692139001,-0.14714866214733,-0.325230168675655,-0.234430938007496,-0.0645756523892352,0.0533813760779036,0.0882564814297189,0.199483130747505,-0.377023008059923,0.20760575143842,0.0393699008247692,0.0386901379833277,-0.126214147688178,-0.133160815014352,-0.115257970126121,0.127110198706442,0.336791589623274,0.188339745771897,-0.137090353151241,0.0668693975921741,-0.0294388201679879,-0.2099994617651,-0.244256600897423,0.0398897194682244,-0.189488435921071,-0.0017412107008046,0.0711406346974881,0.37041258705906,-0.0919842717714207,-0.266772381859393,-0.0225575845591713
critical,0.0376890289535634,0.0135068296655918,0.127033072208965,-0.0854603514393745,0.2507181342317,-0.0731588054408256,-0.0147121133326347,0.243046408033538,-0.0823419190944858,0.0488044227718479,-0.0883109429693648,-0.12163799293744,0.0535490314929056,0.0347236485029023,-0.105548412556756,0.0622155950035473,0.0714943660910997,-0.190836580615124,0.197953493696711,-0.021733368980329,-0.253855698063367,0.0933807869656564,-0.0189784348842309,0.131873338363915,-0.0779416771354403,0.046432118411319,0.0232830194093841,-0.0419553505051597,-0.0546203947524993,0.180352525860529,-0.0387795236999356,-0.0989671811049663,-0.374671037069333,-0.145552351410513,0.0709778159480814,0.0422423228068366,0.129156667241374,0.0682611448255402,0.16520038833199
critical,-0.11992554749381,-0.154352380355946,0.190078338986465,0.168236787005534,-0.0022734700946693,0.0206236215730722,-0.131211702606633,0.0102306154260122,-0.067635735316414,-0.0208672076546439,-0.0040597680261953,-0.0556188219588759,-0.172864922555397,-0.156950631892711,0.139412434019547,-0.103848866110076,0.194219302373184,-0.140549169066882,-0.0280935947412716,-0.0102306154260122,0.198279070399379,-0.389169362991083,-0.139737215461643,0.450228274105061,0.004303354107767,-0.0993831212812614,0.206560997172818,0.0971908465471159,-0.276307811862853,-0.17562556481321,0.0118545226364903,-0.297905777762213,0.0126664762417294,0.115622193386043,0.22012062238031,0.0132348437653967,0.0368626936778535,-0.0220851380625025,0.144852523174649
critical,-0.132622016495081,0.467294241881174,-0.150970895914006,-0.474591286592175,-0.333892929348995,0.0427904369460626,-0.282884461466272,0.339914762362928,0.0171445128161377,0.142327794411655,-0.510438904298644,-0.495844814876643,-0.582275829900147,-0.497828477516527,0.230388246603635,0.0228829654529441,-0.170453296841435,-0.122278632729974,0.317386022381392,0.131488494986577,-0.168327944012988,0.231025852452169,-0.0491664954314031,0.179521468909475,0.0128229620649625,-0.135101594794936,-0.181859357020766,-0.084659887666465,-0.23286782490349,-0.344590538585511,0.218840496235741,0.218982186424304,-0.520994823346597,0.36272688272159,0.286214180897505,0.25192515526523,-0.0950032714315728,-0.168611324390114,0.450078883970755
critical,0.0795843632345359,0.233880266075834,0.0229118901469694,-0.119149605999789,0.250334869566985,-0.210867877742032,0.0451292158767549,0.0922681751718699,-0.2896703974698,0.208257766990298,0.0131196015099625,0.100982743857943,0.267640882064174,-0.112524965572803,0.104922706808798,0.280394215437121,0.303292445850267,0.309447312608781,0.253876607213227,0.185973971233181,-0.114240749316098,0.101094489293351,0.216896766503767,0.0140826237604364,-0.207717028801431,0.211792322260369,-0.0919604235720085,-0.143342173304116,-0.0365458907945319,0.0712111777349079,0.133582304503111,0.282206509606245,-0.164220999341995,-0.239353291798265,-0.0094305921044568,0.0136893996809484,-0.118732422306538,-0.169407082526818,-0.220309232394832
critical,0.133186182766451,0.1238237136857,-0.086153269216392,-0.0369088356347177,0.0894222188905816,-0.0006591095195428,-0.151864412379323,-0.10560089242196,0.14541603774915,0.084581396809057,0.157326068919709,0.0525925282965965,0.0344527444526415,0.247327603559259,0.112120627334761,-0.0241775124840984,-0.184738148396367,-0.184739445856051,0.278463392329398,0.279991151107472,-0.183846793593363,0.023318594173198,0.20691432931768,-0.0185536734831955,0.189936420620872,-0.277167230104942,-0.131480672011649,0.0824191802454384,-0.0976104869571863,-0.164207146354543,0.130477735675809,-0.229616630140912,0.152249109175671,0.109352497098649,-0.232823950480105,0.152587746153231,-0.0240328457293168,-0.220045918780857,0.0973509950203584
critical,0.0994523144182262,-0.166527504305898,0.425428453509005,-0.101251043558813,-0.0243698786789119,0.309091294577533,0.384231753837511,0.155967223545036,0.0363807474563756,0.088601916054044,-0.140590990569056,-0.0364387709770397,-0.45525254313034,0.292264473584951,0.322958916016247,-0.0448521814733307,-0.151963600619215,0.080942811326386,0.166353433743906,0.125504875196396,-0.0933598447484982,0.299169272543976,-0.185385148521723,0.358991522348638,0.283212804361355,-0.148250095296714,-0.312166541172729,-0.101134996517484,-0.246367868739667,0.0041196699671493,0.228322553813139,0.499408442355702,0.0407325115061813,0.137689814535852,-0.0731676595573998,-0.0483916162338394,0.230933612243022,0.151557435974566,0.294063202725537
critical,-0.0597963181499464,0.0403955447417833,0.0117624209331543,-0.0766402760937859,-0.0925053695397776,-0.319099128325718,-0.30550200508239,0.0346614313991996,-0.0479162195175973,0.0340676939168985,-0.0293980288533953,-0.152371224511975,-0.027477742761989,-0.0213798983491668,-0.027921708627133,0.103363811783663,0.0357686715688963,-0.142454203861649,-0.0403420548785129,-0.134981669962778,0.0346132905222563,-0.124989763503873,0.078678239884387,0.068985876659796,-0.0293445389901249,0.024872786420722,0.0779240328122748,-0.054966183496632,-0.0556936456371091,0.0636582862780671,-0.1307720177234,0.147990404710132,-0.0441772780749984,0.20231470984752,-0.121742928803362,-0.108172550491669,0.0480552931621002,-0.0572020597813335,-0.0280500842989819
