group,ARID3A,BACH2,BCL11A,BCL6,E2F1,E2F4,E2F8,EPAS1,FOSL1,GRHL2,HIF1A,HOXA1,IRF4,KLF3,MAFF,MEF2A,MZF1,ONECUT1,PRDM14,SETDB1,SMAD3,SOX17,STAT1,STAT5B,TFAP2C,TFDP1,THAP1,YY1,ZKSCAN1,ZNF384
critical,0.0499722707482573,-0.127988914674971,-0.0463828921781657,0.0070936057222866,-0.259044335990306,0.0221358499994569,-0.0917671904555452,-0.135655709073925,-0.057566932747753,0.0658118419384583,-0.103116959611204,-0.0481541824165581,0.0130190184387205,-0.0708019965194836,-0.0442748667871826,0.0846668992913577,-0.0467094232352233,0.0544332198230167,-0.135739453030368,-0.032038045050875,0.0523139347404109,0.0903438950613662,-0.0761697026352317,0.0909955497140286,-0.0666939684040225,0.0544532761487196,0.119105369850042,-0.130145145620714,0.0163346457562357,0.0560855795686445
critical,0.090376172057738,0.0375546823807642,0.0558306830449374,0.0928827233452678,-0.125185725234678,0.0191375690236497,0.0434621645892488,0.095887255332984,0.0375159989784521,-0.137966987723174,-0.10244648325241,-0.0397407486419401,-0.066597563355132,-0.0620018056557211,0.10433204183115,-0.0050733978312455,0.02455845156424,0.0769936520547454,0.0368122516359202,0.0052607005648191,0.012576524982049,0.0153225017095541,0.0450565382460456,0.122795890065549,-0.127563937221893,-0.134602076558676,-0.0241157415155574,0.0100587137370387,0.0436899668473088,0.0919512948194875
critical,0.155376865006747,0.115197944929762,0.135483617838299,-0.0311513028189665,-0.241633867914037,0.0083194256898605,-0.272405521644919,0.0595501497493174,0.0706402836877975,-0.118999911518612,-0.110923242216806,-0.186486187397705,0.16388611524065,0.209929518586947,-0.31676605739884,0.19616906437987,-0.0116596075706075,0.226882310558738,0.392405662491755,-0.289843826392819,-0.316262292262727,-0.171544805498363,-0.244970399322784,0.115825826113903,-0.334147779830727,-0.097387292037779,-0.324806221980638,0.351272143986556,0.0182943404320912,0.106644889031849
critical,0.232057209212178,0.062446650703484,0.150229238742525,-0.285667975780441,-0.23787736767516,-0.199057102811506,0.26609457157655,-0.152764753320458,-0.0419896580860708,-0.245522328296503,-0.115096995083136,-0.450207505133269,-0.0449477584269925,0.071128867288527,-0.261907130834206,-0.0687086033732274,-0.141623855932571,0.0446020064390926,0.320204757682891,-0.150267655630069,0.299286762414945,-0.189107128937496,0.196790506446384,0.141796731926521,-0.356470299524841,-0.20576084968801,-0.341852673814182,0.0083172561533708,-0.218937842115752,0.232998422957017
critical,0.0330811872455829,-0.0095567874265017,-0.174635995879151,-0.0205021678978798,0.204204859540635,-0.0647737814462894,0.204204859540635,-0.166059391778444,-0.402691983014132,-0.315210621186924,-0.0021237305392226,0.164099025126854,-0.226177302427207,0.0390439691441694,-0.212046326146995,-0.0329995053017666,-0.186479877732508,-0.233038585707773,0.142208264184098,-0.0364301469420493,0.246107696718373,-0.232793539876324,-0.142289946127914,-0.0513779426604238,-0.0674692855922258,-0.0314475483692578,-0.214088374742402,0.0870729521081268,0.0699197439067134,-0.163282205688692
critical,-0.258997002574024,0.16527490479758,0.429103675869556,-0.107009461145811,-0.422850798989854,0.225885177279238,-0.475005476600096,0.0086687611286779,0.304472470790039,-0.272284365943391,-0.294737878375048,-0.113901836797301,0.407005440533336,-0.569793405662853,-0.115820333112664,0.490211336284826,0.310583236831566,0.208760821279145,0.11908888239069,-0.318683554607544,-0.344760893412665,-0.132802578274582,-0.0625998242161084,0.182825593312199,-0.457881120600003,0.209116098374582,-0.384978260616204,0.331189308366948,-0.0790136260253264,0.451557188301213
critical,0.0311703479601935,-0.0055094875574469,0.0680765608371687,0.0607385286296748,-0.223771474213437,-0.217902658565935,0.0837967837819616,-0.193328285802624,-0.117357815361041,-0.0243301272851694,0.128754384244917,0.0696689437315508,0.099752064148748,0.0652319739925948,-0.0788226219718077,0.165114769161383,-0.0275395418014828,0.22305145970291,-0.0005027479039817,0.0880230687430557,0.0404906701514902,-0.131435165275988,0.125004994736554,0.182235452851776,-0.154126030702417,-0.161360608931558,-0.293044348673679,-0.0453199986006178,-0.158239817192388,-0.225439183707556
critical,-0.221059209824472,-0.0833986146174566,0.0094002150903265,0.0747568171022284,-0.329332099662263,-0.0486323887263722,0.0827501220596753,0.23825889759319,-0.193637796333054,-0.0866657942741623,0.204081973865947,0.0401310870912652,0.0959437259132722,0.088684772107014,-0.0293558336186421,-0.0070065815771517,0.101251998495071,-0.304741417977729,0.0928515156628286,0.225138143455211,-0.156574853068322,-0.316340783858285,0.158620499100642,0.138241441600294,0.0876076370260854,0.152654627746609,0.222511000585724,0.138651871694537,0.0024931514282605,0.0843007802921233
critical,-0.464826197600573,-0.4614502998469,-0.319138747989474,0.118796677849082,-0.161519245973152,0.195743864579355,0.136258217954288,-0.104594625230182,-0.515522869039353,-0.468202095354246,-0.0240969253451837,0.323795158684196,-0.273040282111731,0.315180798898961,-0.081196161489206,-0.0570410310103383,0.260409768102299,-0.200633095808812,-0.191844120622525,0.287125924463264,-0.163440015384724,-0.303656182429525,0.228746175378193,0.147550013888987,-0.0980174451238874,0.0731638530408114,-0.465466454071097,0.0693805193513502,-0.425421322096492,0.342013365527294
critical,-0.151438223584327,0.127901155599717,0.0230980234953609,-0.094148271938439,0.0242277599250134,-0.247176693246021,-0.152589376818333,-0.0733846801176208,-0.0596511543258729,-0.105408156827346,-0.0308027188615696,0.0450181227512736,0.125561369724086,0.135231056889738,0.0998612044997626,0.128297366480259,0.117696048325226,-0.181957169788211,-0.0821655699025981,-0.17178418772025,-0.0228945638540017,0.108840199725011,-0.279210878357923,0.228495885648591,-0.0184827021571594,-0.380967470042979,-0.287279659398143,-0.168577021268298,-0.174911041155876,-0.0139102144276652
