group,AHR,ARNTL,BACH1,BARX2,CEBPA,CEBPB,CEBPD,EBF1,ETV6,FOSL1,FOXD2,FOXH1,GATA1,GLIS1,GRHL2,HOXA6,HSF2,IRF2,JUNB,KMT2A,MAF,MITF,NFATC1,NR2F2,ONECUT1,PBX3,PRDM1,RFX2,STAT5A,TBP,ZNF263
healthy,-0.0403240580302801,0.10363042889627,0.104110477206155,0.0694869928557505,-0.260966262460845,-0.201440272035194,-0.628203219522325,0.0028202838205701,-0.0370237258998256,0.372757512625149,0.14947504249022,0.119532029161187,-0.123972476027617,0.230543200821929,-0.0462646558650981,0.0408641123788999,-0.118031878192799,-0.106750742910518,0.103210386625122,0.0453645652840651,0.0573657730311723,0.260846250383374,0.101950259811675,0.140114100447476,-0.102790344353973,0.0358236051251149,-0.108670936150055,-0.549355284623831,0.06774681773242,-0.0885089071349154,-0.181038218865112
healthy,0.332075435976741,-0.467847012252348,-0.408356212326843,-0.330686791310044,0.347413647522521,0.32017727599164,-0.231619618383701,-0.37881595305349,0.0860959693351595,-0.252512408596265,-0.32364888765838,0.393365161947738,0.223035269535034,0.298085201748747,0.0785846640925759,0.282746990202967,0.0879264554867135,0.661657623574641,0.197850304898136,0.501742566162158,-0.217638491398556,0.455664811312695,0.328761624840307,-0.326015895612976,-0.254058853793268,-0.421327415918028,-0.298337682597237,-0.31178228777934,-0.348297330492236,0.350159376749851,0.330623671097922
healthy,-0.283172274210726,0.178446822962038,0.157466429165046,0.0297180217424944,-0.107890162091865,-0.0448985470619527,-0.180968504908792,-0.0293523778602151,0.0181813268360954,-0.205441428202038,-0.0347866024554697,0.0194169509900048,0.120309445679627,-0.0712375149957969,-0.137620792244093,0.0791934215378054,0.0538379095631952,0.0305880020141245,-0.158992046742832,-0.0566495849338258,0.0783360496759091,0.0703171010852318,-0.0248511755852594,0.098786890264083,-0.184751027828923,0.127874491519889,0.0585282379841574,0.0500932118722657,0.00086998027163,0.038707817882672,-0.0366274302766
healthy,0.0815148514306918,-0.0195893719851979,0.0273295210429231,-0.0229096408554323,0.105957088956374,0.16171359886763,-0.350004353140061,0.138469573284143,-0.0021949356508198,0.148771195098441,0.0611323874622875,-0.042659774729118,-0.16466304364842,-0.0527470473587647,-0.151551304023356,0.0595076206426376,-0.0162433812128056,-0.259842655600573,0.0071335408651645,-0.40120379938565,0.148130291036336,0.173860767161767,-0.0246072863978633,0.0630036558442853,-0.0532872073040837,-0.0157182257104121,-0.0670527119423309,-0.18592433927389,0.0615760902745138,0.0696313326336749,0.147787332340895
healthy,-0.0192642573522852,-0.0100612829240896,0.20179786414572,0.0485182719206688,0.0857354819787347,0.0678778968836089,-0.0149011891648246,-0.148606579302963,0.100803564462205,-0.0524521858601825,-0.0511647231163417,0.009846705800116,0.060224646128555,0.0651599199799449,-0.0105142790747002,-0.0198841468215419,-0.102615549064648,0.0408650211656149,-0.0002861028319646,-0.229049158890352,0.349403083536807,0.326300279855663,-0.0270367176206577,0.0042200167714783,0.0848294896775134,0.030160006869605,-0.163436242759796,-0.0454665083797128,0.12788796588819,-0.0114917970839127,-0.113988136635242
healthy,-0.0373672804487645,-0.0081992953502684,-0.002688293557465,-0.241139932104617,-0.096912982746616,-0.146780828237593,-0.129441334791943,-0.089520175463587,0.307944027007624,0.273937113505691,-0.0247323007286787,0.20323499294436,-0.591827826675936,-0.101079837760687,-0.176352057369709,-0.0115596622970998,0.47838183855091,-0.070970949917078,0.183207205941245,-0.15242624470827,0.324745861741781,0.272324137371212,-0.0475827959671318,-0.254984643925562,0.0130382237537056,-0.0075272219609022,0.127290699945971,-0.233343880787969,-0.0458354051547795,0.0146511998881847,-0.0865630525503754
healthy,0.37814590480679,0.0937574077234014,0.130145606160891,0.104366673586377,-0.0165314530760397,-0.0668193732665444,0.0365022084587038,-0.0459365377141678,-0.0381300182060379,0.0125664378938172,0.181500786827761,-0.100680349567122,0.130072766425115,0.0080947115061987,0.0723393584603255,0.134801015360466,0.044052205419102,0.0266371746786532,-0.0374649597489559,-0.130658651256354,0.105915309707868,0.0148783077684357,0.11971052227477,0.162777807788384,0.168332629377536,0.142645538209,-0.147171102662192,0.129648395790596,0.270235419727676,-0.228694601720317,0.0516687082252084
healthy,-0.160310993213019,0.166048509349603,-0.180132713694164,-0.114450800427563,0.158394050466689,0.126052297673579,-0.114137966021044,0.0949552264553426,0.202803224089993,0.0431711480996322,-0.14665277614542,0.106756405237435,0.115768698565665,0.121293221063768,-0.0293864660591853,-0.134771724748898,-0.140589113499912,0.0091986627619012,0.138133030606177,-0.113492329054398,0.0359559885960859,0.0720517542674249,0.165309687666122,-0.196613096471636,-0.193684433942522,-0.130325482545606,-0.195241949923915,0.265662971646719,-0.109232456284777,0.190209975214799,-0.142639177270292
healthy,-0.156899299521426,-0.11145333397021,0.0203637881736373,0.0088060356169946,0.0409035346365781,0.124727356610214,0.254461403313767,-0.0122304546319034,0.0363773460255683,-0.020015932170937,-0.28776353985243,0.220719371051846,-0.170249119578361,0.0288788158506298,-0.107403586265622,0.225677334234301,-0.186373666505084,-0.202657929417482,-0.0379663847305102,0.0688172869466427,-0.0974835993248058,-0.0534480071386233,-0.0105006492955186,-0.119491920740781,-0.0152190384994601,0.132174452823664,0.0490301005518003,0.180707809589507,-0.192492954396942,-0.0856402529293703,0.164497990568738
healthy,0.0337110571172639,0.0575739402452148,-0.177456519768968,-0.125374830402409,-0.304535841823373,-0.305104005707372,-0.212682680576896,-0.35320854788594,0.294498279872727,-0.0433698431452441,-0.251696600611482,0.233704744284852,-0.262870490330126,-0.379344086549886,-0.0183706322492955,0.365518765372581,0.053596793057223,0.203213282510248,0.321770146304671,0.383700009660544,-0.0609829235492078,-0.318171775039345,0.190713677062274,-0.407184116865829,-0.0874972381358199,0.0215902275919556,-0.329345664757989,-0.330292604564653,-0.130867081281064,0.160979767133002,-0.533505887074902
