group,BARX2,BCL11A,CLOCK,E2F2,E2F8,EBF1,EHF,ELF1,ELK1,ELK3,ESRRA,ETS2,ETV5,ETV6,ETV7,FOXD2,FOXH1,GRHL2,GTF2B,HNF4A,HSF2,IRF2,JUND,MAFK,MAX,NFAT5,NKX2-1,OTX2,PBX3,PGR,PRDM14,RARG,RBPJ,REST,YY1,ZNF143,ZNF384,ZNF76
healthy,-0.152491890060756,-0.269925450445407,0.31203097814762,-0.0512846511815978,-0.182338846406628,-0.154209274453673,0.20590846669563,0.265602379387374,0.200282552305039,0.267260543628812,0.101740220242477,0.185299853980623,-0.0685177152622502,0.145267031580207,-0.157051841724708,-0.273893200594561,0.278867693318873,0.339035367222457,-0.285085809224263,0.403822212941473,0.197262324579564,0.333883214043705,0.084211055404425,0.176535271561597,0.0924426564601318,0.252159405001436,0.175765409592358,-0.301489791184197,-0.23682138576814,0.0194834298368888,0.0245763628641606,0.289764201191176,-0.254350550606192,-0.441545449434172,-0.178193435803034,-0.117670440990571,0.331573628135989,0.258614401512746
healthy,-0.285318406390703,-0.422246322820128,-0.34465591339663,-0.043264985423219,-0.167266358331668,-0.155585746716328,0.366428573447623,-0.588827418603695,0.275662434122022,-0.555903667997257,-0.449594528148844,0.422557805796537,-0.265072012924114,0.278029704742731,-0.252114321105497,-0.555810223104334,0.282265873221894,0.11992094591749,0.0236727062070889,0.274354205621104,-0.065255683557699,0.20719847590731,0.0228939987660662,-0.436574539734945,-0.209752636313864,-0.102041823071609,-0.067903288857176,-0.111760091935572,-0.411624753324579,0.338270512380244,0.377548515705427,0.225264488539035,-0.203803311464451,-0.223302145787658,-0.0698344833109122,-0.314286323196746,0.0865922674417199,0.345123137861243
healthy,-0.0760723321387823,-0.202120905912107,-0.300402149988558,0.0833762663880714,-0.1493468860736,0.109559013739337,0.149247849676999,0.170788265937614,0.0093589394787501,-0.0235706623909262,0.112183478249251,-0.242725828518324,-0.102515050031124,-0.0072667956005639,-0.0323601425892232,-0.0087523415495718,0.143578015971619,0.164747045744982,-0.137115891093434,0.0046670901897999,-0.153778764821473,0.083673375577873,-0.0740916042067716,-0.0701549074419006,0.1353951337025,0.0647450442775966,-0.158532511858299,-0.162766317812971,-0.183415406504182,0.0767903460141361,-0.0975632302010973,-0.0052241699206779,-0.115117431498541,-0.0416324252209479,-0.184220077226561,-0.0731507584390666,0.19523787634837,-0.0656487513965765
healthy,0.174940133526454,0.0417804323647465,0.0742162160374369,0.0470729221478546,-0.0724349116642649,-0.083186502840443,-0.121171892978281,-0.163262922294932,-0.0816540874154855,0.0743170057767965,0.0870761640063417,0.154093112946663,-0.0029722688443806,-0.0147996362182134,-0.0109696261225479,0.15440782376548,-0.0258494827455578,-0.101974533030458,0.354134005440574,-0.173829389460041,0.118882526041399,-0.0198144399847185,0.0991380217941949,-0.107902615251569,-0.028877288793259,-0.0455425636563535,-0.1404165623956,0.149759154154199,0.108805609038893,0.19837066252738,0.158342737467418,-0.173167056887107,0.187446288940872,0.0488645111883083,-0.0092232896181332,0.0683848096887732,0.0824480637296245,-0.0217088756979881
healthy,-0.0678514886652229,0.012315430049927,-0.0536934090434318,-0.041168056890381,-0.092622296833826,0.0142747030124154,0.0753620350214283,0.0572154354402859,-0.0076738191030795,-0.0177967294092695,-0.132647444496089,-0.031884834996686,0.0274764708310871,0.0033121042937303,-0.0690876966058405,0.173395657180222,0.0993631288119111,0.0702539305120836,0.0249107562373524,-0.0685745536870935,-0.0481188109715898,-0.012991845715548,0.190725893026995,-0.113054714871205,0.109975857358723,-0.0714434890964516,0.0603176176308925,-0.0172835864905226,-0.108483077958732,0.0963775700119288,-0.216686259779966,0.0445734598966108,-0.0898233354588426,0.118512689552423,0.329251156410549,0.0575186562559091,0.120961780755533,0.0792339315901554
healthy,-0.265017414949941,0.107928989073058,-0.143042872504361,-0.0397957345554769,-0.041890246900502,-0.0224236027526217,-0.0715830395564461,-0.131584657910989,-0.0744167915526565,0.0130599005042742,0.045216825330836,-0.047434544284392,-0.0136759335469286,0.0512539491488495,0.0527324284512202,0.133063137213359,-0.0718294527735078,0.287933844136686,-0.18037447488922,0.172735665160305,0.229164291867452,-0.141071566767867,0.0399189411640078,0.269452852857053,0.105095237076848,-0.0569214531412704,-0.147108690585881,0.0808235351962627,-0.137621781729002,-0.0506379161061951,0.241238539503479,0.0608640646142588,0.0128134872872124,0.0006160330426544,0.127026013395346,-0.156842012659821,0.0336354041289325,-0.0092404956398166
healthy,-0.122430602085045,0.13713712941336,0.185180927865539,0.204959845406629,-0.0746839051950531,-0.0944906760075982,0.16935408006314,-0.186233162564956,-0.141256318780781,0.141655549004971,-0.0696703163331276,-0.18116386716012,-0.150531458175343,0.0871776448466538,-0.1374775582867,0.315726116367849,-0.190606126183413,-0.110871494431161,0.181556907768432,0.025064849501688,0.195913721799587,-0.146384415536467,0.195075028847994,0.0105254418021041,0.0472082003085256,-0.0107451731658057,0.115900557332784,0.142286889824621,0.159011231929464,-0.206606283230422,0.0349063387491714,-0.168688696356156,-0.0753585733258554,0.208710752629255,0.0218617232843467,0.10806759843801,-0.110503212286365,0.213547937438631
healthy,-0.0039843245181388,-0.0442724532253627,0.105515904480368,0.0042721903289732,-0.0408573179241008,-0.100681067339309,-0.212346832323865,-0.0410993869013933,-0.0663923238260648,-0.0082630572519038,0.0439191633666115,-0.13534272792568,-0.128329269988989,0.0143082392794249,-0.0222768883157027,0.123939316373765,-0.0679494161664869,-0.0764283727765165,0.150102393135732,0.161688992021814,0.019110364396525,-0.168990315769339,0.0448416424422397,-0.114393947782691,-0.0308343537832325,-0.0111417153602472,0.006993830722316,-0.025999516642174,0.0020935695333406,-0.0180177827963128,0.0558067128731112,-0.254349071086512,0.0025973347023007,0.0449986601572402,-0.0012234296960459,-0.118005355227703,-0.0743413456479675,-0.0401245685874316
healthy,-0.124553837766982,0.0626313141797756,-0.0740887530198902,0.0659564548952957,-0.032274135277567,-0.0777535225610164,-0.0402762199789053,-0.0420159787061213,0.0971271320912488,0.0200824001228019,0.072256368249327,0.0067657283836177,-0.0955592013864739,0.0332460375294994,-0.0319546425483406,-0.13506353767082,-0.0263232475941191,-0.071750281026981,0.0707501882401169,-0.110204855486726,-0.0390801358539444,-0.0162592266234877,0.192315829304334,-0.0567851341975028,-0.0684023194022305,-0.0991796715155646,0.131464546044534,0.0398157745750202,-0.0241163314308914,0.0972734543916088,-0.0574939247900722,0.0826640452648406,-0.0159638972099171,0.0822009150481049,-0.17069905863739,0.0302578408267349,0.0493361209433966,0.0177184224078116
healthy,-0.090066532250145,-0.01212075485768,0.276353210755103,0.249687550068207,-0.112070364145626,-0.122139914335083,-0.162418115092912,0.0939824684349339,0.285117448882964,-0.0550095797387014,0.0891341664918619,-0.266097187413989,0.321293240304347,0.314766679996366,-0.243347462911882,-0.211087607675288,0.065825022534785,0.143584326775593,-0.123072280093366,-0.0236820902603901,-0.0492289120373463,0.358214924332357,0.232904966419112,0.0462453416108405,-0.329498058977238,0.0384134692412627,0.25006049637152,-0.222275996774685,0.244093355518509,0.20437457421565,0.363436172578742,0.109459740022433,0.0208849929855409,-0.144143746230563,0.18013306450029,-0.141906068410684,0.173979450495622,0.193186185116253
