group,AR,BACH2,BARX2,BCL11A,DUX4,E2F8,EGR1,ELK1,ETV5,FOXD2,FOXH1,FOXM1,FOXP1,GATA1,HNF4G,HOXB13,KLF3,MAFF,MAFK,MNT,MXI1,MYB,NFAT5,NRF1,ONECUT1,OTX2,POU2F2,PRDM1,SPDEF,SPIB,SRF,TP73
healthy,-0.532141898750896,-0.462382414268931,-0.424792717116995,-0.345825213797812,-0.2102691896499,-0.34570865659734,-0.231540878735879,0.373449270309467,-0.138528232759926,-0.282068425140109,0.183286197740835,-0.415817812680719,-0.399091854413113,0.348272915007705,0.355674297237621,0.332246299942926,0.544438683400599,0.4633148718727,0.434641800556805,0.350254387415714,-0.324670081912303,-0.384289089953281,0.282767768342936,-0.366572395481671,-0.393846780391913,-0.202285021417628,-0.389359328173775,-0.531267719747363,0.418964857093439,0.275774336314669,0.561397756069147,-0.3987421828117
healthy,-0.300877711926149,-0.22305699082535,-0.328666376146291,-0.194209117430898,0.164644720183237,-0.245643068806967,-0.186514274311644,0.18308742110064,-0.204209298164828,-0.332124382568304,0.242808126605136,-0.372966242201269,-0.274989393577565,0.29514552110047,0.314585124770165,0.129098906421823,0.290939837614238,0.117136073394318,-0.183118574311649,0.281656180733518,-0.206016184403357,-0.171903418348363,-0.306703362384856,0.190813417430903,-0.144145907339231,-0.192215311926314,-0.273836724770227,-0.1648627926603,0.280316592660125,0.0813098807338216,0.316983922017868,-0.189629595412556
healthy,-0.4301511659449,-0.349292175794395,-0.253589802848268,-0.405375362403491,0.209378866994643,-0.24984519428527,-0.333748980906672,0.236966196309582,-0.251834133915452,-0.244725516348319,0.262773301881456,-0.248028138326832,-0.465301376816582,0.379703308287987,0.334227799706531,0.123633469604554,0.363042869533928,-0.0530874997586982,-0.418475353671421,0.117875366601124,-0.414092320041945,-0.146088843577417,0.179065953742047,0.18590446839644,-0.443938691899807,-0.408653429571755,-0.26238042491747,-0.247512487311599,0.352864900685648,0.348506421866421,0.324086663073625,-0.348666028133041
healthy,0.267630000030818,0.23341758049227,-0.443819902241585,-0.449254116922738,-0.183493015966356,0.278642503045984,0.461965065676561,0.442462363174486,0.323772052899918,-0.361906928367767,0.36350188458113,0.429909692518172,-0.528975547907966,0.285411935524074,-0.401910702910053,-0.354613960644069,-0.27859988971204,-0.432632887477883,-0.439392173924082,-0.130660598700304,0.347379839905343,-0.324539092910924,0.405668793122709,0.517723598540158,-0.37472745426602,-0.436115005623088,-0.424787975619281,-0.347400131969126,0.422005933674599,0.438826025344529,-0.375192142526656,-0.260686055804192
healthy,-0.261843943557722,-0.273642244983538,0.320420666652303,-0.276707038127354,0.219973799630556,-0.210756376641637,-0.28719185677725,0.230758184527592,-0.243708663827023,0.223084679889317,0.232924278929988,-0.262189596919806,-0.215065521888957,0.258825237528851,0.167618837053495,0.280140528190726,0.262880903643975,0.223245984791623,0.235989072073803,0.207115494561014,-0.388168725620859,-0.261913074230139,-0.37955043512622,0.0587149844394152,-0.361161676263326,-0.353534258739995,-0.199695469054934,-0.356668182556228,0.205041574388507,0.275439642466378,0.249653901654876,-0.269033533489079
healthy,-0.484014328542846,-0.460732928921274,0.303971504802686,-0.406767838516398,-0.322835408085806,-0.221352384094336,0.358652945965148,0.453091854173681,0.117003957072518,-0.25943836603937,0.41536404760744,-0.290002665029742,-0.32116392298477,0.0635164338393671,0.168939386997565,0.251797291291777,0.282242198489218,0.169416954169289,0.223979003538821,-0.0016714851010359,0.197593417301039,-0.266840657201101,0.289166922479224,0.241410205306768,-0.418945801395375,-0.147926431441684,-0.33477458737892,-0.379546509728098,0.424676607456069,0.35256396452566,0.158552301012556,-0.241290813513836
healthy,-0.009810724700812,-0.189208990382542,0.330089064533476,-0.144887101444864,-0.367804038837306,0.21479115710008,-0.358672727204417,-0.0058036974068823,0.0527858659571852,0.299711751363218,0.077471207425064,0.10309866834713,-0.100764507007109,0.104708122414699,0.25715633640214,0.0310688046927223,0.106060909323275,0.149727542102112,-0.323989444990343,0.0679322479514213,-0.390333376169641,-0.303021247907413,0.26813565157978,0.0767465001526125,0.0145334004262875,-0.0854490266493008,0.0893684851478092,-0.424998540701904,0.0695598197008019,0.0439927510514405,0.117299911273544,0.0960720274179855
healthy,-0.477323162550315,-0.331809160920083,-0.294880127724535,-0.304202268927583,0.198756781931116,-0.199141994377523,0.294848026687334,0.34383420945542,-0.218794249351718,-0.330884651048706,0.354164323226567,-0.351506357346359,-0.702499098097509,0.315193664065062,0.436253095555892,-0.357592713999589,0.514431961554187,-0.239037163410404,0.531689479153219,-0.176125550704706,0.172254165618316,-0.480494745025733,0.344116698582785,-0.492025437588181,-0.399709274806751,-0.390541218582265,-0.552555153333596,-0.629109706849541,0.218165069022587,-0.516075534658856,0.251877578290637,0.504153209442561
healthy,-0.480678163431796,-0.0610897092256297,0.433414826606491,-0.432274629818963,0.47668681407476,0.463297759329906,-0.299191336411193,0.466047179393459,0.159145311751659,-0.191056288587306,0.363244500323295,-0.360004914549229,-0.58714321271636,-0.202134562125454,0.494007764114727,0.125329162531754,0.396229613877667,0.332132850320156,0.437514514476362,0.301683122206416,-0.336492814861109,0.330369046483134,0.373625179534891,-0.495113609666478,-0.439697139149591,0.386399875639882,-0.48947868579764,0.35386264935199,0.433421432613371,0.402537029246912,-0.411304521578356,-0.440851869152255
healthy,-0.0957615454008141,-0.0178506958417051,0.0466721318361249,0.148383909184174,-0.206212725921365,0.085906473738206,0.171069168483008,0.17999451640386,0.175531842443434,-0.0996663851161871,-0.101153943102996,-0.0459283528427205,0.0016735027351598,0.0377467839152724,0.0107847954043635,0.0924145399304944,0.0245447067823446,-0.0198960880735672,-0.0206398670669716,-0.265157211148662,-0.0719606176118739,-0.12049219693151,-0.137785058528162,0.268132327122279,-0.193010648788437,-0.0608039327108082,-0.0407218998888899,-0.0518785847899556,0.0373748944185702,0.200820328219183,0.0667541646580432,-0.168465942006092
mild,-0.185215328789859,-0.0301233109091313,-0.0800419404156918,-0.137362297745639,0.0127378571844327,0.181600531480763,-0.0662712840000889,-0.0046475965402659,0.315864431532891,0.281093524083494,0.0765992763117911,-0.159911747626189,-0.154059218649557,-0.23685529034837,0.113607915428724,0.248560348301632,-0.0580088901507272,0.149411622109291,-0.406578630670676,-0.0316725097558867,-0.0626564866909932,-0.0488858302753903,0.210863176363919,-0.301577375501703,-0.0215166506493795,0.0963945949092203,-0.120837510046915,-0.106722587220922,0.129099903896277,-0.0628286198961882,-0.248560348301632,0.0769435427221812
mild,-0.351394820177365,-0.217615558569893,0.175188282779194,0.171066775988098,0.105946968688774,0.375784442717619,-0.508448473075735,-0.243750760456964,0.354207142458349,-0.0381603040540343,-0.0887821051117367,0.675102812381601,0.059737604313304,-0.0844181567446934,-0.241665762903821,-0.153320052628788,-0.0587193496943272,-0.198268720809334,-0.178679441472829,-0.193662330866344,0.004460924997422,-0.531722864366633,0.272407354733881,-0.217470093624325,-0.17324875017162,0.0706474752309123,0.122966367320243,-0.625208336051739,-0.139888789321333,0.0754478184346599,0.0657986437119753,0.201905344448537
mild,-0.272269201042929,-0.18946568113812,-0.242070839604822,-0.194111582897829,-0.125390952702138,0.242796761754777,0.0445232251972084,0.440247586542396,0.207952498556961,0.142135556961088,0.220583543966169,-0.173979341939091,-0.173495393839122,0.259057417913757,0.0347958683878183,0.212066057406703,0.202193516167322,0.190530366958054,0.367606976736951,0.213324322466624,-0.185690885958357,-0.156653999960178,0.134973125081537,0.235779514305217,-0.362767495737254,-0.259831734873708,-0.0897723725443712,0.294385629211542,0.183706698748482,0.194159977707826,0.19203060606796,-0.159509293749999
mild,0.0101873388931396,-0.0014648461153534,-0.0087224927777861,0.0518022853520431,0.0711116205089744,0.0175781533842409,-0.144686845848316,0.111860976081533,-0.0512030301230349,0.0444114708609418,-0.015713803782882,-0.0388850059711995,0.041481778630235,0.350364557226801,0.0864925047201851,0.19682205077203,0.233909291056205,-0.507635762884289,-0.104736497247768,0.253018874470133,-0.0450107260899501,-0.0555975684690951,-0.203080938719449,-0.424805373452487,-0.14255616058962,-0.0125843598091724,-0.266934912565991,0.299161527103766,-0.0126509437235067,0.073442057510673,-0.166193450178277,-0.0089888284351231
mild,-0.294491196885084,-0.205843948617028,-0.174295604510806,-0.236912469999202,0.0695742949871075,0.0385057736049336,0.140588058146362,-0.214480757649911,0.194688070282889,-0.113598029918605,0.168417776141205,-0.138788722931178,0.0031188477063186,0.0842088880706025,0.0140348146784338,0.163259681857678,0.351830012408942,0.0785709710630266,0.130871647984369,0.0166738396607033,-0.202485189548685,-0.114317764004678,-0.25754484713331,0.0868479130528721,-0.225996503027087,-0.0870878244148966,-0.176214895407002,-0.328678565973577,-0.0225516680303038,-0.229715129138467,0.116716877624923,-0.0634565552554825
mild,0.0625926831272521,-0.275221289438584,0.0951781816176884,-0.130396851703311,0.30720335277179,-0.149761634476247,-0.0278677327157266,0.154808546700355,0.308245649861551,-0.126995671726195,0.218333811434236,-0.245872397700565,-0.336826533217641,0.184651158112472,0.139119232612368,0.140051814218996,0.358385625653233,0.136376345534048,0.0970982025725121,0.120467600479795,-0.016128176020519,-0.101596537380956,0.268473787225918,-0.0479456661290257,-0.0717539259688394,-0.195567848684184,-0.228482493624019,-0.213616045659527,0.178507091057036,0.263372017260243,0.0233693979072826,-0.0945747464604581
