group,AHR,ARID3A,ARNTL,ATF1,EPAS1,ETS2,FOXM1,GATA2,GATA3,HINFP,HNF1B,HOXB13,KLF10,MAF,MAX,MYOD1,NANOG,NFAT5,NFYB,NKX2-1,RBPJ,REST,RUNX1,SETDB1,SIX5,SOX17,SREBF1,TEAD4,USF2,ZFX
healthy,-0.0801024181033637,-0.0490969501747958,-0.101407518906487,0.151754209631187,0.0290415899215762,0.0859940521243392,0.0466569805297453,0.158657538383037,-0.0298747502881788,0.0123188711347669,0.0403487663254685,-0.0497515761771264,-0.0392180486850793,0.0451096827060548,0.142529934143801,-0.0343976208497357,-0.0238045819029313,-0.106585015470375,-0.0528461718245074,0.0528461718245074,-0.0164251615130226,-0.0423126443324603,-0.114559550407857,0.0174963676986545,0.105513809284743,-0.0619514244023786,-0.0338620177569197,-0.0214241237126381,-0.12295066552864,0.157526820742648
healthy,0.64522975953934,0.526036454820876,-0.668675063846193,-0.386675817769221,0.51960538599636,0.6708603784953,-0.661213775258526,-0.334040953506432,0.731518469398384,0.150006241270879,-0.57835913127665,0.510177314224496,0.511457284233259,0.076111387350344,-0.471934307865115,-0.582636104232761,0.523976015294575,-0.666302436512876,0.665334654311129,0.264329416199903,-0.479895096944007,-0.590846643557264,-0.129714033814881,0.43625124152326,-0.522134107233184,0.661182556477824,-0.739635352380784,-0.35595653755891,0.591346144048489,0.275724271155963
healthy,-0.245957014267477,0.156017322192879,0.152361644285615,0.239334227921784,-0.183960723182648,0.186189184372693,0.256160361851107,0.218777299415869,0.17974167025543,0.179716631365654,-0.134408760316382,-0.171441278294759,-0.145500988487052,0.178326972983098,0.0245005536455998,0.0086509364175316,-0.145488469042164,-0.158646405619336,-0.140280379968802,0.0122189782105802,0.260729959235187,0.0318870261294546,0.18697790940063,-0.0210827451912059,0.249537575505414,0.163216003003415,-0.191847973462019,-0.218977610534075,-0.174633736741171,0.28117421273711
healthy,0.215728391315626,0.0024883958275873,-0.037501636955003,0.0552861079559456,0.0531981436408436,0.129668304418015,0.0103192835181805,0.0901910691335566,0.0361042126971461,-0.245540108816574,0.018822324104731,-0.024892130347557,-0.0076061557193003,0.18788410007245,0.171811678089175,-0.0500130787022486,-0.0385823934351293,0.033507536919754,0.141035656129588,-0.13539692666806,0.0226427676167084,-0.0484522130107241,-0.11744901423345,-0.205919862277657,-0.0598869843136851,-0.192025297398,0.0395548699654507,-0.0066745395473956,-0.0075816395042501,-0.0001021508960421
healthy,0.101512826362704,0.0006789372611896,0.113897578471992,0.0870210275807593,0.0694623053086126,-0.0106991147711614,0.0022709280805309,0.0081004238748837,-0.0322612257213576,0.155617102590613,0.103947635851109,0.0031839816386826,0.0197125922041968,0.272885955738857,0.0427730474549495,-0.0288431277857131,-0.0557196786769457,0.0319568745353071,0.0008662302987592,-0.0092710053596934,-0.07058606353403,0.0527932249649212,0.243317067432562,-0.0367562586230272,0.0090368890627315,0.0626495210670196,-0.0589036603156283,0.180012020734049,-0.0641712769972723,-0.0810510620082294
healthy,-0.0034197010309002,0.0840269396164056,0.178068717966162,0.110285358246532,0.147169276508385,0.0704702676724797,-0.113460794918083,0.0229608497789015,0.0246707002943516,-0.0289453265829769,0.15461933946856,0.263439111558992,0.289941794548469,0.198220527612538,0.0549594808537536,0.0138009363032759,0.0746227617814299,0.313757569585096,-0.15535213254661,-0.0080607238585505,-0.175626074372662,-0.152543092414085,0.220326452133715,-0.0637529977903542,-0.0181976947715762,0.421111755519428,-0.0210067349041014,0.123597765831108,0.0554480095724537,-0.0206403383650764
healthy,0.0613246388994762,-0.119951067108075,0.190300333601757,0.124910023491196,-0.155468330283916,-0.185800256587832,0.16779688933634,0.0953031265906107,-0.138303182680157,-0.185999104314484,0.140964683021499,-0.183591517224098,-0.175634548962223,-0.0473288181389702,-0.0231948225150069,-0.121119679901629,0.101280795173349,0.019009842667931,-0.150307466978348,0.116224966630196,-0.0812920098511315,0.104055485759093,0.147193205659398,0.0937062263858054,0.0872757968254593,-0.142283196408991,-0.0806679339090237,-0.103853578836647,-0.14666090559113,0.0205975652853524
healthy,-0.115014521442613,0.139907824330681,0.0958421616847496,0.10031942152578,0.0672963573474191,0.0419644924573781,-0.0273348495557652,0.220236673408352,-0.131692968920604,0.0506179098694283,-0.0019571647550703,-0.172747608866427,0.133977418751773,0.0028342887590149,0.0358704443404199,0.0772000037501664,-0.02509621963525,0.145353847996964,-0.0967258313902161,0.0985128079057152,0.0896433823434398,-0.0563912186118097,-0.0997695825979343,0.136307688493596,-0.0247689345591512,-0.0938064485114155,0.135077096607464,0.12637785928476,0.115112706965442,-0.150668957632807
healthy,-0.190968809757814,0.298970429803834,-0.167217548556883,-0.150150734229599,0.1395316785835,0.2011291158174,-0.163761635005141,0.126024495105779,-0.110973519541265,0.0965076159131763,-0.125892853920083,-0.0253814843692401,-0.249646206145379,-0.165788111439483,0.0933096658970394,-0.130029578452392,-0.180531924237374,0.0388075556012297,0.135199486836068,0.29963661398599,0.179160994313616,0.34128442789677,0.244675754103666,-0.144728181146104,-0.137869542400476,-0.137518499238622,0.149491198592176,0.0930610103240591,0.114216679661581,-0.165648492000109
healthy,0.0138016318796436,0.0738573814099849,-0.0024246110058833,-0.113397191659775,-0.0865399620561439,0.0484922201176668,0.134659165095983,0.0688216508593041,0.0093254269457051,0.0898971157565978,0.0695676850149605,0.0688216508593041,0.143238557886031,0.0675160910869054,-0.107242409875609,-0.168790227717263,0.0673295825479913,0.0979169829299042,0.018091328274668,-0.088591555984199,-0.0369286907049924,0.0348770967769373,-0.128317874772903,-0.0029841366226256,-0.0964249146185914,0.137456793179694,0.0833693168946042,0.181472808363422,0.0662105313145067,0.0203294307416373
