group,AHR,ARNT,ATF2,E2F2,E2F6,E2F7,EBF1,EHF,ELK3,EPAS1,ESR1,ETV6,FOSL1,GRHL2,GTF2B,GTF2I,HNF1B,HOXA6,HSF1,HSF2,KLF4,MNT,PRDM14,RBPJ,REST,RFX2,RUNX1,SIX5,TCF3,TFDP1,USF2
healthy,-0.19864876499843,-0.429940982022918,0.504986071022325,0.179713239445948,0.352979106694579,-0.221301694340356,0.244593552458593,-0.409437176746764,-0.488083500667195,0.379581777562789,-0.222056791985087,-0.175531160182823,-0.252841542116423,-0.53524806124577,0.420879810286147,-0.261089531774252,-0.180410252656469,0.395903503575818,0.456137061851658,-0.148986573748822,0.412864158365158,-0.400724511615254,0.395032237062667,0.457124497233229,0.306163052721264,-0.404267662102068,-0.579682653416471,0.572886774613893,-0.477744471377803,0.200972142366833,-0.505566915364425
healthy,0.0981193585030717,-0.133027503978685,0.129632370466468,0.0791066108346564,0.129231127415024,-0.0555567301999148,-0.0639519694301241,0.0534579203923624,-0.394144135918284,-0.0877487688657543,-0.19179417859015,0.0240745830866297,-0.319142550148399,-0.0669458598908973,0.27796884010024,-0.199016553516139,-0.117749403173708,-0.129632370466468,-0.248801556745285,0.433682008910557,-0.0376242522853867,0.0194139907198591,0.107996110538612,0.0823165552462071,0.0301549585585093,0.079384394485656,0.371581930487097,0.0833042304497611,0.13173118027402,0.0834276898502054,-0.0072223749259889
healthy,-0.37376197915209,-0.0489800912601767,0.208852967125375,-0.206836067934477,0.189955232888232,-0.157574833150721,-0.241795653910046,-0.0743807974340342,0.171913152853288,-0.291949213790382,-0.227237308841199,-0.185530278299716,-0.222506763466183,-0.245560532399723,0.224303637290802,-0.263345916174007,-0.236074994386771,0.143969931335753,0.165569088125554,0.253469221954336,0.218216268823727,-0.257356336758612,0.240023227348348,0.257613033019272,0.247479642538941,0.307619909322088,0.153406574822864,0.296276379327218,0.268614301333263,0.255706146511514,-0.0879368047231623
healthy,-0.2234379993227,0.0027506571886317,-0.229956956103083,0.0670898386674841,0.0675472739655203,-0.0668963858542177,-0.0061118998191355,-0.0885227982706248,0.193202936715937,0.140301652821461,-0.0907998990934481,-0.0791564578949762,-0.0552730959904611,-0.358691742797991,0.438577679009659,-0.198131953187288,-0.219865167677686,0.253941074681175,-0.134324766944918,0.157950191765078,0.190420037391761,0.247865447264527,0.116615773997156,0.119676761740402,0.112682233460739,-0.0869993573661518,0.137123787336866,0.173920124526914,0.0205523462760842,0.0216908966874958,0.0165422306677493
healthy,0.233245762606407,-0.33793647515786,0.295995878159406,-0.109720827963644,-0.359251302109977,-0.314278854726093,0.0251735456244828,-0.297787426114433,-0.389868397290119,-0.211540470074349,-0.442374533510527,0.474737239518644,-0.352521512996863,-0.367014676581761,0.462472026595767,-0.299739754014142,0.139901520436792,0.18983517754229,0.41093057004345,0.220773832611796,0.324453928368105,-0.39616178369624,-0.126556785028193,0.333296825325611,0.174974516940976,0.172976251914215,0.426250601915284,0.398205985850053,0.341289885432655,-0.334238536430176,-0.360537541667432
healthy,0.31143143152628,-0.291669345274994,0.210835269584496,-0.273692989709066,-0.177263532699782,0.120953491754855,0.0219049630737139,-0.27893113305278,-0.293336027247994,-0.28643120193128,-0.174168266178497,-0.13821555504664,-0.172739681630211,-0.272502502585495,0.345717460685136,-0.343574583862708,-0.109643864080926,0.121191589179569,0.403813232315421,-0.154287131214854,-0.13238216814114,-0.219763923011282,0.134525044963569,0.0303574216510709,-0.0571433819314275,0.218454387175353,-0.482861577320562,0.305359947196066,0.344646022273922,0.369884349293636,-0.13488219110064
healthy,0.0617224448158704,-0.139217332468703,-0.103672866102113,0.209836434939794,-0.411029197750109,0.26704429281417,-0.0671977744086904,0.290517735523982,0.0080533725694172,-0.331766423149539,-0.186302757580996,0.0356137362129241,0.215519574071615,-0.0954387895857381,0.249570221143355,0.06540278186891,0.292933144948317,0.323348630953757,-0.110584792073247,0.24171863464804,0.131669930950768,-0.21717000345383,0.169831592815796,-0.133350477657475,0.235086799794691,0.285066499790757,0.207890855777549,0.262469471223689,0.259370398533364,0.0581926943852956,-0.272239531289205
healthy,0.241876103304714,0.0349524540557839,0.080857957358719,0.297812832890692,0.219060984943026,-0.0517629200540418,-0.322804477695413,-0.16635703727979,0.149770625474198,-0.358128221556185,0.243770961619826,-0.0725807553268274,0.0444395487280681,-0.324308841560452,-0.058164468415907,0.372186021758841,0.43406338822463,0.237087745130039,0.442788698641852,0.326478966455124,0.219713942875937,-0.3665526592004,0.302927670031822,0.0285060948553856,0.463728163333513,-0.228970581807194,0.122839311515831,0.357334429559314,-0.167221246308642,0.2979792731481,0.0121949496293532
healthy,0.079109740897054,-0.200032394217622,-0.0784098991663851,0.181969373909701,-0.0239774722272578,0.222620706919342,-0.188666543554128,-0.0476931615515023,-0.253749193522381,-0.0359076689480018,-0.218191445439714,-0.189743931481605,-0.146864155066413,-0.174143512150774,0.0849610492015936,-0.125918891841396,0.192866909430116,-0.0834021912112879,0.0528630450130222,0.0209939364280906,0.0181682596659164,-0.220239666444698,-0.0944036505977233,-0.0879590554124851,0.162935520524273,-0.007368070551647,-0.0393134776711252,0.275857351653247,0.287883579288162,0.147010174675632,-0.235913753326125
healthy,-0.217106156583899,-0.0484710689147415,0.0261706912011152,-0.0294881027618199,-0.157945650417998,0.082198086448573,0.177665819139965,0.0997066474634036,-0.412096236096433,0.173058303083431,0.0591605061659012,0.0611878132307763,-0.0407304419397638,-0.121085521965723,0.0678226363521858,-0.187618053822079,-0.117399509120496,0.0379659323058431,-0.0154812539499555,0.161078761336441,0.218027659795206,-0.0241433841362401,-0.138225481696031,-0.161447362620964,0.0313311091844337,0.12735174380261,-0.30041004688604,0.134355168208542,0.171952499229862,-0.17563851207509,-0.149836422158497
