group,ARID3A,ASCL1,BARX2,CTCF,EBF1,ELK1,ESR1,ETV1,ETV6,FOSL2,FOXA2,FOXO3,HNF1B,IRF2,KLF9,MYB,NFIC,NR2C2,NR2F2,PAX6,POU2F1,RXRG,SPI1,STAT3,TCF21,TFAP2A,TFDP1,USF2,ZKSCAN1,ZNF143,ZNF263,ZNF76
healthy,-0.0899661505613206,0.177649490535854,0.0901417513756889,0.0991559265132578,-0.004741221987942,-0.0724646027292875,0.112677189219611,-0.0632748267773504,0.005736293269362,-0.182917514966901,-0.0188478207421895,-0.054904521292465,0.0229451730774481,-0.0032193482634174,-0.0485828919752089,0.103077678034148,-0.0914880242858453,0.0099507128141994,0.166001303182762,0.0499291648853653,-0.109457840956194,0.172966802152702,0.031959348215017,0.103780081291621,-0.0371103054364849,-0.0556654581547273,-0.0558410589690956,-0.172439999709597,-0.0794301016992271,0.170625457961125,0.0091312423471477,-0.018203951089506
healthy,-0.148154831610892,0.174766514221559,0.0159299631404919,0.222741635772575,-0.078013598558184,-0.0305015573310193,-0.108700388018744,-0.0215177990483,0.130310803131814,-0.0400410120023603,0.0405967083909822,-0.341845895067183,0.148587039913154,0.0445174551329249,0.0670231588721082,0.116202289265138,-0.144851525300752,-0.0526985408543016,0.247778845282147,-0.0164856595291137,-0.108515155889203,0.275131456410976,0.0745250601185026,0.187207938922369,0.0808538245444732,-0.326564244380083,-0.0031489462021902,-0.177236275948767,-0.375959478924244,0.18137312684184,-0.158836551081067,-0.145067629451882
healthy,0.216318544319477,-0.0335421336303,-0.0840516303954591,0.302394480511936,0.0430502366162117,0.049417598486777,0.0297879665158626,0.0938541778609345,0.129813209927653,-0.296297026080971,-0.0184027799727323,-0.0583490810335431,0.0355173653473733,0.0662254708618725,0.27385790303422,-0.0497243114863226,-0.0444243108541757,0.170949557426701,-0.0178138910136048,0.0788129723632214,-0.010244214184821,0.314025037454703,-0.0097534733855481,-0.0871064918709327,-0.0628761649068352,-0.0861495473123506,-0.155331731489842,0.150792379096568,0.0170409742547501,-0.188162290961196,0.0686055637383459,-0.174765067141047
healthy,0.105091493146447,-0.184484012885064,-0.0420981371397604,-0.0031842839834989,0.108439748523884,0.0242637176263305,0.0215045446641506,0.0350898783025874,0.250015888990484,-0.0524060672376475,-0.149711955679367,-0.0734672818367082,0.0144112636227137,-0.0535396966278315,0.147594497925559,-0.14396081086238,-0.0552846761534361,-0.0368024684170439,0.0319946651997458,0.0803338370001083,-0.105765597765968,0.0373409423773812,-0.170287329111206,0.0294541207628156,0.0603293269397547,-0.0327497433471362,-0.18202039329961,-0.004224793816632,-0.0085467558667084,0.0416163446489322,0.115620076107781,0.0970467731525348
healthy,-0.155701647921327,0.253531070715669,-0.200984934833438,0.341584468229596,0.2903986754878,-0.227269531106252,-0.275849920884164,0.248504718095079,0.252770200823561,-0.200362404921714,0.170919045763483,-0.282720806576531,0.0529611558233805,0.233517886886895,0.329502776609461,0.184268853870465,-0.291620678647852,-0.344074587876494,0.243501422137885,-0.187012596814732,-0.308290646284032,0.115375543639615,0.242925005552955,0.281591030070068,0.159736564015838,-0.351475776826997,-0.309005402849345,-0.293926344987573,-0.20220693799349,0.206656874029151,0.0582180750779433,0.192822875990828
healthy,0.140640960196651,0.331912666064096,0.225504314051481,0.262609588656555,-0.304263251761606,-0.233882924446175,-0.148301403986086,0.300193640998469,-0.0847436594206204,-0.210542509775242,0.278528948406474,-0.375840523419135,-0.145428737565048,-0.108084074091554,0.388049355708547,0.335383804656184,-0.385176689287509,0.431857518629376,0.243219090314549,-0.25578700590659,-0.441672462234589,0.389365994484856,0.428745463339918,0.396787049405871,0.169008541104401,-0.21293639845944,0.444664823089837,-0.171282735354389,-0.345677525998237,0.268953393669681,-0.153089181354482,-0.459387238497657
healthy,-0.209387935034582,0.248932712481202,-0.0451154855911247,0.206983225878928,0.120779236234978,-0.226278297960789,-0.341486826051262,0.373630174564023,-0.0914877036053047,-0.35093648715539,0.145569491676305,0.157414798961881,0.108837257224551,-0.181915039228656,-0.227036566802584,0.154744242562889,-0.140606002803517,0.348154154074539,0.314500309860991,-0.249745359168225,-0.315207221848959,0.358371146994666,-0.26269937029818,0.322672091602252,-0.0493750834673458,0.0768328743162632,0.146373075389124,-0.289574109806593,-0.29167671982209,0.164060980045347,0.291060437576168,0.121897003053561
healthy,-0.257941009987872,0.124512621917251,0.244281722461327,0.115904959993804,-0.132568263762088,-0.1517926839416,0.0800429113985009,0.179573415339572,0.0282107935522383,0.0549901862029637,0.0405478004253673,0.0024776715156232,0.103163566318902,-0.114531328635401,0.16683202166467,0.0242760457826087,0.0132549007247718,0.0162524981283885,0.173366398874267,-0.131663207586692,-0.090640413140195,0.115949891860667,-0.23719532517312,0.103683492206895,0.104113554361162,-0.11629650911933,0.106706764963006,-0.0504007169447497,-0.121136313064355,-0.168661390529832,0.0661653833757617,-0.131066255641218
healthy,-0.289000483334287,0.16536344730789,-0.0956822269886526,0.231425977622855,-0.226716271711352,-0.177037449439792,-0.254081378076143,0.276036259246797,-0.201708656793018,0.178079653268948,0.475609057812722,-0.300735170752444,0.514232604023106,0.505964893393586,-0.22025724646129,-0.190270799579368,-0.174743281770295,0.172528268822,0.310721858077395,-0.262044343029038,-0.0321473707707297,0.107992105380875,0.102110909595587,0.31976000799328,-0.142671107984707,-0.22527961352154,0.11034827758198,-0.204116279562904,-0.40983808072085,-0.252746301778541,-0.247003626755355,0.348977334834192
healthy,0.156941676462089,0.299867410020396,0.16726921333856,0.367365240320189,0.384885168949917,-0.403142778785107,-0.352980456813676,-0.408122126921977,-0.325501831910208,-0.510475394179862,0.285482626513882,0.333800745471658,-0.356668862840987,-0.543855468727027,0.333616325170292,0.219828999227744,-0.293412699472601,0.0210239143556735,0.48686959560507,-0.30798190328048,-0.31794059955422,0.606373950889951,0.395028285525023,0.336751470293507,-0.492771045248768,-0.242512696295707,-0.0883373243541017,-0.252471392569447,-0.227390231583732,0.2714666836101,-0.111943122928893,-0.217984796214088
