group,AHR,AR,ARNT,ASCL2,ATF1,ATF2,ATF3,CEBPD,E2F4,EGR1,EPAS1,ESRRA,ETS2,ETV1,FOXM1,GATA1,GATA4,GLIS1,HEY1,HIF1A,HNF1B,HNF4A,HNF4G,HOXA4,HSF1,HSF2,IRF4,JUNB,MECOM,NFYA,NKX2-1,PAX6,PBX1,RBPJ,REST,RFX2,RFX5,RUNX1,SPIB,SREBF1,SRF,STAT2,TCF4,VDR,ZBTB7B,ZFX
healthy,-0.0553367188490992,-0.575351063170037,0.314792844018932,0.180337378303825,-0.0647915251094799,-0.216764484632163,0.294607122677752,-0.285384336202902,0.204757460730944,-0.170244517633235,-0.155685276091176,0.430280692266895,0.494144138234252,0.27697361897741,-0.210499950422831,-0.0106729101344175,-0.297913404621566,-0.138747831747427,-0.313748754984044,0.247043066643935,0.490315811772993,0.579237394577678,0.32912006577546,0.477670733461564,-0.151624929844387,0.415663445778454,0.363516998980403,0.143388227458043,0.24866720514265,0.0563228029376052,0.355222291647677,0.404990535644036,-0.214096257098559,-0.192518417044193,-0.16949045333026,-0.175696982593209,0.218098598398965,0.0223319043573409,0.161485770729447,0.318273140801895,0.23149774101337,0.402148293271284,0.437995350135795,-0.391359373244101,0.187065952084219,0.0929819290514738
healthy,0.596688027631314,-0.360768041498485,0.413838481226863,0.397288640266271,-0.41044838345095,-0.417228579002775,0.506881255640319,-0.312536195868455,0.45883432443443,-0.439818957818629,0.48549282058138,-0.473380925800164,0.530303749364807,0.558811389753163,-0.521181304440533,0.476216280303655,0.0345173591729287,0.447369630137707,0.0811774321977626,-0.5876888589898,-0.533231561080368,0.233084631629339,0.448941402742903,0.556006854320362,-0.360336574508823,0.0737192170907548,-0.461638859867231,0.441298273211755,0.362524728527821,0.464936500431073,0.331952210403227,0.595455264803709,-0.480007025998539,-0.430388322187454,-0.503614434147167,-0.502258395036802,0.533693847140719,-0.143431954991795,0.204885181947884,-0.744218919024894,0.397350278407651,0.333893811856705,0.499916145664353,0.514616842383538,-0.511873945092118,0.276724435726541
healthy,0.0445088389483131,-0.505162493548147,0.0075138446207006,-0.450317536633797,-0.0459138668042165,-0.105597006596286,0.0779118490182247,0.0078925912601181,0.0715220266822467,-0.142298777719188,0.172855079176704,0.100881000053863,-0.0710821918751813,-0.257181185797966,-0.0657553036562781,0.249337465071966,-0.256924615493845,0.0682843537969042,-0.235702586052939,0.0397928324058896,0.246576279894278,-0.423634225005163,0.329228570721985,0.233210188812902,-0.0328532165610798,0.0256081598780303,-0.130007838388416,-0.151327608897559,0.561779007324289,-0.189629890012838,-0.416279209620347,0.310205715316407,-0.167173879585443,-0.125633925584821,-0.335679481225611,-0.119696155689438,0.312087230879964,-0.0776064081799848,0.142738612526254,0.155738174601742,0.176923551142059,0.0076604562230558,0.0675757310521877,0.239929887254179,0.0901417001813489,0.0071595332483424
healthy,0.0536098649702046,0.345939312234757,0.26544183329947,-0.360394454880951,0.233020610040142,0.233238405158137,-0.202976983485594,-0.302031413122649,0.290927895347824,0.351517287201187,0.0229834348128732,-0.190625177025223,-0.276876076994214,-0.120745210092198,0.240242131498851,0.140074526814265,-0.279382737472621,0.290127296627046,0.331230075284235,-0.46853981407284,0.218962741822143,0.095388211817471,-0.270975442593717,0.321893117910926,0.309452580106187,-0.331389388379806,-0.0678835116847362,0.277126138055616,0.342269061172247,0.23899787605623,0.153412461170002,0.285184557421435,-0.358629911100898,-0.212217143028683,-0.34628012126199,-0.273960042358835,0.270709248560611,-0.268543397109438,0.340627531301432,0.340091109992296,-0.269085868282963,0.36060821675602,0.318777437750718,0.130441126085907,0.514262672501573,-0.25129321711564
healthy,-0.0980039403585426,-0.290577534360336,0.113723292974847,-0.0601576397779389,-0.0837827665106544,-0.198612406883716,0.139952945874193,0.0218273122106161,0.0843589891138913,-0.142050396149976,0.210643934839304,-0.473124855065805,0.272852927084766,-0.097542962275953,-0.143525526014263,0.207463186069436,-0.256073324878506,0.160374274932911,0.206172447438185,-0.151431300130674,0.358341312501002,-0.297400009982661,0.136795246008455,0.272115362152623,-0.02254182823863,-0.215392009089977,-0.283224933943032,0.146544932455224,0.271193405987444,0.247314741309304,0.0930714748748342,0.25104866377828,-0.276379409416577,-0.129419596687022,-0.234960528695904,-0.165491131649656,0.193034572084382,0.301180030259896,0.238947989110304,0.14850408930623,0.049900877440321,0.240100434316778,0.117019286265362,0.209261000591535,0.428317785438099,-0.135781094226758
healthy,0.0039262610896656,-0.301608238251591,0.166806607506403,-0.0375969243737683,0.140155623140187,-0.0790011322284246,0.118263743125081,-0.0602026700415404,0.228912919288387,0.241167612992495,-0.0555625432992083,0.144676772273741,0.346700751978357,-0.148246100537074,-0.0120167384865525,-0.185843024910842,-0.308627917169478,-0.0524691254709868,-0.283285686499818,-0.153957025758406,0.355862027854244,0.248068314301604,0.235456687771163,0.349794169806579,-0.116479078993415,0.244142053211939,0.263297448225156,0.0734091846158705,0.193219636655063,-0.239739881687162,-0.0387867004615458,0.225224613416277,-0.264606201921711,-0.346938707195913,-0.374184579606017,-0.0648427967838726,0.192386793393618,-0.0653187072189836,0.190840084479508,0.11885863116897,-0.187270756216175,0.387391094180347,0.204641487097726,0.360740109814132,-0.281857955194485,-0.129566615958967
healthy,0.0527368237574418,-0.0498324420102883,0.0246510907211716,-0.0515949558298783,-0.0509652714054436,0.0633751764018389,0.0316439019609467,0.0073814681333256,0.150663296711517,-0.108643159546009,-0.0298633110765404,-0.0959138930711928,0.0390796012887213,-0.0119519526877155,0.0119399013111713,-0.264946500480214,-0.0900418598500288,0.18936026679496,-0.157415080420408,0.0384348526436063,0.354382778658897,0.237360899570529,0.145420947914788,0.0501246878914853,0.0675238627771815,-0.0287756743434259,0.212911669406472,0.0823892357444585,0.241831960268429,0.147367245226677,-0.0989086601424278,0.132528987856624,-0.18679633643518,0.125747075706373,-0.0397785811282852,-0.045644588661177,-0.0481633263589159,-0.108814891661764,0.0182728996851511,0.169800882663715,0.0501186622032132,0.279188214711329,0.0810906999218204,0.107914051265085,-0.169255557875089,-0.103590619929851
healthy,-0.264967777472471,-0.394096145546072,-0.471608992730959,-0.252530919191898,0.283840581962023,0.528886354966539,0.304223210810739,-0.226735953869228,0.164199796619949,0.262293597039714,0.238008456076208,0.268198545698648,0.364660968103214,-0.298862054823538,-0.247598399781239,0.244060548634553,-0.283194428316787,0.245531987628654,-0.0426013576596369,0.349805831823641,-0.0816136836858369,-0.187199027853827,0.440823929950035,0.48798035093054,-0.117676734162992,-0.229416531862829,-0.275485367499869,0.318835239778244,0.464398941659865,-0.398120211316895,0.220639078384976,0.304479113244496,-0.29014217939328,0.404037955097517,-0.0119506436564352,0.301849715737647,0.304197620567364,-0.29778726460176,-0.393558750435183,0.307959386343586,0.241827799900026,-0.318937600751746,0.305298001032517,-0.286674701415878,0.25848065077674,-0.246427646146802
healthy,-0.266088555159037,-0.275332668667895,0.183442106935418,-0.205417736547664,-0.197191986644969,0.210384722910632,-0.357284001604209,-0.0819066563393986,0.234722956089179,-0.174833977923829,0.210060160574216,-0.284963103338318,0.324972309893786,-0.253078467333705,-0.160010545870747,-0.156690023505873,-0.123131329134482,0.249924825198487,-0.0894412330074575,-0.358084238296021,-0.12897476520753,0.304087314853303,0.469704773636957,-0.22406758772481,0.292918165624406,-0.254251885011518,-0.244605682130419,-0.303821883306922,0.338472526267633,-0.279149889669065,0.41671307362484,0.276659826399799,0.179017809823218,0.285463744027283,0.34718183463106,0.319762230282894,-0.275055410963507,0.215590860468855,0.19660987686751,0.238943580480146,-0.25748305418256,-0.0755441833315959,0.233638891605198,0.300933672718085,0.417986356636934,-0.0713261869757416
healthy,-0.353115883219174,-0.0874012625654994,0.338702990026555,0.292692600219347,-0.177389454678392,-0.208063047883197,-0.253888657008449,-0.340735577528078,0.335192157069378,-0.096270735299419,-0.0694775364157035,0.0705862205074435,-0.0585754761802607,0.0332605227521985,-0.006467323868483,-0.163715684213599,-0.175911209222739,-0.385452502561589,0.36106145254331,-0.399126273026382,0.258692954739322,0.0245758307002356,0.441441049194457,0.399680615072252,-0.328355271836982,-0.0984881034828989,-0.0611624057276539,0.250932166097142,0.361246233225267,0.192726251280795,0.0384343818469849,0.350528953671781,-0.378430836647236,-0.0230975852445823,-0.113270558039432,-0.07354271141875,0.233932343357129,-0.111977093265735,0.291768696809564,0.196052303556014,0.0114564022813128,0.104401085305512,0.184965462638615,-0.0820426227887563,-0.282344882029774,-0.0284562250213254
