group,AHR,ASCL2,ATF1,ATF2,BCL11A,BHLHE40,E2F6,EHF,EPAS1,ESRRA,ETV5,FOS,FOXP1,HNF4A,HOXA6,HOXB13,KLF4,MEF2C,MYC,NFYB,NR2F2,POU2F2,PRDM1,RBPJ,REST,SOX17,SP4,SPI1,SREBF1,STAT1,TFAP4,TFDP1,TP63,YY1,ZNF76
healthy,-0.108244315037578,-0.102725279237965,0.184917371522529,0.250255634053436,0.240879207641189,0.155304480511701,0.307701081946185,-0.211681727927106,0.0461106539387051,-0.327462790777059,0.106998081147343,0.0781566682590407,0.19073312967696,-0.260284849646281,0.262896006368679,-0.243609053305514,0.297968588708158,0.250611700879217,0.299808267308029,-0.277850813051502,0.323308677809608,0.218803064442736,-0.0295535465398651,0.253756957840287,0.340459229918084,-0.216666663488047,-0.243787086718405,-0.012284305489462,-0.329895914086566,-0.156669403343863,-0.255893358794976,0.0582762704862399,0.307048292765586,0.455528159116474,-0.237555917267229
healthy,0.429439053188945,0.120451659790737,-0.0623379270758145,-0.089981551937536,-0.0939883245298529,0.0509077540992825,-0.157568661711812,0.090882299264491,0.148530128189609,-0.308024525565946,-0.158345168028153,0.161482253546168,-0.290941386606455,0.268391643179927,-0.0315882769487311,0.0755385344536029,-0.233573099955219,0.573341203733164,0.160674686977174,0.248916864766107,-0.253234239884961,-0.223726999864022,-0.236368522694045,-0.113649464459594,-0.167787484834853,0.270876463392217,0.151636153454971,-0.350142228164254,-0.382196408902789,0.269820414801993,-0.267801498379508,-0.313801732559519,-0.0100635218597728,0.0375829057108797,0.0471494635281946
healthy,-0.435836376928678,0.023783346006804,0.363161570292018,0.314395087833505,0.248506595900836,0.130339734894881,-0.259954596395966,-0.0328567612463939,-0.280850946644718,-0.228847529548391,0.142250154623985,0.225235660396543,0.193441213606575,-0.125240625504037,0.520909018162685,-0.404516847189818,0.303122056778257,0.356687701016387,0.266940876174107,-0.364911264690837,0.290974178523599,0.351363630917124,0.270177810811922,0.331854538370292,0.112055428427222,0.263453985193604,-0.424975773838866,0.242995058544556,-0.376796688785671,-0.204589266490479,0.397855510657171,0.234384062538939,0.400305082815518,0.48785229184214,0.0510785786283803
healthy,-0.0230686416512885,0.408208694469157,-0.3155840135725,-0.43026589483388,0.488667415599066,0.380834261267974,0.210338838565738,-0.405211224745408,0.451813279651326,0.495061608185999,-0.410198817810335,0.368852572180965,0.36454678063107,-0.486593346726007,0.470881200100287,0.326847047008529,0.443347065643331,0.50639425498993,-0.347268333227571,-0.377672995384457,0.435165447462932,0.497342469710765,0.319904137286374,0.428087405908969,0.421635884666117,-0.490935992411849,-0.315317844812877,-0.019712867828047,-0.379646739109658,-0.376495710486127,0.422866403316373,0.347892806086686,-0.303133457978155,-0.392903990790859,-0.398167989875395
healthy,0.382762294405689,-0.237345226195886,0.358663933792529,0.381510124687554,0.368586788162654,-0.352544840264286,-0.306238186537037,-0.326745418901962,-0.29591369282336,-0.0128288331499469,0.394197202775071,0.311270491253315,0.376525071658754,0.142251205148858,0.36894117581873,-0.373878977160054,0.421461426449175,0.338203953115082,0.423516874854415,-0.365987945351431,0.362680327228056,0.380210703281943,0.276800385239001,0.360483123760386,0.35542719320037,-0.356254097731213,-0.374493249097252,0.342692863425376,-0.390298938558236,0.0945033749535681,0.328871744838417,-0.356537607856074,0.284644165360147,0.254261330312575,0.286652362077911
healthy,0.552838237329717,-0.582248405154249,-0.401169272680896,0.469833507477839,0.335664807980805,-0.39326984743877,-0.543115867800947,-0.45938196023441,-0.62478377184262,-0.3999539764898,-0.496934612539287,-0.431187088600976,0.482837176722569,0.474208573765785,0.459260430615301,-0.37030074942705,-0.408217990589255,0.544938812087591,-0.473479396051128,0.419277185928232,0.445770642894131,0.494990138633533,0.432037795934743,0.358512376373415,0.261653269943038,-0.480771173197706,-0.51565017388217,0.540563745799645,-0.4857538875812,-0.370786867903488,0.537647034941014,0.395578910201853,0.526709369221147,0.514556407310183,-0.533758087129505
healthy,0.0943121975792669,-0.271462803288543,0.230673296136409,-0.210652956940968,0.260440786563016,0.103443576399321,-0.395013360227582,0.255245400240118,-0.310383332871273,-0.195568080035593,-0.146891116220525,-0.208443602661903,0.256894680115106,-0.169869638456282,0.294630079881475,-0.209962920520476,0.209554468468884,0.27978965534031,-0.171457031656786,-0.247336283241116,0.257959130916224,0.28648269918571,0.0466068545535916,-0.0918367305999233,0.224630062373086,-0.287782319349866,-0.263380403600986,-0.257046302467591,-0.212667368195408,0.289645108251822,0.0949310643241028,0.149416092539455,-0.0053005936695194,-0.0576443429477398,0.0955777800724563
healthy,0.411993870948125,0.357215363840849,-0.410723625619312,-0.131894903572006,0.351936935065163,0.356478226655217,0.305865860963165,-0.381902877977505,-0.385187087402776,-0.368588337562028,0.347606254099575,-0.317047968805921,0.0051467971353946,0.332021067889071,0.354431354648685,0.178617554293446,0.386753503922244,-0.218798112492403,0.399166367601725,0.372636010500989,0.388668744288484,0.180901363252503,0.0398909685903157,-0.21977218663056,0.384482858127217,0.472965646731112,-0.374274824422617,-0.348725123042052,-0.409624501422879,-0.341972419895102,0.336476798912935,0.370641791150574,0.356024097496212,-0.239661727478594,-0.395309560541187
healthy,0.419854861806471,0.466179828038583,0.465186327004181,-0.46778135170604,0.499277983832686,0.477703115369605,0.442200687072249,-0.446611831664995,-0.363703508010097,0.55679242104826,-0.255111195613831,0.246013375474797,0.372887431572113,-0.540668561593933,0.0226663949328777,0.0046654808575533,0.661830649077458,0.364421478090959,-0.512082225164063,-0.547325018524428,0.418674582577601,0.49722077435745,-0.486981090362877,-0.476057877656634,-0.362249022495732,0.49868320788009,-0.624986332049636,0.228759574177343,-0.522050352209233,-0.37659915143664,0.50453956531088,0.496684283798873,0.5474945760343,-0.516042982621214,0.464655135117787
healthy,-0.0330788233262055,-0.0704079982529849,0.12215140904258,0.0147838316541701,0.269065736105895,-0.0831590530547066,-0.134532868052948,0.243563626502452,0.0393619517792278,-0.24818357389438,-0.0511890171025638,-0.128804133286957,0.0853766278028321,-0.252618723390631,-0.0142294379671387,-0.162437350300194,0.254466702347402,0.139152815444876,0.290871887795796,-0.0375139728224565,0.0633856782172541,0.0772455203930386,0.0242085243337035,-0.0772455203930386,0.237465295945107,-0.0147838316541701,-0.12085782377284,0.0885181920293432,-0.151534274455243,-0.0349268022829768,0.0787239035584556,-0.233214944344533,0.007391915827085,0.0371443770311023,-0.294937441500693
