group,BACH1,BCL6,BHLHE40,CTCFL,E2F1,E2F7,ELF1,ESRRA,FOXO3,FOXP2,GLIS1,GMEB2,GRHL2,HNF4A,MAF,MNT,MYC,NFAT5,PGR,POU2F1,REST,SETDB1,SPDEF,STAT5A,TBP,TCF12,TFDP1,VDR,VEZF1,YY1,ZKSCAN1
progressive,-0.133309595898317,-0.0625640943487174,0.0723991193049529,0.167822198727792,0.369136824815021,0.110018923239245,0.0934160675504136,-0.290930039925742,-0.0064344400561134,-0.088915293417899,-0.244208670523476,0.0736259969944088,-0.250729792155475,0.155200027716162,0.0101950868868367,0.121680929102605,0.10017723046948,-0.111985928230492,-0.256857512789224,0.0206168794336816,-0.122087665727914,0.11930051967252,-0.270646551168543,-0.154619927939082,0.139203943058529,-0.109765546325118,-0.320188405693852,-0.0036006193060116,-0.0323789024999863,0.0596969345309674,0.0892553519079112
progressive,-0.0874871850000762,-0.0798463774634153,0.0809454384164283,-0.14498372656365,-0.034336672751988,-0.082809174210109,-0.038090029558706,0.027155811143969,0.165343323858274,0.088188160512236,0.0972947127012483,0.0059909430635664,-0.121905143941811,0.0985362130853661,-0.0579398436262177,0.141616903506087,0.0958538631232508,-0.0949348199616837,-0.0650683218486169,-0.0487104663071067,-0.126229295767713,0.0503549085575672,-0.133198313494913,0.0227436778621116,0.186968467915652,0.025701901081888,-0.191175971230282,-0.211845389611231,0.0042193379049002,0.0418804460783828,0.0936344766745475
progressive,-0.0362179491549422,-0.0894413271312131,-0.109707028440814,0.0420997661876542,-0.203336982041483,-0.143636076625761,0.127682141071737,-0.180956429478338,-0.247485702706833,0.0647119916636939,-0.246590265389726,-0.0264077046492637,-0.214601206611378,-0.0399575816671786,-0.108387659005945,-0.165913742406973,0.273987868284156,-0.124345464869353,0.0848006358361083,-0.101801775593267,0.0334658673231636,0.0599881204406696,-0.071877723559405,0.0832748076022692,0.24434001675542,-0.207163246036238,0.264865790166121,0.0343010420197226,-0.21086686563689,0.060592332838516,-0.103363692875924
progressive,-0.309003094547103,-0.321737597307324,-0.162685424625504,-0.447465329468267,0.0796144260078698,-0.442817303914376,0.41016786905386,0.124504567541498,0.44095084530989,-0.259877179238731,0.344488459229,-0.263890971286243,0.0128704099401592,0.022075856261315,0.326036794432707,-0.2630302258133,0.0560843629212148,0.251006970628089,-0.171079958106361,-0.350445723949629,0.0443193313778873,0.110719049256421,0.0357028161697975,0.456439733583528,-0.249240177288891,0.409501923872162,0.142675357499252,-0.463778721300197,0.268729266892047,0.085055243444734,-0.107434625741245
progressive,0.429084590967973,0.185210675111277,0.0988965096746376,0.0716394047999094,0.107516787880057,-0.20758680104828,-0.28456863022746,-0.0681308282529873,-0.0367087804705183,-0.0665277031414118,-0.0297672089576169,-0.196396749090806,-0.434208226560304,0.191595329711968,-0.267717915655167,0.111200395456531,0.219349681829741,-0.235154188202668,-0.0401059736349984,0.445426124363388,-0.0499315791575581,0.0497963279074499,-0.350491680721329,-0.0180281960438219,0.0398832068701145,0.323143082353881,-0.469659966000406,-0.185501067501215,0.156394202882361,0.157094327000568,0.394094296969417
stable,0.125000405794468,-0.0922272168109052,0.0556481173074354,0.0478983496404784,-0.163211318865795,-0.378816812616055,0.198911651746685,-0.205492474585478,0.0343850278313865,0.0809403499321334,-0.114727346751597,-0.181913709762958,-0.164526502856389,-0.334732363383497,0.0422350322752406,-0.0316902565104542,0.272993953937736,-0.0266253938633219,0.162706684802394,0.0140913175715264,0.0059862420057852,-0.0764755762983821,-0.417150479421409,0.443697003405324,-0.0509056950652134,0.0282994569905237,-0.330174374389588,-0.173071143321784,-0.143164992487082,-0.133873115904056,0.0646718484063704
stable,0.0913926380942505,0.0361707293107482,-0.085961614653593,0.0463095135267541,-0.0368881832355411,-0.0991002409910963,-0.039347961431089,-0.101366990271026,0.037919011264084,0.124994414676158,-0.0482949112468058,-0.125266085001842,-0.0729425887938992,-0.2305626137611,-0.0070334911128282,-0.261516349377906,0.0854574457651927,-0.0089307151306841,0.0447284935118742,0.0168212188827605,0.0413533173877864,0.236826670168618,-0.104639247428531,-0.0930753855391975,0.153180806734182,-0.149124369606979,0.0247782997376774,0.0810542715117878,-0.0101888287496846,0.0565862180945055,0.0376826402076908
stable,-0.0362445734254955,0.0512452954249994,0.114339046762972,0.0286515656048397,0.101847515957008,0.0539718254647881,0.152520649425296,-0.0640691660125042,-0.138876783404798,-0.0702187958021633,-0.102123001343573,-0.0027256513809572,-0.0090256352024207,-0.0443235829515679,0.0241881337985379,-0.0068280577791622,0.0395804792077984,-0.102156080264286,0.009427750832341,-0.0040303563740264,0.0113932072666572,0.0455410939770695,0.0381005593065763,0.0578212298053504,0.0291607742405691,0.0239471745354674,0.0365826503323475,0.0542695357512073,0.0579565949512066,0.0110305279125247,0.0626983548638221
stable,0.0945968403780306,0.0424566306912926,-0.193992568763035,-0.131798362331461,-0.103701373817157,-0.186972170810023,0.01274936636221,6.31314619960141e-05,-0.0817985932232254,-0.0267168659930993,-0.0085886691723196,0.0700923658956535,0.0730810202685982,-0.149778920224147,0.0213208948692363,-0.129953199609145,0.115973890857109,-0.128826848623809,0.0075207160350184,0.156897328899927,0.0222552604377835,-0.175260362800728,-0.0841543384957175,-0.182199591731174,0.0154491208009378,0.0113057635864022,0.125465534263281,0.0340669726154308,0.0056100301299678,0.0273044320545492,0.015986460726877
stable,0.0610793823631645,-0.159222445734574,-0.0160413612451691,0.072553508878268,0.101311784531583,0.0010857689925769,-0.199740650321684,-0.0447220434816444,-0.063080861443079,0.185275513124696,-0.0836468888076867,0.0648088237286352,-0.021301332757794,0.199166566805708,0.0663135971721441,-0.0241497655362358,0.023773760770469,0.108788125781313,0.0858447223396583,-0.0579587260139783,0.0224585523550438,-0.0414304660781429,-0.286025391996001,0.06467982467314,0.0784181701990665,-0.182788536346364,-0.0677769874600054,0.0012544269055678,0.0745528325854925,0.155396443672592,0.0710596200668435
