group,ARNT,ATF3,BATF,BCL11A,BHLHE40,EGR1,ESR1,ETV6,ETV7,FOXH1,FOXM1,GATA2,GTF2B,HNF1B,HNF4G,HOXA1,HOXC6,IRF1,MYC,NFE2,NFYB,NRF1,PBX1,PGR,POU2F2,PRDM1,RUNX3,SETDB1,SPI1,SREBF1,SRF,STAT2,STAT4,TBP,USF1,ZBTB7A,ZEB1,ZNF143
progressive,0.0866394343666741,0.212180986158506,-0.41101206907976,-0.13408670051048,0.289195778402877,0.245945421192905,0.10254682898548,-0.33213338518749,-0.0011753362759416,0.286842583670144,0.312046736900797,-0.283949642235584,0.215694384082082,-0.0831310808047969,0.0732012547996851,-0.074240393309745,0.126081298493659,-0.187864640586933,-0.0987761686152385,0.112532142969285,-0.230956100403375,0.0917518949489351,-0.0136500427583605,0.15018578087386,-0.257998923473431,-0.0357191251928863,0.355466080227696,-0.0413057557748835,0.354068792036984,0.0891717039397328,-0.110262180204591,0.346764556296368,-0.194646784891669,-0.102703204198159,0.231261284286184,0.106055182547358,-0.138215510561373,-0.0923143412784093
progressive,0.389353310440195,0.0527144958966483,-0.182508175863409,0.382449467148693,-0.212832321144824,0.212076495289867,-0.366854418795476,0.114896621737461,0.388149851872397,-0.0177222940770729,0.187765681496002,-0.00171288836312,0.354633649599766,0.0338751007131927,-0.165382461313362,0.0813677431402184,-0.174415927139585,0.101035060774858,-0.140548749129274,-0.137256866081743,-0.158840685543574,-0.0182927286845875,-0.179993509968616,-0.176085240636853,0.149594099009821,0.102258326099862,-0.153250426389931,0.142567453823645,0.153982484136242,-0.367428022484144,0.135559823124387,-0.174813646824269,-0.139862643059681,0.240943655511255,-0.174719366659971,0.382163457574648,0.147651452263119,-0.169476914162855
progressive,0.02032266046916,-0.119414393296291,0.0749212762576126,-0.190427465617526,-0.0729095122641333,0.0727447636204453,0.134660049729131,-0.104917427921988,0.0818883133451304,-0.167430385499164,-0.0980657148850513,-0.073382706979615,-0.0161298074872999,0.006389501564367,0.0701765153193976,0.153103660390005,0.14195475356354,0.0344782300429318,-0.0728701556436968,0.202820224703836,0.218657145713469,-0.12200003173195,-0.167953004807752,-0.0231618287620502,0.150297441825853,0.0500067049807704,0.0872664412913016,0.102324467324387,-0.217750112902942,0.143324913116879,0.0428740039793218,-0.0416557792862732,-0.194852797241035,-0.0855320041813638,-0.0989086787785883,0.198065395792951,-0.118507360485764,-0.139514643096472
progressive,0.0704329392612263,0.0462738076013044,-0.216290987640512,0.0091704978153307,-0.0560914385462247,0.04047385798318,-0.025848952361309,-0.0405920696555641,-0.156187929904537,0.25509169579918,0.0498201577728255,-0.223562521026392,0.146303615452118,-0.265059364635972,0.125410460125371,-0.0187714073608802,0.0947633262926788,0.0822692618422431,-0.118626928771641,0.165937361807697,0.0136382928177427,0.104708262115551,-0.177159893012874,0.0262793640915278,-0.0668199055822065,-0.0148598134323777,0.0553260937442511,0.125816623307408,0.0600682004479645,0.0589057856695215,0.0831649425906914,0.248130846936874,-0.0466132872758432,0.306057597473574,0.0584981069532227,0.0955832303280604,0.0729669125461763,-0.0408966920420922
progressive,-0.0860923136538098,0.220642628817783,-0.166791905750451,-0.11776021045761,0.208786290642447,0.126480355954309,0.0217621174895681,-0.0502173291103742,-0.0140363745495105,0.211387035790585,-0.131681846250585,-0.158148252758109,0.116612822892255,-0.214905690991007,0.0600848621724279,0.0459337488663819,0.245120230212025,0.0356837532825431,0.412026874719011,0.351521303772619,0.139254604181929,-0.359858986747533,0.376228382679932,0.0947359666461515,0.11087588506548,0.0018740663567466,0.227832924227341,0.126021400928167,0.307079158741199,-0.116153867866113,-0.199913160137034,0.364678014522024,-0.246803065307879,0.213222855895153,0.200448607667533,0.151263927365979,0.107586707378128,0.14483855699999
stable,0.107002500081548,-0.196705730613432,-0.360340600020565,-0.27384333913543,0.375524776134916,0.359627493881265,0.0532627333330638,-0.380314071306533,0.284355531302044,-0.306660885446209,-0.353437661689754,-0.350344706152456,0.312838793145183,-0.353559592311644,0.362519881602643,0.27746752544387,0.358642595254404,0.339886013060469,0.226308444478954,0.298991234473611,0.367015146719536,0.222769072466534,0.242755005384344,0.165031163026528,-0.319058543995898,0.0144478655571408,-0.0203423785595986,0.354215117117611,0.305043075578058,0.103653866235794,0.333070306152543,0.240955105292313,-0.368138734714555,0.133174934927187,0.351637815311653,0.309602904839229,0.232839198986384,0.359436702000669
stable,0.14138253243027,0.101204993897706,-0.120915701419012,-0.17281315404584,0.0582114605736584,0.180727330308616,0.175870304501894,0.182449332475934,-0.0992129476268346,0.0321277122084669,-0.0765480832145516,-0.0996111056771917,0.238060833540951,-0.227090762841207,0.0317496504634906,-0.0110806003793383,0.164633957755855,-0.0688587343682232,0.0342365682543646,-0.111509374481711,0.141933924809155,0.164237055724584,0.168939591183691,0.160674985595837,0.135495570972782,-0.0367536305033097,0.161055559378986,-0.0308214523587149,0.220746610436306,0.148036921549487,-0.143495156533426,0.0477701739092467,-0.0120414549803578,0.194170502589285,0.0715202388120929,0.0653054563730806,-0.0560862762796388,0.144449731039014
stable,-0.0640023784846468,-0.0669409165626308,-0.0262090419325398,-0.0278396757792824,-0.0679091054091342,0.149355868900079,-0.170095493138337,-0.117269750811571,-0.0879183415702048,-0.0514159234801024,-0.177518274294863,-0.246701312396765,0.132030384278439,0.020281008468861,0.0045691719247266,-0.127019582353553,0.17901302198771,0.202691184303952,0.0098007888496924,0.192414793915626,-0.0616753280991912,0.0535731161731889,0.006573492694681,0.109524240039544,-0.0050277876941229,0.180592698526742,0.0976002300352389,0.0869161811852276,-0.0139623023127334,-0.109388353885649,-0.0601805804063438,0.228492567774806,-0.0971416142658426,-0.132166270432335,0.106551730423086,0.226624133158747,0.102526103113941,-0.0788819123361729
stable,0.206682825878042,0.239263009199235,0.134383462235884,0.0752587463495115,0.0121046973238291,0.0921698716641904,-0.132545408132489,0.0946938243638216,0.0937561727247728,0.237683130410153,-0.225268879600008,0.0464779788479156,-0.0553599803328772,-0.0036054632202873,0.104727981355943,-0.0684357251075568,0.112775087545861,0.164990723752175,0.0208980714620861,0.109593494244596,-0.0999022865505923,0.131975110423259,0.240465258424098,-0.0113160423835881,-0.174570183922073,0.218824772376573,-0.0457638222570785,0.217736839584417,0.24319729272034,-0.131564085047238,-0.0317131766686482,0.205469016564479,-0.169691826490419,0.119610953330817,0.0314678458973355,0.0432873943665498,0.169445211264807,-0.0286510376172891
stable,0.0330628258560974,-0.172062303648808,0.0645246773698285,-0.170353152620426,-0.0565844781582247,0.228140112870792,0.062239311623956,-0.18863343889352,0.124682387310638,0.17333727579615,-0.107328785881856,-0.1484250124491,0.177107672406744,0.0713310772936922,-0.140019008793157,0.102915877626537,0.189598551589222,0.144085558752517,0.0562698977155954,-0.17693137131311,0.201586518322914,-0.136139166412948,-0.0676470798945481,-0.0428555317794766,-0.133964363230258,-0.144988892458599,0.0311771706807046,0.173564238707074,0.217285437791401,-0.0541061101785492,0.109136874667651,0.193554488222054,-0.253363809333145,0.170268174782607,-0.0940070122851523,0.187390549179571,0.14060700060645,-0.0788579105952862
