,B7,CD101,CD107a,CD11a,CD11b,CD11c,CD124,CD127,CD138,CD144,CD150,CD154,CD169,CD197,CD1c,CD2,CD223,CD224,CD226,CD244,CD254,CD257,CD26,CD269,CD278,CD279,CD28,CD3,CD30,CD303,CD305,CD307d,CD32,CD326,CD336,CD35,CD366,CD38,CD4,CD41,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD66b,CD69,CD7,CD70,CD81,CD82,CD88,CD95,CD96,CD99,CLEC12A,CX3CR1,ITGB7,Ig,Mac,NLRP2,Podoplanin,TCR,TIGIT,XCR1,group
74-1,0.5887572361651451,0.92809960418696,0.4297256704992522,0.4838956033494352,0.8166334976206243,0.2476746208379049,0.5050700636473504,1.085621457225432,0.5034546206542933,0.5222023978390491,0.5596192836850667,0.5350599842185357,0.4503733194096505,0.7589220897730663,0.5590688252764711,1.1331100026967673,0.5417865009092537,0.6167894716087917,0.7572229165490041,0.2779422727248585,0.4991031713381773,0.4851338730772806,0.9793658749641322,0.5665375855398941,0.7830201864712609,0.622675842118887,1.1245259808020878,1.5626218451555351,0.4793332107768708,0.5069321860515851,0.4995953248573157,0.4654183242922567,0.27570239344986125,0.39030645026541916,0.611833497552087,0.41772629093672425,0.43875864595610914,0.5036490297591596,1.6581507044108148,0.25044808567101534,0.7332840175666893,0.9964737446966574,0.746120305829526,0.8382047056711185,0.5870067492155225,0.8775353817102101,1.7780964031248148,1.072520619741772,0.5916735067969727,0.9304848339333239,0.39284917904455025,0.8093104374331637,0.36156547123733995,0.2962018744586095,0.9886106003478248,0.5131206119985261,0.5606562842945315,0.6858451108379376,0.3405511785810364,0.6402243164431505,0.676816163363564,0.8979807175203943,0.2855474643254592,0.38980100152464436,0.63321212065133,0.3446344175414743,0.46510214908287056,0.4791794984206657,0.7820470170432958,1.4621088646054197,0.4361518394776742,0.48039929753000027,mild
74-2,0.5356001860508626,0.9389593508814615,0.44825460664148425,0.513312276644804,0.8380746066440857,0.27591844023559403,0.5318757170449935,1.214662046849465,0.5090548788060432,0.5488353642323301,0.5919540566259179,0.5916462512449454,0.49661956404231317,0.6874282425442628,0.5607481812809809,1.1991596917304121,0.5255389276263854,0.7301069681372426,0.816673983900703,0.3322900068691963,0.5455146008769317,0.5061892157071496,1.0281979355974495,0.5878834891284607,0.8379629352670773,0.6627921791752637,1.18484437657221,1.5068557508372602,0.49368691517783503,0.5171055784354687,0.5520092053316836,0.4894788125682154,0.25567279735333037,0.3775219326941694,0.6136846301946379,0.44774753593648003,0.43286688914704297,0.5090167281694603,1.6088601637821616,0.2801866007128333,0.7453526813724247,0.9031667162156612,0.8081880503781507,0.8300119205582362,0.7199630447952593,0.9337571190689571,1.7999795313981972,1.0842955512514088,0.6004762946531041,0.8835055434231183,0.44225311108156823,0.9693252896394873,0.37594439326753865,0.36705757438625797,1.0001447500666063,0.5115743490299,0.4898307873554025,0.7754773613507854,0.3442670652728163,0.7296560970275177,0.7263167739281703,0.975906964976352,0.2852336055110655,0.39534047754309454,0.6818135552930824,0.3540755751515456,0.4964118370469559,0.530226927005804,0.7930679247115865,1.4003446632465555,0.4597389815249668,0.49159384441516896,mild
61-1,0.47195326373621355,0.6131384929855201,0.5323757206195308,0.46068882812478523,0.4147541396742093,0.17036847632005656,0.37125847277610674,0.9587432000018675,0.5532592659512204,0.4222488668709802,0.5823128954515658,0.45693843177112536,0.31096151575012304,0.6046855852987159,0.5844915805988499,1.186728440796164,0.42258982907324283,0.4661293915726204,0.8255829174218842,0.21941119285683558,0.6416464699200795,0.5137446956779957,0.886360049745538,0.4860708526195263,0.7505354533606968,0.43831372456474527,1.2319305275457748,1.3199150015387298,0.48174597087189885,0.3832185343331295,0.3672424520472134,0.44606991830618703,0.23632920146018863,0.5329613589281659,0.4415320577529187,0.18149484099173882,0.34380104307544773,0.28156777401729083,1.8248590661219182,0.2341639020733938,0.6569677553480893,0.5251302814104137,0.504247415197225,0.7355556937186277,0.4643613632094711,1.2998833225354616,1.6271042595651468,0.9916063325945285,0.3522033309572935,0.7467111163454149,0.43776570348871957,1.2680606254307911,0.4679511929618118,0.3339712185524367,0.7331805719228338,0.5003329561153191,0.5983159204106708,0.7394340986350784,0.35425163501733853,0.7175646943812857,0.6842143849871217,0.9837344900774583,0.16871922278568677,0.44366719377959296,0.4610943090783623,0.27242750099712254,0.376990668429964,0.4566736035711655,0.9798147936535921,1.0865649534125108,0.42854245845263483,0.5097061188633895,mild
124-2,0.662143744203519,1.2299457672346026,0.7601284859992482,1.1502093717474324,1.1460915343319311,0.3661932943604216,0.709758024058079,1.8201277141838657,0.7194729351389837,0.7204331575863434,1.0734331126085157,0.7245301257117216,0.6511516571054936,1.0435576386816454,0.6254141187761313,2.1237801658859548,0.789626164331482,1.0175882833559504,1.6025590161167529,0.7164760477431105,0.6810766745207143,0.8652340884115776,1.0434969852591023,0.7576051528195491,1.5129460802374775,0.9680175032384977,1.4844446027545577,2.1080417411155556,0.7370922776037896,0.7784222237328371,0.8970912105897924,0.6941413620879695,0.46174073728218296,0.7025998834052116,0.8152827098075645,0.5672605919158906,0.6873287973780148,0.5310378250320881,2.237182638155848,0.5379076129081255,1.20096494060045,0.8328673797035453,0.9131742239502023,1.3426119377468364,1.271924296761327,1.592744866475082,2.263837498789553,1.472215341235684,1.0971595788785649,1.8398978202347211,0.8483385673705615,1.4175715593819262,0.6104275068984364,0.566204885793422,0.7759032201864154,0.79740937202288,1.2105791994279729,1.0337994982058034,0.5480485447490757,1.544335391291026,1.331672804079399,1.2733929276854181,0.4716836844789099,0.7030815279190958,0.6370304594759675,0.49320008498774176,1.2580998075507597,0.7064123794346501,0.8277551741205459,1.9300215174702335,0.7226220458943815,0.6994516120883281,mild
88-2,0.5703950811790186,0.5671867612808994,0.43299719596579167,0.43937200096954576,0.8123696890699297,0.21305388422789562,0.509123947369003,1.1528459704541445,0.4946056521832997,0.5313783753782944,0.5546364444840083,0.5801389714882117,0.48689034591585484,0.7599096704654326,0.6009078256139888,1.0836284731496535,0.49432903924787736,0.6560797597149304,0.7727857633331928,0.25840469740538846,0.5018686725304217,0.4858051655940652,0.7371005288908788,0.5717135953273793,0.8498707689625016,0.5870027433918732,1.1838730917154499,1.5697369714724558,0.4622885234432578,0.5211529637654859,0.5676277381714854,0.469595122917275,0.25315819967226466,0.3906978732581975,0.5827690105987811,0.3916525049633137,0.4373926609000953,0.5237916564240864,1.787646399952016,0.22039607609206546,0.7429632862273673,0.9524441015464189,0.8187422279775476,0.7799288380205608,0.5675293107678923,0.7460162717238233,1.770661296759044,1.1161090957240627,0.5231510153646112,0.9265659693730315,0.38641398644903496,1.2724035698904292,0.3203523226066733,0.30836856638667337,1.0717326298731078,0.5169181893280974,0.48492287066839923,0.7181914595356685,0.31876184395695434,0.6591948428400276,0.6826797827531631,0.8579581680310062,0.25011201355499446,0.39710246038381075,0.561457575036241,0.3285080208712798,0.4821882797225148,0.5032639042258588,0.7818734875581058,1.4485810195276734,0.44540600966367483,0.4831486499859243,mild
71-2,0.2324685252838274,0.42418947678178065,0.2758995954683493,0.36057175441119144,0.5754337388608729,0.1973713143840675,0.28633101581384335,0.7561483635686326,0.307150016678451,0.28595301415740937,0.3511308540090245,0.33177576261912284,0.2676809782248646,0.45488225470812244,0.09289760780422751,1.0657379590412484,0.32130046774314275,0.5955733147378317,0.5896450687427033,0.18003751836337048,0.26763892561676045,0.24989575428438202,0.8777020223408941,0.2878493731366244,0.664140536929814,0.38682631309111054,0.9068896088390873,1.399924718244993,0.2625806408554921,0.2873505182215584,0.36846320387024356,0.26313431904285767,0.18750179445842843,0.24847795575125325,0.36989326726991906,0.2796313463513567,0.2565966997448459,0.33085674473211973,1.641754754833279,0.23942487133013685,0.6627015595429162,0.4875824751927723,0.3360801174658988,0.6361884772994716,0.4345014260287645,0.8889936443436892,1.6254331583758463,1.0531646142355493,0.38496204390667055,0.5623424969310631,0.33082746446160005,1.1486721822818764,0.3718996238278726,0.20883209621699803,0.7740498836716976,0.3025791222141946,0.3748356074158692,0.5126718340024567,0.24094621108374736,0.5217364156269535,0.4704619076680044,0.7245016459346474,0.21127956637377937,0.2842303021032985,0.35374776245602296,0.21820573820810715,0.29793693420938805,0.29801164307967726,0.24474441344701675,1.1622513636047103,0.2767114844717347,0.28900818672471795,mild
88-1,0.580547858611411,0.6113882776248413,0.45945637839869663,0.4934798949490741,0.8292929174134241,0.26239951794883876,0.5178843541440703,1.2844554127966026,0.5213354273598123,0.5362793860372985,0.5876101966392256,0.5894412634106465,0.4927913376678981,0.7828179204959781,0.5735383096729351,1.1720881721954453,0.5240656890709441,0.6537881839760339,0.8420776253324804,0.3318872919456676,0.5287188263051135,0.5027366120344894,0.8673634907096364,0.573708481626444,0.9621432807518223,0.6477688047895221,1.247063379725694,1.6307302221431865,0.48807176812748343,0.5344756705728025,0.6093453018508153,0.4635349021506899,0.2833860477677314,0.37927787498422816,0.6088168302428587,0.3972040349802167,0.4652120337706002,0.565887025718051,1.8092334173502007,0.2897970709570311,0.7765826906405418,1.0409008146823633,0.809974162455611,0.8845883305201071,0.6303755323467621,0.7738100453524592,1.817294790280754,1.1338846725821454,0.5688671469172204,0.9312014803175427,0.41393941335302176,1.4356450033996584,0.3590032363745449,0.2957926049486916,1.104139114104349,0.5353846816516057,0.6343036067820854,0.7111740771667056,0.36314186258976955,0.7203269537698499,0.7105552202570493,0.9193673733222968,0.2940446287521604,0.3848977065543491,0.6397531868545467,0.38483775946154025,0.49290826582564956,0.5012019431329622,0.7953239897803035,1.5105233458669745,0.442648339699693,0.5079948504198021,mild
70-2,0.5553194102401375,0.4560688213183858,0.5335115260007144,0.7173803196725894,0.553858881212242,0.2806679487222417,0.5356032954362644,1.123163578949952,0.5433119867277812,0.5900311193512543,0.6937337054986172,0.5847479624136287,0.4579947632139153,0.7289291303286572,0.463578008046299,1.4850882612551106,0.5591013036782281,1.055919404295538,0.952883000820024,0.4015495208112108,0.5282574560786469,0.48752011235688847,1.032960913098725,0.5783852558606332,1.3581186649918051,0.6981904326319586,1.4377002839916675,1.7059873436015098,0.556624991178422,0.5539292802505846,0.4867603693600185,0.5167916585762695,0.25672365937678543,0.43541345353131394,0.7199703776910311,0.27587088348554617,0.3824654604931448,0.3927838424733182,1.8913428641027266,0.3547660522886122,0.9633566000742532,0.6322012257485422,0.7447132700348921,0.9313836504272018,0.7351356580227422,1.1774043285724252,2.047955040545766,1.3155545911034192,0.5535979054472204,0.9321411326813914,0.5232711455528158,1.552847024945328,0.3941651854487829,0.48839490635329263,1.0588924416283538,0.5752430417031286,0.7712770680273408,0.9747804935350501,0.41256117774546314,1.0384770865200417,0.779799945080907,1.034369787608498,0.2386983568472509,0.45856935304361096,0.5181428460776628,0.4370533098072561,0.5275569591384672,0.43950368946794294,0.6018818572920059,1.5091406597272963,0.5358555382630998,0.48301789721008415,mild
69-2,0.2541123101361154,0.32189482146406184,0.3500683288845321,0.5131227105223007,0.6325150675830401,0.25386615286922376,0.30605213972776707,0.7659072657704323,0.3295605264906631,0.3445578468823328,0.42435073185097455,0.3464801313104931,0.2850584827911318,0.4566246645846244,0.10924156126715179,1.1064621500759377,0.3359106397754814,0.7769783691615477,0.668834178582344,0.26722891853657454,0.2894712725762447,0.2664489428582382,0.7749213608303387,0.31479773728869265,1.0016679302478624,0.49393858422747433,1.0054843930540955,1.2951492050929962,0.2793941398218586,0.31284401973960024,0.44457753115529947,0.2976723337087119,0.23841195457700792,0.23178946659488145,0.3903857884907382,0.31834618816833593,0.2732095741632677,0.3336450652541252,1.616045252301561,0.3801391070422285,0.6918136701741457,0.35641626392039777,0.43961020031603454,0.5909518038701081,0.5751298372557974,1.013233974843937,1.6171550847143659,0.9237841544246455,0.4479451593755202,0.6405421570933209,0.3622704974594169,1.215846057659218,0.43311974032150274,0.2221644601649874,0.7195378876940213,0.3037046906711421,0.47477768472020404,0.6014439840231662,0.2908717671948886,0.8945723759620584,0.5817673310200521,0.897223666383443,0.2984214536886347,0.3308915662058405,0.4527282527494097,0.22009384225383158,0.3216177944777035,0.3044872709511999,0.2779795225647525,1.0330752055950552,0.3592035851084114,0.28062934399259415,mild
68-2,0.7158338061474322,0.606576782579571,0.724128930444271,0.5702782825650621,0.4356643748075212,0.24159522249291973,0.5455591341128401,0.9595649104156652,0.895232987884543,0.5637446232952344,0.6595929463542807,0.6434203267626425,0.46442236975101864,0.6415496490452767,0.849005062615987,1.1937852469665482,0.6078795949883485,0.617247725164385,0.819126222499612,0.24828639798437366,0.5945494607719557,0.6841079756333285,1.0075406893007628,0.6622040462772325,0.8032519465137374,0.6210201881631578,1.2184301129265205,1.5001144647964908,0.7964412846826555,0.5696428564587855,0.47453581038019954,0.63055424970422,0.25411422465718747,0.7943408302538038,0.6014326951299662,0.23914045423014277,0.412495082051128,0.4000401394431757,1.7966125127143806,0.2584145657544611,0.7481087421843534,0.6380227504451654,0.5542901316754841,0.8244388564694295,0.6768411561295992,1.1777825082308417,1.724989133884121,1.0403169950443711,0.3807159822539852,0.7189202474758427,0.5750684268471157,1.1614495756870205,0.5278274565110807,0.4273390188326026,0.8747311182511943,0.7183985121407147,0.5966433200585142,0.7782387791795687,0.44430886480790516,0.7885990585166704,0.7538754019962183,0.7588026590882276,0.2460066482388434,0.5593414770367899,0.6789406366625044,0.3523149849691995,0.5055682918723904,0.5619061597680918,1.2559801278147744,1.285338080059594,0.5488932410198106,0.6003570876475798,mild
67-1,0.8809777276713131,0.7480713505055686,0.8143904147916351,0.6149929847230966,0.48292200509130956,0.31284529902957664,0.607665336805314,0.9751936741589897,0.8811131198850726,0.5578645359508989,0.8483484331900075,0.6462530530790135,0.4982634824162659,0.6289142173649586,1.0095485699204627,1.478995184666614,0.5942529681501181,0.8337358972954803,0.9893691454611034,0.33542224571068857,1.0475553948943517,1.0233102021917677,0.8371760516349456,0.6595243824617778,0.9502119354037276,0.7272503778043129,1.2547147358270303,1.4349191911183452,0.733713040749664,0.6818028148077239,0.3985789617712554,0.6814616774063921,0.49411477676658117,1.5767851234451247,0.627279240063282,0.3113738304025862,0.44771232695051205,0.4059280594888976,1.8519815477982375,0.21836486858553233,0.7178696021930113,0.57791480769179,0.8126550242957032,0.8185831610658681,0.6477056362499036,1.2202342767714975,1.7470062884155602,1.1126819066507976,0.3743758995050353,0.64101611557653,0.6734275565404053,1.4046113552931783,0.6511097781435065,0.7827493143887008,0.8772897517603916,1.1128592552446557,0.5659774371252547,0.7315446277382268,0.4845689561040255,0.7523098965646372,0.8167416591186115,0.897098295223185,0.17765740658469947,0.5199505578189244,0.6086750278081348,0.3828129169650581,0.5906450826631693,0.6497371162405109,0.7888616547006243,1.0904860773601706,0.5535650527766247,0.6563408684397152,mild
67-2,0.7539946639323716,0.8099664273225023,0.7429108024565159,0.6416848040240077,0.44134010618255615,0.24583523861315032,0.5808512676632535,1.0863586048061482,0.922700588694582,0.567229301384917,0.7967495087764925,0.6574687555254916,0.478072860089124,0.5825656683738631,0.8454858542507325,1.3642480058880204,0.6199767805899785,0.8778796257136829,1.0679149771506165,0.37407852637506533,0.614221021652005,0.6697835407501682,0.7463375872395238,0.6661855684873973,0.982075937732544,0.734225727901508,1.2439931336163146,1.2647973770339882,0.8046706802326964,0.566646495417889,0.383646646911414,0.6109572203299362,0.24264636082256558,0.8283597067178577,0.6344209048930806,0.23678076193757888,0.43296160855548915,0.3482105141492139,1.5903272785050666,0.264651552702432,0.7397515896049232,0.44888348784763543,0.6400291941843942,0.8040221379041483,0.6990270914330717,1.1824209142443658,1.7824723458716707,0.9555682099867051,0.4779158421808085,0.8335415574882119,0.6172777009573451,1.225386415127042,0.5688721515851476,0.49049989096028795,0.7305470627955243,0.764364551734222,0.6406296918068879,0.8379808447850187,0.4711058569688602,0.8341046348350678,0.8677431951324027,0.6897901205082564,0.2237860669409941,0.6103788933057029,0.5586987493998234,0.3452159738025367,0.5114941578133517,0.595388806417857,1.300419583038456,1.0728923354437285,0.5779473953186148,0.6520452355305001,mild
97-1,0.5899531445288793,0.6069955292309647,0.43377151311724804,0.5027529922840515,0.8223047018976677,0.2646135319101007,0.5756550355512808,1.1603978831077206,0.4962911596390653,0.525551552069129,0.6098754034862496,0.570972302527908,0.46173576117209186,0.6602539433266756,0.5960904036848036,1.2100176548372594,0.5163285634145405,0.6985690428835329,0.8246835750342512,0.28490223747443555,0.5368394739581339,0.5237264188443507,0.8682307587848859,0.5752649472565682,0.8898035334063288,0.7005551406753425,1.2305830133501086,1.4478603318300998,0.487232909347404,0.5515976361975277,0.5063665851562615,0.44257043573225563,0.2952643546687442,0.4066400920158869,0.5769017810509732,0.36492607736860766,0.42363561209207834,0.4981499733320449,1.7214739418157254,0.26687309969084216,0.7138251611718627,0.9069416813942613,0.7709307655650517,0.8487975264006662,0.6141276353659997,0.9114202269073883,1.905632689476988,1.1023174364460442,0.6130201241026035,0.9295567948752845,0.41855064387084784,1.115985321227771,0.343469697022529,0.3018616542012419,0.8393098226138257,0.5066913281219938,0.5941166675925812,0.7892321082317162,0.3593676177059982,0.7942324102089691,0.6704687594628559,0.9100747187494898,0.2658001175610263,0.3940126426199578,0.6414073099633404,0.36851627539715787,0.5038381988761944,0.4971264258269563,0.7576741366480146,1.3336147602596866,0.44401302982677393,0.483145569992433,mild
63-1,0.47679706609309147,0.4135822499918873,0.5539963195745423,0.5416969174042174,0.4108858346392993,0.1399435825793307,0.3910219331379399,0.8241370098576124,0.5552011384297143,0.4236276011491917,0.5989179334757412,0.44387873306560793,0.3173068997621521,0.5414198207667775,0.5985682026988959,1.1802164870686251,0.426956940318334,0.7784713583270307,0.8015087294916382,0.19773335993506422,0.6589914233160837,0.4958760607391223,0.8350303396552626,0.5060759620329245,0.8027585986521587,0.5658700985810072,1.1271998854240082,1.1396195016858062,0.4720299447304453,0.3988655894755034,0.43532781219826894,0.4370114348093834,0.22703172263671004,0.5566626578960184,0.4886880745851844,0.17910182748572495,0.3522448790944574,0.3258607070348416,1.6554458987572236,0.28034575778579707,0.6473155892034543,0.5408680569611346,0.4647073497404088,0.6793502589380813,0.8092401233978515,1.0267620924386136,1.372055273847264,0.9108380920470324,0.3408089309349278,0.860770925721656,0.4449000873984159,0.9577163357810319,0.4496264886327173,0.40351732648176847,0.816568943722468,0.5154962545347602,0.42259668286355695,0.6513681465396229,0.35202016161770083,0.8454369306203433,0.627637208876379,0.8734617049893743,0.13826688450416788,0.45776082031333826,0.5371479307488869,0.26822433113352256,0.3793809403123751,0.4339303869965663,0.9725069673454086,0.9578563542403729,0.4235544969963326,0.4837718525373576,mild
63-2,0.7178481241732377,0.5304089350021718,0.7025828915686454,0.6195562684483814,0.4401343322686981,0.22392547230040963,0.5438297918716458,0.8668926210734823,0.8904221304365715,0.5589709264260732,0.7046924115653941,0.62515481875633,0.4490844722872603,0.5970620625507599,0.8308301682158395,1.2612619794006423,0.5920204337447914,0.8417460755814703,0.849216700505716,0.2840572873694068,0.5692106080166458,0.5892374723032843,0.8622902121662734,0.6038117869738019,0.8577742624202352,0.6622071367114285,1.1374686818873307,1.1699025606421838,0.7730816658902191,0.5511160829052999,0.44610523371903527,0.5796272388678291,0.24370445048588615,0.77025171542059,0.5934860227330994,0.20091363062571224,0.40878155333108956,0.35625779366291266,1.5747078414398445,0.24893983197867062,0.7173169523544651,0.538610654153721,0.523802458427048,0.7516914448121934,0.816573347458194,0.9874181854121471,1.4398805890451256,0.9686927576155144,0.3869330069547815,0.8485964706942843,0.5500157744023513,0.8815113977126797,0.5120898021190704,0.45958377745221735,0.825103421789441,0.7322852673076918,0.4831937292528693,0.7057248229880883,0.4158792769214159,0.8688669576688445,0.7031133212859814,0.7585437073934945,0.22546707977615116,0.5387155778709685,0.5883068273421705,0.33567217255172727,0.47917554025290604,0.5386256795412333,1.2233077640841252,0.9927086103965524,0.5297776418019633,0.5855402821103439,mild
123-1,0.726505879218574,1.291455233844044,0.6861508907164775,1.0247816222946156,1.3459677330142892,0.4774888613806937,0.752909707759196,1.8126343631709734,0.6864641418234803,0.765419261326829,1.0635211984928374,0.7728935878757667,0.7231592537229992,1.1866021543457372,0.3631835276330677,1.9624332033450202,0.7792245445475703,0.8755330794583293,1.571313579573243,0.6231884710824032,0.5846604209461955,0.6774205471556879,1.4365365604293507,0.7376013206549519,1.3994044484099497,0.9990350766526468,1.81431708188068,2.211021503119204,0.7430902572134647,0.814789106933396,0.9443047658466823,0.7161194454821816,0.500026287410557,0.4283112889304594,0.8496706280816364,0.7053795719716652,0.7334779981151314,0.7299496969956291,2.485648836823337,0.5370063921563129,1.2348322487361585,1.2637989069007107,0.7550226075910079,1.3903646335251272,1.2498603004707514,1.5927884592123405,2.361494039783858,1.6382863486654835,1.0180016877468647,1.694903883716754,0.6571906248924516,1.7293920971060843,0.5218228921350536,0.6750137286032754,1.2267789659329755,0.7397746156581614,0.9829305029045018,1.2553630773237987,0.5249287922419812,1.2986606257217082,1.1825030639166307,1.619280210263574,0.5368762281958439,0.6654270423422054,0.8918277105243324,0.5607648377983516,0.7667831108236989,0.7669719369688627,0.4780179357897161,2.0070690540139253,0.7055132788032847,0.679330142225515,mild
98-2,0.5935359950865572,0.8133562684391172,0.5130429613253255,0.5831618368212924,0.8754904605894483,0.3657333017733331,0.6184978746579672,1.2528448800767935,0.5477946769355546,0.5841803398828678,0.6061919152077024,0.5900302918985513,0.48589367422654905,0.7790493003974193,0.6243011543973545,1.2597198678966999,0.5729577151085692,0.8896797633353697,0.860200188735445,0.33382570976486564,0.5391569542443592,0.5280008569895073,1.1439713820598352,0.6267611000419908,0.8251587048445151,0.7527922826890696,1.2097429389000132,1.5939150335248915,0.5147404665838182,0.5110311863535955,0.5566874255802866,0.5397650067612088,0.36850973548861743,0.4071757559651772,0.628929796910216,0.43852991444187595,0.5009870649178431,0.4330142056624651,1.488420594371944,0.5093758497098748,0.8380821974278303,0.8317513329257158,0.8635215513824458,0.9856065423291749,0.6589511336450682,1.0765817973081406,1.8667500226850244,1.257486299534556,0.6886338511141641,0.9540180125040626,0.5007601851295852,0.8269450185478949,0.37087564448683225,0.41480475354731067,0.8745519694279161,0.5496031356201646,0.5643157092142015,0.789468530178112,0.40623292049239623,0.9619635626770757,0.7645995654004865,0.7217544965509531,0.4274685272401341,0.4799185772047044,0.6009589346630678,0.40585705600017286,0.569602654582432,0.5524104287777151,0.8455894002347097,1.450952101525098,0.5063848933510429,0.5062269440669263,mild
131-2,0.7201348193705703,0.8107999636789276,0.6050227022730792,0.6919675240553497,1.1180712699173945,0.338080297967411,0.5678152206499414,1.3625622192388436,0.7255865198323778,0.6361187189579852,0.7511864874918276,0.6458831828016136,0.5222507340756274,0.866201910123312,0.6481000238231676,1.4434250134249922,0.6697589345992165,0.9619197803925728,1.0578818729196844,0.38186123071572725,0.7215262810344139,0.7327163522307837,1.0103727761952102,0.6870001512063333,1.030403050279938,0.7653355345386568,1.3658636301145153,1.737319883868856,0.7607174202149959,0.6228261044329001,0.7093769470826078,0.5972601759466543,0.39042507732616677,0.6472572838424954,0.6513199943524784,0.556356364771218,0.5813082293223247,0.5332374877458909,1.7714726921128798,0.48272604201249975,0.8799575045957848,0.8154387511251223,0.6208957491813579,1.040150773892846,0.847892436393083,1.2476484308098146,1.8065751534201138,1.2961182882426996,0.7467883282385528,1.0327284494778888,0.6024297760005927,1.4121272103281453,0.6786046707610638,0.5436182930702644,1.062729715418958,0.6466225310127871,0.6469778047033679,0.9679544043581433,0.43847182698405807,0.9523337489827907,0.8908441782290971,0.9953429151576714,0.3365795288026343,0.5839637170107594,0.7414504698183005,0.41042639149334914,0.5656281874275794,0.8019974260293563,0.8874432973577482,1.5227368941088235,0.5656622965545655,0.5687450289717721,mild
108-1,0.5288438945737578,0.6685382413494696,0.48379842518989336,0.59513766907328,0.7994949356109716,0.2326442618791812,0.563145775683423,1.1954774121171512,0.5395331916574946,0.6118849601114634,0.7423235327237412,0.5920075712185563,0.49639337120900934,0.6232883519004876,0.559151227365241,1.4098214135779705,0.5577492142873651,0.7107995883545388,1.0563218587182932,0.28209799834490545,0.5161849280422903,0.5140234061192837,0.9629940105723406,0.5723206106164325,0.9601070096316994,0.7526456080000633,1.3227171103319264,1.4022522198949499,0.5122664854084206,0.5808607430592163,0.404092984675062,0.4593205606162169,0.2632179448683266,0.3944844258425339,0.6043250747394988,0.312395087018514,0.45194883094860167,0.35893083850123103,1.8015932516733357,0.3289346770029215,0.7591522367456767,0.6134332580227688,0.8763790511051296,0.8779623345026866,0.7756498627041487,1.238480791060068,1.7677556305363793,1.1700385678486147,0.6455946618564316,0.9655993624861144,0.46806702861086236,1.1166198725248802,0.373911494523967,0.30083166715955134,0.5957882058829899,0.5440129316736567,0.5740244273322225,0.808287543873299,0.3168960173917238,1.0594890813378834,0.8608607152754807,1.1942472999255762,0.2669025946790762,0.44456103942063585,0.4882332568414584,0.3098279082016459,0.48766653858665676,0.5534849251183447,0.7698048902788412,1.2541614414435516,0.5188448643143658,0.4975644194005938,mild
107-1,0.5536766371018448,0.5425452135451289,0.4007526300178853,0.556284958995246,0.8206326721626473,0.2596279777794749,0.5375581679698985,1.2724472955479496,0.5157050538399318,0.5224789234796257,0.5703996412328506,0.5350580673218909,0.4632148513425675,0.7842794279710156,0.570868347019794,1.2021046845911243,0.5181559649795187,0.5477914151557234,0.8100229110818771,0.265678253882772,0.5200276847476542,0.5045577251072962,1.0331190732502848,0.5850350918495097,0.7999011153949522,0.6187470208395214,1.2144671333405148,1.617720011498518,0.4869124131687502,0.5261543299339128,0.5712916069999731,0.455067608786101,0.26571089100730283,0.39135548388375724,0.5993788867495153,0.32015403393271336,0.44644625787897274,0.43575652422428457,1.7552477626038834,0.279133230573242,0.7531360542786428,0.6366824285213594,0.766630159058855,0.9546753206618112,0.5889869953672058,0.9907078124496765,1.8162729850571835,1.2537060287944621,0.5594619298124385,0.9100834228077195,0.4104534672735045,1.184874521271311,0.32873274964549,0.28902315257910577,1.0555306060120395,0.5012485179289257,0.5625428739620525,0.7154363588531909,0.3408553051456011,0.8210776866566772,0.6669613644777438,0.9973454469627541,0.26346582708722727,0.36843852338948874,0.5229452687319565,0.3503577856991737,0.47793542260435035,0.49826452108100555,0.7833917630202137,1.4509985522590618,0.41509847945361156,0.48113406424614497,mild
108-2,0.5370625817398584,0.6717784126741014,0.43304501624873626,0.6138036294075214,0.7901757347437023,0.23087261801407719,0.5416893629967103,1.228885994346499,0.4906301789241157,0.536416705584163,0.6894757891067702,0.5562847921122391,0.4672879721385836,0.6204528166202447,0.5589854872897223,1.38145468010923,0.5360604647416096,0.7320338257512848,1.1207765196966593,0.30911052022742364,0.5130081476071282,0.4802403677699183,0.8792719748078632,0.5582181585753563,0.7673973963966417,0.7722245876275128,1.2272723018267147,1.3517965472453213,0.4791248369432671,0.5564428591575986,0.4517912455427806,0.4938321893276271,0.22448657223283042,0.38880104311455005,0.5888857234189396,0.3113680304981935,0.4865099940842006,0.32745583027642555,1.7192523028555027,0.24809724178109985,0.7396997383465783,0.6083614297846194,0.8504206198831673,0.809356772735316,0.711985653839161,1.1347503857474868,1.6936833735872623,1.2077169513423507,0.6612130584272289,1.0075857463217233,0.43609721177349137,1.1284098684314865,0.3370607363169309,0.31839686421708807,0.6021440623137198,0.5290643985164906,0.6155989640512919,0.7996425817655664,0.3298456300358989,0.9479813313023121,0.8538164877542037,1.2419896766717142,0.2656342931529231,0.39549760984741833,0.46647426063845193,0.33815170706323033,0.4903346843474594,0.4678833913642454,0.7637371508873315,1.2279808982193887,0.4757990556133069,0.46795984035856086,mild
