group,CD11b,CD47,CD52,CD3,HLA-ABC,CD45RA,CD7,CD49f,CD44,CD16,CD335,CD5,CD62L,CLEC15A,CD57,CD58,CD11a,CD244,CD54,CD41,CD2,CD38,CD45,CD26,CD305,CD158b,CD158e1,CD99,CD94,CD328
healthy,0.195489026938777,0.219959558442427,0.0258247350086616,-0.010134307578029,0.184897064075337,0.305558976400388,0.29336841695126,0.233461696813872,0.0813428093021546,0.368117101190849,0.15035436871476,-0.0149454453769672,0.128208845198034,0.249160274750046,-0.0502083408055745,-0.0383746898615603,0.25534942578127,0.322137563484431,0.130987025342852,0.235133663243963,0.250620519931453,0.199684033599089,0.283983226983281,0.085030189258403,0.205569740303294,0.0021331159408485,0.116876445026125,0.215742241190074,0.180194833381688,0.251962247398854
healthy,0.119446975875119,0.150923444068268,0.176028126455244,0.109566188968082,0.13709731241791,0.179535202647491,0.322747032857139,0.169041197918908,0.144378542277502,0.131918770518373,-0.0479370143102494,0.127205389007308,0.0417921315841292,0.379364476280139,0.0668545721692566,0.0308028968980368,0.0643005521667962,0.201614409392958,0.216313290947822,0.154978062317212,0.248256666327466,-0.17612500219357,0.268867983369973,0.0470977869801159,0.121448853909537,0.104699215918687,-0.0009651625987163,0.124833602540336,0.215374054072054,0.234824241165817
healthy,-0.0506752308517902,0.158722844141752,0.09572760061941,0.180851911813911,0.115741322758328,0.0929483785618269,0.0616529561411657,0.0377956207073589,0.0262898840151292,-0.0075721719421928,-0.102545180085964,0.0454651551485934,-0.0302522426624757,0.272337437171752,0.1561450432972,0.0172059299986061,0.139770515192312,0.134361894378374,0.0924449691460301,0.179395852471916,0.107364244130976,-0.0952654363408616,0.239708950246478,-0.0373456749959642,-0.0019789942374253,-0.0626754692186708,0.0456876717232439,-0.0582771435383054,0.258430305137313,0.14418313199565
healthy,0.23606635156337,0.329337771253649,0.261811708799332,0.224868787084434,0.197859328529348,0.21819982045647,0.345891681439793,0.0467872236060056,0.159374444859029,-0.0964028052184236,-0.127973468350694,0.156387639865043,-0.191950608941018,0.315231488555441,-0.0666190099588254,0.0359062295139274,0.321347337046311,0.271408068817881,0.0661737543697838,-0.0140235899018972,0.390945496037655,0.116680049976138,0.375922753868452,0.104986878987412,0.268187341013672,0.0389881593325579,-0.0376284244323506,0.266363470727448,0.227935649222558,0.364873627680142
healthy,0.122547959210055,-0.0543514366920148,0.0558031802038229,-0.0573410783048287,-0.0049573288411398,0.12094491491694,0.143649507728163,0.0198823457848915,0.139615606201279,-0.105709696419108,-0.187861204201844,0.0040898068006553,-0.106168328983587,-0.0647820145876157,-0.108578595470697,-0.176583148818088,-0.0020510731170899,0.110513134324561,-0.212151344810844,0.0176998379493089,0.21137413221814,0.20731622439498,0.154182914819039,0.0272393275774398,-0.0497231875585025,-0.292490290102362,0.0601078643213686,-0.0851611283125525,-0.0661452383328594,-0.0262032343392368
healthy,9.08323199111957e-05,0.299649779755456,0.0728179041231169,-0.0329661003710188,0.0139215842529511,0.0314372892607943,0.155859586051028,0.378715570886516,0.0700123976719058,-0.204324187700512,-0.138124320738419,0.0282523726515999,-0.0035570351677701,0.307922676324036,-0.124207699506085,0.0741792894963758,-0.0508597683028345,0.0398759507349041,0.0866475217832413,0.423286758428037,0.309361427032744,-0.161528671390627,0.0802601700303909,0.0921619415295634,-0.101379592280884,-0.0800998155968663,-0.0539688777950196,-0.110389725649132,0.253735845420561,0.135246567423593
healthy,0.166043198251505,0.132399542246002,0.173042936675172,0.0072434500012746,0.111053829328953,0.20268687569557,0.365463930717453,0.302942507935481,0.337335926297591,0.162362629108689,0.0858628675392719,0.184032305151728,0.124907321724774,0.280339660900062,-0.0348678892518755,-0.0426874667571654,0.280584566799912,0.242138537174378,0.404306437627161,0.166047925716508,0.430546120746874,-0.152371559390421,0.159370899649379,0.115521914806728,0.0674055813465076,-0.0749111129718268,-0.05864360769396,0.095593022283286,0.366735204656515,0.237658002700106
healthy,0.193434796766656,0.538985164688552,0.286305782664819,0.214845229061868,0.481056530013735,0.280169769856794,0.0802896858557638,-0.0938163339276352,0.117659188976185,-0.116472258221146,-0.420572274443361,0.124461088157403,-0.702462136276564,0.12775400585036,0.159457229700537,0.316232193294046,0.287623463498273,0.357131299958946,-0.207526827339253,0.0904584109547607,-0.0275236203336955,0.24978595446739,0.456482890192953,0.0205143345684031,0.256191511367759,0.115804228264616,0.0655322791895458,0.198391792737335,-0.0643712873313434,0.173350756694495
healthy,-0.0371713197316355,0.235207941179502,0.240500445265369,0.120987132711631,0.0707844602822301,0.0568207291808979,0.308934091470435,0.0380933386180533,0.309312656551722,-0.271668930091169,-0.0836020883653761,0.144465360512153,0.0906421785787807,-0.0357703045139989,0.0001536423529666,0.0461142298651999,0.168568246412701,0.16060530633901,0.262952238293217,0.124131062948018,0.393976185451414,0.0114792389728174,0.201909216620532,0.235018631416325,0.0374817200883522,0.0676317529871961,0.0584722072836263,-0.146887405758918,0.209254942812997,-0.0196726752157385
healthy,0.244514838475028,0.281033996695026,0.0630229591155729,0.0466590037372385,0.320382601167846,0.313052323655214,0.333279542779258,0.0606013709193526,0.304685396741505,0.19641259227205,0.049494393928959,-0.063733819274388,0.0019727597558888,0.0527322010594987,0.0030530086871051,0.0381276402827278,0.331704490202098,0.325501867216147,0.0302267612960195,0.0641570025290047,0.233935704801217,0.230188726215161,0.311018840525687,0.0010290971966194,0.219879056821883,0.0034222077900928,0.0204778540386028,0.249262818037017,0.0598447157336307,0.245691438676972
