group,CD11b,CD47,CD11c,CD45RA,CD7,CD49f,CD44,CD16,CD335,CD5,CD62L,CLEC15A,CD95,CD57,CD366,CX3CR1,CD11a,CD244,CD54,CD41,CD2,CD49b,CD98,CD18,CD38,CD45,CD158,CD49d,CD305,CD158b,CD158e1,NCR3,CD99,Phospho-Tau,CD94,CD328
healthy,-0.399171071555855,-0.219585724179767,-0.11014593309923,-0.322562722200843,-0.252410130102548,-0.108155312269474,0.132115543949124,-0.472544880805517,-0.124102688234581,0.18931571948993,0.243651413584755,-0.169886091778282,0.0062826517893135,-0.0510579611491164,-0.142794658801409,-0.128670207324686,-0.385296219457823,-0.42218916776745,-0.0013974725409672,-0.0559714683712217,-0.0047958090429912,0.0023152941943763,0.0116616953316276,-0.181428560447786,-0.461031623413409,-0.312464002426172,-0.0318604072012593,-0.219064152100799,-0.354629481635738,-0.0549575907990149,-0.0207825707178945,-0.001765946793426,-0.417245244716803,0.0908199986098507,-0.177004276037522,-0.469687675212458
healthy,-0.211796931798195,-0.183820309457988,0.0337349952351281,-0.378891530755177,-0.0111243236256657,-0.0333157842027355,0.0038452161466049,-0.521346698904677,-0.0712178016129348,0.0754005782140321,0.0399735438857809,-0.265594528263362,-0.0457423141650408,-0.181315085882719,-0.186452303398039,-0.239110849361896,-0.276179392323285,-0.229311988473056,0.112575814553538,-0.0247227164946223,-0.168777043168436,0.0197455670989114,-0.0510097387083826,-0.226060312818572,-0.0940567012453735,-0.317930189333641,-0.0225732847910814,-0.272593523640681,-0.250135434855779,-0.248458826870858,-0.0700960525882732,-0.0468010397124139,-0.440770738552143,-0.0049394141402043,-0.289195615490756,-0.206573056478198
healthy,-0.155059617998208,-0.0876913721671294,-0.0857701454768529,-0.0909917273373757,-0.0557166817226156,0.0754086788433687,0.237667196893271,-0.348627801956569,0.0419291825895072,0.195188475847081,-0.11011067392835,0.0960451221425343,0.168860016453358,-0.0948718745511716,-0.0339431817285399,-0.0862763104202722,-0.0989647748136718,-0.151270776140941,0.231839853639043,0.0503958898186093,0.252348672186239,0.209502103442294,0.103147869132812,-0.13540580948056,-0.131915959085409,-0.0282733854258644,0.087800197536339,-0.10014876195921,-0.0455481269899911,-0.0592932968745296,-0.0885273659148597,0.0790313528937773,-0.160033817193908,-0.0025619487389751,-0.0647270027743459,-0.0854665246196073
healthy,-0.322142780801808,0.011550874722333,-0.131429402497469,-0.197714839069784,-0.0964253451063861,0.147578300976619,0.300732835879791,-0.520166600981806,-0.271281268426246,0.367230156566041,0.22035817668302,-0.101505285889806,0.1203116979395,-0.0550959724799661,-0.377275719321692,-0.196677527279556,-0.152025485310551,-0.128231886045994,0.0005107228920924,0.199235849052407,0.171133301884124,0.225436413458221,0.0826942510074165,-0.167916891575318,-0.327492978669624,-0.0403462455599876,0.0802196215695508,-0.168004534091527,-0.274461880563905,0.0233640317130024,0.0490369952899474,-0.170327341981898,-0.359555969813266,0.221588396725682,0.0615143503633984,-0.257500615778206
healthy,-0.202878997337856,-0.149783003226631,0.0238951505270666,-0.186804738565248,-0.186786308312983,0.0083984076758586,0.198517087618126,-0.595094752013774,0.0321613878412908,-0.0243845084718316,0.409831660444338,-0.277013262377853,0.0778662791733963,-0.169941282074674,-0.0960436823218462,-0.118916402139772,-0.43638328639768,-0.351156154128165,0.165376793015238,-0.0221160582144755,0.192624095310907,0.144212275095779,-0.0093831659592125,-0.237892057521203,-0.251259169367164,-0.352899782408737,-0.173890367980962,-0.282197945693201,-0.478337996768257,-0.286936760488278,-0.238882480266508,-0.243957583832716,-0.560127592461487,-0.136980267317511,0.380666139542888,-0.223000195227315
healthy,-0.0443917732365994,-0.0926026794428373,0.0065362832334599,-0.0208336781130379,-0.119786894668537,-0.200166387406065,0.026720198557639,-0.404058336862737,-0.378916485963778,0.139576979771724,-0.10607290404212,-0.184046085905904,0.054557538560588,0.112241487803959,-0.0978958986574247,0.055938916055429,-0.200516119762568,-0.177226027404164,-0.110487580976911,-0.064835150156022,-0.0118872580347117,0.0676776153299271,0.231427675092228,-0.0480424766577943,-0.33424114946357,-0.0184939097389395,0.0625041261093202,-0.130090972358958,-0.0848544178570402,0.0112520727276833,0.133035929338539,-0.185350163697185,-0.242482571737943,0.135244527745901,-0.103504602128857,-0.174317994415259
healthy,-0.445226651590265,0.0920182715229033,-0.333638902585182,-0.327287363573522,-0.359256075658263,-0.0237121099627867,-0.121098309094561,-0.402639143762729,-0.138349377643937,-0.0256406516894014,-0.0624926945538605,-0.253142157443857,0.0770174597476393,-0.102742010933038,0.0637831850139892,-0.247045878933219,-0.293480813570606,-0.364386281774554,-0.322871189050743,0.0121581539482238,-0.301023576878866,-0.0598169380576903,0.0660291248575662,-0.237445281703304,-0.192834450160632,-0.190866210453569,-0.114345217502084,-0.21187746173666,-0.228067987713644,0.0480632972494679,-0.0820787821898632,0.0214963723225066,-0.243541779136753,0.0143195362708625,-0.251771698853361,-0.225578720296948
healthy,-0.33404887048104,-0.107521233743091,-0.507327273672779,-7.00330845951363e-05,-0.0734188565327081,0.0965359232067104,0.246343849884758,-0.269448050485116,0.0641554025947726,0.129403697764051,0.067784039802191,0.204534973070561,0.366279697820717,0.100727349125001,-0.305887538594386,-0.105148982652078,0.0275495665193557,-0.0548938636528291,0.283320187968922,-0.0625624342283513,0.443743472444715,-0.0675419846703408,-0.126595598046071,0.0764016181144902,-0.269166721627568,0.0219988408317033,-0.214705615329758,0.243024906196365,-0.173417859197285,0.0010249844377581,0.14138256621456,0.041133343872369,0.0490717308401769,0.0030247746387105,0.320275595128881,-0.394972271158894
healthy,-0.0994649650135303,0.272366007178452,-0.0374388233094745,0.0422832633405016,0.22191584459768,-0.189121082672604,0.0350773218447347,-0.347408640364459,-0.442464553875598,0.300949920166676,-0.0500305375654669,-0.0739794421080898,0.050815227631545,0.063258890957051,-0.299163683435585,0.141106681549426,0.185486903693224,0.157691619473532,-0.165680940684367,-0.0058451400050747,0.158417108939805,-0.0204381386736553,0.0407950817414352,-0.086343321621764,0.0583180262829825,0.262420869441406,0.03124698282524,-0.0804563602903799,0.0344048437337426,0.0310377460546925,0.0049743331797117,-0.272372853878607,-0.121558232157005,0.138521970026896,-0.158315175515849,-0.0695367013084288
healthy,-0.363464462383349,-0.158479091159329,-0.25822982694814,-0.459073065702188,-0.267597291441572,-0.0654829671524264,0.125084177951642,-0.625716568230662,-0.162339295922381,0.468204965710597,0.218370624883874,0.0165581910834858,0.167662162137613,-0.050678836610153,-0.130619311146058,-0.432138843534894,-0.375964224537682,-0.41623329485413,0.056628074181425,-0.0993833988881812,-0.0548617922239644,-0.0256927075595527,0.0123754960735262,-0.103807284886085,-0.470895008477457,-0.23729624427624,-0.369530575421076,-0.288844060704451,-0.432161312529603,-0.128699521138922,-0.0498030512402533,-0.160216515915838,-0.416204459294776,0.165730386592355,0.172778809817474,-0.495358358912409
