group,CD11b,CD47,CD52,CD3,CD8,CD56,CD11c,CD45RA,CD7,CD44,CD16,CD335,CD5,CD62L,CLEC15A,CD95,CD314,CD57,CD366,CX3CR1,CD11a,CD244,CD54,CD41,CD2,CD81,CD28,CD38,CD45,CD36,CD158,CD49d,CD305,NCR3,CD99,CD94,IgLambdaLight,CD328
healthy,0.292576476254023,0.158783998608172,-0.0274379472395028,-0.104294453744608,0.0705485017243557,0.192947639008674,0.0620223531135582,0.250496889300049,0.386665617915608,0.0624366161556663,0.331476700289042,0.32446604134868,-0.0758468776797886,0.160624673974087,0.190422295419288,-0.0123548062438942,0.20547043644091,-0.108103346343361,0.133025897691498,0.0558435142916557,0.305624019470345,0.373279154952692,0.258778540671466,-0.0100950982903945,0.233158488759942,0.15886117142342,-0.0178877243044064,0.275242266440594,0.285004509436175,-0.0061647254503981,0.0015011431672902,0.34907935808854,0.307354961027547,0.141410619175126,0.272478389002039,0.2907597297344,-0.0358695567178605,0.366001438301716
healthy,-0.127466990507434,-0.123530153526858,0.0847221909537787,0.0913256282654562,-0.0816844896384796,0.173108864306984,0.0385461806195985,-0.378618188199589,-0.13445112215396,0.133402477713439,-0.384569643160393,0.0043782195663337,0.121313741609626,0.271103557996735,-0.24327737232396,0.0205040542903701,-0.0221085207423938,0.0330744278527993,-0.123864862129227,-0.288825512280158,-0.405826722571062,-0.224083494334602,0.151085344542753,0.106071964839186,-0.0601077207991687,-0.277799018601402,0.0680864685070459,-0.374295576546261,-0.314396840865086,0.107236069278832,-0.0154352049691049,-0.133096811435795,-0.358889238695496,-0.224609885199294,-0.436918528722149,-0.0763142018369398,0.0735131606561032,-0.302712939917314
healthy,0.0483224178481301,-0.0880699760176581,0.183623079873031,0.126954222841694,0.110662328463061,0.127423248918897,-0.138726144510006,-0.0172336201199756,0.191900028382808,-0.0078604995266045,0.0490694751916779,0.182980495975001,0.0933919608829373,0.233106941559738,-0.0135941867702427,-0.0093450159757403,0.007196251158649,-0.0638014080089242,0.139879637335124,0.0343604704465736,0.176666852411535,0.0357335343027296,0.0329784239607321,-0.0986006925709886,0.351098789039039,0.0690030529507002,-0.0302966200845112,0.11527776723959,0.0574947825402053,-0.214013290780904,0.0262619861439722,0.247499422310925,0.0089728150754849,0.15431402233395,0.0432156481296382,0.276479700489156,-0.105448419018819,0.134645623621945
healthy,-0.446227841364001,-0.065426784363005,0.164253557786757,0.22700468955206,-0.0167827250798524,-0.135582241502878,-0.251230245108937,-0.266494612854004,-0.144326541242309,0.183466015149405,-0.488426221317894,-0.290968913381559,0.287660008394456,0.266271735658705,-0.171270722271983,0.051800423478422,-0.134562016201983,0.0401663654354354,-0.410639096373937,-0.131243612109776,-0.242336613813526,-0.178725489309944,-0.0681957362790249,0.131575817625467,-0.0036103426798114,-0.144619062052953,0.253924422788487,-0.304814080996469,-0.138270066180278,0.118482573775757,-0.0386805312909629,-0.279696793090967,-0.317127606392279,-0.0959353472950322,-0.323174824705252,-0.072786566189708,0.151824925694135,-0.341490536695042
healthy,-0.129564686568287,-0.0845612791962138,-0.152445163119827,0.0269705494551559,-0.0541010709156741,-0.411119796993932,-0.120713537936439,-0.0532097054166024,-0.232952705913484,-0.508074239382744,0.0784320367792854,-0.440936438589802,0.0045013596862558,-0.481249094635234,-0.232300252309377,-0.0129991050305038,-0.0783850176507403,0.0413329533497579,-0.116262731822624,-0.0156918239958596,0.0325083435234228,-0.0605509931716105,-0.541422847451091,-0.106909817764917,-0.45207838752864,-0.102207767558988,-0.0717520469613554,0.0318360367091112,-0.104503697921614,-0.0583761394692481,0.0655998532411613,-0.361011875487025,-0.113281683047606,-0.0866293732802629,0.0746115450925056,-0.478776694115258,-0.121977958329838,-0.167937833113552
healthy,0.0461901270148412,-0.283082600636259,-0.0968072796493476,0.0917394271568022,-0.0331846234686637,-0.187720140117959,-0.147660984581648,-0.243608493543599,-0.0733593539311336,-0.0302588487624004,0.224390393408177,0.423996699113092,0.0059872752606314,0.156932615224632,0.140808983866625,0.029740278618879,-0.200781311586573,-0.0699906790716759,0.129249415967934,-0.18608048536652,-0.165083820816497,-0.304365177448457,-0.0448592061803049,-0.0610931159857141,0.0543225549069145,-0.167520651667466,-0.0631680086952082,-0.216850272495079,-0.188933759196063,-0.165140876511142,-0.278337064786306,-0.0516368056603279,-0.137420469105648,-0.0369978221918338,-0.051589892218598,0.0185870495819913,-0.145380416295446,-0.0264449124538446
healthy,-0.156077977382143,-0.235939009177609,-0.141062188694494,-0.108366213693498,-0.195020386931218,0.0934165455548068,0.0802571477805525,-0.12347611732166,-0.314195497430984,0.0151852367971589,0.0108155576728568,-0.0366135019144984,-0.0734386600089855,-0.19452967959793,-0.164444155620092,-0.0420222521534705,-0.227843931853369,-0.0117079975744089,-0.0270776872227735,0.0217253995643167,-0.166305809966353,-0.143634520295439,-0.0166538018954471,-0.068735290148743,-0.150513427657025,-0.188386115650778,-0.0234347701155289,0.0795394857527312,-0.235737615161128,-0.154838018653885,0.157208232176164,-0.184146268806144,-0.297150170993859,-0.0573299178804494,-0.178842375359164,-0.331009585157544,-0.0297785815472793,-0.179995866817722
healthy,-0.067911063975729,-0.0822060313980642,-0.33163048741304,-0.281009674689283,-0.220180554163062,-0.0188005786306426,-0.0213503441498484,-0.0657441618971721,-0.237391983220061,-0.20242473538382,0.0737314476443666,0.0666150891614345,-0.315108060429234,0.0007538285637576,-0.227294458306528,0.0031933579349234,-0.411478175908007,-0.330111646605599,-0.0445281622848657,-0.13950410753354,-0.101697698567944,-0.0189946629959671,-0.280236133095225,0.320888355319395,-0.253835873104158,-0.213907395309594,-0.145732419174092,0.189585903143191,-0.0989845202733705,0.187046509180954,-0.0757948481072653,-0.185800453239968,-0.171464106856451,-0.0678423042512615,-0.0585883503638949,-0.367539013030638,-0.0934719150765216,-0.0458713199824038
healthy,-0.0866697085598152,-0.0070857296651727,0.21412088294124,0.0272315434322101,-0.102536917390871,0.193360092899298,0.251289346850092,-0.256348454085291,-0.0572803244614942,0.247534861434202,-0.501510836412299,-0.132784697175099,0.137489896750301,0.260184070374986,-0.235099270794866,-0.114172092500489,-0.131667306679958,0.0321672657112624,-0.0712084623946194,-0.167406231463628,-0.216143420953293,-0.16570915796045,0.397899359114866,0.220143028360034,0.326185379465901,-0.08644595480309,0.138430828498495,-0.29834747481714,-0.209146302910245,0.211477691423092,-0.153568219203618,-0.186112633310524,-0.298529407298902,-0.117524832371053,-0.512310499304596,0.200771082723828,-0.0600527538250856,-0.183858809928478
healthy,-0.167536806581378,-0.0269715739437666,0.462944174284185,0.544620257509915,0.0823961748536889,-0.290855605962834,-0.152345933251539,-0.301942736662057,-0.115348448700741,0.326764996755722,-0.5444222973595,-0.041388437107666,0.595806300470141,0.305837886328095,0.121351610199449,0.227117962680557,0.0458075814293357,-0.0219675802577995,-0.149605345694928,-0.315032326893433,-0.126709765123228,-0.249595654928344,0.226779073451224,-0.0772351843608184,0.211520782745011,0.0713704213947399,0.406042137363959,-0.299509487281199,-0.0290134645311146,-0.0534940837302645,-0.238288340341677,-0.0219330830152484,-0.244535059918591,0.0174091604958446,-0.166353681429316,0.180749175903826,-0.16092913310531,-0.327087707618081
