group,CD11b,CD47,CD120a,CD52,CD56,CD11c,CD45RA,CD49f,CD44,CD16,CD335,CD62L,CD161,CLEC15A,CD366,CD11a,CD244,CD54,CD62,CD122,CD41,CD2,CD49b,CD28,CD38,CD45,CD36,CD305,CD158b,NCR3,CD99,CD94,IgLambdaLight,CD328
healthy,0.387163569408759,0.290384560838673,-0.121930457748895,-0.14310978061155,-0.0229059070059318,0.164643719995615,0.358642145669211,0.174578989593898,-0.258362927742675,0.574848189302326,-0.0570921209230209,-0.464356825438119,0.123356343764278,0.131447568728402,0.186723526999306,0.323693364419548,0.410487826133326,-0.19659535684696,0.0984890844454923,0.218028377226095,0.255923014144698,-0.131287306472966,0.102669522447263,-0.121303622593913,0.561797937121977,0.305687420320433,0.110431951869921,0.281673435137212,0.0769773833256803,-0.0866011553187712,0.427518447794935,-0.0039539928258582,-0.0788373400874815,0.388229262920648
healthy,0.212897633956777,0.164480963823246,-0.0593307733787163,-0.260871633735079,-0.295778205915466,0.0483560910853302,0.34040237283867,0.0938485730892874,-0.22925125236904,0.530040326030234,-0.05248450254831,-0.404594874719222,0.0926662445487415,0.360397660216252,0.101069120796309,0.202119614172182,0.345770966164985,-0.177354197765494,0.0106889566098159,0.140469641407696,0.0218910941558891,-0.0109018159134597,0.0211710249686745,-0.13616838594266,0.292043942615495,0.140500869271234,0.0054453660487065,0.170941040706934,0.281317722239602,0.124925176584133,0.358241346677817,-0.223877999443378,0.102268066384117,0.323521916362456
healthy,-0.161257774435938,0.0747117143248404,0.0664387163546134,0.0281174235068353,-0.0050955776764827,-0.20274923719862,0.0416647915308419,0.110420178656701,0.161760928055996,-0.186391899264184,-0.0302195430548314,0.132295846916328,-0.0057278114996225,0.101390369873583,-0.130905228729166,0.0905674536315055,0.0228522549271583,-0.0056882207598997,0.0628409285439582,-0.0340729730130858,0.0542756773401922,0.04255891921728,0.0866501805945283,-0.0793110814085603,-0.0699604791281136,0.0338103760190065,0.201492805140303,-0.116834153156553,-0.0029726358228482,0.054777028283174,-0.078602023768653,0.179702639065491,0.104529630374994,-0.0937448004242654
healthy,-0.448736341380351,-0.0581850678982613,0.145816315105472,0.0227819692802749,-0.208724630399418,-0.206634956122781,-0.175266776493874,-0.0989438970659769,-0.0933018963174787,-0.15160243841085,-0.110703930918922,0.180173060211007,-0.0959167794481546,-0.428024815372569,-0.1952176489383,-0.226643685217152,-0.155054189757105,-0.312793041713609,0.186728597732936,-0.161719090099394,0.108375997097142,-0.309965607258388,0.187907075089356,0.224472676154538,0.0019457892196573,-0.169016803758233,0.104331399248558,-0.262472218029091,0.165604993297517,-0.100045662663821,-0.253593225941179,-0.357920503925228,0.165975856096467,-0.380509939524052
healthy,0.0028906119349527,-0.114472487432874,-0.0002341193560136,-0.0166192059662307,-0.183580147405058,0.119428598909577,-0.0352129902527122,-0.418937730788735,-0.222930845865403,-0.0906801033185033,-0.448265834178064,-0.118733243920078,0.225210165384788,0.0918538206836457,0.185443597271362,0.148393974639005,-0.038301590140103,-0.215530494940564,-0.342441298067413,0.0396269013843406,-0.329293891012158,-0.154826401862993,-0.447869231642327,-0.0096849642487751,0.180384768538106,0.108318893770712,-0.385272038864993,0.121324111415015,-0.128417127774613,-0.0878509242627001,0.137497410730845,-0.226756891446855,-0.0649442107500138,-0.139220985344488
healthy,0.163341111620306,0.291357030776281,-0.0618968702707619,-0.102691600526711,0.159020293316531,0.133504649119075,0.135785359306162,0.163035634684955,-0.0929566802064564,0.390227684951726,-0.0149872439589808,-0.176368181557409,0.185083474740449,0.125432918670904,0.045726883924823,0.225374464375307,0.185068316629155,-0.117895770978563,0.0520773197407234,0.115817739032365,0.226506699754878,0.119623301413895,0.107805400192753,-0.244803461593043,0.273280039594015,0.186463890567966,0.260761838095776,0.136597301206453,0.177330217094444,-0.0248573425578487,0.378958377137616,0.0057233174632976,0.0083520405631234,0.29106132994527
healthy,-0.0749196637715598,-0.250570142696922,-0.0665866370486394,-0.125608917346758,-0.265065489524291,-0.04487608768638,0.013367412548675,-0.124106698561025,-0.226205513698398,0.232911744186553,-0.0534923834598946,-0.251530652904885,0.0820151857936226,-0.191288284367565,0.13308386718862,-0.0944560281286876,-0.0612006734390232,-0.30283661084187,-0.0021272765611881,0.0360064498367728,-0.0615434288834877,-0.358375585296454,-0.0094494250662815,-0.161208324809778,0.0703452143350184,-0.238901570430757,-0.187264406262812,0.16048017721033,0.188652421927685,0.0327893034764858,-0.0354179278009743,-0.253534342042847,0.009184518449889,-0.13266921957633
healthy,0.0078728274539632,0.215434310037206,0.0209432481802482,-0.112649839812072,-0.0303888350929597,0.0314625143181074,0.0975029582940907,0.201580442022296,-0.296260634035901,0.0650213725000394,-0.383299125182448,-0.471796212039136,0.0446037732440274,-0.045706871278835,-0.111242072607043,0.055030307421092,0.10699002632278,-0.505959194144556,0.474657106248566,-0.190823786904383,0.497341717989386,-0.383904729757088,0.516674578962951,-0.148841262237898,0.172911366851351,0.140772537371103,0.415012692831057,-0.0169510354515617,0.156085425279344,-0.0863755500852324,0.0999655874093745,-0.447393852102538,-0.119813531173841,-0.0154393080132329
healthy,0.294011526377818,0.18508646138172,-0.0996227782335776,-0.21902510383349,-0.0761877226689566,-0.0065639114426779,0.330124147548437,-0.0601532065661727,-0.400862199790894,0.453968757445372,0.0838934904402114,-0.257200661419185,0.298383544378445,0.0487360172787326,0.256491410514673,0.265668813942934,0.238727553473641,-0.446292247554798,-0.155969574063908,0.222650692121155,-0.0555057287876411,-0.199798865271563,-0.0510073997739069,-0.213535120585333,0.419230981866725,0.247079172989022,-0.0663744943016491,0.337672217875223,0.0735048435766507,0.329133849786336,0.43995270431097,-0.0399447805118638,-0.0765814641195738,0.15305192786082
healthy,-0.315020084576685,-0.273841247298705,-0.0374914480436721,0.131649846479257,-0.306347453622745,-0.11251040665092,-0.414143985993677,0.051924011151898,-0.150113906460905,-0.234206729170242,-0.199432610137994,0.324589754575468,-0.510746509128426,0.0685430005491743,-0.193341415178276,-0.387625929667667,-0.425784377037836,-0.145110154946423,0.133013557203419,-0.406303873872158,0.0374027947238195,-0.225026846417388,0.0130676198682638,0.178313348672016,-0.460153267295554,-0.332686616909754,-0.0161827400509298,-0.317733956289553,-0.128352470270507,-0.218638846057497,-0.222467368042639,-0.148121164839494,-0.0037739290262257,-0.32397175621458
