group,CD11b,CD47,CD3,CD8,CD56,CD11c,HLA-ABC,CD45RA,CD7,CD49f,CD44,CD16,CD335,CD294,IgM,CD5,CD62L,CLEC15A,CD366,CD11a,CD66a,CD244,CD54,CD122,CD38,CD45,CD158,NCR3,CD99,CD94,CD328
healthy,-0.336425008361147,-0.212462955601477,0.117480451794169,-0.0463257148449459,-0.175038532171139,-0.0596288434769197,-0.183978051560075,-0.31237017974431,-0.309682154132585,-0.14992536431667,0.0016848128852768,-0.431601004721534,-0.192344201791643,0.0066104458737215,0.0743455034397627,0.104677920778542,-0.0285254352454,-0.237282160492674,-0.121444439214647,-0.354445718427717,0.032555020488386,-0.389989551554072,-0.127366971061382,-0.261678341610878,-0.314286982053667,-0.317470833861904,0.0339409521738606,-0.0634453912835036,-0.329577205710367,-0.256089039916055,-0.395662498703823
healthy,-0.347300174540409,-0.234249697251056,0.0671438742429122,-0.167668750711284,-0.239778250513843,-0.147336976924196,-0.119937303100398,-0.34380985446592,-0.230220454367326,-0.156278968098827,-0.095539364381945,-0.371588666191252,0.0187013214089574,-0.0256555172410707,-0.0276248866139996,0.0505061001514002,0.0868878341112495,-0.295598853678435,-0.121126811537703,-0.138091413277149,-0.0339319797423658,-0.276033390852002,-0.0256778342814519,-0.119764140982329,-0.207509295379599,-0.208977464270921,-0.0395980717825216,-0.093891794443237,-0.138221858674188,-0.341508856722232,-0.236137662769166
healthy,-0.195585974335341,-0.190363213738129,-0.0158075196647522,-0.130738397924979,-0.15302377056138,0.137666868454075,0.0440462437943457,-0.252868630058787,-0.345567059056137,-0.0196075536105134,-0.0983456864831662,-0.157218246258498,-0.107258701537734,-0.040463129004537,0.0578910272649601,0.0823447640437266,-0.0355935765481134,-0.330737119027461,-0.0587271250604072,-0.199102304364598,0.0548293894715445,-0.290593919550923,-0.18791414888204,-0.184568589627061,-0.113592284482157,-0.327443137914204,-0.0698325371540878,-0.112097197727929,-0.144949447592843,-0.281246483278785,-0.365495679535171
healthy,-0.425281272510151,-0.125907817683824,0.170795221356884,-0.0833257920986522,-0.197005301530937,-0.223137031387966,-0.114100237160314,-0.235497057328899,-0.244236346001579,0.0229264694213864,0.0804263773443389,-0.338783549851082,-0.190803792614565,0.195125568672673,0.122101685482993,0.230211198941699,0.268655514596676,-0.250957229460119,-0.274028394614178,-0.277266542911376,0.0375857887203931,-0.203726743189661,-0.126416046075898,-0.256549894993842,-0.2488331241147,-0.203331433791044,0.0264793130683976,-0.138569819754937,-0.3596567959585,-0.201896766852768,-0.385491159213109
healthy,-0.286263827106615,-0.191663472906237,0.0809050973454398,-0.196971869289664,-0.36142214086749,-0.279362248243919,0.064875308280073,-0.145103612166072,-0.1547891029089,-0.158731215277733,-0.0752609639425357,-0.198622033238557,-0.25020211131736,-0.117344764094468,-0.101078894862607,0.0951072996567482,-0.360845016921848,-0.0546194122992006,-0.246036801910631,-0.0175215251792315,0.0175242459299476,-0.101426990678186,-0.231347288881081,0.155152413077876,0.093945175919962,0.0381986275533509,0.162723851766344,-0.0742627437467234,-0.132346109225404,-0.311825878213296,-0.183007657025394
healthy,-0.0630742152583341,0.148991856459364,-0.0559662840351844,0.0312463342081941,0.0817489762841386,0.280875633380374,-0.123824959222041,0.102740096311355,-0.0022476277368646,-0.323488990136092,-0.202542982668277,-0.116146766493918,-0.377945066929544,-0.0100160609280281,0.0380544257049041,0.0880947709601202,-0.316499466631182,-0.407766756993811,-0.0581308768655871,-0.0221945227143241,-0.0533282050690097,0.141729250313185,-0.319062291116452,-0.0058853831387788,0.101618979328073,0.0569169955682833,0.409821623640158,-0.052289544101407,0.133282339479238,-0.256817850296136,-0.0870617779066535
healthy,-0.18879931787277,0.0395402389633178,-0.176403257029953,-0.341447622800558,-0.027506906896423,-0.262765253351917,-0.194007799570457,-0.203839812101065,-0.162367680901886,-0.101166604198532,-0.237581501944044,-0.249779761557428,-0.102730220450224,-0.181998928252661,0.0408251583903203,-0.238156191356091,-0.168029976501104,-0.047266242122948,-0.104402459382584,-0.228158530325361,-0.0687562993026879,-0.133189565400277,-0.0437606520224922,0.0295059399122597,0.0887817714897459,-0.0320647852872972,-0.203024711991698,0.0082776563099493,-0.136317429693793,-0.112823220292901,-0.145224252876626
healthy,0.153203349928455,0.26911975834542,0.0041661010992677,0.0787185434405744,0.0776462689958151,0.12992407754202,0.216092457289127,0.0994143785167476,0.268916290025396,-0.158924122230539,-0.162216471282095,0.179542216230225,-0.188841278225719,-0.11202465233296,-0.0151512095354092,0.130141749603963,-0.0209181186140067,0.190410271625438,-0.0833153495596679,0.145557728996112,-0.131271644382064,0.106725591055085,0.0373372110638775,-0.0181082186169605,0.121047376073399,0.113241082856384,-0.110895722849757,-0.0712600320951687,0.128364407707234,0.149450511773312,0.0668332684114547
healthy,-0.250309418638519,0.27134451359554,0.173847260330805,-0.124439451141106,-0.129750971325816,0.0355174837192143,0.166208377497681,-0.0906231899743886,0.0701414899905996,-0.211553882509034,0.0648861626577973,-0.515616213459501,-0.274731704415083,0.0579248212755272,-0.0375868555585662,0.28381332529463,-0.10270053315385,-0.167230025260487,-0.346235998048745,-0.0466070705856098,0.0370873064534546,-0.0022872660554143,-0.104480288580162,-0.0815308013019046,-0.0646281413338528,0.0231458479174581,-0.201371474589309,-0.0741302611024656,-0.332636793874821,-0.109249642044461,-0.271632325363681
healthy,-0.0847931834297476,0.115783731860267,-0.291293664919449,-0.0902040785673889,-0.081749449821124,0.0528453632905464,0.0146224692123052,0.028756509824687,-0.0878763709003879,-0.052934189030922,-0.279949728403008,-0.0040659777058841,-0.180995877954611,-0.0282302210801239,0.224366759538918,-0.244627299247345,-0.317571718432392,-0.249771336090189,0.140520124363569,-0.127313626413925,-0.0184431893384292,-0.0859360045128612,-0.355019851006486,-0.112150387445549,0.195399269392427,-0.203006091129886,0.0983006073200608,-0.142825164290698,-0.101094777379257,-0.403742279642624,-0.141901008180436
