group,CD11b,CD52,CD3,CD8,CD56,CD11c,HLA-ABC,CD45RA,CD7,CD49f,CD4,CD44,CD14,CD16,CD335,CD5,CD69,CD62L,CLEC15A,HLA-DR,CD314,CD57,CD11a,CD54,TCR,CD2,CD49b,CD81,CD38,CD45,CD305,CD158b,CD158e1,NCR3,CD99,CD94,CD328,CD258
healthy,0.342486389661518,-0.14401567629387,-0.156830136749914,-0.0191715425788012,-0.0487570009777681,0.128979405332005,0.146980278803303,0.37755886956044,0.0957551236397156,0.109298347987052,-0.160709920290777,-0.272369100056805,0.008881165476323,0.614973640188653,-0.0915420174258317,-0.198160542035665,0.102410470383177,-0.41366549858262,0.152930016735613,-0.0341604969810864,0.107752453859826,0.215389222988935,0.248979980092641,-0.263667482322194,-0.102235115691528,-0.186816603937639,0.0765105276745954,0.134182854787874,0.557175628313467,0.287638996773812,0.243891319509843,0.0745167819236361,0.199407189028194,-0.0839427389296589,0.412350980488213,-0.038125267747957,0.314561567238667,-0.0130050916055125
healthy,-0.0174426398564069,-0.0120535120761643,-0.0362689564816843,0.164674291011194,0.0658383875547817,-0.007287259885785,0.113833306741676,0.002281259692787,0.257284412688075,0.0559556245534146,-0.145087009080685,0.0317439106398535,0.0375907431691454,-0.0223126492786718,0.321865011674617,-0.0660630523493484,0.141404845563465,-0.0312204543438416,0.267011670411444,0.017892671987427,0.159865973639317,-0.247603131251952,0.190924146708827,0.380806569922087,-0.104767098000139,0.211542174840492,0.0481914807044625,0.153204906172591,-0.0626614530402949,-0.0043485724282336,0.108731904419047,-0.12351279637489,-0.226875766372679,0.202500444714711,0.0512721820473609,0.112434112297108,0.16445430976578,-0.0506173966574699
healthy,-0.129252470449161,-0.10652320727297,-0.209975638625741,-0.206374452307458,-0.080615790756832,0.0473125209299192,-0.0907514072373433,0.044020847123281,-0.0749356557255806,-0.201784659512173,-0.021341149689694,-0.251790209903618,-0.106903611570812,0.0395370535962093,-0.362938107422121,-0.0837373437291584,0.0581806195907802,-0.352134466293047,-0.122677584521795,0.0706865474944397,-0.117521589590745,0.210881744997836,0.0153328784850534,-0.133729092569678,-0.0424105023536402,-0.151749727830902,-0.0166743209633327,-0.0666856735099975,-0.0175748866534383,-0.0921240990106466,0.0659027361790906,0.184346172633935,-0.0042196500596853,-0.167517876583241,-0.0306063324479957,-0.24178949592311,0.108823500377687,0.0344890162503808
healthy,0.305687506302157,-0.272514716907463,-0.220047619768171,0.0025461074101643,0.216083247323691,0.224924840770306,0.189047780383309,0.219314691421765,0.26461906589253,-0.121319710633187,-0.198052641789214,-0.184532193344923,-0.0348178019210025,0.421448507350658,0.144961749903802,-0.261642086725861,-0.0979481020195829,-0.27594546013924,0.185002682952948,-0.126584974436773,0.188489622383517,0.0421274675179063,0.254896060824087,-0.0139712265986242,-0.305386483054247,-0.0187480697695689,-0.178995504333245,0.184583613480535,0.342938665059541,0.186768427831765,0.372696687802898,0.0675417604143743,0.0188447731957811,0.121859758396177,0.503600255278837,-0.0183216490986347,0.357260385046066,-0.147629980517984
healthy,-0.0453056798030706,-0.0843371511870952,0.115389666772678,-0.302183499663362,-0.226496878466305,-0.192764430892251,0.129416146180503,-0.135878111577204,-0.0354346327872602,-0.0540852213509272,0.132304209014396,0.102410483016219,-0.0796460187435184,-0.12915399172223,-0.050531784943709,-0.0007588006328259,-0.0296989975052377,-0.0676351071423081,-0.0995398224143797,0.0206803189231542,-0.0407480091756377,-0.108011063291414,-0.110623929340775,-0.0070310036032431,-0.116045231295006,0.0524043982032218,0.017530949110353,0.0119562016718297,0.0854190199081062,-0.0499475640060768,-0.0866600795821533,-0.123945283263509,-0.261348943696074,-0.092308955683141,-0.243122613517067,-0.187854820363579,-0.153010289207173,-0.0282513997088304
healthy,-0.328659087758679,-0.248843622723332,-0.0923414591417743,-0.287202170546337,-0.451449476383292,-0.299454394319644,-0.252691910284461,-0.261315118247227,-0.265029670824774,-0.166113171480109,-0.153983393455424,0.0262049927807005,-0.0906891585613692,-0.0126848763890887,-0.19458637998851,0.0102478748858494,-0.0847846239483641,-0.0496423263665614,-0.143578184115609,-0.0900531835560189,-0.247232213921222,-0.162506940775474,-0.283538463848116,-0.178362584761284,-0.054111830045545,-0.354860170543834,0.150221613202191,-0.21732685390711,-0.2049337836588,-0.252963093754408,-0.247589349897939,0.002263347962465,-0.0689853038166635,-0.102375690682703,-0.158265807826701,-0.179517392458145,-0.295145171880431,-0.120462023146667
healthy,-0.148332361933723,0.0276483256925265,0.0625142086030487,-0.0126216038146331,0.276084884977998,-0.233489584940418,-0.0579952832869222,-0.129801813895753,0.1296918999792,0.455453340367431,0.0140824377249258,0.184264598789518,0.0183278374890202,-0.294947231438791,0.232012327104039,0.0758142088601258,-0.15560565407583,0.39904854728422,0.0393419092728323,0.113130117940345,-0.0020222204850772,-0.201482105939914,-0.0221107951459769,0.324915073284722,0.0123806380910948,0.353989039019921,0.185258889996929,-0.0538994982505165,-0.215793767902159,-0.034291168258259,-0.129928451892505,-0.195838696425156,-0.27936236645371,0.0057886196125113,-0.0703451831519636,0.308023068709858,0.074195536260329,0.0085143894026055
healthy,-0.129692375298579,-0.0734143155942332,0.0316664477679956,-0.163161437230003,-0.0686335831320311,-0.0921100271506603,-0.437050822868074,-0.211810234490087,-0.128029270616222,-0.13173006741407,-0.0159476204027415,0.0234146660015371,0.0898743751701974,-0.10640646353573,0.231962582167922,0.0599575280898336,-0.273161459795953,0.506648926537835,-0.244674046755414,0.123812270792986,0.0002714148070595,-0.0660088920856909,-0.301208674442754,0.103067564102647,0.127928864473936,0.0994242783928336,-0.239389084515598,-0.235316010581373,-0.157661798174254,-0.288826100606148,-0.221186983179603,0.0111218589624865,0.038976657692831,0.0888622791072664,-0.418229811976253,0.0793717706141961,-0.0494241823406404,0.155923571019317
healthy,-0.105536078161426,-0.137905400679751,0.0177208031200148,0.176087796505124,-0.171716249252689,-0.450815631021166,-0.0599926733842153,-0.16302868960357,-0.13487200626664,0.335673481534457,-0.0522542908089866,-0.131554587923812,-0.0911120034397972,0.141907399733627,0.0166455736918967,-0.0324025594818275,0.19152410427939,0.0051342228063621,0.376883865466282,-0.166385795054314,-0.0124836276817078,-0.0781740067608321,-0.110480146440944,-0.160353708385714,-0.095092893656255,-0.113332369271404,0.239799531168471,-0.084745486504184,-0.33358974922244,-0.0901963242542722,-0.0876309254702839,-0.0804193716529956,0.0062586334030337,0.103773111927515,0.0346208486738773,-0.0408967992925135,0.360002562290402,-0.098269136742385
healthy,-0.057229360652794,-0.283469746508347,-0.12723975201001,-0.148060168462087,0.203762830989307,0.116808532273192,-0.0942750814556845,-0.0402252064110017,-0.00807291486309,0.149317189046387,-0.0353005934135237,-0.147643292931146,0.0898911618078654,0.0300966216614137,-0.0304197875362449,-0.156892503336162,0.2625073734463,-0.325812851881453,-0.0850363406438501,-0.0728892340588286,-0.0607641550142882,0.0060609224026723,-0.154098373291167,-0.14735349063255,-0.132964254947479,0.020894649580184,0.431732130743444,-0.221808540158645,-0.0384597936159297,-0.110006534999457,-0.0671113444961641,0.0046825033406001,0.0708050016035568,0.0608476344965582,-0.151029321505327,0.0318188149101296,0.0521518375607212,0.101632146067202
