group,CD52,CD3,CD56,CD11c,HLA-ABC,CD117,CD45RA,CD7,CD44,CD16,CD25,CD335,CD5,CD196,CD62L,CLEC15A,CD57,CD11a,CD244,CD54,CD122,CD2,CD38,CD45,CD305,CD158b,CD158e1,CD99,CD371,CD94,CD328,Podocalyxin,CD224
healthy,0.0498646389193012,0.121033783211753,-0.247344061087323,-0.0003174986980403,-0.17447241779638,-0.0388946722495464,-0.210281220993903,-0.404223496951349,-0.175682044927717,-0.204909066151307,0.0061694630575081,-0.347662977818003,0.0780005213890429,-0.0813540389655768,-0.263469059316726,-0.216719786116736,0.178438669039446,-0.278135338590727,-0.318661290086833,-0.36239205480433,-0.270183003738951,-0.28199822264644,-0.10216231823779,-0.228361362914792,-0.259322054141504,0.0347089310653651,0.0391330790851915,-0.177167425219091,-0.0162676227013799,-0.342816701055375,-0.340815515065827,-0.0269865535823615,0.0215078782118881
healthy,-0.0631379964574682,-0.0374029484458795,-0.502236146860826,-0.23958728346344,-0.217369056759034,-0.247409524821086,-0.204560626914313,-0.229605148583451,-0.311219089955736,-0.0020624549077993,-0.154626281005513,-0.0485213390400461,0.0268205508160952,-0.118903684160281,-0.28564570507698,-0.177172915761003,-0.151395051153009,-0.127701314867466,-0.0727386547049419,-0.332655383245448,-0.154594490216996,-0.23335222030039,-0.0736758909309655,-0.174039363310424,-0.222453643279429,-0.0227900756361016,-0.0381937618600684,-0.0323139158795417,-0.120625325618844,-0.284412752205096,-0.304732956247046,-0.150183899194592,-0.076562915064791
healthy,0.287485953169341,0.20093409228001,0.0567221915180108,-0.101882881101483,0.103619636750416,0.0184329077960871,-0.174344804773647,-0.439756123083279,0.14420664956048,-0.327412676465678,0.0274161731217058,-0.113903872079916,0.297557412909155,0.054635618077877,-0.136983926615811,-0.0528321371251163,0.277439412717738,-0.122020619816167,-0.221985202785325,-0.0834243923624474,-0.213080208815537,0.0480322992715198,-0.322794751753628,-0.122849837940302,-0.220913420751612,-0.0043091232996529,0.0850472502953158,-0.197518982862907,-0.0058299174428367,0.104998841795429,-0.313929988834742,-0.0910988566741354,0.0744722083250814
healthy,0.176265668318609,0.17476244438163,-0.153894501667121,-0.182512246986911,-0.0675875337710017,0.129897396771459,-0.176066980252193,-0.255380755108446,0.0299371295872946,-0.245594509790779,0.164860352188332,-0.190822717745557,0.232537351803009,0.0762307081035869,0.165960365778878,-0.340387859494458,0.0251820623389088,-0.213972208680065,-0.176953221159393,-0.209740903667174,-0.289795325780052,-0.181757923298838,-0.160973754650606,-0.15552565364524,-0.299673419644886,0.174035194762078,0.126430877409689,-0.373271659762977,-0.0292299032147519,-0.255183838955858,-0.346046575436443,0.0916331894170334,0.243752365464502
healthy,0.119927783594151,0.240003169744739,-0.468722706826103,0.030425941544331,0.227893782244013,-0.0548698152954689,0.183077263579847,-0.0031111630891806,-0.258826231205159,0.256589981744779,-0.0709677683091882,-0.262022960522108,0.175012864601627,0.179226049380416,-0.517995197547406,-0.0087596019724873,0.080298882244456,0.363803267231565,0.276847807563774,-0.548690984396771,0.249228446605633,-0.243493709914191,0.438181435093566,0.302765542153163,0.281496648552601,0.395909938972723,0.361654650655995,0.383830766967057,0.119754066745908,-0.592717579420613,0.277042883968601,0.225330509685522,-0.243706623133234
healthy,-0.0205818452966421,0.270448870632622,-0.19196915428184,-0.0022053364996555,-0.296743354827302,-0.111142840238867,-0.093828624548852,-0.113042750516717,-0.241363060058251,0.0962013180853444,0.0252974315651458,-0.067077599056977,0.0306116494497459,0.0871185188794136,-0.208791078847984,-0.247227221353175,0.0576706532272072,-0.0925219427940514,-0.137783832999093,-0.348467942438447,-0.0086801181488134,-0.192871597500099,-0.0137844500076361,-0.107568374180336,-0.301094001785629,-0.0092618400056737,-0.002353277240337,0.0302769508857385,-0.149490154185645,-0.0772499486932512,-0.133534497655753,0.0035130628226675,-0.217315386647608
healthy,-0.149134630179353,-0.0828957816628717,0.016767542129213,-0.162110996191544,-0.0423396813767144,-0.0897695107649169,-0.177691289351269,-0.157766355407584,-0.167770915347046,-0.115196250460698,0.16879525693476,-0.188642565045651,-0.157949430667797,-0.0278855431737825,0.0402184499327491,-0.217105536609286,0.0022173294940167,-0.113367463895697,-0.155888048352594,-0.0872552418378933,0.0657704081949824,-0.14103219310416,0.0432623138769656,-0.336035371862642,0.0904629569198669,-0.001854046612633,-0.0777273809587187,-0.169089850350388,0.150524899715994,0.0735882447361801,-0.173085502848824,-0.0180154840082084,-0.0749680743360089
healthy,-0.0846230299203741,-0.0737179169158059,0.156606284269738,0.279980180113316,0.165779001799535,-0.149700530922626,0.189412929556377,0.0425737837333874,-0.25822349434685,0.248978135382106,-0.0080372895513439,-0.228916617485024,-0.198412379696059,0.093425167131876,-0.343338957338743,-0.0132717306769506,0.125025840872661,0.214257770049989,0.140716993890217,-0.401928908992894,-0.0790859581639423,-0.326965591788701,0.235542316318327,0.163629887222584,0.23669142079166,0.207631944508386,-0.0546260619036802,0.133180112012945,-0.005035450881132,-0.375694416267825,0.164042269419007,0.0577834605628779,-0.194853295707786
healthy,-0.0581486009555207,-0.0568361841056788,-0.268831699472149,-0.0686623436573607,0.221728508468928,-0.182552198627835,0.196326124760285,0.0065724695839005,-0.373070212252175,0.243379439268517,-0.0617150460854606,-0.281298947726763,-0.0636482517745987,-0.0580909746761922,-0.390206487165441,-0.265423236012564,0.0122715169676855,0.187380999000161,0.224420539492066,-0.633739996326218,-0.0150468773538072,-0.18578089234657,0.381596740397142,0.199246229317446,0.188894357649711,0.393588543558435,-0.0499832182788608,0.172639911793063,-0.0290050082295465,-0.474513129416975,0.0204213336739823,-0.100204531365863,-0.380777990980919
healthy,0.502307356089608,0.36426617657827,-0.0784247210276182,-0.388774932127586,0.0959694411018681,-0.057058243607359,-0.289389621578977,-0.423754511270079,0.114484674301734,-0.186515434587878,0.059845313430443,-0.585182703163395,0.546093035698722,-0.0704732273064906,-0.0382008332458249,0.403626775552405,0.520339009478761,-0.0867421005230519,-0.28761164378212,-0.195081794329807,-0.476093461013873,0.13142246741908,-0.500358987567106,0.0346717713555886,-0.103894670780354,-0.174178390738314,-0.0487656700081589,0.139703830319899,-0.115537790888447,0.0441499520334275,-0.357104479403902,-0.0778452019502495,-0.129899429315759
