group,CD274,CD11b,CD47,CD56,CD11c,CD45RA,CD7,CD49f,CD44,CD16,CD335,CD5,CD62L,CD161,CLEC15A,CD95,CD57,CD278,CD39,CD11a,CD244,CD54,CD122,CD41,CD2,CD49b,CD18,CD38,CD45,CD26,CD144,CD158,CD305,CD158b,CD99,CD371,CD94,CD328
healthy,-0.0290037253414537,0.338591768486786,0.21717206213593,0.150245346323311,0.0741368047328802,0.31455467174693,0.312007631639466,0.133968171790672,-0.0323057258480394,0.451145145435531,0.201078807284618,-0.102217027197518,0.0038788588284705,0.172949980454991,0.216590376023543,-0.0243159295856282,-0.0169402781501251,-0.0540589103132532,0.0238466641791168,0.347770901146471,0.401016067431959,0.109633404665028,0.27516159559817,0.0679675947839734,0.160000909183338,-0.0060062656833782,0.175434840591036,0.361562265250226,0.326170443011297,0.007214999199456,-0.039782982045067,-0.0133067156813164,0.327946477007805,0.0141163725180492,0.346295751057857,-0.013372013320842,0.240463910443596,0.393907262322589
healthy,-0.0011626616143476,0.0829114281083036,0.06192203318904,0.247997820259422,0.0178758512975821,0.198184613557251,0.0087949591998071,0.0659081660908949,0.118554032046547,0.263393838139956,0.25223983222295,-0.0207624683206329,0.323891848622307,0.0958757036022269,-0.0970850890997813,0.0726584037072107,0.106005248001673,0.0844029598806293,0.0971138393355282,0.0595800969357563,0.142374432588563,-0.0019975854067137,0.089229948681489,0.152861564940036,0.0660901128147217,0.135978558115607,0.17886796007581,0.228308802722646,0.072592464471483,0.0431853022677412,0.10312296868963,0.0780310725686915,0.0883372238078937,0.0212102642222309,0.0043966863302595,0.0879235408347893,0.43659172651141,-0.057674892531076
healthy,-0.0863699658233225,-0.0590440384500025,-0.056334789112493,0.107496669922682,0.156555368785166,0.0267187293196488,0.272400134321906,-0.0636631531913381,0.0084867895110048,0.0197418758781437,0.129830632569002,0.0016964580830986,0.201471954591215,0.227958747040231,-0.287797367044382,0.0733205055530453,-0.134158225200777,0.0680700613258717,0.02005668200734,-0.116271390417571,-0.0053123385548884,0.0304218713510714,0.212951017509172,-0.138048245421018,0.0305840727872961,-0.0982737168811675,-0.0336221114562606,0.282760402313725,-0.0972866175404229,0.053661835810444,0.0702445961981349,0.105384092718224,-0.0452993809490578,-0.0736826122675479,-0.0651331025669112,-0.0793112874796424,0.0427797124339457,-0.0615295731494763
healthy,-0.147659520309221,0.342973663391303,0.151984350700094,0.226888956395231,0.227502621197202,0.219214779488263,0.255171339278257,-0.0610824645831881,-0.149960289397817,0.409770326269226,0.156497727873213,-0.243019385467016,-0.288314425524478,0.179834080090251,0.201232518600044,-0.0771394252535794,0.0106863299509897,-0.149997045534905,-0.0556058935059486,0.265429649793869,0.215413921201768,0.0249802068086016,0.262712819663767,-0.0710253618446667,0.0492934573549946,-0.15379470738854,0.216192376854218,0.304474175450623,0.19050526205684,-0.277138679939775,-0.202435005600517,0.0214011534400405,0.364686255521345,0.0407379427026935,0.454225385211675,0.0362638589743912,0.0539003668598125,0.37436522180976
healthy,0.440202022310914,-0.0344658850469976,-0.0733684668488692,0.0429749864312225,0.171757446067765,0.141842071553846,0.131519467369223,-0.110659830312483,0.126438664234272,0.0403671963992925,0.0202174047906601,0.0284871763001619,-0.0533442759797627,0.271825227432151,0.112166825257729,0.101953485313299,0.0851436691407772,0.0292517950984952,0.247062600768155,-0.0092880981495493,0.169701205949216,0.0038652734817154,0.0764508809264201,-0.0354113281948319,0.035072431314183,0.093498395255216,0.153247160730079,0.123016918545886,0.20744398225369,0.236023799101423,0.295631957642546,0.0238694572646635,0.0738970954338739,-0.0145763663267537,0.108541921446837,0.219839001213387,0.0494126607705346,0.204029527832393
healthy,-0.162888212621457,0.0001040786998982,0.148609687573593,0.102524457398947,0.0359149356209212,-0.0500880193032509,0.164837487586218,0.432330514133204,-0.04949161599598,0.0014639063699179,0.124355650295824,-0.0381518329888512,0.0500256428683766,0.0129367063612128,0.21565820382603,0.125339131116047,-0.129917467275923,-0.130620679646905,-0.0671378778041133,0.0705171976871648,-0.0013838592209064,0.172988208616365,-0.0116967879978802,0.238618351713435,0.0397774919525912,0.230426389747194,-0.0582597768187674,0.006267837307637,0.0247913654611477,-0.0564251958661091,-0.05884364812499,-0.247193004462907,-0.0969653938451996,-0.0364509093590302,0.0779697910536276,-0.0382567959139897,0.353673870566498,0.0723854512242238
healthy,0.128664351643534,0.0517476028637138,-0.0914098155849615,0.0299924141641545,-0.0040752807131147,0.0948315949612691,0.142512286932583,0.297874857855074,0.0959654917943094,0.0847255371624658,0.0577243530203403,-0.117594289821814,0.0831604204516928,0.0841686386357881,0.153972105111859,-0.109839651620298,-0.20893208411681,-0.0602631714398105,-0.14409662522943,0.0944326136133264,0.0619658750306074,0.202449835867776,0.116451839361567,0.199407752459822,-0.0399421125455441,0.142797291928842,-0.039247607857612,-0.112676897729042,-0.137932245958868,-0.079759864081052,-0.0128017591335772,0.225811453601749,0.127343514907259,-0.0393388507474426,-0.122658270928498,0.0664108952435018,0.125394117893622,0.0787163438969073
healthy,0.0191043940818503,0.249483167683444,0.175610065560163,0.130120048414687,0.135229778358231,0.0779902919655148,0.242612122967613,0.171917987745273,-0.222708255973882,0.384415363351159,0.0392038447621975,-0.251275760179864,-0.0801704165919472,0.05642273421763,-0.0357617265977557,-0.213789493613383,0.0522494683982551,0.0220312952061484,-0.0845953663063005,0.0295020406191891,0.0784805235576807,-0.150984168226729,0.0871439687836521,0.245462586786118,-0.24865792018081,0.181211180062063,0.208812413347177,0.121145191646953,-0.0415380714337463,-0.147066847905646,-0.122930456007246,-0.184235718885449,0.0882098654204328,-0.0864279668617192,0.222508980063852,-0.180520691215279,0.101303078593957,0.114739117988202
healthy,-0.0700422622341002,0.182476488617913,0.296011385554251,0.0603902437038107,-0.042691908191421,0.206765237910707,0.299431723855503,0.189225185036719,-0.0268351609567105,0.266279514449382,-0.0521029502927359,-0.104307336982072,-0.166641596196141,0.246309901503797,0.319907472218194,0.0024188051448933,-0.0579623336288684,-0.0662473322754179,-0.145819014097887,0.308774140601032,0.275438323485731,-0.0819517039976964,0.253958708463134,0.187977910044339,-0.0393535763961677,0.143274005075367,0.152111391262395,0.111134220555033,0.342033758784729,-0.116436355922939,-0.0523023103263844,0.157130896921622,0.336402772533752,0.256665361589034,0.323204062223784,-0.0990455177481043,0.068878214579261,0.406640887124733
healthy,-0.0297126106757057,0.330097174014284,0.274562623935479,0.208244657970808,0.221232346844265,0.278981608348936,0.515269843564898,0.45111728725728,-0.0833597072204668,0.217081337971318,0.642712144596202,-0.40075439177686,0.184427613242844,0.0613638366627613,-0.227701453046852,-0.312950528137843,-0.402064392812908,-0.328660827024458,-0.0471938958634522,0.000650098755528,0.219118501542274,0.257065805413236,0.440282744866357,0.166515290244868,-0.0406514075910939,0.182723796986268,-0.0940193692130628,0.363557265755901,-0.0429619491578006,-0.132054888945612,-0.196726259765849,-0.166342245678629,0.122238707491183,-0.0996930453352308,-0.06916627115391,0.138342446403751,0.274363788960578,0.328578590498383
