group,CD11b,CD47,CD52,CD3,CD56,CD11c,HLA-ABC,CD117,CD45RA,CD7,CD4,CD16,CD335,CD5,CD62L,CLEC15A,CD57,CX3CR1,CD11a,CD244,CD268,CD54,TCR,CD2,CD29,CD38,CD45,CD158,CD49d,CD305,CD158b,CD158e1,NCR3,CD99,CD94,IgLambdaLight,CD328,CD224
healthy,-0.236177876716428,-0.132855301260856,-0.167968529011251,-0.0700738795341959,-0.126864150553066,-0.406904919780366,-0.160677849428285,-0.163833377880866,0.0518654835681375,-0.0393062867600574,-0.153858612201838,0.146778669233114,-0.0614303650251352,-0.0721484975119575,0.188562563245764,0.203260810454643,0.138129790650377,-0.111851183431595,-0.145415242544417,-0.0603901015896981,-0.070902361018816,-0.152010024636044,-0.0716384998029121,-0.212616171118418,-0.149551929062935,-0.0976779361695989,-0.0988958643029145,-0.0814160931778027,0.0291599649154421,-0.0550770088224893,-0.13652645450822,-0.0449773711305151,-0.0049098068956731,0.006268915570247,0.0470906534588626,0.171014977980018,-0.026031971930228,-0.104347569653573
healthy,-0.237130104231928,-0.169840791502435,-0.0011504317879959,0.0367240854297194,0.10960125868854,-0.176701536488703,-0.1278393877943,-0.0462474742495862,-0.080334460125301,0.0823976166052252,0.0602132536471278,-0.0654431230272953,0.0971986877238593,0.108060468254221,0.41068959148402,0.0767472477487245,-0.148617385404656,-0.340906173442246,-0.154105483781075,-0.0620627224910121,-0.055805209534259,0.197529279044512,0.0245601051989026,0.0078347810498152,-0.0166096046260206,-0.365390708046408,-0.03529047135475,-0.0529483447175064,0.0333567160984891,-0.175915211708366,-0.276567776131433,-0.223257014633546,0.0706021377988817,-0.0640100436728751,0.16022147006652,0.111261412634641,-0.0348024447985983,-0.0246706119078222
healthy,0.0159308509749096,-0.148050407479969,0.16521690695046,0.111318632088683,0.0845082367196662,0.0207349386066752,-0.0661556482801306,0.0642157744998806,-0.0441763732649167,0.0432061050644129,0.0994628470300982,-0.0099644644594316,0.277598997318271,0.0654288665736067,0.392394439182515,0.203063755198785,-0.366470318330047,-0.0284688011181853,-0.0659391075698834,-0.0406226461844087,-0.0265951543838011,0.331382210522892,0.0455749236741932,0.299792164424241,0.0583339566796502,-0.346324364973833,-0.147058803206914,-0.189406041709436,0.191613208801017,-0.0788721153186618,-0.196003379995147,-0.110595342099558,-0.0029020384762447,-0.120299355939149,0.29121068039318,-0.0924689247540122,-0.0209889365971765,-0.133950659024613
healthy,0.401803208170322,-0.0326217303528522,-0.179985470051366,-0.199653301560906,0.13040671719987,0.184849169883998,0.0272109065225651,-0.153850650879952,0.137378243962281,0.153022094400283,-0.286470615847704,0.307471666298776,0.186200232288152,-0.265936081368645,-0.16845503169977,0.385751400155164,-0.025636252671976,0.0218696118833916,0.153711865308125,0.113803452272021,-0.106516627916379,0.243169327623879,-0.341277363180777,0.112026885247577,-0.0251645803433456,0.0637525273300735,0.0781173364840306,-0.120254515698999,0.281001274093286,0.258136939025506,-0.163412704793883,-0.174816906370616,0.150307625566696,0.323638811688411,0.200304105953102,-0.213449763065943,0.318173228004552,-0.250907820929868
healthy,0.146978292337721,-0.0178583291988049,0.266096418713929,-0.0394960997486361,0.260185958923369,0.179844310034992,0.0891960830284119,0.106717912428385,0.0058591247426775,0.319785617301404,0.0621516947556641,0.198715529929696,0.254523522956199,0.0958532392618992,0.20504741603373,0.17962064044698,-0.0761046810170693,0.0843035890633302,0.152705889714705,0.0047061564527377,-0.0450533572378638,0.289931081130026,0.0960399783173047,0.262366296082255,-0.0454724964507191,-0.0195833323446044,0.185672864656086,-0.097247461235172,0.561422440861557,0.341943073934315,0.0355636955809303,0.265592888861861,0.159935025535592,0.142201795667321,0.251246448243254,0.0808035747151273,0.357466657055951,0.128815962449045
healthy,-0.121756940160962,-0.107903331924066,-0.0283043282708645,0.0329338944046494,0.0139754185154171,-0.298682542426491,-0.152666875421162,0.113733322359508,-0.317464010121318,0.0070789240475501,0.0896635162635303,-0.390120169967418,0.147570972723785,0.068185431028423,0.233235314137813,0.21202699571744,-0.429333649543545,-0.208585139828096,-0.246968129747811,-0.235654518136159,-0.0804574064789979,0.387321315040258,0.129123780687381,0.143060939290327,0.138932565047944,-0.404412805429529,-0.228373794124864,-0.499976202243185,0.0629091408953446,-0.261961041403888,-0.430504605258154,-0.136894161323532,-0.0516890906289941,-0.254651104918738,0.405040092355824,-0.0016355117219462,0.0209779050093401,0.276492182032898
healthy,0.314043182723717,0.0095858826609186,-0.0056700760635447,-0.163825357228584,0.324316881776054,0.139784951979961,-0.0187972481822644,0.0244893145275107,0.081347577552737,0.303228005800837,-0.131461579661039,0.024135371478601,0.211989010514071,-0.22896729790937,0.27396103229189,0.0795800793996665,-0.0634504727489064,0.121653481539847,0.0124396637211481,0.163229113315675,-0.0779288864054624,0.306111620376858,-0.0707355835330085,0.29206127178088,0.121124951684485,-0.0182063708592503,-0.0580053782920393,-0.064012170532295,0.0644719204614625,-0.0164882252754069,-0.0520084235944836,-0.0765793452950385,0.141009829643409,0.0280479994834339,0.429246722214959,0.0041080227090094,0.135476760408604,0.103745066955639
healthy,-0.27198369042759,-0.0388908260118901,0.333560988748683,0.418745245845978,-0.140815971697297,-0.231452695381531,0.0140953752358637,0.134697289136758,-0.0264242072979304,-0.177464223455691,0.160298772917196,-0.455895132417256,-0.34364673500076,0.369834103418517,-0.302031897778003,0.17368462743215,0.201080593399995,-0.0367945648362142,0.0642903716583351,-0.0204243038952885,0.0798241073653801,0.271329878548409,0.418108919689967,0.467094401381513,0.0354268420469547,-0.206982584039791,0.0789357386075491,0.0947543994724969,0.0432446793406584,-0.0668067379536333,0.133771704201371,0.189136873209253,0.0510748392977866,-0.0620731054053376,0.266886869183437,0.152723099481621,-0.384069201646315,0.28020632346315
healthy,-0.0762975142240434,-0.530518702502437,-0.151121272688325,-0.0502567106613029,-0.134609578496749,-0.267826818184666,-0.320544913424483,-0.0316116826068307,-0.202613677741041,-0.323894890377629,-0.0542033071524772,0.148900387672126,0.298683399093394,-0.0500128075292546,0.270845282619567,0.242382073459575,-0.049877894767615,-0.196315442549968,-0.377719193576378,-0.393787233722059,-0.0814798679453538,0.133893153854037,-0.0346040337575102,-0.230617651331038,-0.172785629494813,-0.274074848514186,-0.354423104341975,-0.284497635318915,0.0477274117672775,-0.253382909864574,-0.197713656227303,-0.0114009852330464,0.0612193489661089,0.0054632986450346,0.12975299232812,0.0973757171948311,0.0329101631726797,0.0388283521578483
healthy,0.033795702968247,-0.0678804906718961,-0.331687987817074,-0.387162200529167,-0.0870276689154821,-0.0853764044060308,-0.313483730312836,0.0194135759011727,0.0727485138566306,0.172220128706308,-0.11223893352641,0.0991417762573303,0.521560634088455,-0.351541652194504,0.133795164008324,-0.363934117866701,-0.423531972684532,-0.118311583559166,-0.179476268238475,-0.0075261972760162,0.0343639254869744,0.0639958105384814,-0.154759923149309,-0.336371849258608,0.097295852449764,0.2363436271879,-0.195216517505215,-0.124214062425144,-0.093387769039177,-0.0492562108273364,-0.013823000310532,0.0763260320417602,0.162219684076249,-0.25962074126081,0.111712584404846,0.0555773520772191,0.0984761843441862,0.179782688273545
