group,CD11b,CD52,CD3,CD56,CD11c,CD45RA,CD7,CD49f,CD44,CD16,CD335,CD5,CD62L,CLEC15A,CD95,CD57,CX3CR1,CD244,CD54,TCR,CD122,CD2,CD226,CD81,CD38,CD158,TCR-Va24-Ja18,CD305,CD158b,CD133,CD158e1,CD99,CD94,CD328,DR3
healthy,0.392604499367729,-0.0906446409133903,-0.147818215830892,0.0550441074890775,0.122049346310147,0.313142817545565,0.2882054013566,0.149787797726861,-0.129008621340035,0.46571397141861,0.160562872790052,-0.148729087773123,-0.222639529233699,0.143457468003312,-0.0183084138319668,-0.0067771603599661,0.106519698949345,0.446575786721275,0.0269880537171853,-0.114842813293729,0.322516624820875,0.0528527371974004,0.0970840486483053,0.223281444278328,0.48409764979996,0.0253697453875324,-0.107257647107759,0.362856186886361,0.0411388416821659,-0.0399009580164317,0.0418460101721046,0.401379684504723,0.157770827365189,0.461401740892069,-0.0219273008935345
healthy,0.0356672914415858,-0.214892546589846,-0.185973279444164,-0.0272867648582089,-0.0349488558381753,0.155308120989855,0.230229950537088,-0.0527534655491045,0.0702839907993061,0.257252412669804,0.521693381940482,-0.216278713879863,0.32494744525769,0.110515204441058,-0.0199337718381213,-0.167775051777252,-0.0048810608371973,0.237544552355235,0.2317097022925,-0.0432520715078962,0.256977268157266,-0.0099641699749658,-0.122752475852823,0.190746301900305,0.122703062878579,0.0019481094587326,-0.0093138297613045,0.0663494495783862,-0.200476386957719,-0.0414288875596476,-0.102938558862701,0.0884937662226339,-0.0195274720029224,0.184232601811669,-0.0182453645966465
healthy,-0.0596533498707017,-0.165613364183201,-0.282927984311016,0.0556914092509455,0.136517000884072,0.119182991402299,0.054419435742813,-0.188840723117807,-0.0906184812468875,0.0195319791917433,-0.24043881126167,-0.181338452288305,-0.241846883696792,-0.351744354146657,-0.154375701727987,0.145020647580929,0.0144726280150143,0.131206224973323,-0.195581463399739,-0.0089326871134728,-0.117888003227372,-0.230188992582232,-0.0322878890974282,-0.196343774985503,0.154286896863307,0.0467755090347946,-0.0036333275631604,0.0115041718449828,0.129419533945952,-0.0005673934829471,0.266410471079025,0.0225615784347867,-0.110187636859292,0.0503813368400273,-0.0098503413865675
healthy,-0.0512934109867878,-0.194618279141776,-0.148863409253437,-0.119256057379386,0.0741400952727202,0.0815945980036373,-0.141734973267808,-0.139389716148012,-0.466184927320365,0.38430295150853,-0.0095536815609683,-0.199275274209719,-0.247889539247485,-0.240528252473383,-0.127367560297697,0.0914381604410498,0.168280213772516,0.0239946498769071,-0.443782897008857,-0.142171325943923,-0.0815327123483112,-0.495365880449892,0.0106855587029662,-0.10360142177042,0.346606468101698,0.183970182205113,0.0736339227724617,0.0503843540942938,0.246462940494544,-0.0011417150053804,0.118442411974903,0.0975577866043399,-0.5124120676228,-0.0270419735549281,0.0463140224572105
healthy,0.162690166887384,-0.0818549084752115,-0.0782781383142235,0.385708804610443,0.120124116364484,-0.19163880768694,0.0794686601805704,-0.0233936925198838,0.265925744759143,-0.268978293320705,0.350784872854188,-0.0306992730602648,0.490043923063747,-0.0008906002005453,0.0024172773479653,-0.151060455427297,-0.0421901608495034,-0.333636205353616,0.509765546235814,-0.0920832197947778,-0.254537370603475,0.300234017679216,0.0500947442268384,-0.267108648042739,-0.486346635163277,-0.273799136520355,0.0052456564818354,-0.261180775154928,-0.195376073905475,-0.148596875293477,-0.261663776423507,-0.458983316327258,0.490728535231205,-0.0592477656077676,-0.0291932303009764
healthy,0.218510391926368,0.115932779817453,-0.13696062968513,0.415054539728179,0.352142020976762,0.271879956454524,0.0875042773786587,-0.027491841864948,-0.0187697599366731,0.124251063140994,-0.0292986350685703,0.0100116392638833,-0.0801614183647874,-0.250595112998401,-0.112854406856045,0.342731589350899,0.0920024085349025,0.186344367227385,0.0260444427897535,-0.0718884360621828,-0.0005747543267243,0.0628517555983809,0.278518887208245,0.0533808556655,0.157829635369778,0.582577953480582,0.0340635854666972,0.405054745823989,0.176104294277085,0.135711899186565,0.178714100459077,0.175546161208588,0.043050522472272,0.0827525639555925,0.0755540688243116
healthy,0.0953749614452701,0.24971736500437,0.100448128643085,-0.0117697461354775,0.239488624031732,0.364772313822996,0.207484464245138,0.0484680454193679,-0.0355641119051227,0.231023365520422,0.155179262492946,0.176857982213418,0.181861160008063,0.0456143103528267,0.0767980857483056,-0.0615677532109168,0.0789645513537482,0.29296590556127,0.170496046840879,0.176584737803405,0.0889862374051325,0.192577624462549,-0.19681206465098,0.395774054780954,-0.0684980752277531,-0.060094642811131,0.0208178785630896,0.0327595556932262,0.046520038697279,0.0229648619699927,0.0129353376155425,0.234918691190502,0.0870531144808515,0.121277967838827,-0.032719218648355
healthy,-0.105061629122893,0.0765945559207447,0.0053505879653997,0.035063018771779,-0.218748408559931,0.0516530222898404,0.311073476901762,0.0776519627766738,0.217838610997269,0.0869485048637913,0.168890758045777,0.168137226054797,0.285407107407914,0.151386240886804,0.0528565951731803,-0.0425395388423341,0.0035274892657977,0.0032456712308918,0.324323549891703,-0.0606872119180168,0.0618797282982856,0.265535796490475,-0.0744665612194942,0.135039143686655,-0.115691671521378,-0.328111935420081,-0.121835492851498,0.0437263781002959,-0.220214363082855,-0.138502646423159,-0.26863214335498,0.106572001483261,0.423774219863102,0.143466409592333,-0.231276100594306
healthy,0.150306220574901,-0.309406714197476,-0.12451409667998,0.287219085757049,0.0930406537134056,0.0451256117647992,0.0631577753903472,0.038127145474784,0.102906006498099,0.159205988537566,0.484325645037555,-0.211547669184571,0.0253595120251922,0.135797373229156,0.0130213730525994,-0.0846102821993528,-0.157977537044589,-0.058032806228769,0.335075643408269,-0.179861041531717,0.105362904122039,-0.0767356495160067,-0.230191902615171,-0.068915881723012,0.10581607450949,-0.269206382968742,-0.0297533761879497,0.131296524817586,-0.0098618504879229,-0.0293649422003897,0.0366118771073221,0.262006819953568,0.191291470111639,0.146282381983677,-0.0659007906994394
healthy,0.438510282345614,-0.406592994658266,-0.335651739903102,0.272687313054211,0.345622216494525,0.451123026631672,0.480597215217105,0.267770312275152,-0.142636331038639,0.552161437453357,0.521500252791941,-0.493139309018815,-0.217049954646737,-0.240954812057021,-0.261736291853612,-0.358232871617861,0.424166405749289,0.453168255945497,0.0466086451806316,-0.298175633495677,0.631363998088633,-0.0865383498876449,0.008203728921456,0.223216066733734,0.691664253492918,0.25254289676272,-0.141008821724863,0.430130792770676,0.113566135461823,0.0811963012313399,0.0755754107830041,0.259892773147787,-0.0709349002497412,0.633443424225013,-0.0649146408865781
