group,CD11b,CD47,CD3,CD11c,HLA-ABC,CD45RA,CD7,CD44,CD16,CD335,CD185,CD62L,CD152,CLEC15A,CD314,CD57,CD11a,CD244,CD235ab,CD54,CD62,CD122,CD41,CD2,CD18,CD28,CD38,CD45,CD71,CD36,CD158,CD305,CD158e1,CD99,CD94,Mac-2,CD328
healthy,-0.345407139571303,-0.203381639559729,0.130592117178145,-0.24619757193492,-0.115906234617493,-0.211446821555495,0.0817639030242727,0.339325491190427,-0.420894354444614,0.125775353461875,0.0691157304960524,0.59299864226079,0.0075234977230956,0.110168339737633,-0.0643126774909346,-0.252691250508404,-0.212353606523284,-0.243059895677807,0.20390633934186,0.320368201569323,0.0015003218624573,-0.134192244641257,-0.0595901408424085,0.171697604207839,-0.0469345475279252,0.0966394476299068,-0.536642952554848,-0.233611947149739,0.164144123536459,0.0262079482910451,-0.0816839796024883,-0.166635204980114,-0.236246393289993,-0.324562632829297,0.0301744789998649,0.0125921517035617,-0.201138165591916
healthy,-0.160026136827798,-0.227668357062058,-0.193489782635348,-0.229162326017987,-0.162985801448368,-0.0712416666374574,-0.124981286484195,-0.0902926403498039,0.022403628246052,-0.0377199741484471,-0.106485512332191,-0.132108238339677,-0.0684309906785714,0.0313368655229995,-0.0250067257966918,-0.130290011398388,-0.0407398846519929,-0.0676827226838043,-0.105317826356004,0.0122106946418792,0.0425981582359887,-0.106704904862087,-0.0453975331293062,-0.197170803202113,-0.0741260725411746,-0.162529329446351,-0.249757336897544,-0.128078824362184,-0.1542228667366,-0.0387621543860248,-0.098644022262366,-0.160282279817799,0.0884659588579676,0.0817939077144647,-0.3617322359091,-0.0402506820882126,0.0941191909320713
healthy,0.0283118728927288,-0.319412565229308,-0.215397473921705,-0.114735679395754,-0.116854235408979,-0.117474851097781,-0.0149127000843046,0.0558039444150957,-0.0387342153240941,0.341236018897813,0.0011042890942959,0.561311068715755,-0.0428293893653275,0.025056481223167,0.0497432765580535,-0.358001753255928,-0.335622377104481,-0.221240833433187,-0.012985060125044,0.327993447649041,-0.065317689838844,-0.0588673208712386,0.0379563643331809,-0.0224524217013711,0.0444305589587187,-0.0563002295548354,-0.503385936256571,-0.386803165305606,-0.0823430677030774,0.0777574482947261,-0.106459483900085,-0.187736086171674,-0.106021126141716,-0.188738276572559,0.101982431989265,0.0159758231995012,-0.0594663973023423
healthy,-0.311569206884509,-0.130686107272773,0.185452768279533,-0.21203573923211,-0.13105302406861,-0.274223941811603,-0.211882386682158,0.274588208107895,-0.31234820290612,-0.154108985400342,0.155415700968571,0.244642076508724,-0.0084458719838761,-0.0409570337187306,-0.092246792615803,-0.0604300451247396,-0.233033400140111,-0.213407713655344,0.106605367860194,0.120670491727686,0.394199826820765,-0.334837298606058,0.381061448917931,0.0915270633783914,-0.228103908372929,0.19215737067427,-0.466023153166985,-0.19065796539045,0.151800823025859,0.404101349813186,0.131755935886337,-0.313502785540937,0.01560160711318,-0.402567256405886,0.0471146857834421,0.165076372911184,-0.259659599993029
healthy,0.110076367393928,-0.156137940439852,-0.172029785934514,-0.106084094520509,-0.0072150039037311,0.17364209252305,0.252901437032126,0.12981705344272,0.420139068719793,0.256669569984442,-0.0623945537821259,0.212238733642291,0.0671308610630823,0.178120040109075,0.0831674187276415,-0.0668026901761325,0.18222502724646,-0.0057778554469255,0.0605121575984859,0.303186834972229,-0.177739414460477,-0.0322870467296059,-0.126369152442564,0.267682599730711,0.215685613387037,0.0719342909122732,-0.111522353908836,0.13788374478482,0.0144678453749592,-0.244870577625522,-0.079420817720557,0.250375947478714,0.0567580441014893,0.159608019932281,0.120244895619451,-0.137997942657925,0.188331300563094
healthy,-0.190798964993461,-0.555269282081341,0.0405689042955227,-0.294628255363031,-0.129881567314967,-0.272342394695613,-0.27758044932625,0.107121449560573,-0.0286812773535055,0.27203236437022,-0.0185042380381053,0.263267452209659,-0.197514769690608,0.0163794962197928,-0.179725433990845,-0.247864865609318,-0.326339934474348,-0.364816813620037,0.116191638221754,0.147843942067433,-0.199282955138242,-0.153804953353715,-0.347644117262516,-0.227679189819009,-0.0809975947450713,0.0741085065834431,-0.330904356039495,-0.310932029541193,0.189145268130524,-0.296112994542952,-0.405263066801252,-0.132003330470944,-0.0587023434334385,-0.262101788219254,-0.0500327803682024,-0.011633634698201,-0.245636558505394
healthy,-0.179332193735984,-0.202126243483412,0.2009362027825,-0.122655125970944,-0.0539565656676378,-0.105640724982237,-0.119172175772969,0.262219963432277,-0.121725019956199,-0.077341285246161,-0.101716672600934,0.0941546647217613,0.0088692945887669,0.030885614495593,0.0192853088710106,0.26708576264048,-0.195661056165115,-0.24515625997497,0.0231056255975483,0.0939077371643122,-0.181387673691026,-0.124946525749692,-0.162831226939675,-0.0569824819375341,-0.0220638423115248,-0.0056123452928006,-0.292437801909532,-0.104212425455042,-0.0111942241349394,-0.0988354074716719,0.0443162399654662,-0.252781821637824,-0.277963558473804,-0.0923640507642822,0.132638665739405,-0.0260465950779955,-0.0071015096896636
healthy,-0.306281676820241,-0.432694401082578,0.0806645754369839,-0.464967909074858,-0.405846578380403,-0.308271148784081,-0.16095612017353,0.127416325473619,-0.282441571060065,0.173557824380638,0.0060256503717347,0.442711409307666,-0.191830649040913,0.112886354504264,-0.134935567672208,-0.166505670466402,-0.321543625781835,-0.431510058199908,-0.221483049454243,0.377847244735905,-0.0396708599489945,-0.149916519280891,0.0079082252875693,0.277188024986852,-0.290403912525267,0.0133699036293886,-0.528784952636685,-0.400810210340747,-0.0767256651404952,-0.0432093871169883,-0.164066290889484,-0.344792610260645,-0.251491065517546,-0.281673692478637,0.401883972702246,-0.087793540444014,-0.280549648999913
healthy,0.161125280488634,-0.342554636758755,-0.0769420437718435,-0.0819966588033714,-0.285903676540807,-0.129162574199671,-0.230405405955326,-0.0783702626960837,0.344016966689812,0.191212109740525,-0.0857304170294627,0.218553633057356,-0.0525819655921521,0.302626339762919,-0.209979294854571,-0.0393285545023481,-0.203804266294686,-0.20468824348244,0.0074881495206863,0.177166774165568,0.0392640191409251,-0.257192930993157,0.0682593615587281,-0.20865601425764,0.0568950023485857,-0.237542018251593,-0.295240849481873,-0.200355334941063,-0.211720096192169,-0.0002461899256716,0.023379336996475,-0.0181573201138431,0.0172995436307638,0.148890018713704,0.137891274864161,-0.0628629405073743,0.0769050766606186
healthy,0.138985767554135,0.0329249401723646,-0.233573982700984,0.124141332156365,-0.249873459400344,0.0997846883685126,0.222720466648215,0.0156128167340096,0.0846520093421622,0.247745078893644,-0.0200430567096259,0.0865045876657472,0.0629066230883109,-0.228226039758315,-0.276895579771487,-0.477735337333309,-0.0325776847210726,0.107011576275467,0.0324931770500868,0.0102382910189522,-0.0029679347292523,0.153512955914146,-0.0261358895491906,-0.363821247672529,-0.20828419427964,-0.0547835764110945,-0.003016926675881,-0.156351877908915,0.0362169635440193,-0.0705135325911825,0.0719703036538913,-0.0725361337352103,-0.0101905330561168,-0.116884991909694,-0.11334054386839,0.0696965914289508,0.185285019793501
