group,CD11b,CD120a,CD3,CD8,CD56,CD45RA,CD44,CD16,CD335,CD62L,CD161,CLEC15A,CD64,CD57,CD366,CD278,CX3CR1,CD11a,CD244,CD235ab,CD54,CD122,CD2,CD38,CD71,CD158,TCR-Va24-Ja18,CD305,CD158e1,CD99,CD94,Mac-2,CD328,DR3
healthy,-0.43496701277406,0.0944100314684903,0.104996066288547,-0.0543128737751613,-0.0590320318558172,-0.362415585881172,0.20473748773938,-0.536606665705151,-0.0210837247213635,0.382065504815186,-0.10903656103124,0.0135368592104437,0.0153856685773236,-0.214317133227776,-0.227662815908398,-0.0151302820820815,-0.219570706443581,-0.339066421669106,-0.394033584825557,0.140910729874082,0.145642479597018,-0.230381457327365,-0.0233723490926435,-0.566219354625779,0.0713642619824479,-0.0579805648369404,0.0626565660495873,-0.281254728897877,-0.285056984023695,-0.404720164550532,-0.1402391880013,0.0038228072704581,-0.31637879212061,-0.0295708566014807
healthy,-0.0656409529021458,-0.04070185398942,0.001996162980657,-0.0252892413234503,0.257933444686217,-0.299643801502393,0.153458725197707,-0.489132466990345,0.0272112986101392,0.344174115877831,-0.125338140160836,-0.119492465430622,-0.0317278126095432,-0.110307026465825,-0.0627134050010283,-0.0097736665131636,-0.409888221974337,-0.231167198647159,-0.218120628354665,-0.208833389929117,0.403235876847316,-0.143866945859443,0.0707658291221295,-0.400990256153754,-0.150199575607212,-0.108014438967652,-0.0148724721397098,-0.222478797168176,-0.211910844435528,-0.265691696787349,-0.017302627533356,0.0116363586183566,-0.0934222317323923,-0.0536200749032888
healthy,-0.186981818954338,-0.15949836869015,0.157520753518866,0.0632579279777782,-0.200260445133686,-0.359325943101756,0.0706154514119947,-0.321451147077646,0.16480614904318,0.301291810005896,-0.296432818477351,0.0206533814734901,-0.016616077598915,-0.113775413014996,-0.228845819601405,0.0065379003832777,-0.159110371889989,-0.116405797876519,-0.366500731920612,0.0949389404669098,0.0804979313288408,-0.294071753667517,0.0203287954309336,-0.310082059438597,-0.0582328530488892,-0.0997466573578094,-0.111661352580033,-0.155321949671871,-0.0503613872427064,-0.257354223564524,-0.1675040643169,-0.0739732284807578,-0.195200770719187,-0.0610486645064652
healthy,0.0983460408858106,-0.0404952635485332,-0.209982620720733,0.0481171169341173,-0.17493623144349,-0.0874320690239444,-0.214551574975726,0.289539250287572,0.26303724147008,0.0468244163353847,0.0219868414016437,0.0271684245534402,-0.0554641321895365,-0.0258359998125116,0.28975585724942,-0.140349905349833,0.030866311907555,-0.219506892634902,-0.195997660251588,-0.0156623937845021,0.0714436586515784,-0.256339306556982,-0.300932657547701,-0.109100353472471,-0.074703576298671,-0.075917507853979,-0.04214399339545,-0.13362771895348,-0.205025334515682,-0.0956860345735427,-0.12858983069715,-0.0161191417902073,-0.155834090534611,-0.0946927977292749
healthy,-0.0122967564168355,-0.0016641456927455,-0.111052891514162,0.210175036476207,0.403482517990091,-0.0979743503194052,0.456865937739482,-0.166424110227541,0.451725308895723,0.557085363986454,-0.16765476910641,0.0959774216121982,-0.0494817110968835,-0.114129337029054,-0.0135560989695282,-0.0908402791689993,-0.0647495557384164,-0.271073785454948,-0.0831032676579972,0.228657147104819,0.601144879743732,0.0285933658273041,0.487384246006312,-0.265407223050312,0.009240024295945,-0.170714632718451,0.060785273235851,-0.19539604224818,-0.349111714795093,-0.304420749239347,0.69550341301775,0.0132611375337706,-0.0205594607892474,-0.139524239314895
healthy,-0.164631687499044,-0.0044284503229525,0.079698421480471,-0.126565385784734,-0.229325031051059,-0.30824393097093,-0.0216481332641476,-0.257002431199711,0.307027655453971,0.13201988198814,-0.223589040301178,-0.0347806702478177,-0.12842773679805,-0.410828714043337,-0.146090111878955,-0.0502303165094267,-0.242581386124932,-0.412945985937551,-0.346933821911148,0.321880715342865,0.125983063592379,0.0451235891382627,-0.0390923801219009,-0.432703037961268,0.219286711327944,-0.572622065344414,0.0313723384551108,-0.305992639260839,-0.02180259196928,-0.357934199937254,0.0580861478147654,-0.0257757805115687,-0.198540120124058,-0.0355569500774088
healthy,-0.0129702323540179,0.167041133308968,0.0423003079969589,0.051182391839933,-0.213365528805039,0.0400451059476211,0.0218140548479431,0.104476704103951,0.008820366069115,-0.25592108396343,0.0162323172970012,-0.0681172498021663,-0.05057675364447,-0.0570306528343427,0.0688063471519206,0.0479308162606957,0.103564685635024,-0.144527500938507,0.0504054304223776,-0.0638400469870925,-0.211013654399199,-0.0455711110233565,-0.0416899868466354,0.0626290307860143,-0.117287008780704,0.0994447719207903,-0.0585389654732465,-0.204392250991223,0.0922275378275082,0.0005975237571451,-0.375718500209949,-0.0817725800271741,-0.157456170069093,0.0069128838710512
healthy,0.0676368588614905,-0.158052198267213,-0.0323555772731376,-0.131294806575002,0.0906086461056383,0.0326052307469391,0.181989826867025,0.0179143475188728,0.34517032677892,0.263300211133346,0.173156618333302,0.22574304046007,-0.0405929289410512,-0.203706962142908,-0.0790089709210862,-0.0626947424941304,0.0080865058005086,0.0567883793378251,0.0282245405588157,-0.317046141731285,0.402394461798953,0.240905551223895,0.320497430945152,-0.0785471131638517,-0.144335889117919,-0.201116181910836,-0.1098475212843,0.0205023244715819,-0.234087408427492,0.0257061099615716,0.452434671458679,-0.103948531377174,0.179032552756748,-0.27604147371437
healthy,0.357919222238746,-0.0149466980167104,-0.0194217049484224,0.127389390533062,0.029302122974314,0.0851305097686406,-0.228194072706662,0.445358750402662,0.0504543730373275,-0.0136226005457554,-0.0838159019741961,-0.0350869935434782,0.0436392296228215,0.0942405042462637,0.506105016107177,0.112644898965273,-0.0316388482969959,0.0307053516824258,-0.0021057781387559,0.0290200429927793,-0.0463971478412786,-0.0434819919951014,-0.141989972002922,0.107953246138538,-0.0975949433966064,0.351091938624036,0.0345413513662286,0.158344578486604,-0.0924865405855664,0.288209177707592,-0.0492241087816833,-0.0415941873567775,0.186428441851327,0.0415095628548683
healthy,-0.023367843267861,0.0555689273194277,0.0158757791575982,0.150967573756906,0.0385477233146248,0.016848250766403,0.270823383643144,-0.0027361406052943,0.0280082514477649,0.457530124736239,-0.0374830959387392,0.434566476015754,-0.0549850382660471,0.157345849374165,-0.14673569745051,0.140306721543286,-0.26656845341489,0.0922545310802396,0.0337378068422338,-0.0507625920550507,0.436078552528455,-0.172695964095681,0.316955533603383,-0.349881354945111,-0.119538930876217,-0.315963643994034,0.0214310561244437,0.0606637429662239,0.0120923128433905,0.210432120933917,0.356316039900193,-0.186620121186155,-0.0463954589905304,-0.0395594647003938
