group,CD86,CD52,CD3,CD56,CD11c,CD45RA,CD7,CD4,CD44,CD16,CD335,CD5,CD62L,CLEC15A,CD57,CX3CR1,CD244,CD54,TCR,CD122,CD2,CD38,CD158,CD49d,CD158b,CD158e1,NCR3,CD99,CD94,Mac-2,CD328,DR3
healthy,-0.02923325346049,0.0820838217419678,0.0849558855548567,0.306962005349032,-0.111787280203349,0.0079887537828771,0.166980149369852,0.0749546910880752,0.324061038620152,-0.173857021942963,0.24247634058806,0.132925264998976,0.586862647691674,0.120169053017253,-0.0809201635936679,-0.143662164929532,-0.0474687395770798,0.394915919095428,0.0348641163404327,-0.0205712907058862,0.301209026579012,-0.286626374163141,-0.0703356709932138,0.281734986551063,-0.0941149985562659,-0.0646299034041218,0.127042820669318,-0.126544681545336,0.338375311824768,0.0104769502106387,-0.0373309063385051,-0.0183487103737323
healthy,0.0204796462282996,0.305571167365643,0.240702886116345,0.104543029699947,-0.129320465435677,-0.24799915351503,0.0783885387152437,0.133499886788586,0.155942469768606,-0.41423221732669,-0.329313739650633,0.324847946316523,0.132558506366735,0.0636679051572918,-0.0507244668574913,-0.315882939691306,-0.221237662295887,0.241765921943201,0.106736478196433,-0.250648495913361,0.127846587185401,-0.531282677604989,-0.0183199328074139,-0.0249512376780483,-0.14314889767586,-0.109857341807005,-0.184746432880089,-0.110154580375599,0.0065870934662782,0.0114138180861424,-0.108510388893846,-0.0517720038206758
healthy,0.186010975024115,0.185808148428165,0.119660313635227,-0.0757972979598562,-0.118033617660855,-0.207360688296121,-0.372484747587527,0.0013441600855654,0.151268156065654,-0.374999632159405,-0.17183879949659,0.184695248541601,0.165386028141471,0.0334447353774009,0.258090912721216,-0.0224153241144894,-0.27381557955738,0.0437412526831624,0.0040676161036921,-0.305295907981551,-0.0352004927176964,-0.449604655156278,-0.0319656610752119,-0.103811404838491,-0.0192626002224914,0.0507803119842921,-0.0747496337857866,-0.223020392285831,0.0934662707066457,0.0566390043916166,-0.307693160680513,0.0747987269877761
healthy,0.0497812533548431,0.291454117138522,0.252527910357695,0.0585417340863576,-0.154296156266553,-0.229817717435274,-0.0119519216876562,0.241729093127422,0.447912241296907,-0.432352864698062,-0.108038863763492,0.330422801020254,0.313606383536822,0.183479054186342,-0.0933292941972662,-0.241637130271546,-0.131888784147841,0.361491325072854,0.27384251650957,-0.128914778273728,0.386125706292635,-0.502071617284582,-0.0893054682094612,0.122835887987762,-0.141611827783534,-0.0693347247732728,-0.0429462044029288,-0.261343057772755,0.351348456809996,0.0864351167063252,-0.139840639988498,0.0812657089172186
healthy,0.096689312611593,0.161014810577521,-0.150562093302854,0.309668070180899,0.0871282967664279,0.162191755302271,0.294791441922031,-0.121880996063168,0.22609502561317,0.0182435418585106,0.0872843061814867,-0.125304992637687,0.310242622038796,0.183085441227184,0.024071669750579,0.0842524339728792,0.119377948830832,0.377326574485011,0.135578035493898,0.0113482704249176,0.176523456709271,-0.102727933070341,-0.1421878876714,0.405217173289716,-0.107746389282285,-0.0651577812693822,0.0338004416171283,0.0888658314500272,0.51490171976277,0.192668316465879,-0.0261676643378714,-0.0753021641408362
healthy,-0.141192374901461,0.007844249878454,0.0099234633875481,0.0901665846154785,-0.0262686927636491,-0.0093231584311208,0.217071977908584,-0.0966463245083506,-0.0682281587180874,0.0631245381035758,0.0437297814427079,-0.0150764078219766,-0.0703903967953689,0.20312878489793,-0.0643061586935612,-0.114437389143657,0.0848743871963983,0.106687083898072,-0.0705272818494967,0.0334135229876199,0.211607450409557,0.0486839547750423,-0.111165317731759,0.208763345837901,0.134541245492803,-0.0173009763052786,0.0987085658463097,0.11472877006457,0.269106725211263,-0.184347940190349,0.134506059371352,0.0538096150535427
healthy,0.159527995665643,0.0580645219188772,0.151300224934713,0.314845172700402,-0.0663362523930974,0.068253179595615,0.149762746893066,0.0096788584859765,0.288534977997277,0.0576175616675126,0.122084395882678,0.0837557324001654,0.287756864531099,0.214533120718839,-0.0667712013110813,0.0033677367309911,-0.0103845442431943,0.552295314016589,0.0037869316829921,-0.020436907378913,0.252359421699553,-0.186394882630716,-0.0304268715225634,0.354536310854812,-0.199119519649157,-0.206794375129014,0.0755234887059462,0.120613099417767,0.322193557976956,0.121158506129439,0.143322188579084,-0.116044476771352
healthy,-0.0665224789386595,0.272151703581305,0.0638515638316161,0.222841797449267,0.0905953273068382,0.213302663672149,0.313454720385956,0.234810832327089,0.0841827644295169,0.121388856093417,-0.0102726652050678,0.110346264169229,-0.229253743740918,0.276163502375195,0.0414737217594543,0.0962416226487858,0.240621603999131,0.171189531956034,-0.106687700636986,0.152360933241064,0.146746169835664,0.136365777931886,-0.110963855834082,0.304830793125129,-0.1024526392436,-0.118018599524005,0.0863470916059611,0.249009551342951,0.194743010367637,-0.111420462865719,0.292611589474172,-0.276652730762814
healthy,-0.071068248915069,0.203190534756835,0.146513444222284,0.220028087858486,-0.0450749625207775,-0.194924994461719,-0.0233816844527363,0.0619113160367199,0.396659515425776,-0.182092292891474,0.0546109853917768,0.134092384521829,0.408258552132983,0.355828195466425,-0.007906173413294,-0.338022824796799,-0.222895668460044,0.545522700978636,0.0888052343470395,-0.160822045510011,0.190972084581424,-0.570062752380868,-0.248200759263255,0.111160325949969,-0.140538335150378,0.0896684876318333,-0.0928541709540912,-0.161494164316131,0.35565097277657,-0.0796573387476588,0.0414054989504261,-0.0199231366187357
healthy,-0.0172052909194176,0.414140200710294,0.400737750091112,-0.254644295309408,-0.275565474449533,-0.467306076967142,-0.478951744999106,0.299369232943386,0.0985387375686601,-0.589280943334602,-0.611468074950618,0.517663372080239,0.126453831639144,0.19212458583909,0.318450404183012,-0.425672244705567,-0.455487518245004,-0.0388201867801938,0.34314668588742,-0.654698982328817,0.140941285023512,-0.645742121079717,-0.0233851286238641,-0.185469725855549,-0.190218759870498,-0.140376471975303,-0.259812295539656,-0.232096678587336,0.0306368083233284,0.051133327444531,-0.593738078001794,0.0867867536640516
