group,CD11b,CD47,CD52,CD3,CD56,CD11c,HLA-ABC,CD45RA,CD7,CD49f,CD44,CD16,CD335,CD62L,CLEC15A,CD57,CD366,CD11a,CD244,CD54,CD62,CD122,CD41,CD2,CD49b,CD38,CD45,CD305,CD158b,CD158e1,NCR3,CD99,CD94,CD328
healthy,-0.156657802839294,-0.180515420827533,-0.0627966569503457,-0.0524933677501784,-0.0419423711762508,-0.0928929197430429,-0.0473579875837363,-0.322452248192281,0.0368732587655421,0.025338436113143,0.0720871515380064,-0.428192241882991,0.229385697171179,0.0414488782113498,-0.217519157710746,-0.230780572877755,-0.0596084739810552,-0.0374024182005876,-0.0767844939537008,0.23307966276657,-0.0782904664305634,0.0474443528160407,-0.137055647037515,0.0501392753830223,-0.0625870597900037,-0.15918330250288,-0.184379966446654,-0.0518727204699027,-0.103353020865347,-0.111169305599446,0.07043637426508,-0.177367312793437,0.166681732277205,-0.0106196149923838
healthy,-0.423814741054033,-0.357850518713763,-0.0904934199066279,-0.0360764411207395,-0.234387728880623,-0.375213313353706,-0.0996198163135146,-0.247055424827908,-0.241796515390223,-0.0739768328341361,-0.0601103591306544,-0.314237608738356,-0.0336327997316192,0.0680916904959327,-0.0582305006243474,-0.226843309552375,-0.1293299769837,-0.128154172671801,-0.339590180914016,-0.004807935186757,-0.0343610203373848,-0.291531412235565,-0.149949151066985,-0.462980766902305,-0.0130121455108272,-0.272083243561473,-0.303301242557405,-0.215860594873849,-0.328442812571684,-0.118440582064684,-0.0801998358156657,-0.25563747903454,-0.0716123704892999,-0.239706537190273
healthy,-0.0438837187752461,-0.227892902633327,-0.06162484386892,-0.0995026611629033,-0.0267555943758336,-0.298497342397706,-0.009167724153689,-0.0353342157528993,-0.212454655852471,-0.0949267017682068,0.0877652107133916,0.0798339067118017,0.202884549171389,0.175319587516452,-0.0811360435601227,0.0323578170970892,-0.0311297034071569,-0.230326050921054,-0.169775940523962,0.0150703369985608,-0.0480367471581112,0.0677922443995215,-0.111714739959611,-0.180897005125573,-0.0889083418671588,-0.0967533245980424,-0.271324949759831,-0.042869118827212,0.0443494090995068,0.13519266031498,0.0342898229458012,-0.131697333953826,0.1409219321807,-0.0037282242746412
healthy,-0.392043248528144,-0.214796751401703,0.0063088493425389,0.0618231453669503,-0.230664291328142,-0.184008616764144,-0.169422759036675,-0.214251283121743,-0.304048923153494,-0.0438830648087688,-0.0389282607070263,-0.0927882224573537,0.0084187512289166,0.289520729136464,-0.337044297171203,0.0370581379715598,-0.10594235559238,-0.313962404711912,-0.226009869406877,-0.157689390100832,0.143088143134313,-0.26747510078668,0.069455772373963,-0.335165391315331,0.156681480220471,-0.146023803540583,-0.28816124816337,-0.329196932398109,0.0744050309906473,0.0946643632072351,-0.117337566406814,-0.309560383232512,-0.319034381485038,-0.423639151585043
healthy,-0.217495236718626,-0.276153079878241,-0.291084328680225,0.0460536707966349,-0.143914065988467,-0.0823539820335902,-0.225815287741944,-0.158103181177659,-0.266522971306479,-0.0526046908246058,-0.267333406929329,-0.314335875609546,-0.0938631716615101,0.128911253437556,-0.176119239658535,-0.122227052270048,-0.106165995844848,-0.242521915359093,-0.36925854800825,-0.114084851046216,0.004324882957311,-0.148602364789711,-0.115753910591464,-0.0556665428129769,0.0390873884430625,-0.221411791481611,-0.359316778485201,-0.383425686339545,-0.165999089462325,-0.211605372761776,-0.156219999351891,-0.299528188905412,-0.0338401148459341,-0.340902893086759
healthy,-0.28079928608547,-0.21189274911055,-0.114251360224978,-0.119457418917183,-0.162634147194948,-0.21930821597223,-0.135696584688327,-0.263985722731554,-0.380841763510965,-0.0621668110733198,-0.0563458865362755,-0.362550301176041,-0.312866998592868,0.0703158630311271,-0.120206996022044,-0.0295106943421983,-0.0644893348022616,-0.41538157031473,-0.299270431952263,-0.249242728776571,0.184226991433118,-0.333461205550249,0.189142521217356,-0.0961137457209821,0.178602107531287,-0.331920148595464,-0.331613041838109,-0.215390554049419,-0.139324545913174,-0.116921114063092,-0.219989108000646,-0.536576835174946,-0.188959761385045,-0.377942557721539
healthy,-0.178107842860811,-0.110232482248968,-0.089101127472566,0.0149544102558995,0.0347552850853256,0.0310149568082281,0.042771622178683,0.0690511502028296,-0.0058139508714136,-0.157447768379544,-0.0457288800399138,0.190847547381029,0.0817673201530789,0.074662368476597,0.048527751835841,-0.0093920562764699,0.0131116004762191,0.0923969556478155,0.005255726721144,0.138980837388568,-0.173409888628574,0.0111589333544957,-0.198108496382443,0.0694414723334695,-0.0993093780160457,-0.122937840201052,0.0155561134090108,0.0216271811884454,0.0558192650819587,0.198160785826003,0.116236404479384,0.106384067014285,0.238459572776891,0.0541646858024332
healthy,0.150803753190856,0.170280040844527,-0.198121938634785,-0.126445065659659,-0.0248126583353291,0.121805189205126,0.189092372054715,0.0197336327851433,0.0542692876716047,0.369225752220313,-0.212156640560132,0.184867221593483,-0.106148029747715,-0.464625480229418,0.0698508887761825,-0.0377509967622322,0.0114651181132414,0.0403330193919196,0.0730843536429279,-0.220644134098536,0.430697729597805,-0.0360532726020794,0.490306106705393,-0.412164563520131,0.474843412175011,0.0933220951692592,0.0065420560747663,0.0251379581158721,-0.0324892411202701,-0.114090286206696,-0.140385678244995,0.205328678553189,-0.182288297856884,0.106704481038737
healthy,0.241906205487788,-0.202810032032539,-0.0869429397842223,-0.0574892033917216,0.0355992795796542,-0.0363657806542643,-0.0488616863779158,-0.0075269552170004,-0.0021914710796533,0.240281259015985,-0.110397576168362,0.442931034615005,0.250627177614097,0.0806558117056313,0.345086456689121,0.038364941919356,0.316562236004287,0.0246619501906544,-0.0197308382753562,0.117255044639619,-0.0234895829628268,0.109551438248185,-0.0365345567433562,0.0751240186663949,0.0153561031105252,-0.0954334439896556,0.0269415078201712,0.140245648809201,0.0133569658633271,0.0120912107541366,0.200549968876625,0.324342113862319,0.251908866687814,0.393441505023907
healthy,-0.455659284127374,-0.185340635076235,0.151276811328358,0.15118381370069,-0.22772186034969,-0.320545727173779,-0.285707995866607,-0.354655092960486,-0.402686758919172,-0.155953729047194,0.0536993249205943,-0.401402988425021,-0.29371413404919,-0.0085139253762942,-0.073565420692459,0.0912563995958026,-0.114582122628324,-0.316530895493293,-0.397786466963161,-0.267594366820679,0.0569502750751543,-0.482863242815267,0.000883799273193,-0.195668627186716,0.0541665844941085,-0.389327439636042,-0.280649059257392,-0.408506851667107,0.0003524176344214,-0.0423828151617542,-0.293185459653024,-0.346245895270046,0.0071213582220467,-0.50105104567975
healthy,-0.158758059289032,-0.0178193113338734,-0.2144090369363,-0.0912847905214267,-0.0382147851890392,-0.122703768341082,0.0519561698195398,0.112930907079945,0.132071718032968,-0.0856283832994674,-0.0345756180182926,0.0584579645556493,0.262419163603405,0.255838706006769,0.228214014131157,-0.0259851261241006,-0.079741874207936,0.0453047837177609,0.112578091431668,0.100774783793082,-0.153891258160727,0.106437828131133,-0.0966855697569508,-0.139627593922993,-0.137004307470229,-0.0067954667232316,0.0062618902892238,0.0754868432303214,0.0819361506749772,0.0446504877570958,0.201103138317416,0.0915759704041107,0.0765713988186268,-0.0188613344677242
healthy,0.0154430370506009,-0.0664374715008277,-0.16471353712036,-0.346787257344815,0.125914448966484,-0.0087238072210277,0.0345481507406674,0.0758796764141982,-0.216775548366368,0.0476383305721977,0.0,-0.0293105818852415,0.0365363973541633,0.0089175033305572,-0.064357335488418,0.0975316818704011,-0.174981974171967,-0.188098914688248,0.164674717261305,-0.0743312272255874,0.166671181000981,0.0265331234942239,0.211184674841401,-0.170410190585413,-0.115218975366624,-0.0758600509904941,-0.202729904399552,-0.167173343641617,0.141463538071392,-0.425531689615851,-0.0194580108802253,-0.248547599099393,0.232061652375999,-0.197558405121655
mild,-0.0464558882991979,-0.0900062052029584,0.0486526976880898,0.084533069971836,0.390480626507792,-0.153254877945675,-0.174390229390442,-0.150924344353238,0.123463179327935,0.265889175346055,0.122485887485612,-0.230753922523005,0.404094577363104,0.29643782083188,-0.0854169997167091,-0.0259084491170563,-0.109929741467781,-0.126162044141883,-0.185923557895579,0.383274637149005,-0.0293177814638449,0.0890544632438055,-0.0036100421141068,0.290419135708738,-0.0033766782373639,-0.201177197012714,-0.129139861778525,-0.0989286470510423,-0.110831591118217,-0.016682741657573,0.013566712696071,-0.0859078288578566,0.446000872708729,0.0818945048454775
mild,-0.0155301943797919,-0.417974719453315,-0.256286395692531,-0.238887494230485,-0.0906943988382198,-0.122696804252673,-0.429726523977517,-0.336222366058204,-0.290794381625306,-0.106152713011239,0.0334577835473344,-0.0353381204757303,0.196537483630658,0.219731422292181,-0.172718656565387,-0.0433310348023283,0.119280577978881,-0.434281290673318,-0.413479367939626,0.016796686221776,-0.0802658776655842,-0.18030606240534,-0.147347697769221,-0.235901223492562,-0.109525941287477,-0.280558810938272,-0.447728460660061,-0.242838904711886,-0.12696651402487,-0.117842400796607,-0.0008124690743322,-0.313585710945009,-0.0329583963421081,-0.373993130723708
mild,0.0539695078843698,0.0228476636773451,-0.139269499270158,-0.294233392103306,-0.150835332295674,0.0082084284429647,-0.0158958096158215,0.0495338867238525,-0.208126383260477,-0.223334825430173,-0.406229518455233,0.344367579951098,-0.22359147041734,-0.340535689791844,0.188746469181885,0.367555801463818,0.202878024248803,0.0578320699613807,0.0044684432505121,-0.421753161565591,-0.0713101115184481,-0.089800854178779,-0.102643582696164,-0.313575581650439,-0.140816092857108,0.148809632963636,0.0610787902143713,0.213613007920373,0.0551616735823907,-0.120679792636077,-0.0182660105266466,0.176700379763044,-0.202269573038453,0.167062192618164
mild,0.281057626917958,0.0437076160061563,-0.205362534479399,-0.0953979925598598,0.0657233759797132,0.19092137657449,0.187886245743615,0.317386507977943,0.287235434533669,-0.0821189878913269,-0.042353882060662,0.439909282732071,0.166915659364882,-0.150795994293389,0.300138947445566,-0.0575608791015785,0.125914051496514,0.140218205123019,0.286865165487581,0.0286461492608465,0.100535404404999,0.109210947005183,-0.0385318719687579,-0.0340845343605721,-0.0482688721586709,0.156390713186023,0.191357911348445,0.374501671016481,0.192912930764537,0.208373556947498,0.100041704700255,0.424048868488435,-0.15629876675571,0.381787126745139
mild,-0.385833886060357,-0.383995617799732,-0.003633462397775,0.0370106729332617,-0.198235296525499,-0.294776725828061,-0.24293120548301,-0.254474411525752,-0.382014092229114,-0.0601474621058381,-0.061955716129146,-0.44835437983161,-0.17727059558671,0.0757087165580984,-0.0409577230747653,-0.0204729392782406,-0.12565402595249,-0.301763277758272,-0.277334920166606,-0.0409330303645331,-0.0406757819795674,-0.140057268115229,-0.0712836882533539,-0.114594936605737,-0.0243491882158247,-0.416844501419721,-0.281319664045966,-0.279140964320121,-0.0568870892919407,-0.0023386380454651,-0.0694556362847337,-0.378105517832663,-0.046231741196188,-0.408907884186283
