group,CD11b,CD52,CD3,CD56,CD11c,CD117,CD45RA,CD7,CD49f,CD44,CD16,CD335,CD5,CD62L,CD161,CLEC15A,CD95,CD57,CD244,CD54,CD122,CD41,CD2,CD18,CD38,CD45,CD305,CD158b,CD158e1,NCR3,CD336,CD99,CD94,CD328,CD224
healthy,-0.256736840638992,0.0189927013287777,0.0896200773636827,-0.226803605941856,-0.0142729957504156,0.017291122332117,-0.277117860121647,-0.308015873197733,-0.169021782903693,-0.0859768354690675,-0.339005037063126,-0.22104439491233,0.0684361782664352,-0.163708689083943,-0.148318536304464,-0.242856061361636,0.0290397667270407,0.0389091833359261,-0.326444759750787,-0.210991898473332,-0.215873402114064,-0.103552968963039,-0.245517106711946,-0.158024556934877,-0.188014181235242,-0.279403916524562,-0.260095372163898,0.0135459748305548,-0.0534081175429372,-0.0883281281289114,0.0449883942141701,-0.241044164463318,-0.326881635361708,-0.316722973261515,0.05971495924574
healthy,-0.0192866284752134,-0.246381661421648,-0.221897871046799,-0.155219925231821,0.004280057705104,-0.0016028615127979,-0.0556817595482475,-0.214984623901628,-0.0562721678161563,-0.139990761835049,-0.0678639919723736,0.070173331698191,-0.210971837748871,-0.245330573968548,-0.0252225581018153,-0.28445492242376,-0.0705309100550342,-0.0206506030650064,-0.0576061991624048,-0.212686487011183,-0.037764009298539,-0.0695800691234641,-0.216557667218026,-0.0327077341373872,0.267100145233683,-0.105678146968002,-0.0558819254327461,-0.0210331763458021,0.0168735093511547,0.0336893774943237,0.0143165154613964,0.003201075227768,-0.159933434456885,-0.0899636270395894,-0.0608202648347274
healthy,0.37590160058335,-0.367566225078824,-0.281985872779654,0.122468865212116,0.241190914924724,-0.0851955062803481,0.226478160169995,0.349902800788019,-0.176263245656614,-0.150760865041892,0.405785914123224,0.0733268945931001,-0.265973689939252,-0.204142793624178,0.158341421450371,-0.172607042312967,-0.0807151602960667,-0.046453984013668,0.346908877627646,-0.0782066750322816,0.241980082773209,-0.157464928935357,-0.180137736462147,0.153247150905851,0.456911977042605,0.100207433444298,0.257450157076883,-0.0158017169566969,0.175700827080523,0.0838605356889038,-0.0531724843861502,0.267799441739337,-0.0135597549512626,0.276406228824954,-0.139512270802962
healthy,-0.161037406729989,-0.126858681149014,-0.0645736174354743,-0.168759913434225,0.0121046030177731,-0.1201332217934,0.0179674443500847,-0.17701621276851,-0.148222931698455,-0.37737193990826,0.202552545183242,-0.111048892520221,-0.0732170992247695,-0.165136808622644,0.0162893368354955,-0.272054211309212,-0.0924505713362991,0.103542325713907,-0.023777281188242,-0.453667625610601,-0.113132367024695,0.116761469324675,-0.445073372473185,-0.220359864972372,0.242899564714865,-0.0677388709194624,-0.0447963027642571,0.243812643222026,0.149385560996526,-0.122155492498113,0.0551810872690075,-0.007198399950853,-0.500581682666744,-0.112211101370991,0.0171437862970825
healthy,-0.0445130926596158,-0.284902362307296,-0.0616385474431776,-0.261129695916978,-0.107557648450398,-0.0721974803838597,-0.0797446679689274,-0.381670962494807,0.0427716097626216,-0.413736392899029,-0.0344301565119617,-0.416192399083832,-0.0753013170372226,-0.268337131259375,-0.182828234396159,-0.161845236444314,0.0097689379549041,0.0925769564645616,-0.131690838361881,-0.284073887571844,-0.255451883238451,-0.0008622699198478,-0.488002827989557,-0.219914274615383,-0.0808001994146796,-0.269513835211487,-0.228276753008268,0.134814899420292,-0.0760006204021495,-0.264660983988662,0.0565119099381387,0.0428334248466118,-0.457064182754623,-0.403162252143471,-0.162411099012964
healthy,0.252798961912845,-0.0971116969099267,0.0047254936109172,0.125376666656645,0.0444627982944386,-0.0825759046762016,-0.0225046972786915,0.148760486943848,0.373358272055838,-0.0162635549928028,0.402541461233687,0.386668091358917,-0.116882083120679,0.093712366549328,-0.0147731186486091,0.209231531166484,-0.0120879066336311,0.0709886523611778,-0.0885405108271825,0.202433564253852,0.0116424108008524,0.100157862931523,0.216838525271512,0.0996527384614224,0.105543116492609,0.0219126366402434,0.112442211910068,0.0905421738711085,-0.038718531709901,-0.034922582130082,-0.18943932062233,0.138872168577997,0.152250346352666,0.132825554311621,-0.0452580203279332
healthy,0.1281944190114,-0.148152987877184,-0.305534224655481,-0.185044371607108,-0.139937892653375,-0.283152837387304,-0.067813921127559,-0.205190358761517,-0.127957338718966,-0.271396019943031,0.0933581253504923,-0.0424479516626452,-0.440225737794912,-0.152949714866999,-0.0760587246642779,-0.0520073527984367,-0.206025040927229,-0.133098170806436,-0.0983930298671852,-0.227829632021583,0.0727519694594019,-0.025637331108407,-0.402244794844852,-0.148395732416124,0.0658252781199417,-0.27642038518373,0.0661501208317452,-0.0017869041838628,0.0713808351796844,0.154617994070264,-0.0052321933374519,-0.0783937109991874,-0.158808903737478,-0.0526510183379939,-0.471373015013902
healthy,-0.332499068007172,-0.259582720584701,0.0053280054974722,-0.399352303822249,-0.355406644830218,0.0237516078846765,-0.271890168803883,-0.2707275807081,0.15802780343908,-0.147515226640834,-0.214468910699858,0.0289384927976649,-0.0114790438313855,0.185975996593798,-0.197999341576485,-0.112100137970123,0.0130230662203336,0.154209073090426,-0.350406916370837,-0.188489375043525,-0.227592050589813,0.186731030996769,-0.0459656444442495,-0.221201473308213,-0.195957199020635,-0.316840541911179,-0.356006762293602,0.0039253619867599,-0.0366820821570195,-0.121073212145264,0.102859839853821,-0.360281863891126,0.0068317956630784,-0.395221594833156,0.149387526709303
healthy,0.177815369325588,-0.155663654735562,-0.0866426895979148,-0.24933944372524,-0.258880178367266,-0.217141150525925,-0.0114622840765011,-0.170293823957073,0.0989023656982094,-0.29062882060318,0.376475453866403,0.162890032220163,-0.175009851961804,-0.152713532144836,-0.0369431519452802,0.180249583068653,0.0218919379163183,-0.0813045956978959,-0.101090227313008,-0.107345771435796,-0.0764987260603936,-0.0129163837572024,-0.410599498332103,0.017017633614409,0.0397861533304216,-0.188503899537309,-0.0011563088092837,-0.035987684586106,0.0031437883808858,-0.009323180971713,-0.0463896680758185,0.133677546611064,-0.262415574338386,0.0627999102522884,-0.167105554175091
healthy,0.0764949789108039,-0.227558042294377,-0.156516291246601,-0.0607029137398032,0.167080116782022,0.0921306177158209,-0.10796498912666,0.235671531792278,0.0552335994516839,-0.107027422692566,-0.202024239670783,0.523945540476934,-0.111480078544884,0.379029953091512,-0.103510445193469,-0.441796398134571,-0.362192481633762,-0.52563410850514,-0.122174323818359,0.216472465333383,0.25036496086308,-0.0857517334960897,-0.0196038056482107,-0.204091762580696,0.0995801959506778,-0.289741313457364,-0.157957606156188,-0.0824889824406551,-0.0088977964438146,0.296371928333611,0.0151120140391974,-0.397013227922838,0.298385063812712,-0.0059289029682017,0.181376260904589
