group,CD11b,CD56,CD117,CD45RA,CD7,CD49f,CD4,CD44,CD16,CD335,CD5,CD62L,CLEC15A,CD27,CD57,CX3CR1,CD11a,CD54,CD122,CD2,CD226,CD38,CD45,CD158,CD49d,CD158b,CD158e1,NCR3,CD99,CD94,CD328
healthy,0.137154324585738,-0.285488232779148,-0.233613742801329,0.12065387553104,-0.193334483028291,0.0293121522293292,-0.182790312247281,-0.425601776377119,0.397092039003546,-0.351014377483124,-0.213095561207343,-0.710311046580258,-0.0428025396668452,-0.168445581905079,0.2028837010081,0.143066061509035,0.0365645933209782,-0.498382210198745,-0.0252965250045411,-0.39843549762348,0.0896708740017509,0.408507522544566,0.0605398764887095,0.0562448798188601,-0.281758291318171,0.0449818300709309,0.161324079146064,-0.219415043617198,0.198674190721768,-0.321651569545336,0.0906579982074589
healthy,0.0076592069396311,-0.365163069476405,-0.232481619772875,0.175716792315818,-0.202630692708539,-0.0359671242038045,-0.113558044137727,-0.235179233680341,0.484038669873247,-0.108081904452608,-0.11259241326612,-0.343295380201045,0.1926321835234,-0.149015223229311,0.114644749654312,0.20128043446701,0.186001846643977,-0.468420452485655,0.0698650856475483,-0.101636360531468,0.0833686237896417,0.204546121036262,0.16531847325432,0.0459964880149698,0.0401504997364874,0.300140157089626,0.168564325295938,0.0242426882326495,0.200167336438484,-0.011802099166451,0.0676180904779454
healthy,-0.119987147356336,-0.266421751823321,-0.174205547637948,-0.0808663137035214,-0.381436009727385,-0.0354828280226513,-0.0423884273813795,-0.178930391730746,-0.0782480942072939,-0.474819337748055,0.0884242950358077,-0.400740466980236,0.0631191922056454,-0.189435836950886,0.280127409253819,0.0129545361933782,0.0296375068038649,-0.318173634338607,-0.26793851408885,-0.20460379847002,0.179671168381581,0.0059797808144737,0.058687864103116,-0.142113109692575,-0.134837527044318,-0.0188450727446854,0.147442951580237,-0.15223217744169,0.0748692207774002,-0.166917291555398,-0.118034584380892
healthy,0.190001109025947,0.124001961002716,-0.172195164794293,0.207739306859899,0.204174032109275,-0.208815154428893,-0.140270548381603,-0.267122685373731,0.424782870142176,0.177858914165619,-0.23170282728243,-0.229609610452866,-0.0467818176105838,-0.227033629204927,0.0634855654839647,0.190181270468766,0.197674072522852,-0.132776290787981,0.266485441491234,-0.14176593045821,-0.146392463042148,0.44237755286732,0.137667294527266,-0.0373884243346743,0.081058732980105,0.104437327862618,0.0761899541574424,0.13216069596664,0.406747073607867,-0.12628891184252,0.218753625651197
healthy,-0.0600617875032732,-0.466077913029197,-0.222231183079915,0.0722664212794662,-0.116756008065882,-0.172390092036052,0.034065773005276,-0.375888641331928,0.101876332082407,-0.426688093566222,0.0219923573242785,-0.609334111581594,0.0972584219006539,-0.189579090167147,0.140291186269188,0.179842114866972,0.318568947322562,-0.43002945984153,-0.0460106746479651,-0.351955641429233,0.0571141503989964,0.205899086289042,0.201808692971995,-0.147050946637103,0.0071012994887467,0.118563240312093,0.478772425260799,-0.0291157306329362,0.385477301694824,-0.586636201441028,0.14241042880026
healthy,0.230646599114503,0.0055026199904544,-0.172519944521084,0.29305849307864,0.16889897927791,-0.0217528477162979,0.0113107152260173,-0.0580270843347062,0.442158998838533,0.0794289532037229,0.0669052715127406,-0.348835762786162,-0.124712333975765,-0.0447827073461987,0.378767682478881,0.149892192469354,0.401740280233282,-0.0803748752046444,0.114290119171676,-0.0634479164455285,0.0653348715391752,0.370016783192192,0.272832375136537,0.283248734451118,0.025111438088167,0.31405088092922,0.0618099611262552,0.0827851642815764,0.462569494613413,-0.126869816803208,0.346424565380392
healthy,-0.0485984672537981,0.0539030880497613,0.165191016327712,0.0854357720368825,-0.135909122557718,-0.249019860851208,0.136619855594954,0.155141140149587,-0.055725436218314,-0.0135250096417604,0.321704677430107,-0.109820186233051,0.0101552481819902,0.0574825589360055,0.175062759054166,0.149817887138789,0.0041645057021597,-0.133503058414659,0.0343883680570876,-0.0574255390352919,-0.0140045516100767,0.0593697058169255,0.163624162195083,-0.0362181142959077,-0.0391482662804245,0.127214047674325,-0.0084520301460634,-0.202188635089401,0.0170957404995269,-0.355545091074777,-0.104569389687305
healthy,0.163516240513528,0.0657018037540478,0.0379110325586091,0.130231350672559,-0.213380910166581,-0.437561636020277,0.0407955418762861,-0.0606542497838912,-0.0762024337954589,-0.151313384419498,0.0304488128977112,-0.216039278785511,-0.0595002739328416,0.0408575105502401,0.365221005039203,0.190373945452546,0.0899526672945495,-0.190257359867603,-0.0359750513553539,0.132391230909293,-0.0227346961895168,0.110465180134422,0.145694172764375,0.32575825050705,-0.0881932077416784,0.282836936742174,0.280127368204474,-0.0261343701307494,-0.0021785760539948,-0.137472829364542,-0.183303128410312
healthy,0.0610748177965777,-0.0800682911635068,-0.225886676317235,0.0290591395064545,-0.275781653033292,-0.158414298450771,-0.192076713479694,-0.389031609507525,0.476955345821473,-0.14529796903047,-0.245938201577899,-0.121542808338302,-0.0364055023328079,-0.230535749193976,0.143786347218245,0.110998348248339,-0.0330892489568825,-0.439305366870088,-0.276528740882519,-0.207761205109982,0.285383008927568,0.0619556239238438,-0.0557465884410025,0.470109051817807,-0.0654074405280282,0.165582251859354,-0.0106798540916089,-0.0037801346931807,0.197741800457301,-0.285777734569996,0.0899732773248575
healthy,-0.244192596189556,-0.417292187804325,-0.213474322705919,-0.311236739531863,-0.433780844037151,-0.0649515230503248,0.142769230321593,0.0113600588431959,-0.23933922821416,-0.531996070364504,0.400842129915177,0.0426517393129687,0.659266805085399,0.0306582123317202,0.379203615662716,-0.247415342765563,-0.135340142058874,-0.0513178880967765,-0.578414390158704,0.0474238668443186,-0.0112997078621393,-0.542637339552938,-0.036616852858227,-0.184318934441861,0.0296674618325721,0.005745123009871,-0.26931600892779,-0.356007240446622,0.112312074064182,-0.0870518532477887,-0.407417911820228
