group,CD11b,CD52,HLA-ABC,CD117,CD45RA,CD44,CD16,CD45RO,CD335,CD5,CD62L,CD161,CLEC15A,CD57,CD366,CD11a,CD244,CD54,CD122,CD2,CD81,CD38,CD45,CD305,CD158b,CD158e1,CD319,CD99,CD94,CD328,DR3
healthy,0.367037548302611,-0.125380473733173,0.157187526351932,-0.12468556482257,0.369916390117615,-0.170294881506206,0.546832137587639,-0.155272234132853,0.1203806529171,-0.200759758480392,-0.250825251155104,0.181609247879876,0.215727673113685,0.0764323751726376,0.142697009354502,0.366341911732164,0.445304625998638,-0.0717474768166674,0.312935100425098,-0.0771749416973377,0.234714153233656,0.51974713293154,0.335276117623988,0.368390970706181,0.0677306826923048,0.0483895735908053,0.0728808909239661,0.470564269037172,0.112560124976279,0.482843733559926,0.0144385774684841
healthy,0.193517955958218,-0.152647558921071,0.0546673012126255,-0.136854722346425,0.258574184467987,-0.131440271857088,0.446177487046585,-0.0824061844986817,-0.0076340592539509,-0.180279267421161,-0.417966577366191,0.118856549872361,0.0363080312273737,0.11138911136974,0.148900274239265,0.180199671464796,0.212878897204546,-0.364028893482949,0.254519436452907,-0.094183352815689,0.162120008688059,0.515419271769089,0.127818903339907,0.146646583490997,0.256306960271312,0.123845643051983,0.14629619587021,0.2188960254824,-0.173386641816413,0.074538427183622,0.0588470162648709
healthy,-0.041735339226976,0.0408157646618333,-0.054451835485988,0.015421988378307,-0.111048974194751,0.15147833604808,-0.147869898097791,0.0639627085345643,0.323285263603986,-0.0983199733474257,0.56127579023626,-0.158646169008436,-0.0419257538334168,-0.448426871670692,-0.0085428253981089,-0.245875272446558,-0.203854456682785,0.238946949380748,0.0362205444391899,0.18693393863853,-0.0796842150055805,-0.375151114272645,-0.262452956972667,-0.252792819773044,-0.11476691653583,-0.109355545974602,-0.15901283235321,-0.347181840129785,0.268577495790888,-0.151552166338188,0.0268934295843214
healthy,-0.0278913336034388,-0.124820024356032,0.0953104637046932,-0.151298201925363,0.0069489303586037,-0.369249659538879,0.196283440534247,-0.0982669325139595,-0.200235216052317,-0.124118624432126,-0.252230438490617,-0.0435642694136009,-0.015416063561251,0.101542865361205,0.20700675434599,-0.0597362614045637,-0.047278265771813,-0.323483596409463,-0.217315922008045,-0.373850319524677,-0.0960382646247434,0.0726127791532045,-0.0749546295756328,-0.0174265836648329,0.217597112683617,0.0414140042444124,0.0378345401170145,0.0239237814549708,-0.43776443545095,-0.00233687779631,0.0496618755122985
healthy,-0.182504845473753,0.21888652637458,0.22244669320411,0.0049642512670516,0.263730503576466,-0.198553809239956,0.277030695845058,-0.0680884084532283,-0.177318601587689,0.244410969936017,-0.495044183903061,0.249046046847041,0.0226432050987975,0.0833026501201752,-0.0588603259502393,0.41204427386903,0.347591590082279,-0.458746307610594,0.0788915607509314,-0.265856032176412,0.224551672785088,0.363842918894438,0.406615873201538,0.356372822222507,0.421276773765798,0.405756419114707,0.144935160020437,0.511884124937928,-0.48133110721651,0.292456551226976,0.193424097544527
healthy,-0.153758932649674,-0.0222321754667603,-0.123508235731779,0.130508289535907,-0.214802720599514,0.0617880865063568,-0.308684663451317,-0.0325754441835173,0.102212392284004,-0.0109645002642159,0.305026945700928,-0.021424593563673,-0.104199240691706,-0.430422443311607,-0.287953043099035,-0.383579004544796,-0.289949084079324,0.135056611403003,-0.0364169146839241,0.0010705660927084,-0.132840476244215,-0.3310689257832,-0.211806602580555,-0.141008976522139,-0.298903648273428,0.0921135808182375,-0.0650342817146969,-0.357495682852018,0.249589676001755,-0.299150733339482,0.0370562657072629
healthy,-0.232985333487093,0.114188069285738,-0.157962315939222,0.0598763160914925,-0.0977574871877228,-0.04466761130061,-0.223869819948378,-0.0163391272407826,-0.171518219658554,0.0505685900740883,0.0348951381974828,-0.262648232059379,-0.0662420840090557,-0.0291977105263512,-0.0420444158013726,-0.0956033393813911,-0.241544733246514,-0.0700711958265474,-0.221048921612329,-0.041602874140311,0.0100484841795198,-0.161269271777151,0.0205413567253524,-0.0572316666227729,0.0641998609639182,0.0582549106038105,0.0665241300376748,-0.123812077587393,0.0195521266074583,-0.0612737098201858,0.128320874487572
healthy,0.0235284899345295,-0.219265763933558,-0.0445599823423421,0.0355476938864912,-0.0565480934096453,-0.15582679305738,0.0647597742106939,0.0368714474827198,-0.0574028438339663,-0.248769389565142,-0.121533638876808,-0.0261951628220263,-0.226589830280646,-0.0148756304031738,0.196876341030721,-0.0475246926996547,-0.0461699147528315,-0.341982941085074,-0.113593138936212,-0.417862268449247,-0.191369468033352,0.0750317905142611,-0.0426851650607356,-0.0106852623387142,0.0831041134488881,0.124958992170758,0.0084706641432525,-0.0382531614006634,-0.441897740725011,0.0225994966391323,0.218277682636436
healthy,0.280684360443514,-0.285235089759211,-0.222036400293664,-0.0664428136891608,0.025743916692623,-0.0557501503349609,0.420606904020401,-0.0829562184471834,0.433650856637727,-0.24335209521105,0.0676820409791605,-0.0104681260991758,0.0453976245859495,-0.0835764001990714,0.436240592609577,-0.0755644252992941,-0.0965920642808983,0.0507432575415717,0.0179030054703538,-0.056152603160299,-0.289262411561294,0.145958747072558,-0.129169785655272,0.0171227322837129,-0.234194284385783,-0.0339920125761337,-0.110242318094457,0.274853869215227,0.0701787264958645,0.0688396073703759,-0.0311221987232364
healthy,0.0073333403346983,0.0511014396608936,-0.168909758113838,-0.0748288438084057,-0.0057537679535599,0.105867377548066,0.058100900507014,0.129540783790798,-0.415403192919751,0.0385237275314608,-0.0852577842602926,-0.122533582044928,0.532980098846409,0.346650584191269,-0.155043835911276,0.117141075901274,0.0337840441289065,0.165973764168981,-0.346830174183358,0.109894422369169,0.0416624163832982,-0.469427614868063,0.0598622722106776,0.0034167725835656,0.0962386369490993,-0.115439165712184,0.0549479350075509,0.211121165338544,-0.288411767504861,-0.0482109845552613,0.0061678188536732
