group,CD47,CD3,CD56,CD11c,HLA-ABC,CD117,CD45RA,CD7,CD44,CD16,CD335,CD5,CD62L,CLEC15A,CD57,CD366,CD244,CD54,CD2,CD18,CD28,CD38,CD45,CD26,CD305,CD158b,CD158e1,NCR3,CD99,CD94,CD328
healthy,-0.259815111542153,0.116678369923047,-0.123659335282803,-0.100267994539146,-0.197662034764411,0.0777277652278166,-0.391440137348804,-0.299756943248517,0.0636666100494767,-0.559888445571215,-0.124709379393605,0.138007941717039,0.063805746196248,-0.283199832541383,0.0049970034496879,-0.155051419941052,-0.437266044258736,-0.0209474162461017,-0.095735803724194,-0.174146527992737,0.081292046725258,-0.414045313223087,-0.359880733147623,0.0096193023069939,-0.348169455581075,-0.0546841157784609,-0.0340509154910512,-0.0338830067190984,-0.409049120299586,-0.119063514752027,-0.424013332971058
healthy,-0.0327201426707679,0.19019731199291,0.251806613824283,0.0812976891541086,0.0115521347829225,0.158962213940093,-0.329738573255604,-0.0113067170184452,0.157381880590446,-0.569020389075415,-0.0007520545954169,0.290960855869794,0.330519074756374,-0.281261337711358,-0.0334150823123148,-0.081391186400444,-0.259135456720449,0.220850606887622,0.0316825517504799,-0.147601417095193,0.210638617064051,-0.208720109941699,-0.142361384116057,0.158918165180401,-0.155338721812855,-0.315032658658295,-0.211823943446643,-0.088687363902457,-0.292565267082014,0.167062381236574,-0.1124086990147
healthy,0.0815368970960138,0.296940006539874,-0.108864196493071,-0.0850074124295331,-0.0200786220822282,0.108154505846389,-0.11491396426774,-0.0652692196918045,0.157925143376708,-0.426444515434558,-0.243880464999589,0.283504411144186,-0.220645377971211,-0.11811290622465,0.0402963597190067,-0.10246910896245,-0.0224052031402108,-0.105067884888963,0.0331835295724053,-0.189236190231944,0.16117791109955,0.0754834374927232,0.0382522468086336,0.0549320648825095,-0.0822005900829687,0.0286999198643832,-0.0436755694771359,-0.0441085000110574,-0.183325049215173,-0.19246743295343,-0.266371980446577
healthy,-0.201599242543275,0.225293309736182,-0.218356616128627,-0.246767634315151,-0.201969530491198,0.218423586723309,-0.307885712180785,-0.207097103149781,0.229944858531998,-0.460001877682761,-0.126875766327964,0.282489986532461,0.360085850502545,-0.0885201246016471,-0.034905670740937,-0.341466698709962,-0.240506889958276,0.077831291442819,0.0338107439350027,-0.239757203173159,0.215763227959603,-0.402410460537125,-0.231851002220412,0.323667363979208,-0.38664887190899,-0.14540912814608,-0.0378650886584179,-0.0538252786430222,-0.401160180425819,0.0411493307573935,-0.404079033326015
healthy,-0.0227081497036308,-0.0484251400467604,-0.284787201664192,-0.241450652735756,-0.0346057389223663,-0.277822703382958,0.0094002259788087,-0.432288537249118,-0.386072771119712,-0.146006770300047,-0.682202550805954,0.0172980822228974,-0.359265987183117,-0.292409665844816,0.182205514046505,-0.0189209890805821,-0.174791776171608,-0.50649310611019,-0.298092323454206,-0.191054259000458,0.0036578964434217,0.101182494395142,-0.0635982647505547,-0.173661732451639,-0.0872195528598861,0.0097219746450837,0.0298965157969682,-0.210484568252117,-0.050360440744973,-0.334077394173278,-0.201183927723154
healthy,0.0471978573927085,0.123700554986342,0.138240712358768,0.0762494380078236,0.259443820354475,0.111276119610584,0.147839961063143,0.0327047173655676,0.129202762418752,-0.0394822768181359,-0.0572710442818788,0.310387652139301,-0.0412320783785867,-0.0916839640800525,0.0598647216995941,0.0825252602623076,0.091634176976152,-0.0002518841774775,0.0089291646883887,0.150926817313032,0.250704891483885,0.197240621042183,0.0603751268829264,0.039101525609731,0.174065002389821,-0.112211150807802,0.0715418638024272,-0.0454217355334088,0.10545546063673,-0.037129587980181,0.0413604996237417
healthy,-0.0975808273910837,0.238284748697296,-0.0243274309643361,-0.0978199135420024,0.067797162759036,0.107572799413068,-0.0614760489456089,-0.1161530242933,0.0197234425000527,-0.27332454635498,-0.145014849791581,0.274048725277743,-0.0917468505961622,-0.0233013573060313,-0.0956630237660429,-0.0935909384116285,-0.188802019382523,0.0306239480660125,-0.151008939717731,0.0260582111942673,0.219750779460368,-0.127036945029306,0.0716142261576637,0.24213580529182,-0.211713272231785,-0.0414558718727591,-0.0907063529572844,-0.156171496284872,-0.189385974957792,-0.201520906170641,-0.182635274559003
healthy,0.162766807092673,-0.1568949740264,0.209124740721965,0.284382162658634,0.0226123751534946,-0.0658296653071116,0.0712212320993021,0.20202411758603,-0.113094781445345,0.294313783494078,0.308652879039975,-0.144574670595538,0.0065623022984067,-0.147646767591557,-0.0839643979275016,0.0830343861908849,0.140137409741844,0.0004246387112527,-0.0196001538739953,0.233148584346662,-0.128769970312359,0.179014575601276,-0.0008210775435291,-0.0341950104154526,0.105613717391038,-0.21602627321323,0.0145208721038448,-0.0106299195906455,0.0764646362378976,-0.0360888368039198,0.229986565797716
healthy,0.406276078047816,0.0622613784331405,-0.0389435304098284,0.109006889551851,0.165651803814503,0.168090071247486,-0.0323627813924383,0.100056123041025,0.140882328247144,-0.33890815189849,-0.335151120819107,0.15668898139869,-0.253073445097627,-0.278894744798181,-0.0266580282000136,-0.294064266343171,0.115738918010505,-0.161009145109942,0.131877004661339,-0.147821545992633,0.248521279949416,0.0649760755963353,0.11163320197315,0.199620290454494,0.0026614215155827,0.0685817164091096,-0.009223365412066,-0.15726536575517,-0.213660368930384,-0.209629595205961,-0.236636880022274
healthy,-0.256501627728733,0.0542196976118263,-0.0272421026191214,0.0304282251544784,-0.0223675712007952,-0.0543911429147003,-0.106192251555626,-0.394930114652498,-0.0724667785189515,-0.0545578543389458,-0.490823767333591,0.0709041141781354,-0.242951101500918,0.242912541412285,0.390963118416054,-0.0911984311610251,-0.0966534993150323,-0.1120728096545,-0.0347164858723268,-0.0091635109519026,0.0061950059511847,-0.382199216976263,-0.0471184434496511,-0.0931477077143676,-0.0840407683067776,0.0008685216320387,-0.145858890208838,-0.279484501790643,0.0427040602210789,-0.425125488619046,-0.169002179476575
