group,CD11b,CD52,CD3,CD8,CD56,CD11c,CD45RA,CD7,CD44,CD16,TIGIT,CD20,CD335,CD294,IgM,CD5,CD62L,CLEC15A,CD57,CD366,CD278,CD11a,IgA,CD244,CD54,TCR,CD122,CD2,CD81,IgG-Fc,CD38,CD45,CD158,CD305,CD158b,CD158e1,CD99,CD94,Mac-2,CD328,CD224,DR3
healthy,-0.322403972016927,0.148779578448258,0.190796819429562,0.005151432142938,0.130555132995427,-0.106024567080021,-0.279642889616173,-0.0134911632338213,0.298764544784267,-0.476259722282382,0.0675716156045368,0.108498326285067,0.137736434036486,0.0222525067466365,0.123873873553185,0.222124149134173,0.57881282654424,-0.086221418768184,-0.161202860948838,-0.116231922933596,0.0708645099111546,-0.27341708560759,0.12291356465503,-0.32662129032232,0.28953994677018,0.107297102828787,-0.158567465214869,0.20345794652722,-0.183837585746283,0.194590657872551,-0.478115604051316,-0.248211845275354,-0.0418905477333608,-0.218577782233435,-0.0799321640888044,-0.103526070132365,-0.367693261810168,0.0552159261667022,0.0579920980332864,-0.334296276025467,0.237319157715811,0.0218605524492732
healthy,0.297042931408289,0.062575652822157,-0.0410775365437536,0.0367696027792757,0.447068258273322,0.226674136101151,0.189617687943535,0.236429987224485,0.270596718714594,0.068460093530318,0.140153078692505,0.0780968124758614,-0.0228831218615738,0.150626921645191,0.0718295544601559,-0.0360610326136724,0.0422333428774869,0.0511159391757524,0.087448796882756,0.0597522946364742,0.0005951115916224,0.035006812901754,0.0858128904257493,0.208610431452408,0.245557986001199,0.0107824993393951,0.179255375801951,0.264764300882622,0.0753832148297721,0.032260267119228,0.069819608131929,0.0322867559029337,0.103969943719626,0.140993992373285,0.120585459627425,0.100004033317073,0.0341125766271103,0.28409545128124,0.11935950510579,0.0723063658747708,0.131654162316873,0.115663289755041
healthy,0.0814100557060446,0.288784429600624,0.186975820845829,-0.0063995923067069,0.132744869523399,0.0054344729621533,-0.0091776968899294,0.219003132368177,0.091184499030445,-0.177162404274482,0.0283213378498636,-0.0324113144892271,0.0717573557121776,0.0312720733103395,-0.0779846387105749,0.0786416877558797,0.09186137462097,0.0535074612420896,0.0314382299295134,-0.0071118061528938,0.0212771387206112,0.180359415951221,-0.0813988541583154,0.0759670369627488,0.114826772106042,0.0676999562815328,0.0037664627500065,0.336568347295968,0.134452656476536,-0.0908466057983572,-0.0541124982549844,0.0726141541520758,-0.0648485398375395,0.0699145974595979,0.0060503527238428,0.129191494294848,-0.0788615961258601,0.238136918360266,0.0596615048220505,0.100001685375453,-0.0023529107412937,0.0086916412752223
healthy,0.0374180598118515,0.0908246993966229,0.0827454280765083,0.22646194698375,0.244119298378887,0.0015230234069231,-0.037183920789474,0.235298235568165,0.345355319869606,-0.181845142613927,-0.0191367575621688,0.0439108684138411,-0.0188534287351982,-0.0324960026924666,0.0134506954842559,0.106999094869098,0.126615521045085,0.333143317353216,-0.0547387433299826,-0.216520454980896,-0.0186066861321973,0.0727178849401399,-0.02026156574317,0.0853758723768438,0.358581844298376,0.0495498696158467,0.0951277204093813,0.376378268701661,0.153083480320675,-0.0242263794497541,-0.267411732526184,0.0978998949565306,-0.0387659844286275,0.0819944029101024,-0.0482964569214052,-0.0201826804926722,0.103573746603285,0.348911717982147,-0.0911085713910251,0.163329328284517,-0.0380638522727544,-0.0698757774354935
healthy,0.168704504623011,0.142445271051953,-0.030324671709477,0.143414527729927,0.397849223713421,-0.0381237872740668,-0.010145720975889,0.333663502092468,0.405596433393168,0.0378427857385377,0.323177274493821,0.371639498194396,0.271856077643319,-0.0079759476526034,0.149035622696053,0.0503895064307153,0.395589791444234,0.212975447957817,0.0211509553645111,0.147908549652904,0.0751459727486648,0.0675863553554725,0.082872838680987,0.0152950084713976,0.620447533818065,0.0068062152197198,0.0069716742432512,0.29506360600794,0.0474341585138829,0.181056587545493,-0.114794018425013,0.0635515956881804,-0.218974834245512,0.219278557791399,-0.0408138257149104,-0.286875581236283,0.0213579076116,0.463086973277756,0.017079359795816,0.165092233004314,0.260068160594525,0.0923239697628489
healthy,0.0520481808691139,-0.0644075676792456,0.0020494705871388,-0.006631694908207,-0.150779608977319,-0.344953316431147,-0.0311800638996976,0.127279722673802,0.182445212051311,0.0724985205037546,-0.136945488412521,-0.0153715518157795,0.22428441160427,-0.0812615089662847,-0.0574444307748988,-0.0438122496514923,0.200827323600087,0.408944609920726,-0.197737571975843,-0.0871612815352761,-0.138180875317967,-0.0729408027469302,-0.0908197749084279,-0.0633857959957711,0.206923010615098,-0.0446619517563052,-0.0915294684576002,0.126757044122409,0.0838254639628263,-0.069851722348227,-0.0808031136234278,-0.0341683548946366,-0.518177117068059,-0.125233168737563,-0.152707880643203,-0.198722753251303,-0.0284322093434532,0.117112397085995,-0.0988499801279939,0.10993861575584,0.0984124558697709,-0.0950235781321878
healthy,-0.167287266433717,-0.031087871205833,0.0849798516319203,0.136765304360134,-0.315338985202933,0.188026205068129,-0.0277683468873281,-0.0346705941637517,-0.179351030943643,-0.0918612855149382,-0.0205047431930543,0.153897670460547,-0.111081755385288,0.0728810415889055,-0.0365038764488932,0.152940004798415,-0.195217065359724,-0.0883802495655106,0.197229352221251,0.186405207165982,0.104989772061118,0.186258255086326,-0.0333204125064733,0.0279055065121852,-0.365982668090916,0.0763496518074169,0.0716868537653869,-0.0659401035566853,0.217528745200625,-0.044554481963207,0.318878628529075,0.157863384549773,-0.104919590866603,0.0638359510769221,0.0807453831081509,0.241920555007349,-0.0315684688667077,-0.158721755509609,-0.041902628257622,-0.0099964045859724,0.0022238804125154,0.0423550109861404
healthy,-0.10809056887599,-0.062518350020581,0.0637692470936868,-0.080250604977757,-0.038877471430366,0.051299373299229,-0.130340022700379,-0.174561932018439,0.286865967005322,-0.0888624618629748,0.0541390915569476,0.0776326324409231,0.351587695348531,0.131216666171877,0.0368764414774081,0.0264663386031655,0.51611109749169,-0.179062051840192,-0.195833963748454,0.133764458782066,-0.0107044137590428,-0.112570938684827,0.113334766805323,-0.133916539882634,0.279711688789064,-0.0300898719200005,0.0567342369121218,0.0662910052345285,-0.0740611267269354,0.0187993974083182,-0.142680316624676,-0.124966794658166,0.166089634060335,-0.107662863078551,-0.0744470568611791,0.0761016926924158,-0.11129224960025,-0.0404545679904195,0.0700898940916159,0.0933335912746022,0.182178726192588,0.24643232957861
healthy,-0.263060004748719,0.222334350082542,0.151770795891444,-0.151961129129915,0.0432745668671179,0.0976516079663228,-0.219926274032912,0.0292405086872685,0.317470575816141,-0.557282037549279,0.0917072927415711,-0.0840332771147825,-0.0906479247398968,0.0866300954751703,0.129276583970317,0.241323580556992,0.247947601832406,-0.133179461956231,-0.0434074925834026,-0.241435765536531,0.0884279251452966,-0.232564906560767,0.131608460066967,-0.187921869816312,0.333442010868374,0.227696477609438,0.0922164657479282,0.139126907525024,-0.0559112615398128,0.182809609844181,-0.237711344609396,-0.209550747852511,-0.239438008881369,-0.371955745556556,-0.118752787721436,0.0109347028181237,-0.511188066387619,0.0576613195456588,-0.0223769026120932,-0.138604619510342,0.393060903568847,-0.0007603496826143
healthy,0.441431573199459,-0.248802290756495,-0.303301003240345,0.0035975028803816,0.458660453662007,0.391269430594793,0.381483816179496,0.385538172613908,0.147341928890049,0.401182222516367,-0.0432292795828827,-0.065980752910227,0.30197708224142,-0.0319804609403693,-0.181812979458607,-0.365579754325136,-0.0663760478158237,-0.197357611173757,-0.160293636461015,0.173425714866973,-0.368892415705741,0.239347003700168,0.0266863456777689,0.37085324747627,0.223053782235361,-0.24648647484927,0.420071799252505,0.0991933076708084,0.134329621945533,-0.0480225029955572,0.402605622549336,0.176715740702465,0.29018333833859,0.37686193951098,0.115374735605986,0.0921724808377224,0.156440901293303,0.0664880248165246,-0.0906949171193381,0.427541429685704,-0.16409146122625,-0.146307731031228
