group,CD11b,CD47,CD56,CD11c,HLA-ABC,CD7,CD16,CD20,CD335,CD294,IgM,CD62L,CLEC15A,CD314,CD35,CD366,CD11a,CD244,CD235ab,CD54,CD122,CD41,CD2,CD98,CD38,CD45,CD158,CD305,CD99,CD94,CD328
healthy,0.195425826926719,0.139046957110618,0.0869967618519804,-0.134535620784144,0.140246382143672,0.41083833024673,0.364476913593679,-0.0071790671771436,0.21884849017085,-0.0282797951205005,-0.0608306261908177,0.184821070111504,0.443475746393253,0.213313622071807,-0.0881280722971655,0.046042172186829,0.300080739432734,0.385304823886854,-0.130367479004122,0.207721630704602,0.283095693720794,0.0871614427988106,0.147448084573411,-0.0359368293360875,0.131419203764704,0.261810327164478,-0.0375411232313417,0.273637321143475,0.273888976992274,0.114142203755053,0.424782689878886
healthy,0.193796560134103,-0.0367197870866533,0.279001181637227,-0.0880521091640582,0.043531409244306,0.272083377511388,0.382663708058052,0.0404193521282816,0.0949464025721787,-0.042347233077114,0.0841568282710912,0.252111277416253,0.480754255480894,0.0776292408773975,0.0869415312531465,0.0781265741965756,0.152174985261627,0.21173106218037,0.0759106347925525,0.245457244375803,0.0581246695992761,0.100579418551849,0.214144289320699,0.0800758245932417,-0.268073664373523,0.246164413464481,0.0822740414742995,0.08392305227789,0.259062126052953,0.248143625289481,0.301598462357653
healthy,-0.0007525810455335,-0.144360849745028,0.148958975151962,-0.0318922844821483,-0.0926715709375513,-0.0354405085329458,0.286221279427919,0.0094876500978407,0.0244912335334989,0.0040861044753715,-0.0669423489455366,0.537322907290383,0.172911646547546,0.21840224564921,0.0753413373306901,-0.003166198308958,-0.0078118542088891,-0.0604874965722912,0.0020541636391387,0.104391672204465,-0.0233621796740171,0.0407346634429967,0.111450671274434,-0.0011220157925859,-0.249090165848127,0.0087995143232873,-0.110109496407744,-0.0281894443821327,0.0940116047138047,0.242597385877789,0.162887432279275
healthy,0.406221572769206,-0.032995976460741,0.158951873635487,0.17786299431739,0.0020798040593137,0.0639996974735729,0.316268866981501,-0.150397149681861,0.137909695223804,-0.219478248255365,-0.0803089612148007,-0.220697069200673,0.366645643951615,0.157888638547956,-0.123808493513974,0.288000842547028,0.142350804146372,0.0714435407649145,-0.0843994149495352,0.249910503433677,-0.0105122051747155,0.0524037639641485,0.12438721082416,-0.106568611477514,-0.0339241818403319,0.0441939132070923,0.0209244909097926,0.204031751431544,0.181930998760339,0.198052020250344,0.309616012766261
healthy,0.0608310632601558,-0.0853974551453217,0.406179741619975,-0.0405050504247661,-0.117590229185977,0.0954206536977553,0.112242777712451,0.438629769268222,0.409947754042633,0.0641977939239886,-0.0175568479766941,0.511838205620417,-0.0184708041592561,-0.0334768075383084,0.0591295067724647,-0.0172968149587612,-0.190423492802556,-0.14937387176598,0.157856502065888,0.553599644585207,-0.182356194771517,0.0990911270052157,0.309104249891788,0.0768418188896623,-0.366519735316765,-0.133193504016205,-0.0935504389749267,-0.153540447657795,-0.26945540819899,0.540375545827542,-0.095944150349821
healthy,0.103268778379037,-0.25041474111215,0.0888060674995443,-0.112738339213489,0.0880335855816787,0.056784281504157,-0.0291028243740914,0.172657992841385,0.0982853114013491,0.0693878946941587,0.268120603562405,0.296546423020954,0.134699503161668,0.0078957157011849,-0.0709748254549975,0.170844356648148,-0.0925515758423888,-0.0760927128966231,-0.124883918593992,0.157714117264076,0.0010467610427855,-0.0896501264916874,0.206575726688023,-0.0022563351151776,-0.125638595483912,0.0216055974515048,-0.292068139301526,0.0771879177445355,-0.104672574947095,0.175859267650385,-0.0336239896661894
healthy,0.220226827453897,0.133318099279729,0.278318082717796,0.0185109979366146,0.0778427497747412,0.400015089009762,-0.0206789640986294,-0.125577002324569,0.077880248906413,-0.0243510157773789,-0.0460439859714587,0.378285569359396,0.204081018782874,0.191224156547512,0.0687889128924477,-0.107648808855639,0.128157008378505,0.139460097414544,-0.0352515950550077,0.460770384851826,0.0127225931644138,-0.0303274230392595,0.550579936495881,-0.140577032362463,-0.203519048391189,0.167658251995643,-0.245523231772628,0.116714261519215,0.0980431040106231,0.494669740246415,0.21987581492286
healthy,0.375127695678881,0.271363947501289,0.0734454203730787,0.151210043911818,0.0850842616186524,0.142199601390573,0.174871508666876,-0.0835552448793348,0.0440232702748741,-0.155757898421464,-0.124769846312327,-0.283643597870514,0.108730285341083,0.0796881143566363,-0.11853403671212,0.305557374267014,0.062293221280398,0.0978736506556546,-0.149802106137114,-0.25007872575942,-0.0157780810094257,0.193020801845553,-0.194370128914789,-0.10872796134522,0.244389191526469,0.0201876403680359,-0.106132607854702,0.100705186324604,0.119096699257905,-0.0108074490699822,0.180287643291747
healthy,-0.110254433864862,-0.404807670883687,-0.169427949752647,-0.1423021775536,-0.400370005574152,-0.453657513406452,0.105916614437698,-0.160823190041046,0.248279916073586,-0.097970957858143,0.10276339058111,0.121717317154391,0.0257712799486792,-0.452124442807663,-0.106520989120232,0.211663622454921,-0.432180264626617,-0.426129983978286,-0.0058025307958381,0.0870342247433944,-0.376677815418977,0.0087656256833502,-0.292748748858286,-0.162136465044804,-0.225931469700281,-0.430201703378607,-0.158588779141187,-0.27257911003203,-0.0561377526554666,-0.0967690038332098,-0.108677090879776
healthy,0.100561945133273,-0.0255176940382882,0.104390004366227,0.0033272563739675,-0.0164243470144617,-0.126523343107429,0.307906467784361,-0.101898012441899,-0.3948624047886,-0.0357131592382202,-0.129727524233087,-0.168871258490685,0.553072347775541,-0.0387101059266624,-0.0164428765826653,-0.0957054391519414,0.328993741763922,0.165750192270247,-0.0873479505636542,0.091728843161497,-0.219739109139376,-0.0756962134256444,0.224119000135561,-0.116539647795676,-0.304233432448817,0.331136716783721,0.170893535957209,0.221036887733456,0.531941043863425,-0.0308667286646252,0.100958927921296
