group,CD11b,CD47,CD52,CD3,CD56,CD11c,HLA-ABC,CD45RA,CD7,CD49f,CD16,CD335,CD5,CD195,CD62L,CD161,CLEC15A,CD57,CD366,CX3CR1,CD11a,CD244,CD54,CD62,TCR,CD122,CD41,CD2,CD49b,CD38,CD45,CD36,CD305,CD99,CD94,CD85j,CD328
healthy,-0.27345610828939,-0.306330406803542,0.0060395349784297,0.0350852011127388,-0.133192158969217,-0.139550970910661,-0.232886189765748,-0.357233148554275,-0.281584008438086,-0.246589901324616,-0.457723896655716,-0.0615435649973609,0.0553094733954028,0.0001915208158795,-0.0028417630144232,-0.128194456321806,-0.235346457450626,0.0404873508652275,-0.207158823680709,-0.154904886340372,-0.279009052033346,-0.350458088210337,-0.0655453112443411,-0.162493911258949,0.0315333874708836,-0.185776214513358,-0.316974345730492,-0.18509854823434,-0.188328329697827,-0.28756937727184,-0.314123751017918,-0.11162594406143,-0.226231135933347,-0.258836406054009,-0.0493053274687838,-0.0388510769203432,-0.283170995453022
healthy,-0.0995091263659082,-0.127559854553591,-0.294810757383058,-0.249134850321462,-0.277888722287106,0.0111231651574745,-0.0681763183683223,0.0021849420696343,-0.0947745770558199,-0.0675067051877312,0.0289423362109197,0.0647978814566328,-0.230366436992588,-0.0433018026689478,-0.186296381127467,-0.0110954608287403,-0.058625756380602,-0.0859321192383247,0.0144284066856764,0.0369737422963082,0.0132774909560834,-0.0720089043161885,-0.205975045348754,-0.0714004707952426,-0.140507319426234,0.101138811299595,-0.097781859842109,-0.239253442716188,-0.112838507495935,0.23480128737449,-0.141196676843666,-0.0619290586967896,-0.0532857417634749,0.0748658888335481,-0.331868160687648,-0.109496569137071,0.0404543890838364
healthy,0.281540436169252,0.103287655039654,0.0301866960675957,-0.0040489810949285,0.0220743182536376,0.0584230442250852,-0.0845201229352674,0.123278292527583,0.30516966702048,0.100175334013541,0.199775958161833,0.146775225491858,-0.0161872174881178,-0.105260987101392,0.0072212466173442,-0.0057317786275973,0.172101392537072,-0.207970016799531,0.0446533340513696,0.0863463380344678,-0.0212526001037444,0.198644367574356,0.310125866496189,-0.254952516702571,0.0478576610199288,0.25224049377151,-0.172097316077658,0.220016453911731,-0.0989556315798486,0.0448561229253425,0.146053371365549,-0.211444890049035,0.221531295275749,0.191459973957833,0.038941820761678,-0.0291290252953795,0.203024425792785
healthy,-0.0839773283345485,-0.340681706243916,0.0259953078766503,-0.0094741923539596,-0.229895725016304,-0.060044335396883,-0.261664541592589,-0.254997274798064,-0.368360517958414,0.118386299909525,-0.0687569390297444,0.0585498683452172,-0.0101640242400783,0.0637091076147038,0.182561614743831,-0.144741624680181,0.059134060016818,-0.0582810585519711,0.0697323157180101,-0.110784372076406,-0.320726932282546,-0.299975303443322,0.121797334703932,-0.0158597898786309,-0.0100895471249197,-0.36002058684686,-0.020423700068654,-0.155363986481998,0.0490514396331606,-0.380147832511787,-0.340813105043637,-0.0261362748454415,-0.318617375329666,-0.291958596689974,-0.06124235591132,-0.0734685828501305,-0.293233562642347
healthy,-0.151185997614003,-0.372253587172144,-0.26911057057836,-0.160631011085845,-0.189632880345554,0.007721422592614,-0.151837606987297,-0.412212139948058,-0.366895850895252,-0.191545274597839,-0.330452367744642,-0.315322325239944,-0.0758543412272483,-0.105142215635065,-0.0423583907820029,-0.372876203527764,-0.258261858155412,-0.0151295773647975,-0.105935797937818,-0.0880506994388696,-0.127755051398287,-0.458302755742723,-0.0852375799388116,-0.190301837008531,-0.270329285624881,-0.249946992247399,-0.280272680839188,-0.116480154580881,-0.299959829574958,-0.305052098952224,-0.442971072791104,-0.158266092855747,-0.432939071418898,-0.406811687381742,-0.0650906641167465,-0.47085329139927,-0.439289516863676
healthy,-0.335612175691881,-0.263878456205243,-0.145414943808239,-0.0396052871426769,-0.229019435064656,-0.219814525403377,0.0145100163406874,-0.231646883798288,-0.282017071032931,-0.0280495586601337,-0.242717757067576,-0.0004248763907106,0.0028515443232485,0.0676625073562315,0.130799657790695,-0.197252628299787,-0.257747084458569,-0.205976988133055,-0.0995863627606275,0.0335399208431875,-0.437491607316773,-0.293552792191716,-0.10667723722783,0.143830796641944,0.0216894993715911,-0.192464295122048,0.102606185113806,-0.209830323312821,0.0719090779947412,-0.187192093377261,-0.393733626614306,0.0703759880071692,-0.238421593386902,-0.387819707978174,-0.223233688594515,-0.0476204789480045,-0.342987799961468
healthy,0.0162695950651819,0.0701307723622213,0.12854435061398,-0.135511890798629,-0.121788446568412,0.0880114752159688,0.0097208016706465,0.117977425496593,0.104482968713493,0.0333707990256201,0.0872208946855672,-0.0755730809383289,-0.119385073217482,0.0265613462287107,-0.12318394742199,0.0448017145282733,0.0723273484825442,0.119175715926474,-0.0253747005754152,0.268516211818461,0.029415187358086,0.079406289763642,-0.0785367687726665,0.0858409871903024,0.0705595274565887,0.0505827913463815,0.182767987358613,-0.0983301064813566,0.107072136140892,-0.0280220040561655,0.204465691962564,0.0926134556239975,-0.0322686144173042,-0.0366260974056176,-0.130376091586819,-0.164258148137266,0.132649964110602
healthy,-0.0604743072100482,-0.40877147750899,-0.0351836066454347,0.225442962720226,-0.0148786595945265,-0.102376461056021,-0.408924677457397,-0.131036731145403,-0.0231561438512438,-0.226303034087742,-0.141402031457985,0.301747961101352,0.196748423455172,-0.0646957439526793,0.492293110222235,-0.12831832501855,-0.0246496190106553,-0.138015677440081,0.184504889469793,-0.0270432279765381,-0.162921104107803,-0.248598130841122,0.395627518482113,-0.448947504100344,0.152261745592916,0.0675764350324684,-0.547997089601097,0.277199031499915,-0.581884559060685,-0.301392726514884,-0.202033374387211,-0.545409292668605,-0.0594578277272332,-0.188870944141965,0.346577464979718,-0.124754130479192,0.0161527852267163
healthy,-0.0253549194078738,-0.406946529529184,-0.295273714604033,-0.0698947140723268,0.025322746332597,-0.0720477084863441,-0.363116230314615,-0.286578563072525,-0.250867396566094,0.1815735393745,-0.0883743630014835,0.423529091465488,-0.0540572746072827,-0.116815150583736,0.341158791826603,-0.275527810530501,0.102063974600083,-0.137790119606028,0.112552089369903,-0.35446565027613,-0.434768650983082,-0.421487667223886,0.335048814566915,-0.0738305998232432,-0.0659588910871595,-0.140182271775457,0.0177657378461624,-0.134965801392457,0.0398482377364496,-0.271652267122339,-0.462413386332539,0.0253010359012968,-0.291580216494376,-0.149663145430834,0.165231828848374,-0.0883112947477975,-0.0383305995907383
healthy,0.106990026793177,-0.0689165037337931,-0.0471750598978468,-0.177360286667637,-0.128836866322669,0.184968524254015,-0.152552451831924,-0.0455039633061433,-0.041637979611545,-0.210695572171029,0.0930186056149436,0.282729073151024,-0.0974728936629916,0.0415528238954804,0.0886927637168194,-0.0094228186224249,-0.0648400732970236,-0.0833782289541356,0.161497728943569,0.172469018960879,-0.0414364747329843,-0.0186243790717932,0.0168301182438356,-0.145358195264011,-0.0673914371980836,0.183618340822329,-0.221651397952972,0.0663227347886375,-0.190708757143072,0.280930530230937,-0.0856538679833807,-0.153594076623737,0.0985441726088506,0.0117183917858225,-0.0357067833123547,0.0484251347046603,0.03303316609943
