group,CD11b,CD52,CD56,CD11c,CD45RA,CD7,CD49f,CD44,CD16,CD335,CD5,CD62L,CD57,CD366,CX3CR1,CD11a,CD244,CD54,CD122,CD41,CD2,CD38,CD45,CD26,CD49d,CD305,CD158b,CD158e1,CD336,CD99,CD94,CD328
healthy,0.197550120281665,0.189584876494977,0.26478307990247,0.11548859273943,-0.00315111690224,0.249218053494964,-0.0021088305441369,0.186548533882199,-0.0941584817535815,0.370037582238888,0.130894206485063,0.354826795952727,-0.185734481307698,0.012000272324045,0.024605362748724,0.207139972956569,0.164591081449542,0.406549335254473,0.234193631737281,-0.157031163811569,0.368362767801561,0.0561362519987074,0.16354298454009,0.10785404916655,0.303863930487144,0.204821323766052,0.0066610720685886,-0.0876173468092431,-0.0395984449073914,0.0596913236888213,0.37994411593926,0.170799511511686
healthy,-0.124925601573861,0.0605629903592621,0.355862090385158,0.0696829068762934,-0.232325331911681,0.11647464271169,-0.0073710736327014,0.183704272793965,-0.483998734520585,-0.0274962939328972,0.147112422275682,0.334001200643605,-0.0327837934768628,-0.121646634547636,-0.317975296820261,-0.200169243181804,-0.179616503514253,0.35492927649952,-0.199468078841561,-0.0847356378106261,0.192134364506106,-0.489599199510944,-0.0301925338993974,0.157021467109325,0.0256645840182853,-0.184650330005404,-0.223771228468199,-0.131508098884727,0.0445959379076644,-0.194037138768296,-0.0190650800382165,-0.028361264241054
healthy,-0.229455445505577,-0.0641030268431964,-0.0072933645616626,-0.0706681668575454,-0.154847782932845,-0.135783047939013,0.0317560507099876,0.0472920414870729,-0.270023479303586,0.0438992244952169,0.0148338985775783,0.0311011633422183,-0.281415117207482,-0.135824298566558,-0.114543805999012,-0.111914734851652,-0.268505226428637,0.026416650230437,-0.0013758278384084,0.0595916410687079,-0.203477023836465,-0.185374374446913,-0.382523626417951,0.108503505858249,-0.196653749550515,-0.268010224630141,-0.219701760178023,-0.217571585064928,0.0893009613278629,-0.20974010029386,0.0339469590681427,-0.243109940194101
healthy,-0.373506507415379,0.269833689722301,-0.25688349540854,-0.284865619172034,-0.252198344994425,-0.283888423742034,0.0327603362925112,0.124037727619783,-0.4728020023481,-0.177151398587733,0.294197083776689,0.282227463973088,-0.0147577051668293,-0.275769107036774,-0.0489830759484278,-0.287263001586487,-0.263823514347485,-0.0654557667155168,-0.270662577470986,0.038794870854195,-0.0115873203542376,-0.272779218374076,-0.202661958273604,0.297674589516524,-0.226722573271176,-0.404470317005241,-0.0686985762684795,0.0021972471165723,0.158500559756402,-0.551472402341475,-0.006215414441669,-0.451912045031997
healthy,-0.0475086058341435,-0.0686162806784986,0.43800465023781,-0.0184253183393217,-0.260037973669053,-0.147063630518912,-0.0552971600561018,0.269004240722638,-0.420828606816944,0.114983557988644,-0.0457852585230593,0.447140828224585,-0.0548291454180814,0.0185948753789566,-0.168268275652422,-0.410168008119874,-0.286912458987451,0.396000825201887,-0.188561816223133,-0.140829652044336,0.261304202488381,-0.325615181098464,-0.290129893515326,0.067273457197727,-0.0211756319730116,-0.409301325434687,-0.136780400400099,-0.457036373758875,0.0418418428173888,-0.516412095439286,0.512851158786995,-0.19706966423188
healthy,-0.0984180801837793,-0.109146865691736,0.112386156567993,-0.138990832616417,-0.131797105300531,0.053828320033108,0.135110994492521,0.0740879465284241,0.208283955113779,0.437191436080379,0.140276008455716,0.134779760801209,-0.247318540105086,0.0596240634678125,-0.161725262748116,-0.0977922119653779,-0.150186237825367,0.287557393225794,-0.0679433592467819,-0.153808053360692,0.121095724077644,-0.0530992790290264,-0.112918232570565,-0.0685063994403475,0.147992126865277,-0.0922711290897891,-0.212355010852809,-0.108824995759997,-0.178822305676071,0.0192419906889683,0.230396201000734,0.0455163090933922
healthy,-0.0112994253123229,-0.167117007032871,0.407684272426846,-0.232814763630648,-0.186529844069913,0.0981645769262242,0.143208893854337,0.196499663279925,-0.21672657802977,0.222732256736474,-0.222517850618859,0.226799495175189,-0.21380762403403,-0.150256397452813,-0.163807533092961,-0.219600524960808,-0.166451951353179,0.332118496008156,-0.0244767668132381,0.0796324014336281,0.0759159134744894,-0.241634886259049,-0.257817395962965,-0.125913983200456,0.136009545599166,-0.247611947667333,-0.138975163113914,-0.285169250208227,0.132980514783285,-0.177772924995395,0.355046565728256,0.0259145693516267
healthy,-0.343996355572469,0.0809818305891905,-0.200723043476492,-0.413967345849069,-0.148827549566519,-0.170566828535955,0.392851073639483,0.322994757260217,-0.477477293364804,0.20510348742909,0.29896776838266,0.0550463339715444,-0.245243289203792,-0.406364959367042,-0.233188107775843,-0.0526914438890096,-0.127421575019923,0.448325492503849,0.0849146632519745,0.0808113928665556,0.508722256732916,-0.316445456445199,-0.10612910236905,0.179278135276269,0.171675773963534,-0.266082231654391,-0.170154330559499,-0.0192393175187031,0.0634551630754367,-0.186427749033159,0.41217574619363,-0.0889807146023495
healthy,-0.299705008926631,-0.162200098387406,-0.0199085458095623,-0.0128853126376412,-0.241077178543992,-0.132324522368578,0.044274304746003,0.261692729604926,-0.419325569074483,0.266746995838382,0.142776597080941,0.171289903052846,-0.052787163839159,-0.116772602400816,-0.261975793981824,-0.395149195040585,-0.337253869160818,0.264989279047651,-0.0572057819971632,-0.160449197355515,-0.154520872810836,-0.235233203882338,-0.37225512557904,0.178469156381849,-0.119156104783839,-0.334018887808295,-0.195125045331064,-0.0474514102373922,-0.0817890879313085,-0.360561278375649,-0.0101968459870446,-0.0877504897689539
healthy,0.426044659290857,-0.240371552340589,0.377696287811136,0.248489674022834,0.554321567999524,0.395491448722744,0.0584520298949834,0.113274772303227,0.607667721869143,0.252510866250834,-0.41859949350911,-0.183953147686786,-0.0229786569880716,0.132867729045122,0.359152155095564,0.498891456787944,0.556330115732589,0.133235344825589,0.509815502366645,-0.0861277747312476,0.15820639970658,0.354733758812541,0.412489827695024,-0.118035215696992,0.326889559503832,0.564734184951448,0.145535960562058,0.125302267272711,0.0392686638309301,0.476395842068455,0.0464948308967476,0.62914886528528
healthy,-0.0089446225789483,0.060390398253719,0.0820551253739886,-0.0308935699384338,0.149214109553208,0.213968795063152,-0.072353040324768,0.0960357752054857,0.0218588790265129,0.0878160383883403,0.142807402184793,0.0925851629023633,0.0378440174939783,-0.0926204088957578,0.172918636676671,0.220217176941733,0.202158240811827,0.12221716268988,0.279777588460135,-0.0183010884637809,0.33615666824991,0.115831896950742,0.361815049445899,0.121587810947004,0.401894150302562,0.139274101477382,-0.0347443645480404,0.137107422277513,-0.0537909893000982,0.111830200516507,0.175705176174212,0.211768736366171
