group,CD11b,CD47,CD8,CD56,CD11c,HLA-ABC,CD45RA,CD7,CD49f,CD44,CD16,CD335,Podoplanin,CD62L,HLA-DR,CD314,CD57,CX3CR1,CD11a,CD244,CD54,TCR,CD122,CD41,CD2,CD18,CD38,CD45,CD158,CD305,CD158b,CD158e1,CD99,CD94,CD328,CD224
healthy,-0.385617169689252,-0.237776415682511,-0.0229592271179359,0.0614480376530832,-0.143530774153574,-0.16521749853819,-0.326462509123744,-0.114615361185187,-0.0601571444165699,0.253960952606405,-0.506167572722335,0.00253851627399,0.0024052202958865,0.484787024564941,0.010669097294499,-0.170932687522129,-0.145215481758398,-0.19341808004024,-0.33003511944027,-0.400981074282952,0.183927253018104,0.103525751872403,-0.248781885966325,-0.0995758104974442,0.127547424816825,-0.122430524822387,-0.543424259035742,-0.305055674638788,-0.0643262892890686,-0.296433224518774,-0.0972831259501878,-0.128646677955274,-0.424479220981871,-0.0582179590449844,-0.408838529589753,0.218446456276652
healthy,-0.111100858677246,-0.172672246924307,0.0087199303992179,0.143443260692728,-0.1142679610954,-0.113087404174911,-0.0379258587472329,0.314912504553692,0.182667034147108,0.0865852401329496,-0.159668840854861,0.0707527238166323,-0.0841720036830345,0.249243060783579,-0.153227017460891,-0.0384603331105463,-0.176835839956479,-0.344074434705821,-0.0506065978789547,-0.0482591960026997,0.456048292928061,0.001476890313483,0.0126217514361798,0.0830885742092629,0.0445264429329401,-0.0707616189058212,-0.341342868691724,0.019145639402072,-0.0755500398013116,-0.135788607162436,-0.16354641141892,-0.141002395470489,0.0154052868693132,-0.0274614819238967,0.202972222113801,0.0330609237563864
healthy,-0.149237087259001,-0.274232616630326,-0.0675951441126485,-0.225336626729063,-0.109590624266947,-0.0724837460713773,-0.212821641307641,-0.0618234721390213,0.135002270569811,0.185675469181494,-0.313291992761655,0.123139627432345,0.123986935164129,0.153159711779623,-0.0299244681221533,-0.001772735460529,-0.505253641679133,-0.148867068312703,-0.268769894708885,-0.202599832811423,0.30418105315081,0.0010592129350614,0.0430372156346103,0.173619027553557,0.0926244635441601,-0.0918134664019482,-0.318574113184847,-0.302079977931739,-0.112111534397124,-0.266526727185484,-0.157633204106517,-0.308424160973376,-0.253109569079621,-0.0345950611860734,-0.264939256583839,0.0113544960659503
healthy,-0.378893916168876,-0.224119252300079,0.0428188207891352,-0.151330250323392,-0.288212300317771,-0.214740755916769,-0.32169309832229,-0.224100436833588,0.243655753574191,0.304647239193455,-0.395122123758032,-0.0649504276120726,0.196195973261894,0.386327511261988,0.141929469301832,-0.146785141591683,-0.0835291823562775,-0.16571107502263,-0.31623983627518,-0.25974685453418,0.151301533915797,0.330302796021627,-0.285969281317772,0.201568600361297,0.0976514352007876,-0.246212810887694,-0.465943997687919,-0.250697092490621,-0.0503145355477106,-0.394252435639745,-0.100743021633609,-0.0159989347748892,-0.477281986242483,0.101493856822907,-0.398914248021985,0.234793139038564
healthy,-0.0221225058570178,-0.285100162533696,-0.148780900068951,0.47032472950044,0.0502422947934671,-0.366472027752598,-0.31502987806305,0.0112444658466643,-0.0388999569260908,0.245759454103645,-0.275943796810566,0.283958375638656,0.0636953205188657,0.496035667692497,0.0412083731152811,0.023045805189455,-0.171062504184966,-0.176811175757748,-0.466059750560575,-0.437800688027826,0.468860044665512,-0.148171748254031,-0.225558009183487,-0.112456310762857,0.390488630442136,-0.072305328856432,-0.475056185068234,-0.371870756263884,-0.154945701036996,-0.342607448451623,-0.213487703739531,-0.432126808364434,-0.592623131410193,0.530591440600272,-0.0082996669852786,0.222860197230778
healthy,-0.109231541713207,-0.0215818034162088,-0.0051042706731017,0.130326753965802,-0.168008016915645,-0.103804990464872,-0.224704951320261,0.0600220633394076,0.390488821016561,0.184781941410662,-0.324747591282857,0.145058023156538,-0.0078288049785678,0.292510242225915,0.0572888470201633,0.119727848413318,-0.333079721890063,-0.164986917836277,-0.200757597581998,-0.184859003981619,0.363785867355038,0.0742044382550422,-0.11335021564398,0.217499695343554,0.343403157691932,-0.138033678292683,-0.44183319079207,-0.0978045910255104,-0.427051916516564,-0.191367297772905,-0.327555982403734,-0.0432681734400318,-0.243387092209867,0.449701540863132,-0.0624753954662755,0.283596547152025
healthy,-0.215435521843462,0.0948458296962887,-0.131981823769435,0.29707731961221,-0.276702619273432,-0.156079035077072,-0.212589391223834,-0.0609118260594915,0.27299198340309,0.247968778565654,-0.427340747832439,0.155838796455091,-0.0731372612959542,0.318372044381753,0.171816258905896,-0.0142893181494627,-0.13514269029455,-0.299719527515482,-0.226416490382481,-0.195709438890397,0.225863310091791,0.0847224251000123,-0.132458701219342,0.153531339618866,0.227351518114057,-0.0335672491949858,-0.347815258295082,-0.17852463063999,-0.198333292939425,-0.278883220504066,-0.258409336181869,-0.307318464266526,-0.144877719064783,0.174925234888131,-0.0080642829760739,0.370266627481891
healthy,-0.355182595486151,-0.433495595327894,-0.212154995028497,-0.294077515902367,-0.376024539897609,-0.516387045410032,-0.35448453234804,-0.271054216794547,0.204197104741586,-0.0507457253597231,-0.154671649996517,0.256820286746963,-0.0501236629360046,0.56083534680006,0.0442922741893238,-0.266856492308861,-0.0921153027819609,-0.168384301879376,-0.509383225868772,-0.425185346180782,0.0493361992317741,0.0539408715867469,-0.101291625681643,0.113316264499757,-0.137783199364428,-0.461290829258777,-0.353273623688265,-0.453284310174117,0.0700303847062279,-0.531169474477603,-0.0042425367664034,-0.0449249955948842,-0.30590989796451,0.0096372157311943,-0.237306515224599,0.201557827331127
healthy,-0.0402633830740591,-0.359652203957699,0.103507481767676,0.186233433799464,-0.0477878829397674,-0.335295332671839,-0.251773906599897,-0.0697031957746689,0.285709547813855,0.306276496117393,-0.269793829488811,0.348527253990619,0.0113231412988068,0.439142909992847,-0.0923563477421335,-0.258027923454518,-0.0725965157581998,-0.354575962591179,-0.258616005750903,-0.308243175505659,0.582406829472938,0.0393330180237638,-0.0278546838046606,-0.0069272516843691,0.124546877529242,0.0139537824159272,-0.474175924778229,-0.282262076616136,-0.389370831904464,-0.314508545473083,-0.372175025707933,0.0329824289781212,-0.218443114322525,0.369990376026927,0.0082389725500047,0.422328247890444
healthy,0.135756514901458,0.0901980417379642,0.181593003670302,0.037980282363232,-0.0581042908195972,-0.0774371057705979,0.187584055534287,0.329275606349586,0.206340459068275,-0.0109570757366067,0.0191548342307082,0.576997476537447,-0.100282480088401,0.368463904061104,-0.0421278639709172,-0.0134264781817703,-0.406089712377559,-0.0126469365517664,-0.0017160264447723,0.177500936305266,0.321189594589455,-0.0500777101742585,0.446028921301675,-0.0759118740977131,-0.0309358488427058,-0.0077400168555414,0.17767937989716,-0.0564566841851389,-0.152248830352889,0.0204103148259168,0.12456711131398,0.092464903934412,-0.149512125481141,0.202836959563713,0.19721084610188,0.0715122479775768
