group,CD47,CD8,CD56,CD11c,HLA-ABC,CD117,CD45RA,CD7,CD44,CD16,CD335,CD5,CD62L,CLEC15A,CD107a,CD95,CD57,CX3CR1,CD244,CD54,CD41,CD2,CD18,CD38,CD45,CD305,CD158b,CD158e1,CD99,CD94,CD328
healthy,-0.256642787200537,-0.0523673783368831,0.0438340331761894,-0.155813068359915,-0.193801418210111,0.144248987128546,-0.272156189409559,-0.152898597277502,0.18532851735983,-0.400725670851329,-0.0171024605479086,0.181066399073786,0.446323649502905,-0.0824145547456801,0.116653170515894,0.0137231538896792,-0.0291494419537018,-0.117731306366874,-0.394653165402933,0.101057147386103,-0.189717170984425,0.0453382175114385,-0.119633414195,-0.460559824208391,-0.287248506424176,-0.277937114778149,-0.0814688743205921,-0.0563788497990507,-0.365967706409874,-0.0403787008249784,-0.405800126641886
healthy,-0.281584967417113,-0.0832263189858168,0.138423150427984,-0.0474668109167151,-0.171858922198317,0.0455717578604373,-0.250208059978093,0.0254596912978825,0.117468144922041,-0.383551783276085,0.119727420431128,0.0765470679357322,0.400301285421664,-0.092687480112193,-0.0597644865537254,-0.121306736311866,-0.100549956672125,-0.43406071951075,-0.292444566815259,0.32300194033605,-0.117120188672928,-0.0832039455446909,-0.159110263563344,-0.4940746308577,-0.190901927918547,-0.232669439568485,-0.409129959271504,-0.0855161892842834,-0.226424091341764,-0.175260543339011,-0.0884008544869536
healthy,-0.338527734680955,0.0111290222283072,-0.0027151666661731,-0.142903193685074,-0.122104995524572,0.0992057830718895,-0.150653209802261,0.0169857110795939,0.11266187962442,-0.135079442920514,0.216365839544176,0.115500095832571,0.45890022409487,0.0426773133402183,-0.0558181779287888,-0.0873107209357098,-0.44802551279421,-0.02969686031427,-0.189824277378064,0.239162366639399,-0.0168032438752068,-0.111491542191546,0.152006373064602,-0.108402547612055,-0.301246641073096,-0.293078039217834,-0.120790499555354,-0.0902176739438214,-0.176129292400951,-0.0499098302612874,-0.13368339878786
healthy,0.0496661560054764,0.166391338135109,0.240943056941734,0.0864369899381081,0.0822344191448934,-0.095531278178693,0.0790141009415337,0.251805555241825,0.0786351321355038,0.196222388259346,0.121985841226024,-0.113460170936632,-0.0793582727469579,0.340884813036428,-0.171203085134184,-0.0767226143596451,-0.0309720301287597,-0.0711259139937741,0.154009437682355,0.237030466161758,0.038535229314371,0.207797608539618,0.137954761910358,-0.001595648624461,0.113263516252865,0.246601287384737,-0.0539409768805972,-0.0665406479201246,0.335763000056863,0.234728907856978,0.299067492803082
healthy,-0.0140716466864161,-0.0693964141022335,0.431089737821671,0.0198281416805753,0.0178224930867002,-0.001065695244829,-0.0533028922912375,0.0900839020316701,0.292089900313696,0.17220921799177,0.311710399094049,0.0602539146574531,0.502945452867021,-0.0631350142167441,-0.232326462977654,0.0920989800186434,-0.0802711977479056,-0.0273168183008606,-0.209121090691949,0.419548166105835,-0.138382669839363,0.263784366100449,0.417789340286421,-0.15789134600888,-0.0227395006418696,0.238137469528309,-0.0675261712458392,0.0215093719381726,-0.185352766497145,0.372440460657207,0.20693441127724
healthy,-0.430752973940197,-0.0031434279625524,0.132905555184391,0.0325124346005682,-0.308839730909377,0.144596396674657,-0.303481163837585,-0.252942603459472,0.186662442496488,-0.122026038964274,0.165674401545369,0.146506997933423,0.302210989103334,-0.0950855279072943,0.0826335136881989,0.0899141393799846,0.0258249258088343,-0.100161140135711,-0.352659657648857,0.101468348669879,-0.207134979057872,-0.0035422678907236,-0.0735606955303408,-0.449492935031612,-0.34442231329109,-0.218688271886194,-0.263367709367309,-0.0375050455045126,-0.262085991494281,0.140991542308071,-0.228258292808821
healthy,-0.007971947412401,-0.062069487826785,-0.127941604069019,0.0367222321533385,0.129695559856941,-0.0369554784659556,-0.0342364044148215,-0.141901524672345,-0.0783437870664879,-0.126965832772173,-0.108657379633691,0.0540830207316015,-0.215025559055314,-0.216361739843326,-0.0811798226916236,-0.12863302787658,0.0380641563139545,0.0012015734415363,-0.055660688843894,-0.263169368182185,-0.123276957408975,-0.226252773979448,-0.0303595503765766,0.14124259334201,-0.154351937449169,-0.0049586005778953,0.008774803323603,-0.0209791104307909,-0.0748901128749388,-0.233518830503331,-0.272766822114198
healthy,-0.0648279048246449,0.024308543511033,-0.0100776897399706,0.320329257428539,-0.0042277068923331,-0.0001572666853864,-0.0156982781520925,-0.216515650574781,-0.190596784360125,0.102161683903071,-0.243287135136632,-0.196594801805236,-0.192901484508188,-0.261182121593343,-0.0661141166938285,-0.121571992071488,0.152856187796111,0.0211572280435865,-0.0108346011736579,-0.3949524359178,0.0627168791847364,-0.450062433888961,-0.08104691184452,0.119648975651473,0.0069199932381849,0.0142208537194075,0.141697616746632,0.116868518359795,0.0197630559839932,-0.456126522146682,-0.020213372251715
healthy,-0.146018590086339,0.414630253664543,0.240076584879773,-0.0268744706434081,-0.153432326742881,0.0893276860521495,-0.0418099030379111,0.0378589991638654,0.133786743664748,-0.0762516610166333,0.016772798735693,0.122163690537141,0.473113862088376,0.0103630865363953,0.0382422496534857,-0.0216597140444988,0.116538660690773,-0.102163881655327,-0.0577046540474661,0.299570679958596,0.0424644592684142,0.288802331962235,-0.0096504913866631,-0.304326339604147,0.0053637141622576,-0.129096476833764,0.0325498719295666,0.11069853586468,-0.131666636210449,0.059761025109855,0.176295202870912
healthy,0.0796685390551755,-0.321237069573825,-0.177394877481276,0.0463182653337855,-0.149143493827844,0.0889571846260403,-0.0643764824830804,0.144345776901742,-0.208716668851038,-0.155874298129423,0.414504595368548,-0.288423671090966,-0.048223703388379,-0.548327952168441,0.19286761232053,-0.308775706265648,-0.520629357804278,0.0573109246921057,-0.0865583583914768,-0.100164304674938,0.132436809235121,-0.422496364326208,-0.323010508946647,0.277023038915011,-0.32967066169235,-0.201404317154051,0.0066360061669365,0.0174939028618192,-0.482224434374082,-0.0817485631204799,0.0258205332019431
