group,CD11b,CD47,CD52,CD3,CD19,CD11c,CD117,CD45RA,CD49f,CD44,CD14,CD16,CD335,CD5,CD195,CD62L,CLEC15A,CD57,CD11a,CD244,CD54,TCR,CD2,CD81,CD38,CD45,CD305,CD99,CD94,CD328
healthy,0.378056902347504,0.26365083415325,-0.127593775925074,-0.160103649068429,-0.060235585952018,0.0958556919582502,-0.129986824555386,0.347108994769709,0.207151179878854,-0.140666151274644,-0.017626141265699,0.507195214794018,0.0932422699737326,-0.172329548174199,-0.0411274947770899,-0.283713909322243,0.194989135231972,0.01983408724886,0.388718248593462,0.452574333642099,-0.0194936174853284,-0.131636289914245,0.0073469679488913,0.219357829132798,0.470213436739478,0.324632752453136,0.346204044697819,0.413536408289723,0.116658771366162,0.467991712171174
healthy,0.380990728943294,0.133545942707073,-0.11393915810106,-0.148233099425983,0.130200349635953,0.310048741245561,0.0641824264652633,0.276137063162941,-0.153870663856599,0.0376065633129717,0.136352468869999,0.211880015500814,0.0490900859929553,-0.112211680057967,-0.005492280988734,-0.0753435766038999,-0.0430782710161544,0.214260707533621,0.172569291781434,0.282853233095844,-0.142076285382905,-0.0185062756636204,0.0977682074564757,0.125260056945053,0.330955420947187,0.150112089248862,0.0862976591625645,0.13132289376474,0.0094353362464503,0.218147680105472
healthy,0.266236514457539,0.28321663981106,-0.104533858111215,-0.2088663842123,-0.0790351572979863,0.336278075294549,-0.107770645292284,0.116793183328058,0.259044117906298,-0.175301696151789,-0.0783182064903804,0.278813647948093,0.0281835399246002,-0.0515906212472985,-0.109604418585413,-0.036013476499172,0.0168878254706063,-0.168039276074861,0.029064123259779,0.0490894959790974,-0.0625090001274089,-0.128429633167793,0.0719068959748425,0.0083731823859202,0.135332523331102,0.0272732488147365,0.0157155620353297,0.0647157314331645,-0.114696836351923,-0.0033882615661941
healthy,-0.0108909911512457,0.0356262666340332,-0.0555046863190201,-0.0366939833909913,-0.0592531959991253,0.0948067170921049,-0.167689880844093,0.0246822351909101,-0.107911889146072,-0.400984424723321,-0.0585159328541402,0.181973341310951,-0.168728604666515,-0.086104554569983,0.0397025616348248,-0.267524397484139,-0.095021099276288,0.0778662230611911,-0.0567983275012975,-0.0693323263305702,-0.362518087629339,-0.0803001384489366,-0.372227881884749,-0.115438578345384,0.138909491629341,-0.0680349510084956,-0.040248484455633,-0.0233483211212063,-0.42710281127586,-0.0470725825603594
healthy,-0.0369019249437925,0.39004024414674,0.142137945763815,0.0641213840337785,0.226732407856527,-0.0234118248380633,-0.0320787758506761,0.317510978600208,0.169337316703018,-0.147571957597985,0.27964511464916,0.427607116924526,-0.154890651087609,0.0523186605819678,0.0360991245930816,-0.523809454337307,0.130796229452698,0.262019917601329,0.463169602077403,0.544854098425498,-0.277339300646647,0.130218694659282,-0.338422701625973,0.238484790970972,0.412923718481154,0.454918352758921,0.438475525729795,0.570418434510027,-0.422860825678694,0.210598121417885
healthy,0.139496366083618,-0.239530192234929,0.239943951725487,-0.0759680190349878,0.0832173547298667,0.166450019575761,0.0452238180839919,0.134967660057773,-0.213392918800488,-0.0317353200547318,0.203250783687555,0.062105195158509,-0.0709842960648157,-0.0360952193339319,0.106653452672326,0.0409488500744677,-0.196870473148463,0.318314556288849,0.0320516094740463,0.0071506748444288,-0.227355486636032,0.0542132649348334,-0.234604118516511,-0.123105980034925,0.200744821619336,0.0263271918754541,0.247873831677661,0.0786288304194791,-0.205712381966527,-0.130953767120749
healthy,0.142217179993538,0.0367413416487852,-0.186478334992675,-0.0834471281430885,-0.0087307589631111,0.0862232458037475,-0.264416076027884,0.150146318038848,-0.18007688579791,-0.125036709311248,-0.159079494113332,0.11435041418316,-0.0517313845485899,-0.130391993708379,-0.0354483122106412,-0.158752232676202,0.113785231313712,0.214146542272752,0.217110157106981,0.20081577803032,-0.260876344425665,-0.0120354300981146,-0.0335613409812172,0.121966167488115,0.287175997388377,0.140054662371236,0.241328086717698,0.179003589612072,0.0182402178008232,0.0624022679700609
healthy,0.0649751365301045,0.29286336414142,0.0864015529465749,0.174333738533371,0.0950646970503106,0.0257996990238824,-0.180353434801192,0.264833731797435,-0.154348178926775,-0.0485432156451652,0.0452658261117261,0.0728409259850243,-0.373102030129577,0.0204533868485914,0.083787885075697,-0.546279216768429,0.226630624534776,0.268646983228576,0.376544953995508,0.327661860948103,-0.128450420556598,0.161489988625071,0.084267086958735,0.28924096074958,0.133506181905012,0.42398753894081,0.174558956825275,0.386180094536327,-0.167804697823775,-0.149076192263232
healthy,0.103865764028129,0.384705968435903,-0.206742151237935,-0.157068561763341,-0.156115102798633,0.0448189251557509,-0.239881538862458,0.260780386088587,0.219088910768829,-0.127227601828365,-0.136142846744505,0.311132393926198,0.0704306497547745,-0.257790951171598,0.0202515209393353,-0.457161261922775,0.0724358262984768,-0.0993543322905525,0.273353635123477,0.243098893624231,-0.156321414829742,-0.157656303936063,-0.426414397431115,0.0514042831865417,0.389703219959619,0.240014668231542,0.344593873661177,0.348993825416646,-0.159364866321124,0.184006368775566
healthy,0.127167112633215,-0.0151544726882264,-0.325832074870051,-0.367283742211959,0.0433848844042945,0.0395555286644582,-0.0276482492897565,0.215939533959232,0.0037597964889642,-0.230954413535925,0.0318023477292151,0.291069367262239,0.179047884434756,-0.464623578464651,0.0278246874052788,-0.288810035575507,-0.250920033307824,-0.0531938701982087,0.0785469722563521,0.190581772953571,-0.16695462459782,-0.269750494044609,-0.320674496293206,-0.0248658914495278,0.411143802957536,-0.0126328573916209,0.162372221833673,0.0275243718006185,-0.299482200474874,0.280731205749682
