group,CD3,CD8,CD69,CD28,CD16,CD38,CD34,CD94
healthy,-0.537539580234567,-0.21037017633937,-0.0298177335880188,-0.276558148203971,0.058494758166207,-0.101524787534139,-0.317965304041002,-0.483480417949879
healthy,-0.144835177178761,-0.0718222126810417,-0.0312880393937944,-0.123090345205113,0.316946455661122,0.462940974380404,-0.0120995677020318,-0.775532463682342
healthy,0.135330739013172,0.0370705821337339,0.118661900213702,0.18228387795804,0.461553630565836,0.0602486325727835,0.0781744446495774,-0.171975814077226
healthy,-0.046034363047083,0.0105421229642722,0.0151561204174803,-0.0341864296002566,0.221584036336166,0.666986969539563,-0.0287910700923659,-0.468296841972153
healthy,-0.329609763669912,-0.228649497566041,-0.131914099972162,-0.329593766813421,0.158382023367372,0.4925976848062,-0.199340397779142,-0.508801446495398
moderate,0.120689169386387,-0.0583005600972056,-0.295252746977468,-0.0666027734555547,-0.0790640774415915,-0.036838550742111,-0.148579304096008,-0.627441671885376
moderate,-0.178575248180554,-0.067972584830519,-0.0844696869432182,-0.0131404045045607,-0.481045634158287,0.387539912678907,0.103813290841457,-0.602569403189778
moderate,0.32414323578035,0.229720308142855,0.36693373035937,0.169012454795807,0.449535183631043,-0.554613962933557,0.209078858258263,-0.0528876044037558
severe,0.159678292790139,0.178674740600392,0.0501927571222891,0.134136191139944,-0.0221957347644249,0.414739919601891,0.0729333699090204,0.0465451324872404
severe,0.0370773327377543,0.053653132393334,0.208258272090862,-0.0530752531030483,0.0039961284394275,-0.0115742170222623,-0.0901373867875345,-0.263075752867505
severe,0.543523023593423,0.594582320185437,0.547803230107449,0.504724253150647,0.559227158464707,-0.104129636056058,0.679275943359269,0.0777941609627242
severe,-0.462830390079206,-0.0474947113858504,-0.18250070193794,0.0367880087556853,0.370761939761477,0.582286347996234,0.0247747619621497,-0.180645543324551
