group,CD8,CD20,CD16,CD38,CD25,CD94
healthy,-0.336298928133369,-0.306812936841428,-0.372572398156515,0.0605515438699548,-0.0452387384529535,-0.0026648136528966
healthy,-0.11113103857058,0.0644972810778726,-0.426128005383651,0.588182745012948,-0.0656154137942672,-0.623920511049931
healthy,0.226624301510599,-0.277245000216654,-0.463092306702466,-0.327571935258954,-0.125446809855365,0.193183833138338
healthy,-0.252873553201796,-0.274176851420391,0.0798200912827145,-0.0818240152701769,-0.619946356912375,0.0129724048094377
healthy,-0.119418981759031,-0.0635272314581815,-0.462303380545035,-0.0133916172841995,-0.120403596456536,-0.22394550515693
moderate,0.189907536005739,-0.18999395943171,0.282324893066097,0.359495362657789,0.44651585339806,0.300814405805077
moderate,-0.180646283434609,-0.0452231301828921,-0.57144973543051,-0.0978060923288346,-0.0442508212208671,-0.419962356459703
moderate,0.0381374123299341,-0.120262064058774,-0.0582122592931881,0.0459208056807899,-0.0898932643250986,0.193874637485429
severe,0.0018465316966668,0.054853922954599,-0.741809507465859,-0.106571491055926,-0.0158584267117615,-0.145391868372675
severe,-0.019128784396761,-0.139360435104998,-0.0654858423376491,-0.18541913392407,-0.0235228963505047,-0.0974989018123579
severe,-0.0066799304278481,0.489557874040785,0.099982933769181,-0.0075892249522143,0.0159512760212228,0.155862004110014
severe,-0.475593992284083,-0.447023301934282,-0.130839477734271,0.0658905870423676,-0.244011133895539,-0.110597264006959
