group,CD3,CD4,CD19,CD56,CD45RA,CD16,CD163,CD38,CD94
healthy,0.350263049329344,0.408346062355058,0.113211238683779,0.154554433485317,0.074490608459619,0.0742513586827913,0.40462419096434,0.0744883991436258,0.522527795715027
healthy,0.160235823568637,0.130271479842454,0.12409861038794,0.222609926731401,0.0212453200200593,-0.500136908881483,0.0846154243694037,0.265699384673038,0.0090717275064587
healthy,0.292850186191324,0.193870815160373,0.0876598633949853,0.367419326077768,0.293078204295962,-0.0627888716294227,0.242078254642593,-0.0420814984268148,0.561471717096616
healthy,0.21944512512269,0.236906829194612,0.110685532742067,0.392577936061527,0.123170700902261,0.157430543985653,0.143317144419099,-0.236937654344701,0.539913686517939
healthy,0.234044459850983,0.280978431480647,0.135748390657056,0.303948604373898,0.104810408365669,0.290759694418774,0.0997855292662198,-0.14079447447379,0.445727955822628
moderate,-0.211659624184152,-0.0396065107088434,-0.451058451602761,-0.460316652494698,0.166606365608946,0.0134971778100799,-0.110597654482382,0.273173405619285,0.313801173087706
moderate,0.367436618289691,0.248106481912277,-0.0003449983821264,0.372074493994217,0.17097534852741,0.326948745013662,0.167403676442194,-0.149956984798894,0.681152080177368
moderate,0.102854424760219,0.040993996511176,-0.232561416265569,0.336514975528071,0.279928170742566,0.44709975850072,0.0774030286141066,-0.51172572531351,0.0004726364199459
severe,0.160833098187082,0.20831473871971,0.21735204184075,0.167056077209599,0.431079525573464,0.3807706425985,0.203929517997356,0.0978852674285079,0.526293834525252
severe,0.0545186948667291,-0.194071613619998,0.0178712017037648,0.147524843358725,0.166210013685646,0.281390772221902,-0.0302190516457289,-0.209342305015256,0.342599550589052
severe,-0.293561295578918,0.0411698020184038,0.164716085226444,-0.10620176623659,-0.0341932988976156,-0.423636207571436,0.0706287073326992,-0.187200882154621,0.231329866503932
severe,0.430403556332496,0.271915028170047,0.0204057885997951,0.0454756679402744,-0.11088894042792,0.186616761781355,0.236619878900866,-0.424160917800007,0.364807864306002
