group,CD8,CD20,CD69,CD45RA,CD16,CD11c,CD38,CD25,TCR-G-D,CD94
healthy,0.035520591662234,0.382054990956526,0.467608447965017,0.0015987987872776,0.226486819558131,0.08009803293251,0.285256219124348,0.15256206473505,0.280396936228989,0.0383421479631404
healthy,-0.0763916095599991,-0.401059729197194,-0.10407073444843,0.184333161711788,0.0527655369982754,0.182656199269514,0.688281505201426,0.128259553235349,0.115266840549846,-0.419642447455677
healthy,0.110913104233399,-0.0799168089162551,0.142747717159586,0.0609017352204691,-0.359751551789907,-0.139291032958559,-0.427760234321056,0.0982514599866723,0.211742904840854,0.613585834110236
healthy,0.187678779029345,0.289680835487781,0.325706161808316,0.0727357635204542,0.241879378883961,0.0877802835097207,-0.0512746054632194,0.625394949909561,0.340217442314164,0.147726059760011
healthy,0.305279805377343,0.240559742650971,0.226339252397353,-0.245965917746965,0.366019951197537,0.222780643996442,-0.18555845452559,0.294107832358157,0.368830766649541,0.132515117139139
moderate,-0.412302728177227,0.185253618293472,-0.517916695294393,-0.128240268693909,-0.287124508342579,0.048802571493298,0.0530861305045971,0.131963945628906,0.102224588882038,-0.244222778530591
moderate,0.0590361809524515,0.0298276435893956,0.0516076244570899,0.200626109880547,0.561130047548548,0.0518628734341932,0.264473530293261,-0.0126950045295771,0.0936606689140625,-0.125707249989011
moderate,-0.0184373248912376,-0.185189845832429,0.0781773023296666,-0.0274130783405899,0.167691123248257,-0.432981845690193,0.0272059981254362,-0.245085820905534,-0.159883661497816,0.104709927415773
severe,0.0011731604096857,-0.104988136745039,0.0029254695728273,-0.0344600167848172,0.680940553198629,0.121273012522094,0.106758005783996,0.0100869109377583,-0.0053039941190266,0.0427669073283838
severe,0.0846844974991966,0.280717404809592,-0.052250760287312,0.40984600636657,0.0457154560267063,-0.0204743375163018,0.0011772964924755,-0.0860727050145695,0.010417416231858,0.260256128696397
severe,-0.0672446329736713,0.171732635823121,0.0332386556026373,0.217640347483323,0.108055452540829,0.20579593557619,0.288493105278094,0.0954680446849581,0.148690268235439,0.274229548934563
severe,0.321562446938453,0.148619284540047,0.166267233482291,-0.32492428274357,0.150588517039461,-0.115589956858666,-0.523684077613926,0.222972393529644,0.411726561836009,-0.0164212226254019
