group,CD3,CD20,CD56,CD69,CD14,CD16,CD38,CD34,CD94
healthy,-0.0029567054123972,-0.0847835939592182,0.163554353820673,0.0010127906763503,0.121376678602186,-0.10580333874442,0.0949737110224063,0.144335847873202,0.173706653244596
healthy,0.0997248398911343,-0.0082245131381194,0.122319756368518,0.0714170445399513,0.0706803054324369,-0.233222383667379,-0.467689557113871,0.0580013241762623,0.816694839000289
healthy,-0.369932527329291,0.165515427967405,0.0286339182302021,-0.0565718060927609,-0.0356506468090741,-0.0964404104047649,-0.188325420288905,-0.0042647583995831,-0.443642828926796
healthy,-0.0719083357884515,0.106889917605029,-0.209581909201847,0.0902796797448358,0.001472214694505,-0.216372529304016,0.308685104597515,0.0242491480911079,-0.399012778729578
healthy,0.0650617708320055,0.100956890714695,-0.141986602124136,-0.0080206788148643,0.155217489889164,0.35622442464912,0.18242665727277,0.0654017131998349,-0.296251085104588
moderate,-0.110263842595063,-0.0367478308008643,-0.189332110593009,0.0834791546411217,0.0311959686747451,0.532731594938347,0.285212455498629,-0.24835659511911,0.013770857818004
moderate,-0.0687741791282538,-0.0811973231686506,-0.0980850525357229,-0.0604778882720507,-0.0861220333108075,0.346884678913144,-0.359979400394449,-0.116310629725304,0.0866249784803521
moderate,0.263013234100963,-0.227119813943823,-0.374632250411584,0.288729191139778,-0.042012588561207,0.241935362980138,0.0233310500478192,0.158250531612698,-0.433775020533381
severe,-0.259576475932611,-0.269323922048414,-0.112020477003336,-0.0398646555399669,-0.0830241422695008,-0.18623316692843,-0.230760590588898,-0.156358144292032,-0.0071586983625462
severe,-0.0671887826894077,-0.517740475903017,-0.0852523227115365,-0.127816859100377,-0.457927853948372,-0.123403739374005,0.0860578417795484,0.0445019632212596,-0.15884728041655
severe,-0.452935852994519,-0.114164159683345,-0.452290151729467,0.0239771106978777,-0.345541148042357,-0.515580828156984,0.0792424479244724,-0.480793789305826,-0.435017832366755
severe,-0.420111893423112,-0.263879407055837,0.195656633643997,0.506726103359188,0.0596155170171656,0.306040733886701,0.188800467969953,0.0594165177949121,0.103800759817701
