group,BACH1,CDX2,E2F7,EBF1,EGR1,ELK1,EPAS1,ESR2,FOXA2,FOXP1,GATA1,GATA3,GLIS1,GTF2I,HINFP,HNF4A,HOXA4,HOXC6,JUN,MNT,MXI1,NKX2-1,RARA,REST,SRF,STAT5A,THAP1,VDR,YY1,ZBTB7B
critical,0.261598325552877,-0.106969814257896,-0.124902158013508,-0.227713133579466,0.244833075957303,0.24926835827291,-0.507881949879691,0.199183876091607,-0.202908119691451,0.0056437970983273,-0.238846219363202,-0.251282202619776,-0.240130105596805,-0.23923749577008,0.0231057887128479,0.316027472870821,0.372515711897291,0.0903592873726235,-0.277025624746587,0.039706274235046,-0.575768942216608,-0.206262271711391,-0.015076922973013,-0.416004824759391,-0.176108731904483,-0.101864638324002,-0.415967292103509,0.502690810081427,0.196670290248309,0.253438279200924
critical,0.432435957117915,-0.432416875958516,-0.0844904715889611,0.372845989022208,0.530012968652508,0.292945035373374,-0.0371092717138786,0.0053469158319339,-0.142532894949409,-0.068569125311931,0.0918239267979035,-0.340503014319785,-0.264011438976538,-0.389808762199558,0.144123906591373,0.451024884032271,0.247690930457911,0.303994421598992,0.0365173270543208,0.24284943499399,-0.252793649681486,0.295280781723225,-0.0096455004808551,-0.102138106097776,-0.545325695051539,0.0338109506190628,-0.509560762043738,0.116790958397888,0.417547181830873,0.113740231663155
critical,-0.25873470744594,-0.240573835720982,-0.117667001901512,0.0620263402348736,-0.148079799050468,-0.157089381987398,-0.11416799351858,0.0007287059164133,-0.192683827194919,0.129615808187066,-0.0161192751748528,0.159302714767644,-0.0162572272285717,-0.150266855249053,0.0479359925439687,-0.109687367120749,-0.0367116691527757,0.0061557584787032,0.150030835238779,-0.0573214244435817,0.220443628045484,0.204610579920865,0.211877931648752,0.007687307809787,-0.0658758594481735,-0.0344035529886823,-0.172970760253286,-0.0962628492401411,0.103075522260363,-0.0429974028657652
critical,0.21303847482865,0.101811616997214,-0.155139440327734,-0.154365822937094,-0.0397120289798284,0.177336626982081,-0.076142481206368,0.118687239586972,-0.0493603229275855,0.148501245701036,0.164865807360061,-0.148328423727426,-0.130915327132022,0.114594320808452,-0.0222124630906106,-0.167605245547011,0.142499355459631,-0.121734188937492,0.0066722459197438,-0.0858260508943525,0.111295077031545,-0.11791665416078,0.0344595004134691,0.114663064771639,-0.167812410348711,0.237682281872556,-0.228979319455885,-0.164371422233799,0.058932176387015,0.163171697224015
critical,0.185770676006996,-0.0129716577582056,-0.145272646823708,-0.0734430430936596,-0.170223436145411,0.143919154796807,-0.214986834964513,0.169781447766711,0.0043038034078745,0.0158199118930977,-0.0673006511304389,-0.200434977861776,-0.0225899689040969,0.116556126902983,0.203486567425882,-0.0344698997856534,0.0615301318806724,0.111101387834474,0.189796873318025,-0.0005759872056155,-0.175549370139987,0.127928368430627,-0.250755952058414,0.15772596803439,0.0962864671432393,-0.0343992647451091,-0.297558158610287,-0.40090085855379,0.0878299985392432,-0.224959360063722
critical,0.0607618810740261,0.0568119211944746,-0.176724946435631,0.039246284743184,-0.279345170557975,0.0778276432284784,-0.278644809938492,0.167698713574602,0.155147733173141,-0.0081667414270803,0.202645043164323,-0.218217751200253,0.0179468102626869,-0.108806249498894,0.0934371733947323,-0.208347847468805,0.0783030002777391,-0.0563438730605295,1.85035830774885e-05,-0.226316862031185,0.260991466503414,0.086039810952014,0.102608381829174,0.0808490933092015,0.0293625958423435,-0.216447050817653,0.246893771592507,-0.311208063063664,-0.233298541480068,0.0909334535685173
critical,0.0743684467384549,-0.0123530586450681,0.0792689742860012,0.0857995580297191,0.0280979364473085,-0.0008605335252599,0.0066852282035453,-0.107683598909416,0.0821865011046597,0.0657113166906983,0.0920075341921702,0.0150604465805161,0.120646356286052,-0.0135406393054655,-0.094224351424912,0.0590112899742507,0.0220601431832321,-0.269314436677967,-0.111102795315457,-0.030870437839526,-0.0812208981377945,-0.0561662758688128,0.133094865339339,-0.0616957402147004,-0.0320343408792799,0.136311322118621,-0.0022893299459623,0.0779511667120649,-0.0463718801045261,-0.0334054230996639
critical,-0.0531682814428092,-0.0720226073038916,-0.384839269218055,-0.0436723071040158,0.0662653861467971,-0.0464706377062689,-0.0035781932291105,-0.224806870759695,0.0445897925473775,0.0068352665530444,-0.0968864628189931,0.165973116704127,0.0970011484994133,-0.105281454625752,-0.230747589005462,-0.188680881427329,0.12257605523312,-0.0914274244309911,-0.0232353188531345,-0.203842328378881,-0.122025563967103,0.251780942794528,-0.0260795237275557,-0.317679334763981,-0.272034433956737,0.119938284583455,0.0495900882136986,0.115970160040916,-0.0414015306316957,-0.200401757966274
critical,-0.134911335836434,0.0628713021373671,-0.24467415081792,-0.171586262083231,0.363693018614075,0.247468430912914,-0.124432785480206,-0.392945638358544,-0.0872339317155969,-0.0324835061043063,-0.077366630130149,-0.283357465882995,-0.0003492850118742,-0.38831761195121,0.138840792220019,0.0661895097501726,0.165211810616526,0.213151178496268,0.0032308863598369,0.088805714269031,0.285627818460178,-0.388142969445273,0.0935210619293336,0.136221154630962,0.0506463267217679,0.141285787303139,0.0446211602669369,0.0083828402849822,0.172110189601042,0.309379199267627
critical,0.0604424780228892,-0.0663654982695186,-0.0818615423407891,-0.0746340081799967,0.0562983403864823,0.032810501477435,0.0373697117228938,0.0605149510181205,-0.237981550977195,-0.0582616997118389,-0.14275203524329,-0.0630251520347677,0.020391265476438,0.0112530796231845,-0.139411689008539,-0.0422517562198374,0.034826568435687,-0.070759997162179,-0.010903891555252,0.201474926742964,0.0191855783739539,0.0205625652833483,-0.173164339423981,0.0732701981788262,0.0386083410959375,0.151725509743745,0.0347738608027915,0.0437275699409108,-0.153939230325355,0.0265317047087612
