group,ASCL2,BCL11A,CDX2,CEBPA,CLOCK,EGR1,EPAS1,FOSL1,FOXA2,FOXG1,GATA1,GATA2,HOXA1,HOXA4,HOXA6,JUNB,MAFF,MXI1,MYC,NFYB,NR2C2,NRF1,REST,SMAD3,SP4,SRF,STAT3,TFAP4,VDR,ZBTB7B
critical,-0.455951345167268,-0.310854640123122,-0.0393717498007177,-0.0471359525113892,-0.256257699936348,0.117760961022306,-0.458327790680581,-0.213018392434574,-0.243875282298278,-0.481959120210676,-0.239796857115125,-0.156130284025041,0.206499176146145,0.34481987172256,0.0053608405834671,-0.0240494053232771,-0.0951014514953645,-0.51725073928243,0.0982273758579144,0.0585396039233653,-0.101529839716873,-0.104204755747126,-0.295149633185523,-0.0887061818725146,-0.295930928216617,-0.104243363102304,0.132463013993218,-0.295316621625389,0.567806745283971,0.212639854294286
critical,-0.154658745678045,0.461881577557688,-0.37274275513544,-0.353276587719172,-0.14109876757833,0.511015773683205,0.0173143137047661,-0.0686104856123892,-0.126669652248384,-0.257880323281877,0.115639466017532,-0.158985496688161,-0.0711730802478331,0.174888351801093,-0.0878778923695133,-0.391757803508728,0.0277256150245969,-0.251033662706146,-0.183227907627612,-0.331238442339525,0.404715265679717,-0.261322734515258,-0.0656409604099272,-0.0495281403740386,-0.453437282277147,-0.490410737239751,-0.0800526893663573,-0.0741661739335145,0.126842686518091,0.0222426798959666
critical,-0.154953691705016,0.128932090072772,-7.59437021333258e-05,-0.0588931317097742,0.21871495983689,-0.195480540444725,0.005819125711235,-0.12728503080039,-0.0620169815720482,-0.0343768600204535,-0.0952866114384687,-0.0332439928204774,0.0449296485920499,0.0201439460614027,-0.0871906258167778,0.0787134705308763,0.0190696087210325,0.0354052441652653,-0.0446234551942767,0.0460586460492421,-0.0838718376617666,0.0225281913341107,0.15215393280089,-0.0359465244371582,-0.0840440412156486,-0.194077758685574,-0.126672644004843,-0.12744804371516,-0.0075005289508238,0.105229431803759
critical,0.0568325147860306,-0.0381600501508025,0.0215245196112065,0.0706863966776164,-0.153197823510265,-0.0793361373628769,-0.0025439075524644,-0.0198294992392366,-0.0151841184571693,0.057296921151719,0.0708436135290149,-0.128524237194295,-0.0306749474740166,0.0943128086037113,-0.0372418342902169,-0.113380650271169,-0.0240098150930239,0.0620843718455793,0.0672680377422404,-0.0297132664823893,0.0441366254076773,-0.0545419143540029,-0.0195033910177715,0.149225314088771,0.0656424657890147,-0.0953531578903643,0.132411372956195,0.0815045444995108,-0.0754713328597636,0.058718877525506
critical,-0.218502567676349,0.0384853578834499,0.0688723265011562,0.064254585135554,-0.0079564526811294,-0.261607000915858,-0.175240189966743,0.0815823207764002,0.23266794554007,0.100950261422028,-0.213279728239497,0.0431169727498038,-0.0951337962318562,-0.135232215375789,-0.10540365516334,-0.244392120867665,0.076396299476159,-0.204257417183305,-0.139617308805708,0.0362039674040609,0.0053703787813847,0.143172926969527,0.185524989591344,0.0469916814309132,-0.000692607845222,0.0180809066528114,0.0674908459839915,0.0024449377094048,-0.104492006085095,0.0637121846157788
critical,0.0402089711619175,-0.0979645610851523,-0.0507900544132697,0.0234280693179056,-0.0735876562420817,-0.0144129920864655,-0.127749923400195,-0.11747505093294,0.007474715414911,0.0915705113965003,0.066830693586297,-0.0916984474778213,0.0196678692737332,0.118579651249023,0.0749394856744814,-0.061803005045295,-0.0923500951793386,0.069041888767615,0.0558740652231828,0.102101066069335,0.084388804749871,0.0817935163889967,0.139982303392339,-0.0273488780580795,0.0152357911009304,0.112059565049671,0.171513181150973,0.0123052285254583,-0.183962302150969,-0.0607431396173354
critical,-0.274880468371541,-0.128020529581127,-0.147357620609901,-0.0074312429495465,-0.0125092589650701,0.178765950185988,-0.045605477564758,-0.181948395083284,0.108166121334828,0.207035636906555,0.009182569412961,0.0106370992829638,0.114475125765774,0.06904712199097,0.0954522011055988,0.0852259347661872,0.0549224739335138,-0.194881325521392,0.120256995280178,0.18343766450366,-0.161315367784039,-0.0770863070720598,-0.223853355325605,-0.0596976516946909,-0.0048333287476725,-0.00474119341842,-0.160298103124178,0.155401336936692,0.162029038981938,-0.166487029544049
critical,-0.0261704423091837,0.027851982041267,-0.0078156072054575,0.0836506807565945,0.203395256607484,0.0769008381700629,-0.0180469475471475,-0.113492090086523,-0.0775639805996169,-0.0999213539388652,0.0355491709557328,-0.114013130566887,-0.047130479814729,-0.0404753718609909,-0.0188995592422883,-0.0644906012741242,0.0065603733209447,0.0272598905863081,-0.227007863831245,0.029509838115152,-0.110697418419117,-0.0584039011171466,0.0524593029093592,-0.0601091245074283,0.0575749730802042,-0.0128839100599058,-0.121805054114146,0.0462778681195882,-0.0920583794170109,0.085284853172281
critical,0.0652610330115463,-0.0244840164777288,0.0458518854037467,-0.392990722664346,-0.033031164048136,0.210117377772509,-0.27101580421166,0.380615165244694,-0.13087819717186,-0.048522869019499,-0.053330639527853,-0.221602607320244,0.0874301970222899,-0.129631738151175,0.214301918770521,-0.0146013770994456,-0.278939722271725,0.118057475816249,0.100518016739476,-0.106216115119747,-0.312505083043012,0.0854714757040716,0.113961967605429,-0.241189820502427,0.232464607357636,0.0962444429542723,0.141384066060485,0.095977344592697,-0.0998947872291337,0.546839378931675
critical,-0.0895190272693261,0.026217246649973,-0.0077085829037475,0.11074283268348,0.0029167610987152,0.0820591083302156,0.0850094726673953,-0.133875302042416,0.184360807511423,-0.215739511589537,0.150414816014624,0.123935464104628,-0.141583884946163,-0.0749352217757497,-0.0623340073515765,0.0694041287244993,0.176417001938424,0.0220907689665371,-0.0908295535694401,-0.0517825904737355,-0.11181141566665,-0.0836922257195884,0.080284857339292,0.106058541241534,-0.108719917727919,0.142141698704673,-0.113074897432914,0.0053160323250778,0.0757484201465896,0.118787447971872
