group,ATF1,BACH2,BATF,CEBPA,CTCF,E2F1,E2F7,EBF1,EGR1,ETV7,FOSL1,FOXA2,FOXG1,FOXM1,FOXP1,GATA1,IRF1,IRF3,IRF4,JUN,KLF10,MAFF,MEF2C,MXI1,NFYA,NFYB,PAX5,PBX1,POU2F2,PRDM14,RUNX1,RUNX3,STAT1,STAT3,TBP,USF2,ZBTB33,ZEB1,ZKSCAN1
critical,0.0495808453405048,-0.0262870324468182,0.103627026059431,0.0192838171341254,0.0367010386284698,-0.0758965790884186,-0.0400474472606527,-0.165076511705301,0.0645938110262471,0.0627274110771553,-0.0318857756824852,-0.0826083457345306,-0.189697042242135,-0.0455775682946092,0.0172335983975617,-0.0016033264324579,0.0992719623844238,-0.0822910332818488,-0.0086765011665713,-0.154410912527453,-0.194357774773812,-0.034419154730903,0.0973816555561239,-0.157951218017607,-0.03341017353693,0.094146399235457,0.0506234527179206,0.0208683246452968,-0.0024188999951838,-0.0187149769154778,-0.0545611081526747,0.0366982663437049,0.0863432982302964,-0.0024549396971278,-0.0029277936326793,0.0580259096518773,0.0371415709851737,0.0559071013287178,0.196962809229624
critical,-0.0106273020798262,-0.08942081185733,-0.0540825453839192,-0.193164594497285,0.0529431869403703,-0.127684047724101,-0.0869061113894056,0.101097366523662,0.110576545810714,0.0031686183018429,-0.006012670493182,-0.126914537862057,-0.0891030694187235,-0.032475565694552,0.0044924315174357,-0.063907346087115,0.0422206942897838,0.097271039459069,-0.21976282933587,-0.0045593674956912,-0.0586432275319943,0.0228824150883989,0.018948620408296,-0.0950654005505177,-0.213954813352948,-0.070592520399241,-0.0813830341379871,0.0896762300347738,-0.066885444130783,-0.0103471976520625,-0.269147704402144,0.143145570073679,0.0189285319634034,-0.0075345927804463,0.0641816980412201,0.043430508362944,-0.0119237232261714,0.042653054939935,-0.0453399748701505
critical,-0.311081368038135,0.201174759101574,0.250332690394789,-0.203350767119028,0.127805434453493,0.0971971859916212,0.203476449910776,0.264093958608765,0.0654139031751497,-0.173591376242695,-0.18405795984441,-0.22087852915556,-0.0081210035636481,0.0444956982088333,-0.0386718967832533,-0.0825107527828301,-0.222162787841084,-0.248680360676287,0.0423935038944701,-0.0567213421537886,0.460128191779582,0.342967391549448,-0.233459276861328,-0.101835479496622,0.111155456994251,-0.0099319329955468,-0.1714053934005,0.120170703596014,-0.14027296789844,-0.0872502907589615,-0.137659563816052,-0.157478543095807,0.0716142542347379,-0.406624728087543,-0.328807629087031,0.244604148545494,0.246671929714498,-0.127719650960712,-0.162048509051326
critical,-0.167703859793793,-0.0591275055989335,-0.116446202548079,0.160641661085575,0.0941296750398003,-0.228512485928379,-0.0744821607743869,-0.0706429070129632,-0.150452889428795,-0.13040413344209,-0.0572887839993309,0.0029040435628398,0.104808470563165,-0.202552765229531,0.065556429938895,0.236992775310764,-0.0113785289400366,0.0179971996034508,0.0461489208550455,-0.208158668877784,0.0526881850738551,-0.0732901074011664,-0.110531857481266,0.10369142279545,-0.0097233669770379,-0.0427315736245931,-0.0246084079744805,-0.0270978797381799,-0.152736797360397,0.0368223947602001,-0.0069956120992479,-0.129413370622422,-0.0759831658083822,0.0372981318447828,0.0790599263607715,0.036739799301756,0.131638409358546,0.131563148631933,0.0355490853143481
critical,-0.225339054274804,0.157640321462594,0.0492447927239902,-0.0204364393954981,-0.241129242419398,-0.0506412039204509,-0.111279241801118,-0.0174698135278082,-0.0556800800700951,-0.158523015175436,0.147764295163529,0.0024360978840519,0.0953280717495664,-0.0632553472564447,-0.113562620566357,0.0098905574092508,-0.0952827688766349,0.0828991288375063,-0.0793583816556217,0.32888347160126,-0.0635966858839411,0.247746596028416,0.0203389954801361,-0.216947765528229,-0.0326912939090605,0.0487410475708903,-0.126893347081109,0.0476973719510912,-0.0593897870233532,0.132939998460683,0.0082844423481513,-0.0879690616736256,-0.206058835372111,-0.0140399016765548,0.0526664417870989,-0.275426366465828,0.110849006970133,-0.0304597712625231,-0.0379358849911358
critical,-0.0331206398566969,-0.0859054556801446,0.0464338727522784,-0.007235806133969,0.0330856347402144,-0.0104018014323994,-0.0489687402996903,-0.0128650016999123,-0.0638962476053677,-0.0597386132823226,-0.103393100498979,0.0728374657308073,0.123590638447637,0.0704732740176058,-0.0023108555150106,0.0718488301037606,-0.0372653285005694,-0.0606806444643482,0.0553250687733953,0.0153355551131951,0.0714200692095669,-0.126834929213703,-0.0266796984239203,0.119517099256497,0.0268949073944842,0.0670293090959832,0.0099978962422169,-0.0866581692499513,-0.0338567829571628,0.0977675297232037,-0.0396765389205255,-0.0860087104172246,0.0243339413578605,-0.0278494699939488,0.0768872884377036,0.122798673578579,-0.0388125960752685,0.0347846256748153,-0.0226397144331951
critical,0.109272203112704,0.0172843212577192,0.190548307083117,-0.157644002163782,0.0457599061944786,-3.83262454761653e-05,-0.0129151292734363,0.0549720677932922,0.058179240632819,-0.0009108599190824,0.199003729196784,-0.0823435306795255,0.0157463787264841,0.176759828684043,0.0260047652815939,0.0714270743350696,-0.217147536895607,-0.034849973466274,-0.0348214326451747,-0.0270061403761626,-0.134714306492627,0.0455217942013075,0.0324509135898723,-0.201304934829417,0.0171946215342643,-0.0972353156770942,0.128527471930336,0.0700562994702732,-0.203187813569938,0.039323543310577,0.0893205382602504,-0.134568340579005,-0.262107484647275,0.0206912798449408,0.0774182004098225,0.11379388462686,0.140928050971954,0.0225227851074827,0.0154014425171986
critical,-0.0860368632111907,-0.16533589978536,-0.493317504838003,0.0807798775932952,-0.0638489286079605,-0.239649438261808,0.024557280233831,0.444671877359731,0.276201530750555,-0.109779680884503,-0.218152562800836,-0.346393395057103,-0.0849015517631945,0.058591942990065,0.0919108659203885,0.166224404396836,-0.187104262766505,0.28404998815192,-0.0495834934570517,-0.0464984080005402,-0.229456315913494,-0.14892324515672,-0.310631084445223,0.0861355859457991,0.0943542536019455,0.175504341450022,0.0259393985183481,0.169062683016826,-0.308286419498274,0.123897031933499,0.155587029742784,-0.13618801239224,-0.153217684112184,-0.149021967891328,0.177873687080623,-0.0387486733337835,0.19164550855849,0.282593827816447,-0.103806955440697
critical,0.0437818016354541,0.475479781202243,0.150082132918094,-0.0925537871132287,-0.45052886199064,-0.493745737153379,0.267680993655045,-0.008473897090733,0.248661802406955,-0.08859930180422,0.106017868046282,-0.619536031744705,-0.197159338977722,-0.0431227207506193,-0.334907243908194,-0.464652023808529,-0.539881399091814,-0.454954119360245,0.328598898296204,-0.488661398898939,-0.165994228566248,0.469171435590253,0.450340553166402,0.42397731777301,-0.482070590050591,-0.591572171345286,0.467382501759987,0.478963494450656,-0.246872868576689,-0.0137465441694114,-0.30882647175116,0.11138466953708,0.10630033128264,0.249415037703909,0.001129852945431,0.45561320024508,0.197535956626199,-0.11515084602185,0.475479781202243
critical,0.146938830048572,0.0444954053949221,-0.0466121269842379,0.0892931995883178,-0.0104951039080017,0.110799680962691,-0.0550937640145977,0.0726470649991683,0.102657309413546,-0.0137992546815679,-0.1091771069221,-0.172523872534065,-0.0203116768535746,-0.0668795518185237,-0.0212409692586401,0.0476299234278811,-0.0010989251456727,0.0712014990357331,-0.204577085172277,0.176189414798491,-0.0808705652503432,0.0678088442235892,0.0177745610810148,-0.11056367019315,-0.0980772254171513,0.0056200064496818,0.0776696691884509,0.0076851006831607,-0.176749940376149,-0.121272658861048,0.058722429596282,0.137350892535991,-0.194480249437875,0.0326284888889666,0.16160837444282,0.23476433766381,-0.0017332040888126,-0.0934676400745644,-0.156482515541863
