group,AHR,ASCL1,BATF,BCL6,BHLHE40,E2F6,EGR1,ELF1,ETV1,FOXA2,FOXP2,FOXP3,GMEB1,HINFP,MAX,MYB,NR2F2,NRF1,PAX6,POU2F1,RARG,RBPJ,RXRG,SPI1,TCF12,TCF3,VEZF1,ZBTB7A,ZBTB7B,ZKSCAN1,ZNF263
critical,-0.012795347184186,-0.455278002865202,0.0079494300728914,-0.0591477344573486,0.25786980586509,0.0404777276375514,0.167622206316644,0.0138479688104658,0.322218254671289,-0.0751400774358491,0.266470010792902,-0.347544091284209,-0.114531136469483,-0.122017959010923,0.14412005523533,0.0372689001333609,-0.0358414228238765,-0.0536133289159038,-0.36422258100028,0.0551132138248894,0.323208205209319,0.421625816109307,-0.0640548436931577,0.178466214911891,-0.0748677940499803,0.0030885384537851,0.0125076579260829,0.0313195220174134,0.332434165855544,0.524017710681318,0.0453868088250065
critical,-0.271214095471383,0.0243654782522823,0.221981701042471,-0.135882219925174,0.251933153129768,-0.0223714225583498,0.458509637076043,0.114355644919477,0.339433567735814,-0.0982900713389754,0.0634558958485675,-0.119503112167012,-0.303089878815006,0.101857068541635,0.0459666354399908,-0.00040057360329,0.0136079742392852,-0.262986760211025,0.0609268367002288,-0.0244997274701404,0.0958769851934928,0.326636559410921,0.0399245303724595,0.254137640118142,-0.0874581464236616,-0.0846511313983101,-0.0395993647032177,-0.198866469434597,0.0571280547715518,0.119274998166845,0.412073916418459
critical,-0.168158272445992,-0.10032434378235,0.23663263467547,-0.232462721590982,-0.217445642357839,0.150751155688358,0.163627938108059,-0.295382244974699,0.104578922751833,-0.114262051230239,-0.144155257552789,-0.0168007387433067,-0.139365722628388,0.136904263044487,0.210092008201246,0.0617167002242512,0.129348660547708,0.332644694248283,-0.435517055474614,0.0130357083267323,-0.285391670545191,0.261387236670675,-0.203125755943041,-0.202593164956978,-0.24896263629598,-0.275305078380185,-0.175983481392199,0.273689804652471,0.221665692782045,-0.136917506870073,-0.102993447631688
critical,-0.173147333646092,0.106431494879637,0.11770407438448,-0.0051584049275739,-0.0646465493587198,0.143902636165336,0.0554326914212699,0.313954596240885,0.238458594258498,-0.0039082707418736,0.0885229610604185,-0.0698523029340827,-0.0859511383734066,0.24855312523718,-0.07677471066376,0.0308308181434727,-0.0790370550319316,-0.141362635075778,-0.15762122792273,-0.008655356431111,0.0753491149054551,0.0627186564739952,-0.0676057808073168,-0.0425304800898441,-0.166042379758106,0.331530213570225,0.0325657741441894,-0.050603129346794,-0.098753220893548,-0.0515401248443737,0.133495852071746
critical,-0.142274277353477,0.10032878092784,0.123931973864612,-0.139635702640845,0.011526488141823,0.0693451318174389,-0.0141272977457559,0.189811370185835,0.100669978194626,0.240306467608569,-0.159708382429675,0.0810701490376301,0.20071735661112,0.100947971355882,-0.126569237288748,-0.0013878677446821,-0.127295428858102,0.11731022921505,-0.258526034494163,0.0317866821856501,-0.0756928171712348,-0.0537809241372322,-0.0876168879851927,-0.042775279786214,-0.107245303231412,-0.0969849952617975,-0.11089724169413,-0.251528999076907,0.0714025434684275,-0.10206466463949,-0.0207658268880727
critical,-0.0551567270735811,0.021358492627163,0.223389827504905,-0.0336530099635127,0.0053222430654494,0.104047533022471,0.0249305464405643,-0.0460876923491699,-0.0094179482562435,-0.0248733935795498,-0.0014410016432816,0.0079179198876519,0.0885691328615446,-0.0022378624349663,0.0022788063698241,0.0596851075302188,-0.001157111202505,0.0199083090488331,-0.0093704457963512,0.0344627067256219,0.0609697351980364,0.0730244915977699,-0.0258394643171231,-0.0282715527863237,-0.0435922672667796,0.0977060951666697,-0.0577984072642395,-0.0130554936267745,-0.0522923381113961,-0.0590655143008936,0.0179417821638631
critical,-0.0411323690718408,0.0858516721096339,0.166353594435951,0.0628072286956118,-0.0465030513585021,0.0996454442242201,-0.029133559119041,0.0817832905667593,-0.0445630568521149,0.0158339436012648,0.0009202825577505,-0.0423554253386807,-0.0171698858682837,-0.0805243500084718,-0.148782253057097,-0.0903304802359406,-0.0627040613576999,0.0163206243040232,-0.0741474123824667,0.0344541529155567,0.0871352831182916,-0.187206853303452,-0.0757001555769816,0.0845239533260717,-0.115394162633297,0.0468222720345049,-0.157123108050454,-0.0486583516135751,0.130779552591466,0.0615849200181771,-0.0519230745459039
critical,-0.0338585546373572,0.500351623078045,-0.364824768264219,-0.0082446275313947,0.239348948137542,0.519735761403262,0.570917297482988,-0.0372629373539724,0.449911177113501,-0.5021811892999,-0.0995376660953223,-0.37601059719024,-0.387173267050162,0.247199871545247,0.0250117913873774,0.464709820351032,0.520314738055748,-0.20968218446418,-0.547295050061576,0.544214894270353,0.517651445454314,0.516956673471332,-0.225059804354198,0.485043480386326,0.576707064007844,0.523418052913071,-0.0821452074546552,0.51663244654594,0.269710483793886,-0.13138138198203,0.319803543766939
critical,-0.193609876527791,-0.055806750610598,0.0381419366377945,0.369906477669302,0.111965039807719,0.190270259955818,-0.0277715483353527,0.154325439483795,-0.473258822107197,-0.291777026814465,-0.532932497169553,-0.568613663701684,-0.336334542656313,0.139912357436334,-0.307772032501282,-0.601570406188257,0.0567734817235375,-0.55903423721892,0.150458515032037,-0.446893428117938,0.16495948172613,-0.0362963590585464,-0.586278477674487,0.235442968324082,-0.0833146450060581,-0.154852747363581,0.555079428120531,-0.138681972383502,-0.0234652006504404,0.423340342820867,0.18631545085743
critical,-0.0525741826045803,0.177278711348164,-0.236053305246297,-0.120420608213493,-0.0631712491790151,0.0361745920923291,0.0843919081516005,-0.057945661907016,0.107820841948521,0.0417516465285617,0.040438618254633,-0.0610889720173302,-0.103251768813486,-0.168412454771181,-0.103331346284633,0.139565621480322,-0.0642190192157865,-0.120712392274366,0.0779593959005355,0.245217977340082,0.0222617975534279,-0.077024360614556,-0.129220550231187,-0.111574246004297,-0.189135754549096,-0.111919081712601,0.0123146136600285,0.105804879346125,-0.0286279952452035,0.0099206580696836,0.0952608644191216
