group,ASCL1,CDX2,E2F3,E2F6,EGR1,ELK1,ESRRA,ETV6,FOXA1,FOXA2,FOXG1,FOXO3,HNF4A,HSF1,HSF2,IRF1,IRF2,JUNB,KLF9,MNT,MYB,MYOD1,NR2C2,NR2F2,OTX2,PRDM14,RELA,SMAD3,SP2,SP4,SPI1,STAT3,STAT5A,TCF3,TCF7L2,THAP1,ZBTB33,ZBTB7A
critical,0.404210038841663,0.0288988794702081,0.247502661073687,-0.0093778422870082,-0.160393638935073,-0.312384041099428,0.11144238641836,0.264885529033031,-0.0142024747768634,0.232310673500581,0.370040900225419,0.177723275354707,-0.159995489057553,0.0635921911088761,0.159027464783953,-0.194889850007788,-0.0257646774282812,-0.0584405473834129,-0.0726390121938001,-0.0070829170454089,0.0150719946831333,0.30960761377638,0.0771359294081316,0.16584557098978,0.024066839256023,-0.118845213079359,-0.0116838485046713,0.0865098229495259,0.0759209095658598,0.277006831208775,-0.153901258326747,0.0488917764490551,0.260537225461766,-0.173169269686345,-0.0023535136067544,0.210790652723807,0.0238778504543153,-0.105721572336734
critical,0.0432361088302129,0.132190047930796,0.179054532016934,0.0036363679484829,-0.337081569770087,-0.142280115164774,0.0148043352041251,0.294460680691494,0.388992296935899,0.104788890094741,0.244763212645449,-0.0720755225752741,-0.263480690774678,-0.354246641750246,0.246655010661992,0.0344915656334648,0.259832605756481,0.214464738953347,-0.168858608001303,-0.188563577216687,0.0026293398804404,-0.0362811352564089,-0.351643750067035,0.081420317623009,0.0580219245369312,0.161701967723534,-0.0282658532636956,0.0193347136519909,-0.223697098766308,0.283077397081586,-0.173383220703777,0.126328243045142,-0.0213250796777098,0.0759365306194611,-0.168755138148653,0.182769758212322,0.0550786490988605,0.2267301048169
critical,-0.0389115993151212,-0.330367447822161,0.179652761129772,-0.230820546721811,-0.450197800747898,-0.227973310818113,-0.354297441862206,0.55874931380039,-0.364267218527466,-0.334703661132795,0.346640312295952,0.258509529350858,-0.174391207863601,0.53893204590197,0.26228960163505,-0.0536331723495269,0.472889479090482,-0.353407241398651,0.366087444212157,-0.152006414417663,-0.519016387425999,-0.344028745251816,-0.36668013031026,0.280107198176389,0.352326350625271,-0.188895853100835,0.189602859679522,-0.382590355226792,-0.220547633372383,-0.511224790737091,0.408262331016048,0.17429188023293,-0.262004268960153,0.317485778587956,-0.339922578482028,-0.301396576525594,0.0959041070981699,-0.215992618158338
critical,-0.237575670845233,0.161124027482325,0.330615133149018,-0.371363179937037,0.100203360442857,0.321749785918315,-0.25552592965743,0.365939439875086,0.530294532570487,-0.242651321082759,0.41570016087468,-0.50813034956772,-0.0771212797074214,-0.544335183847982,0.386251005011301,-0.195939005451918,0.0955735329419997,-0.316708537200227,0.0987107652458825,-0.127423635458901,-0.165273281473073,0.402017262115734,0.0755967277690402,0.433490927024849,0.0882405376557774,0.286683112229523,-0.115974972775358,0.219958018263265,0.108307101107878,0.0609107715093417,0.276976761356128,0.360827467221099,0.277610366329183,0.0505070185980817,0.185372849428593,-0.539946166983185,0.539660477207553,0.240167543021183
critical,-0.0782993498089033,-0.203988329518512,0.484402802525738,-0.56018491786532,-0.213753279884408,0.0306101417719724,-0.168259681304748,0.344091816018238,0.169383812596869,-0.153612255755904,0.509604975345072,0.278061682294066,-0.265458650571826,0.0960823598502388,0.0540846176515691,0.281048644905989,0.586482950100716,-0.394476967906186,-0.417039481251612,-0.109419422849983,-0.0188363319558038,0.210105429747722,0.264404809907338,0.332578937461846,0.324680709040897,0.464759554914699,0.0680823088010673,-0.373171126482849,0.0119976504495561,0.219724351983146,0.533134698101739,0.299466864346126,-0.0185274163192286,-0.127984707920631,-0.158371009059216,-0.421789156429584,0.188566669565657,-0.348875988072502
critical,-0.124836883610748,0.157868163978746,0.046263590376433,0.120873891564985,-0.428810952834097,0.276723450084405,0.200269877436362,0.175100067120942,0.523359234575015,0.0291982406700286,0.453091892787688,0.149572656781616,-0.212189354480316,-0.268679067018823,0.290498121669549,-0.594943845822337,0.0748837002246633,-0.340979432875898,-0.345385797192191,-0.0440186312188535,-0.090738718498382,-0.135944389548467,0.0320256747179316,0.515025924739018,0.503791331690191,0.535264662716505,0.018916385033048,-0.136616980753939,0.302114530613635,0.161817107122045,0.0096393032032248,-0.0167110770541338,-0.150860811739794,-0.0413106128418959,-0.424571049526606,0.620095355593757,0.181042845290274,0.0173341273930215
critical,-0.138458807079783,0.0573860140174081,-0.0312264393578567,0.145164342556174,-0.0210668284281988,0.0085971058059685,-0.0247146456431345,-0.0017458942721393,-0.0876947681606417,-0.0878530152484172,0.0778309461800968,-0.26565544992209,-0.017755471142879,0.0522696046701264,0.0520810392150669,0.194902733294266,-0.0035635173644385,-0.0143790402887544,-0.0679767373403981,-0.0744974047235936,0.0026177321996498,0.0801802499084266,0.135905408976565,0.0997725704252972,0.0645818196769539,0.0919230711882117,-0.0134990681651433,-0.0425921297275227,0.0795709246732539,0.22360905080568,-0.149329050959685,-0.133556105248236,-0.166041126584568,0.112775452628304,0.0331520254165821,0.02276539646848,0.0562627554831516,-0.0152634492466022
critical,0.513845966023013,-0.488594761806408,0.124629128615347,-0.0695668384769617,-0.0415201288933645,-0.521934600404557,-0.379501310558445,0.0444989460877008,0.315158859160781,0.0425283439437553,0.200039031588892,0.303953923714393,-0.443018858733063,0.220936579906082,0.17226728974631,0.229483493855985,0.146764031767108,0.318939665599747,0.195112526229028,0.208837999301393,-0.0157189891947285,-0.231408268043095,0.0315296343031289,-0.185855278948168,0.189429859581371,0.315823364534902,-0.507040514432875,-0.412841149156594,-0.260990214180696,-0.0018560322518557,-0.106137548032044,0.50190778326725,-0.0849879459522566,-0.231889461589872,0.191721257423168,-0.217705708949148,0.309063740901601,-0.0841630427292096
critical,0.0962963054377291,-0.155206986411399,0.0400000037972105,-0.268409611536838,-0.205925945474528,0.0746841029503474,-0.110065369925658,0.0999564365041405,0.167843153188295,0.228235315784084,0.340566481131806,0.198431391386162,-0.0577777832626375,-0.265359502314828,0.0799128616166494,0.257603510293147,0.0592592648847564,-0.147189556456402,-0.0530719004629656,-0.231372570983865,0.019782136954176,-0.240174314738807,-0.168017445143839,0.0393899819528086,0.323398723510781,0.0691067603729585,-0.325838810888388,-0.218997842140283,0.0371241865307444,-0.15067539556727,-0.289150354246502,-0.274945559869715,0.0901089410159384,-0.0246623117093912,-0.0542919441517694,0.11633988032522,-0.20958607654094,0.0732026213282284
critical,0.184595418664392,0.230635687790099,0.0478105424811696,-0.213597629361504,-0.216355043993246,-0.389802347177514,-0.044954413721799,-0.0138265588097643,0.282789651886902,0.196066000294768,0.20548332807048,0.274708255305088,-0.202436351997696,-0.205503070896006,0.157791242542464,0.266185935619869,0.093594154875044,-0.240948023656306,0.0333982798474791,-0.0516867172260298,0.115515272150306,-0.173230132103486,-0.0334443464403722,0.27587966295294,0.213827962325969,-0.0571883846058313,0.0753386222057027,-0.264784195007551,-0.228654824295697,0.28105886418249,0.264303786253095,-0.171137392597772,-0.0673361969259914,0.195493458354525,0.0902510364193751,-0.198968195647031,0.0135304164268802,0.0156494796999617
