group,ATF3,BCL11A,CDX2,EGR1,EPAS1,ESR2,FOXA2,GATA1,GLI2,GMEB2,HES1,HIF1A,HINFP,HNF4A,HOXA4,JUN,KLF10,MAFF,MAFK,MAX,MXI1,MYB,MYBL2,MYC,NKX2-1,NRF1,PBX3,PPARG,RBPJ,REST,SOX17,STAT3,STAT5A,TCF21,TCF4,VDR,YY1
critical,-0.194892351519571,-0.239491187882269,-0.0085458755971823,0.137579591607301,-0.503204605183114,0.293807846897205,-0.340723862467874,-0.119807010516279,0.161417748141271,-0.211152862993809,0.045484152215387,0.370820292604141,0.0053975797792321,0.211298194523669,0.314853157388393,-0.330801984745121,-0.453763108033849,-0.172129162021475,-0.0690939086470516,0.343414742530473,-0.601776961800392,-0.0844008704690027,-0.0717444393586034,0.173223611238288,-0.110549989148464,-0.055407538037455,-0.0698041003140363,0.105202453644444,0.512459472123337,-0.400624243806005,0.111019869806313,0.0759202740278626,-0.219230950805661,0.0874175923161465,0.0818684639445749,0.511905784232153,0.134738363276307
critical,-0.0073048975404379,0.422859265936524,-0.347773569257298,0.494495713303969,0.0519523796548358,0.154510733147105,-0.224145346716942,0.016864850869954,0.0752027899853179,0.125279927545666,-0.0476276829603156,-0.212657058018822,0.0482834131914766,0.351866806029099,0.184329487595357,-0.0666433837795017,-0.31004582050376,-0.0437589286157854,-0.132036252464752,0.188700808107384,-0.120357507079835,-0.114625902929967,-0.154021466021622,-0.128565819862645,0.258867402650411,-0.2363055714421,-0.0585711225116127,0.155987164752945,0.406013540478055,-0.173110247263174,-0.143403473578267,0.0143507595816785,-0.0823437967686296,0.0504123210075592,-0.215775053145805,0.0808228313784811,0.338083770203743
critical,0.0797039446814637,0.0906469567834521,-0.0795184940169406,-0.171622969705967,-0.0853073056806355,-0.0017411493336684,-0.160529130720811,-0.0319193320232148,0.034547419317646,-0.0258653875680406,-0.0141426289379806,0.0227454528590045,0.0764791900316103,-0.0088167324880314,0.0453286956738482,0.1065776905942,0.0089884284996871,-0.137727710653588,0.0257591447320989,-0.0964836725829956,0.161228720823552,-0.106167896798425,-0.0158472572967941,0.0795256084925617,0.0691934926972378,-0.0219751922984277,0.0733317460168394,-0.0315579166616633,0.0208985349877692,0.0672427034819345,0.0384200655473935,0.109733671979717,-0.0318766451694882,0.0640288576947,0.0836999084886435,0.0053268450466986,0.153086914922775
critical,-0.0128474858972984,0.0035000091823413,-0.0023781772858291,0.0900915489972133,-0.0822402616684051,0.0711540932010442,0.0454776709175325,0.0723062895838549,0.0408555935391745,0.0467714697782758,0.0203140185582822,0.0913809172422516,-0.02338585303889,-0.0630131617548796,-0.0316172871951893,0.0494913952221524,-0.143101443837916,0.0065807048943592,-0.028763675306773,0.008866075549887,-0.0150432399658326,0.000143788248347,0.0174722807199554,-0.0090365065673403,-0.0385900129671291,-0.111759622789827,0.0346286880775806,-0.0337342944539262,0.0689670231392919,0.074277913572591,0.0383151966436655,0.109378196385814,0.179165769553677,0.124661516647983,0.0054054102350063,0.0088279131799477,0.0004070849709776
critical,0.0590409175073861,0.0913750386391504,0.0306838969437408,-0.201164608486789,-0.157207636320717,0.10703605141925,-0.0025677142439661,-0.0322887838625046,-0.0232179231637499,-0.135309997333443,-0.102425015276916,0.0733006679826798,0.178334541730578,0.0548942607935388,-0.0195021015404395,0.122306325075268,-0.0214225148880394,-0.0868161534597225,-0.0105876937304016,-0.0540184390948927,-0.241228865059895,0.0529898334194929,0.145072447937262,-0.0004971375710148,0.0440413571412252,0.14916276064596,0.0573236046434639,-0.143941112726893,-0.0602686926893601,-0.100827204116939,0.0913388736497987,-0.0353727664327224,-0.0477422410515426,-0.138895310516919,0.0246907292518382,-0.0710162461553015,0.157886385033911
critical,-0.0355052724395593,-0.011830500918295,0.0722434468497483,-0.050302906226846,-0.0015463262217866,-0.026421027407522,-0.0327264189324401,-0.0052857791597528,-0.0345735237766012,-0.0611987546711291,-0.0305020059939395,-0.061694931676024,0.0297047693526973,-0.0900551428395084,0.0151664177911136,0.147732979772297,-0.0307305640252673,-0.0082396107006918,0.0507921515537415,0.0081513723131874,0.0484871812763303,-0.0057285635097883,0.0592068339595775,-0.0201428005666551,-0.0079080142126179,-0.0008443533173724,-0.0686725086242242,-0.0203779155906849,0.160250934539738,-0.0268096697321035,-0.022656657897288,-0.0260161799438339,-0.0249570382798079,-0.0305140895947761,0.0205692861062598,-0.0190652993230634,-0.149645186186857
critical,0.208817035067304,0.112314000495138,-0.103101264661279,0.0741072769105679,0.120786880477186,-0.157762501842143,0.114857581612315,0.128605760735534,-0.012674604234314,-0.184555586413096,0.166586272086907,0.0078830857106745,-0.142095624899392,0.113465965761884,0.16016647342926,-0.239513213879701,0.114217766814129,0.142143405701124,-0.166033059991859,-0.148305635974437,-0.159104097165761,0.0939579603049353,-0.0151950415256519,0.084206943876569,-0.175725843568115,-0.212854512813618,0.127155912032993,0.0459188436140494,-0.0641218359237063,0.0568203321591076,0.0973824999540369,-0.0174847871336299,0.187674776876132,0.0248012223987696,-0.169808489903677,0.0398812913702551,-0.208043583339275
critical,-0.27882003981453,0.0867934938013453,-0.170038242399161,0.193093489015553,-0.0361137011888548,-0.147400495218479,-0.187387663394192,0.0096488758475039,-0.0033168010725794,-0.0207358053068954,-0.0285755169329923,-0.198265843135729,-0.191214741554861,-0.0300831537841648,-0.052744095377942,-0.0374589771483625,0.0047084658582771,0.171453101597954,-0.174677125018154,-0.207172497764194,-0.028784266650847,0.206615831849915,-0.207729163678474,0.0072830457118178,0.0276245459960989,-0.181635448946642,-0.0558289523195719,-0.0068423518630135,0.244538697260177,-0.0390361972388199,0.0959784813869499,0.0296192655222656,0.0667999097134886,0.185462527107311,-0.142460085229252,0.0398711961102385,0.108317909153469
critical,0.195794281462614,0.163660777535521,0.139714714335058,0.347041842412601,-0.247031813751841,-0.21190505192469,-0.175457735141632,-0.115416503146352,0.334628625827066,0.161019667623705,0.159082853688374,-0.0754477064808723,0.0239460632004636,0.242982111887057,0.40690700041376,-0.0937594018694621,-0.224758453495528,0.0147021785091081,0.066379895783638,0.06004123199528,0.308393600703029,-0.146493563108718,-0.0407611296390244,0.11840976104641,-0.313235635541358,0.049212681356835,0.0544949011804667,-0.171231959282727,-0.128005793726007,0.118233687052289,-0.349770989321477,0.31191508058545,0.0806418893074435,0.0539666791981035,-0.100890398631365,0.167534405406184,0.252049922584291
critical,0.0054226564469827,0.0315711715839672,-0.0987056544674718,0.0105325952829126,0.0920387811424697,0.0229148819673726,-0.0301805762497103,-0.0527893941722225,0.116051501531624,-0.0793903518103049,0.0244984307212155,0.146025817229363,-0.170437751590075,0.0007385458473804,0.0796698015903949,-0.106723201729575,0.0530488832537346,-0.001057917024626,0.105372527792474,-0.0079177437692141,0.0982532119663739,-0.098286479797337,-0.0546523927061553,0.0424630594412811,-0.0891511334148739,-0.103403072199459,0.018669906736483,0.139871268501193,0.0108852342911213,0.139611779419681,0.0927507127250797,-0.0147709169476095,0.145593335426843,-0.0391562370435505,-0.0106323987758018,-0.0058617918156955,-0.041857584917753
