group,ARNTL,ASCL1,BACH2,CDX2,E2F3,EBF1,EGR1,EPAS1,ESR2,ETS2,FOSL2,FOXA2,FOXG1,FOXP3,GATA1,GLIS1,HINFP,HOXA4,HOXC6,HSF1,JUN,JUNB,MXI1,NR2C2,REST,RXRA,SRF,THAP1,VDR,YY1
critical,0.028764906801617,-0.377227057014332,-0.144145936284604,-0.0544108431352758,-0.158067684517257,-0.224882316719222,0.176296388563601,-0.50976525574178,0.223801781796441,-0.165637857634506,-0.21492968302741,-0.230502279966208,-0.402099778879917,-0.18866396285811,-0.166272304932424,-0.175328416377344,0.104030652525763,0.346651442216354,0.135511820304186,-0.0538672542006973,-0.295276609250973,-0.0806932472021566,-0.571427165666994,-0.034669965714973,-0.388756793523715,-0.0387690922063212,-0.092120676214814,-0.42975142582937,0.438034659545433,0.135036834331955
critical,-0.238939846340313,0.0034661985714189,-0.0250715842087184,-0.406266804892556,-0.043691173055836,0.340287563922291,0.53272765179807,-0.0289992579558564,0.0582472427326401,-0.0251334443920004,-0.364705156489156,-0.184264645285406,-0.305864208280041,-0.0426132779176416,0.0590197400069481,-0.275467056066596,0.129636530400212,0.225372707797943,0.284211621300988,0.362420303143158,-0.0186888008457277,-0.342075891401215,-0.207530690193415,0.414288326447653,-0.141684517720432,-0.0208093036882315,-0.533269056370723,-0.510096614340376,0.0837246676224936,0.396488135489599
critical,-0.147926306415884,-0.146282082226896,-0.19857403271601,-0.31990278778529,0.181146193192611,0.0164380259304267,-0.339056360047217,-0.222934314909735,-0.0311507875622651,0.335660638923007,-0.227282374431727,-0.228499381395542,0.312305160400331,0.431006904286748,-0.0708599728261886,0.0275400525056486,0.0549231776314365,-0.0582762707211174,0.164992510305694,0.541451457352851,0.331860654130678,-0.297459361825566,0.421760368313402,-0.227054712620944,0.0303858251404365,-0.184430894051069,-0.240766418101253,-0.272202017146966,-0.161294645420259,0.0147563265462475
critical,0.146678579900525,-0.146779175310177,-0.304158279188122,0.0550123655696141,0.205331289129198,-0.106596807283893,-0.0651451567492422,-0.180353722364567,0.230121046765804,0.242428537321933,-0.202506414100377,-0.139693860684719,0.273542365894068,0.150059318748788,0.275600004562519,-0.271002462708205,0.0477127693399064,0.389617134203955,0.019670969816374,-0.460086458643916,-0.241844630132074,-0.319452505056272,0.192126119813369,-0.0261741226899651,0.396847029276484,-0.20009357880039,-0.401799418674734,-0.417705536921895,-0.309246056393348,0.307276969612399
critical,0.148202884272022,-0.0398296807014018,0.284068318125714,-0.0349979360715288,0.38008825669291,-0.263825389948158,-0.206648405674611,-0.297976597578351,0.321827065946104,0.0382489999583458,-0.0166970907947815,-0.048872253054535,0.419634311884568,0.147156010589807,-0.052287425668653,-0.0718026236763293,0.295134638860067,0.0182368091698857,0.280346705518437,-0.0245338658482667,0.232878320960482,-0.335110798915221,-0.187834234520998,0.275251038796317,0.217804688065162,0.153261995969577,-0.0165405004767881,-0.392419744234891,-0.390166295486549,0.0513756240984827
critical,-0.0016568638014245,-0.0935221322507346,-0.292258487819931,0.0744361883137115,-0.0531123927610929,-0.0296673311583872,-0.241263388700592,-0.313184950157611,0.167499184066365,-0.0878047280797637,-0.0807472365765673,-0.0080481916652525,0.383005384750978,0.316571197307944,0.106186170017921,0.142711910354884,0.0870855374082225,0.140533829627469,0.0740020872262906,-0.166620173245593,0.0080378449272676,-0.21624432958193,0.333994642166604,-0.0622276841626295,0.0451061423373149,0.104264171055632,0.311128258838341,0.370093671943278,-0.228017901211289,-0.316586717414921
critical,-0.0877080181365944,0.0901294437434411,-0.110335133727813,-0.0452645949728666,-0.176493130207142,0.150782046692316,0.0712118248553437,0.075707489089639,-0.095347612224842,0.143757617593151,-0.0759865711604984,0.0754913300321033,0.185184649024014,-0.114342959541163,0.083619502812041,0.0838364021403217,-0.144561551622205,0.0837320239652788,-0.196875004628821,0.0695861902993561,-0.149659055972173,0.104105015138017,-0.167931158770643,-0.112943847833141,-0.0736317699207004,-0.0767149975735639,-0.121606496090958,0.101874579383377,0.0097960027683894,-0.102399431341571
critical,-0.0675938282157118,0.208742948465346,0.54049840994877,0.013986511265802,-0.205487072072323,0.0909811093486922,0.360072414619925,0.341614805490465,-0.0461784158841396,-0.155135631515436,0.35172636527443,-0.190881485717707,-0.0178385340406458,-0.207206725096807,-0.224494970169618,0.162243530683303,-0.28459111119858,0.147202298895817,-0.177857980145616,-0.330907099324679,-0.277964714877569,-0.0214841984525516,-0.160638521193785,-0.144198638279719,0.23634911168506,-0.134660296170582,-0.276703635992948,0.157061642902858,0.193288999951985,0.139979756192985
critical,-0.112924528576138,-0.207435552106244,0.228990697823636,0.0870932608338373,-0.190069260617332,-0.150449681039615,0.3871199449488,-0.0308927999350485,-0.413736622858941,0.215115118191793,0.0214678779209659,-0.233528623237824,-0.0831662099946362,-0.0518370710774543,-0.201239538559949,-0.0283620338386745,0.134828745479237,0.268173938419221,0.201239538559949,0.192338223324426,-0.0886640811695178,0.115629830265365,0.378829504288264,-0.196788880942188,0.169910399642767,0.119295077715286,-0.0685052201949522,0.149926074261055,0.140501152246972,0.160485477628684
critical,-0.0302159529887034,0.212078178868826,0.0334766673400023,0.0253084132074555,0.0897058748201793,-0.150763574460967,-0.0552213503170483,-0.0257036513106433,0.105469287835651,0.149228733160254,-0.0318693657203721,-0.0460452390213727,0.23259762372599,0.11000793872059,-0.125679129511984,0.111173891124994,-0.0513348423023687,-0.0321394450908838,0.0221926194939921,-0.0295308736098446,-0.0652867473448963,-0.148220875997126,0.140533494890124,-0.0578167471946478,0.0468554771329076,0.050873731181983,0.0851079382197619,-0.0546350804639864,-0.0758725412086081,-0.131574764551202
