group,AHR,BACH1,CDX2,E2F8,ESR2,ETV6,FOXA1,FOXA2,FOXM1,FOXP3,GATA1,HINFP,HOXB13,HSF1,JUNB,KLF9,MAF,MEF2A,MXI1,MYOD1,NANOG,NFATC1,NFYB,NRF1,RARA,SMAD3,SPDEF,SPIB,STAT3,STAT5A,STAT5B,TCF4,TCF7L2,VDR
critical,0.0569699456475619,0.278277815720837,-0.0176655158359142,0.0621376798294083,0.270853449531011,-0.0470541312272076,0.100521169180078,-0.27478964724095,-0.209536446730482,-0.208671674628623,-0.0686278984863628,0.0668382023519569,-0.146408512294799,0.0084223734392304,-0.0874719999351786,0.202447558552461,0.097783842655183,0.207723308809536,-0.508466415106615,-0.288139545496431,0.0336654697560765,-0.348085494891572,0.0951317645618595,-0.0556339783148365,0.135045496966376,-0.0694036530850893,0.0388329894379153,0.0210472310263413,0.0616256070256748,-0.161027607094942,-0.369664839150924,0.0729957927829209,-0.0325028797151663,0.410564076518691
critical,-0.142459469162132,0.356748168929984,-0.276523386276801,0.0619299889879383,0.101103764457661,-0.0557133996735794,-0.250076953633472,-0.183775590611393,-0.0036000836064493,0.0066653127327288,-0.0254786162870066,0.0619443794041253,-0.124588718646712,0.287748186409322,-0.310743071963773,0.159770934806945,-0.0577498165565816,0.199752719972021,-0.119495132808207,-0.118139691434565,-0.0449481381965276,-0.295559542660918,-0.237813250026377,-0.175588776484214,0.0612550233674398,-0.120040667975725,0.0370072681992485,0.0871545176815659,0.0157778035157577,-0.0822552537186332,-0.0713953525098367,-0.168696926821331,0.106612513162449,0.0857279507468855
critical,0.481173517276754,-0.453067223366216,-0.46971814508562,0.475784548899145,-0.120084468183372,0.471805848054103,-0.447732243259661,-0.324640863110213,-0.487943177003657,0.497085503877562,0.0124506342314281,-0.0916204432942008,-0.495840487400742,0.480480589554361,-0.434576944725176,0.182905220381416,0.451776668956421,-0.46231048483383,0.4394870606117,-0.455499042879764,0.450346683968338,0.471447178149017,0.45663702174093,0.0760971722449794,0.489486302629339,-0.460013401266304,-0.48171480837697,-0.479809726603616,0.193715080636039,-0.187971198059156,-0.273197552207696,0.458273101085469,-0.457931801319765,-0.298656073520472
critical,0.0617942410956368,0.210953337779813,0.0962438443733254,0.0461545499896984,0.0682110304950249,0.320739366327035,0.211325384786487,-0.023302435228336,-0.0524473626331756,0.108679168273053,0.177457199807116,0.0169664875459614,0.0516976651506339,-0.312084866526822,-0.0767287122557586,-0.0924288741334124,0.212027219302999,-0.156572369688512,0.146014324707619,0.154542921559386,0.0974400683072409,0.121415270055647,-0.158528330653941,-0.132411844870418,-0.0786257200557123,0.111952936780007,-0.0899911899257365,-0.0935697054395692,0.104816510175522,0.258493987591834,0.114599875540385,0.102222570894601,-0.00368702435999,-0.142373820815831
critical,0.0680326653712203,0.200840035975514,-0.0449235579151051,0.169498937793702,0.204588561927632,0.434675107445231,0.13463080919422,0.0549425912508896,0.0473984845441476,0.0766808701235026,-0.0692979456131898,0.203341999618151,0.0389702154986058,-0.119770330626014,-0.269691610893108,-0.478583997436685,-0.0404114963002247,-0.206255497804251,-0.0801390081507634,0.360818825328508,0.0123405769069347,0.126102451204122,0.177607442159231,0.249425549404977,-0.318315860043972,-0.0828388099409531,-0.0386327727712427,0.233794515949325,0.111158261882286,-0.103522125340808,-0.071397993649892,0.250157888513592,-0.0262999950028449,-0.441894250046269
critical,0.160463411960133,-0.0100813481632061,0.074981886063673,0.113890795229299,0.149740077822878,0.261034851536159,0.153706528116352,0.0738667504961638,0.219130625594384,0.253066552761843,0.0534742439480944,0.0474630386743435,0.175664802130285,-0.120213912279703,-0.158343319999933,-0.0644582458891887,0.13089054304933,-0.180369054433772,0.200214371724226,-0.0279950549413845,0.0626006750410677,0.231896954069089,0.194780193970741,0.209354887959817,0.120236244643985,-0.185341295108644,-0.194323446155198,-0.0455570964811801,0.114645925671349,-0.155307323107936,-0.0045907371738383,0.224323131953481,-0.157746184085272,-0.167072587137252
critical,0.0033852672771421,0.0784561068016166,-0.0183644637188107,0.0061570521061614,0.0190698203499859,-0.0617935382317653,-0.0050219613929677,-0.0170567384519786,0.0104158650431309,-0.0803091498001135,-0.012661596082093,-0.0737253272952579,0.0333844108061879,0.0483858348727885,0.0341734914912736,-0.106392526736974,0.0673111756607164,0.0662375813765013,-0.185245767104042,-0.0558498713249509,-0.001395894845729,-0.0900922684535137,0.0128868360147372,-0.195955777717106,-0.0422450830249105,0.108060339527704,0.0848302487112804,-0.0135143959586504,-0.100710404883526,-0.023849500631195,-0.0732548425675308,-0.0425940567363427,0.0481509629693404,0.094584471452269
critical,-0.0543933997262056,-0.063087143953058,-0.0278521805786195,0.0093607246040446,-0.0909623238550289,0.132729095061282,0.0710909084793665,0.0144205757413661,-0.226359340425081,-0.0136385987474165,-0.102185993650542,-0.148598628173791,-0.151174552389154,-0.0865234544481969,-0.0301061142670627,-0.039995823308191,0.0211593774833443,-0.0049218551972126,-0.0678940025335134,0.0390758503741325,-0.0031509072991501,-0.0322220520153971,0.0100277049812371,-0.0489885587386123,0.0064398105384091,-0.0755527772095499,-0.306695976891735,-0.166768093621445,0.0016789506046566,-0.0087857415202581,-0.0252762563632558,0.0581882880791967,0.223806415533069,0.12592129534925
critical,0.257042743930559,-0.119281845735408,0.304335105675875,0.17795940567867,-0.335425454601036,-0.190395545248734,0.103079832915253,-0.0007882060290885,0.156590264445601,0.105619607897872,0.089154859734688,0.491665405255931,0.13828636888121,0.197314242615179,-0.154663538596718,0.0259232205122472,0.26580058869821,-0.0656838357573831,0.404875163608509,-0.229192797569429,-0.004466500831502,0.155977215311866,0.0367829480241345,0.170602816073843,-0.303634478094463,-0.245920281075642,-0.181024651347348,0.192672584888324,0.0946723019383081,0.194949624527913,0.248284899162908,0.196175722795384,-0.0549992651408488,0.111487363892198
critical,0.161878988129534,0.20924032849961,0.0378204039648396,-0.0336804959191073,0.23219800038958,0.204578805245564,0.218741648559911,0.200458705372299,0.124388720372488,0.141694460385031,-0.182670966496378,0.0787572937312511,0.143061224285297,-0.194866198012275,-0.242663318176638,0.141621830419316,-0.190297112896411,-0.257572269320599,0.312401290710967,-0.246347638255615,0.221554409050313,0.0635050009311849,0.253821922000063,0.069731369810173,-0.0477376956469606,-0.169016532942033,-0.0469783823690352,-0.115910822556348,0.0189234074307315,0.099582285718874,-0.0005018070358463,0.210706133262214,0.0953367340866478,-0.183172773532224
