group,ASCL1,ASCL2,BACH1,BCL11A,BHLHE40,CDX2,EBF1,EGR1,ELK1,EPAS1,ESR2,ETV1,FOXA2,FOXG1,FOXP3,GATA1,GATA3,GATA4,GLIS1,HINFP,HNF4A,HOXA4,HOXB13,HOXC6,IRF4,JUN,MNT,MXI1,NKX2-1,NR2C2,RBPJ,REST,SP4,SRF,STAT4,STAT5B,THAP1,VDR,YY1,ZBTB7A,ZNF263
critical,-0.512439354940158,-0.563259428914308,0.312533682197639,-0.353868111064565,0.280462226395518,-0.110440919443984,-0.264235303972695,0.2470029092372,0.312162112594026,-0.581865953818802,0.199314894543258,0.481856936049917,-0.275587838839554,-0.533245996093643,-0.257478732321354,-0.210969699428334,-0.320685501848292,-0.511001871280219,-0.243329448861699,0.0345560037859576,0.342268414828116,0.424554117269156,-0.296494031100236,0.182357031601837,-0.0788664222785856,-0.324733719424434,0.0350140369589666,-0.601203082092208,-0.209064865004072,-0.0419626919812423,0.588419867859066,-0.498175287337508,-0.272794890843216,-0.17067277209422,-0.417002178859277,-0.532363644716195,-0.506398521421586,0.512581724057437,0.248732303225012,0.0738980006102828,-0.0332162628849003
critical,0.0673469265608472,-0.153665457742736,0.477488629651893,0.517217863447136,0.268009965450894,-0.47452537891847,0.454683678159473,0.57855311016949,0.357793257999845,-0.0780988535340756,-0.0287995994983499,0.513706738358424,-0.124097159136681,-0.406850660013179,-0.114838680567317,0.0643035301702106,-0.38041240884666,-0.031581621288593,-0.32878847614267,0.172150368143879,0.537943388257251,0.300246864087035,-0.269078469632316,0.369889688080293,-0.506677208033021,0.0866644118447499,0.291610386762276,-0.277411562637342,0.304410897433803,0.508403896498827,0.401930125168116,-0.102051865794231,-0.501462733211469,-0.62939283583402,-0.545859258990989,-0.218677749056509,-0.595026695606801,0.131880853885609,0.482255269724156,-0.343024475763792,0.501696530329589
critical,-0.0417409700976201,0.0520035176170618,-0.189108314169782,0.174789901105201,0.0785971386262766,-0.197755282295852,0.11537999988752,-0.130378384849195,-0.0559226369133731,-0.183659610543795,-0.0775919832096327,0.246034226826276,-0.219662407292823,0.151799614240364,0.184761569146895,-0.11417841858768,0.120879454698639,-0.0818127901064515,-0.0056705051017492,0.165876489257187,-0.0455393203700523,0.0447296509998431,-0.187670833842754,0.0882135483720458,-0.162277854296617,0.162740253983376,-0.0122399640660697,0.174606163018287,0.112179385795532,-0.102935151407399,-0.069709102370829,0.0651288079126579,-0.198464389132559,-0.121454164878422,0.0927449713186082,-0.0210030020322105,-0.05643343819336,-0.186487579359767,0.114554353292362,-0.060162240545426,0.0747771721083252
critical,-0.0845149741209236,0.0354546644902635,0.193751067787898,-0.0579651765473405,0.0568062343089196,-0.0344146330928912,-0.0307683847368424,0.0044814303989302,0.128861468596917,-0.129203819572915,0.0687156753479469,0.0390068481741161,-0.0663380431427119,0.114151835097443,0.0649417469147839,0.138294886602054,-0.14839008962227,0.0607159105163771,-0.133443862133748,0.0683060935621127,-0.082905877764472,0.155949288033907,-0.0763597015031249,-0.0455278859587419,-0.0178877800343441,-0.0433618261889813,-0.0422468470540356,0.0723514590822909,-0.0738934415520543,0.0005776588104235,-0.0203874800056113,0.105921497818924,0.0747833436279846,-0.244823215556712,0.063661438449216,0.0823740528278842,-0.169185923720666,-0.142331249039871,0.123803373234317,0.129412059698685,-0.142234085904265
critical,0.0163588064090283,-0.160878553025415,-0.0030123892824336,0.0508905660766253,-0.094515177387536,-0.0449144457821057,-0.0753032269444846,0.05179425684089,0.0652450160338452,-0.0617098756009918,0.0467655416925516,-0.101705672803514,0.156014027013918,0.15651674240596,0.0654203939708202,-0.19653075393428,-0.124617473225568,0.161707565053905,-0.0243301759924571,0.141108723803618,-0.0482416826962008,0.0188950211741558,0.0038242278037425,-0.103356150925521,-0.0674981281351316,0.0186358573385072,-0.0710905135919234,-0.137732828619175,0.142122481136637,0.167266837492291,-0.0359935894152615,0.023202709225524,0.0627238931386651,0.0696029235834866,0.0371421327591901,0.0249575294138916,-0.291415682135527,-0.209306802458724,0.2211575632326,-0.271256586750949,-0.0638399109008106
critical,0.0583615889793755,-0.0546774355600592,-0.0216073952296753,-0.0183235058171839,-0.12560520038122,0.146906255032126,-0.033767929415251,-0.0426597799555623,-0.0225396756532622,-0.0288529433133771,0.0020179165727444,-0.0325474811590924,-0.0533345994213412,0.141290505584507,0.147691577278549,0.064411537255802,-0.0298198075855963,0.110410930197657,0.0166186982439873,-0.112615117418934,-0.153958671328425,-0.0045424448048104,0.0787183098546238,0.0405446948215132,0.0979445190237761,0.10754974257046,-0.110973914457431,0.117940566517846,-0.131769377348036,0.0385065657045279,0.0075604187270137,-0.0773771426415771,-0.0107716171547122,-0.0566137602110974,0.133019680830091,-0.0146209014973909,0.123821118838639,-0.0619694354082779,-0.256476046691466,0.0037710302723149,-0.12771184816882
critical,-0.0515166450740253,-0.111157425393833,0.0823264989806535,-0.109314975658553,-0.0025886270435296,-0.143460375643907,0.15077973715266,0.249842562955721,0.0433591321156475,-0.142459044266037,0.0006490110782488,-0.0744671602547969,-0.0095007804586162,0.0639991678578533,-0.0334696867370285,-0.0135580268563546,-0.0077725566731079,-0.142400447837258,-0.0120196851691682,-0.138972185890211,0.0785399829184132,0.0569319935109335,-0.13065742681916,-0.0591460484464452,-0.0351222543739867,0.0616449265294398,0.0035395209890324,-0.135112980587207,-0.0350295385056654,-0.0444138678336702,0.0387745178588978,-0.153620551358024,-0.0514973601734145,-0.165602408452917,0.0065331309453893,-0.0746496250836531,-0.0950115132208951,0.139837781236858,0.0390541489177547,-0.0629288558739526,-0.245068066600649
critical,0.202221931085821,-0.330478168350981,-0.196475683896521,0.278876868591073,0.292575921890363,0.135910238521307,0.0209393247578066,0.0944453188033231,0.151126301078571,0.194361064930859,-0.0626570793521194,0.14875884723658,0.0340637533381662,0.0501072754906898,-0.122946704862248,-0.188293027898959,0.158688362379689,0.256558444507835,0.425337216951933,-0.347142285199949,0.103524389362416,0.216219789238954,-0.519736565777742,-0.129382501714263,-0.219552612608747,-0.366081915935879,-0.259914252866385,-0.33581068574265,0.215576209553752,-0.118372692099565,0.166687138467194,0.181949171001973,-0.357784334994531,-0.303815581392632,-0.120924025851614,-0.147563627821206,0.243479985904989,0.335006211136149,0.149264516989238,0.271958386975157,0.129543396635563
critical,-0.175592231241626,0.0521439809765865,-0.0375331675150262,-0.0881898201751664,0.0971137900738439,0.0863525322548504,-0.0598430922617201,0.139546392043046,0.055118637609479,-0.0373581877130913,-0.198514585295092,-0.0262469702902281,-0.0230098439544333,0.0284342178144138,0.0503066930562705,-0.0741914360203781,-0.110062295417023,0.0912519667090263,-0.0223099247466939,-0.0021872475241856,-0.0008748990096742,-0.0081365607899707,-0.03298369266472,0.133859548480163,0.0101488285122215,-0.0097113790073843,0.0722666581990947,-0.0204726368263779,-0.127385295808574,-0.116886507692482,-0.0302715057347297,0.0257220308844235,0.0967638304699742,0.056955925529795,-0.0273843390028046,-0.0121610962344723,0.095276502153528,0.0632551983994497,0.0041995152464364,-0.101575775023183,-0.0943141132428863
critical,0.191615942459537,-0.0162684697096611,0.108058761730338,0.0041857691513917,-0.041020537683639,-0.0789824975936626,0.0257144652906758,-0.0152533382934181,-0.0427212123939682,0.0381003869213295,0.0461093782897404,0.0588446633298803,0.0402097509031332,0.0967736644276882,0.0885537366610969,0.0036650199183839,0.0452260821223601,0.0712767272976359,0.013368094234681,-0.174780581179767,-0.0648102083409189,-0.0633072865038838,0.14025952126506,-0.0106588798705519,0.127174872815434,-0.0037441210677015,-0.0317657032134752,0.0564782206127943,0.0587721539430058,-0.218200520392707,-0.0475002401652422,-0.0359382888399807,0.0941040006382179,0.0268943907679973,0.0938469219029356,0.116819214017267,0.0445734976404896,-0.0112521384904342,0.0903137372334144,0.0964506680679745,-0.0454436102829836
