group,ARID3A,ARNT,ASCL1,ASCL2,BACH1,BCL11A,BHLHE40,CDX2,EBF1,EGR1,ELK1,EPAS1,ESR2,FOXA2,FOXP3,GATA1,GLIS1,HINFP,HNF4A,HOXA4,HOXC6,IRF4,JUN,KLF10,MNT,MXI1,NKX2-1,RBPJ,REST,SRF,STAT4,STAT5A,STAT5B,TBP,TCF3,THAP1,VDR,YY1,ZNF384
critical,-0.0553448775078278,0.0765468187189821,-0.505432555588684,-0.532055148747901,0.316384751825226,-0.349399001577639,0.240487789426931,-0.0787911536691061,-0.23076375605248,0.238581680926198,0.283787508259851,-0.578569595056905,0.250013465583167,-0.290803924287615,-0.192308685025234,-0.197850169298171,-0.274158230933478,0.0888903548850773,0.315518358346867,0.399976144053959,0.148167608388156,-0.0668969129764573,-0.283461585405851,-0.478388518378422,-0.003887538265782,-0.600959108676824,-0.18297726488875,0.551063775142054,-0.468777451597464,-0.145847493084336,-0.382183094520765,-0.159292262249755,-0.531164362320472,0.186470935072258,0.154230312137441,-0.501394742065776,0.535286617683384,0.217918771859345,0.106174886414776
critical,-0.213518483827596,-0.0192295447454394,0.0490780952973337,-0.143136961795076,0.471289587815255,0.510593540541468,0.278531212905958,-0.470419789302527,0.436622080609329,0.585752624620525,0.351293894006125,-0.0505056367297011,3.78251142211343e-05,-0.164450495697601,-0.0975758408842863,0.0695595662441727,-0.293107245091581,0.158354831091367,0.516034759665627,0.278227511718276,0.341629663681333,-0.501501842864724,0.0426408979922555,-0.445421162997756,0.267832897820607,-0.265957033150446,0.304763930739636,0.411100817799064,-0.138491502984423,-0.593137183352238,-0.534909498058914,0.0378442666635456,-0.211686751655831,0.121029932096283,-0.0931115242619308,-0.595060391785354,0.13361978435811,0.470361212510556,-0.304506146796987
critical,-0.137112249507078,0.0874881602986134,-0.0435340965655281,-0.13010639096525,-0.189662516201099,0.292688992985973,0.0584105897922001,-0.145110842938287,0.108754622716477,-0.216977255773157,0.0291267854088614,-0.178058579630548,-0.0869725756062998,-0.106569481047781,0.212842266540802,-0.106117172658615,0.144194977039396,0.226586817011168,0.0042671663989294,0.13306444095906,0.100936483927577,-0.0969027367802585,0.0993550450622443,-0.0866650996443383,0.0744954260523124,0.199639079997366,0.168101233081904,-0.03671291108622,0.139758136405359,-0.138303250146322,0.0262831014740739,0.0220524947169631,0.047944689251592,-0.133973276157601,0.126984291296613,-0.115074284904171,-0.130238099418468,0.24996108339388,0.0705812008109393
critical,-0.0508904382117904,-0.108158899200692,-0.0108955657130964,-0.0072447677749215,0.181841016067103,0.0062307704528163,0.0010408975094616,-0.0249874210039686,0.0069963777332275,0.0145927111602232,0.219570741404048,-0.106830833457374,0.118974637734426,-0.021282997367622,0.0071932964207589,0.0696275249903197,-0.0456217279228066,0.0800767339149431,-0.168170597044815,0.129428621151177,-0.0091826875493473,-0.0419042617713781,0.0965378435861644,-0.183859578178084,-0.079442541619085,-0.0158454913142522,-0.0568379997656851,0.0898405703171146,-0.0084810701085568,-0.326640183016804,0.106440198485568,0.304863899096619,0.0040501667370448,0.171905123271775,0.229941869914721,-0.131048338492913,-0.0383377161516118,0.108258523054733,-0.215112122687987
critical,0.261771226738102,0.21910976982149,0.13900543518388,-0.253180726329454,0.144689894100905,-0.033543599340021,0.017816527163317,0.0006951880029947,-0.105088561390012,-0.166155639482927,0.172267587142092,-0.128412897086011,0.121352847877986,0.0586819088065205,0.166302977835801,-0.18329150495973,0.0022578046186813,0.284237990964735,-0.0689618717015506,0.0346408550313149,0.0568824613525002,-0.195158208531745,0.141210841303828,-0.0560487545459237,0.0292274675557564,-0.275869535679432,0.0380273025608284,-0.179542158916713,0.0839063385778685,0.0838196994760027,-0.104985320783598,-0.170104722377551,-0.108844651794253,-0.184229489966756,-0.201126449417156,-0.330096534499597,-0.231809142606047,0.238300071486247,0.140912533018961
critical,0.0686736151008355,0.0628772465168103,-0.0010231768614357,0.05639401324894,0.0973836896706897,-0.175258591420782,-0.0720202772760802,0.0739474375986453,0.023728733627645,-0.167953672695097,0.0385444085569682,-0.167178961827939,0.114598582570805,-0.0151890674432389,0.180956017461496,0.0727794532392422,-0.006965739988428,0.0735105184237439,-0.157861163398708,0.130927338655453,0.0590862675933324,0.0383689011296745,0.154954471897364,-0.101848217646016,-0.188418781908145,0.170275031206573,-0.0009933091591091,-0.0023417018381382,-0.0427494666476859,0.159365090057035,0.210444409215508,-0.0829832035446062,-0.131283716750706,0.129638958790077,0.186572809952895,0.233300321659684,-0.215675510727328,-0.171965006834192,-0.0551859895238793
critical,-0.156599336730237,-0.100319970730875,0.0535536416386689,-0.0625829271938854,0.0161464958126338,-0.0470333539210287,-0.035267988471592,-0.0819477748907453,0.120705578161183,0.10765168846851,0.104732167694656,0.0767248875879367,-0.0217747282849565,0.100235647100721,-0.0649425094762759,0.0380314365615641,0.0794461738628316,-0.0994819121960953,0.0585050660268576,0.0195638218767856,-0.226518419747554,-0.132876288780134,-0.0658397424883573,0.104336438377703,-0.125105200548537,-0.200833737874913,-0.0462219239010342,-0.0854708753330731,-0.0923262385284321,-0.0932989189990727,-0.0081150398809109,0.0629180026716042,-0.0968848923235332,0.12132247208705,0.0084922771737069,0.0905591407000212,0.0669285528707017,-0.0338662930405168,-0.0466494594995363
critical,0.0075656046864231,0.116487386096109,0.247395273246037,-0.0227426662088841,-0.0057315187018357,-0.0214817320944802,0.112223136181943,0.0011692298151744,0.0588283079556417,0.114355261139026,0.0064651530956706,-0.0459897060635297,-0.0016277513113213,0.0395016268930517,-0.0309502009899128,-0.120201410214899,0.100737172703464,-0.0069924528162395,-0.146818583066224,0.203010392419021,-0.0159565480659106,-0.230521682187832,-0.10837155561431,-0.0079094958085332,-0.0531655674782281,-0.102135663266712,0.221580513012969,0.0845055117398657,0.065935391145918,-0.120659931711045,-0.0651100524528537,-0.0608228764638806,0.0108898855334879,0.0258606123826827,0.188589891365202,0.0163921434872501,0.0508958860723011,0.0180657469481862,-0.0557791400062651
critical,0.0807288538065244,-0.1032213422321,-0.264243148906669,-0.0445490759126717,-0.0010461622523523,-0.0181334790407744,0.333812938688101,-0.0061026131387221,-0.306438359751548,0.322566694475314,0.262499545152748,-0.321869252973745,-0.185606619604849,-0.130508740980958,0.141493444630658,-0.161196167049961,-0.176627060272158,0.0821237368096609,0.197288764756117,0.073754438790842,0.140185741815217,0.12431894765454,-0.117693253389641,0.0986879724719067,0.1361754531812,0.101303378102788,-0.387515934308856,-0.17592961877059,0.0579748248178604,-0.0469029409804645,0.155529454849719,0.241227579354917,0.0253694346195449,0.277668897811858,-0.0989495130349948,-0.0459439589158082,0.0452465174142399,0.218647910741645,0.195196440251413
critical,0.0679728927038508,-0.0178882961240382,0.215673091973779,-0.042121079909435,0.0288266140630196,-0.0443587622796238,-0.0174802481624155,-0.171827680355551,-0.0220938226962458,0.0454446963710389,0.0438783187119068,0.0439046443868502,0.0272865620788309,-0.0983198144948515,-0.064254391118096,-0.097819626670927,0.0274971674783781,-0.126290844122211,0.0062918363114718,-0.0317290197255291,-0.0604832381824544,-0.0412589140550388,-0.0385934394670198,0.0098787095225096,0.18200913513991,0.0723692804193981,0.0997019124293799,-0.0740936121281905,0.0823467112229455,0.104894651811965,0.0065485116421699,0.275136210252177,-0.0214093551477175,-0.141309641677419,0.0854136523538512,0.0485577074330956,0.0311037849456234,-0.0622470584036619,0.0254635090890006
