group,ARNT,ASCL1,ASCL2,ATF3,BACH1,BCL11A,BHLHE40,CDX2,EBF1,EGR1,ELK1,EPAS1,ESR2,ETV1,FOXA2,FOXG1,FOXP3,GATA1,GATA4,GLIS1,HINFP,HNF4A,HOXA4,HOXC6,IRF4,JUN,KLF10,MNT,MXI1,MYOD1,NFATC1,NKX2-1,RBPJ,REST,SP4,SRF,STAT4,STAT5A,STAT5B,TCF3,THAP1,VDR,YY1,ZBTB7A
critical,0.0970443530909395,-0.483160477974741,-0.477492197567952,-0.154048718740278,0.319214481859508,-0.303655810747842,0.20927907817784,-0.0278250854227211,-0.245585602822577,0.157209792127783,0.315991244796776,-0.531888106844168,0.271813501113671,0.379626616722213,-0.293578592335636,-0.464184549348713,-0.237310916739977,-0.160793890702538,-0.470793365243453,-0.242461901098021,0.0207441194275174,0.255447926520964,0.340067931000422,0.124741591309613,-0.0194745235395865,-0.37394991927422,-0.440591980747753,-0.0298382580344079,-0.590641594870738,-0.38700946372616,-0.38797338328495,-0.169346522789437,0.514401872081724,-0.400450193018706,-0.289078321781291,-0.0782285318923406,-0.317094764809878,-0.14043423110984,-0.468890165101037,0.179057339746135,-0.414644477054762,0.51118864364617,0.144581047148423,0.0864045090371734
critical,0.0038981265368352,0.0219128006781082,-0.138027488820223,-0.0712696353279281,0.421806558661049,0.497669662189065,0.259737184346885,-0.43424074075656,0.374483496340257,0.567282047574427,0.291179653587099,-0.0203130939141992,0.0286631049234917,0.424811764760554,-0.146327518189177,-0.323317010286487,-0.0940470102705337,0.0615546131184169,-0.0617051657772849,-0.287166434295708,0.139264190566931,0.459713477850358,0.245268730937583,0.304769362844106,-0.461802285639751,0.0059352574171466,-0.39093790270555,0.232227054085914,-0.231009633622193,-0.0859635019048964,-0.406422525788425,0.270943780763457,0.404700913208786,-0.12060576211012,-0.471875706853274,-0.557717386106568,-0.513419693987463,0.0297678379951007,-0.151926862902809,-0.0649577851546738,-0.552577459222314,0.125234504694546,0.414597546679986,-0.264012735281098
critical,0.06561786424365,0.0339319544885357,-0.0655635168950733,-0.0799130909658344,-0.0687981211586405,0.103526545410801,-0.0398108383673365,-0.0804237686378055,0.120135282540502,-0.11687303609102,0.0267576359647808,-0.143293812196951,-0.114797061077714,0.0505772355250382,-0.0305535171558905,-0.0246877516026082,0.0957459728434399,-0.133960592102148,-0.0799711864074164,0.141554697042495,0.186784809383858,0.0778919318127306,0.0827105738826593,-0.045867288152263,-0.0514158713349724,0.068963505762499,-0.0443404087642321,0.0135868371441841,0.0896422033843216,-0.150080671606283,0.0652397753617412,0.0965246391652893,0.0317482218013273,-0.01675678680341,-0.0111351158070974,-0.0407309952001357,-0.0174871964278163,0.0896820268725028,0.092452804626665,0.0081417950307459,-0.095585273355838,-0.045836834896595,0.189733153044146,-0.0138548257940625
critical,-0.134927659746998,-0.0341595059306269,-0.0577157211587981,-0.0113022047877766,0.109427973406044,0.020707606441825,0.034163055490131,-0.0998421843017837,-0.033504117591357,-0.0396071487375262,0.149229300505298,-0.0798958128998529,0.134100030487526,0.164429561713154,0.088722869112722,-0.0265059573656363,-0.0120237545886242,-0.0216202505608971,0.0336365568935126,0.0305244660508568,0.109756045807429,-0.242059650048845,0.0550237585066359,0.0118415050744101,-0.0768113620697296,0.0300622086623138,-0.117487160976011,-0.0459844269975175,-0.088483710267441,-0.0534967496458421,-0.061269761254473,-0.0121741162568008,0.0922108641258193,-0.102024057796347,-0.0085027661289881,-0.146039934006552,0.120401814844935,0.254838704348357,-0.0300324738277789,0.297863555182898,-0.0111018583390413,0.0259963337240377,0.0985525886012688,0.122461024873354
critical,0.162646689096242,0.082042022115022,-0.20848131019916,0.0453466877764717,0.0607209950337686,0.0114500995904091,-0.0138332468468859,0.005559639879013,0.0332033184119309,-0.0714713432702579,0.147701203157724,-0.100195890048634,0.0888440512078119,0.10079789917935,0.0566967117749531,0.116928477166318,0.099785217153262,-0.242761348645484,0.139429151769,0.0313884760712719,0.242812164231023,-0.129369739937919,0.0632353294651559,0.0600383550504893,-0.188664787418312,0.115439787920595,-0.0282065389217136,0.0291235528301294,-0.233658877254313,0.345602501037224,0.156663931688664,0.0365177390523572,-0.106837435225871,0.0178658265278302,0.0581835861783358,0.127789271522396,-0.0931688205056023,-0.0302280140260162,0.0547073853063993,-0.145624245730435,-0.330869870178946,-0.163358885083355,0.175921483028588,-0.279557277102345
critical,-0.0442382202650596,0.154311196596131,-0.0786421931408884,-0.174054628653862,0.0409401483674385,-0.0040299808854074,0.0254150106046727,-0.0267180506937729,0.0243004687272988,0.0839666208145673,-0.0805967532745387,0.0405214790550209,-0.0425846104625822,0.0231755779284968,-0.137705428153885,-0.0477501082714722,-0.0521252996073745,-0.0944544210722002,0.0177608743955745,-0.0279128891132988,0.0340080342301194,-0.0287000539494245,0.0888604594359695,0.0726396339104157,-0.0802168924174765,0.286318527091915,-0.0841436612918554,-0.142759582656339,-0.096611524382372,-0.0440805840154493,-0.0223463705990694,-0.0431128674608367,0.0754690475090781,-0.0881990524754122,-0.115406828915337,-0.0001547718160007,0.0107549317919959,0.0915638379558109,0.031814617293865,0.238815591720623,-0.0752373055899558,-0.0165874730275782,0.005512833484321,0.18508528528105
critical,0.0169367971325951,0.0247707409550545,0.0713711644316277,0.179277303552453,0.0857042924755154,-0.0484190704274237,-0.0356981603273535,0.0227478846639132,0.0982816641262508,0.07088579730398,-0.0262268423379974,0.0362220016785342,-0.0617555681040227,-0.014793338948456,-0.0003603259011652,0.0727355195892226,-0.0175472054867252,0.0109215002609863,-0.0544780207449643,0.0158580390958416,-0.0896708369439896,0.0203543440268093,0.0229557934487745,-0.287691006468348,-0.0292093345507225,-0.15958516010376,0.0406716936079137,0.0568330871585352,-0.169627672334799,0.0322214223200116,-0.0226102653258911,-0.0352231516445032,-0.0488881599989613,0.0023114129676391,0.0315651408532075,-0.122831918184904,-0.115415271709996,0.0749862616659058,-0.0437614697131829,0.0288401299825881,0.0445427924064694,0.0222240433127325,-0.0239990368176513,-0.0358476178880011
critical,-0.0459217294295983,0.25591844917384,-0.331407166233185,-0.466603306721722,0.026722684708033,0.195935770623191,0.413685509621781,0.0765667996183811,0.146619228028967,0.216855159853857,0.0628269814723625,0.230594977999876,-0.262203441113755,0.170612299449227,-0.0405083787076277,-0.0243830161756558,-0.13989841548008,-0.0815213918045916,-0.0153684109479675,0.229035198978291,-0.189421399415396,0.134989699147446,0.0465869293064506,-0.228209433613923,-0.101454450183373,-0.351753107294151,-0.182173014550384,-0.175429264074709,-0.299225254949605,0.292458566547142,-0.307689349934381,0.171828009568991,0.176277967365866,0.215731201441245,-0.218346125095078,-0.324984546732542,-0.176300905292654,-0.0067208125488872,-0.141572884135605,0.297023213977956,0.291541049475621,0.119116653810142,-0.0978073198240795,0.187586365272355
critical,-0.0444718284374667,-0.206282882005616,-0.134463937063382,0.042637037873249,-0.0029706132944476,0.098729206550761,0.254773775488512,0.0183479056421768,-0.103796723347172,0.34406691628044,0.0879825761032002,-0.109388466019073,-0.36276430583961,-0.13568713077286,-0.299332974905227,-0.0936616897543502,-0.0036695811284353,-0.211350398802027,0.404178150003381,-0.0956712222770648,0.140667276590022,0.19815738093551,0.087370979248461,0.140754647569271,0.274344874840168,-0.161461569651156,-0.0633439599551342,0.229436191506459,0.234066853406627,-0.0823034624520503,-0.0370452952013475,-0.294265458108817,-0.0647418956231096,0.0469182158564236,0.18845920223893,-0.113058047147509,0.270762664690981,0.112621192251266,-0.0040190650454292,-0.296886587486271,0.0283955682557498,0.197720526039267,0.0496267162131259,-0.0947975124845802
critical,0.22709726986128,0.215654843496727,0.0641447411218894,-0.129757641667999,0.199735518439483,-0.0779638739982977,-0.0897157330666106,-0.0757517593501447,-0.0714328688466078,-0.110480642591237,-0.0720385669050307,-0.0879118062404382,0.188306259424025,-0.0961084810527909,-0.0466189994749152,0.339513512769651,0.0212981871630208,-0.232127197216009,-0.0285204781422585,0.174961151115079,-0.0944625624157722,-0.115286725011332,0.0623473979702651,0.0732236283236841,-0.163103953253996,-0.197582656862262,0.179648727393308,-0.0603657119312947,0.125274159300761,-0.243273358225899,-0.000362102100144,0.0947522440958875,0.0902753454031969,0.0086772830543621,0.119506860396647,-0.112719091937583,-0.188023161418458,0.166876398770043,-0.0735659794001839,0.181676499154115,-0.0943374725993588,-0.122034991423108,-0.0852783364212084,0.196331758698128
