group,AHR,AR,ATF1,BCL11A,E2F4,E2F8,EGR2,ELF1,FOXM1,FOXO3,FOXP1,GTF2I,HOXB13,HSF1,IRF1,JUN,MAF,MECOM,MEF2C,MITF,MXI1,MYBL2,MYOD1,NFATC1,NR2F2,ONECUT1,PBX1,PRDM1,RFX5,RUNX2,SOX17,SPI1,TCF3,TFAP2C,YY1,ZNF143
critical,-0.0160278749388639,0.216340173973415,-0.0465780316503614,0.173793878377846,0.0783929150861201,-0.135995575501371,0.194349763967416,-0.104416793776424,0.0818587000867701,0.133862739512014,-0.0665980706235582,0.0273778048946157,0.046261455486684,0.103203272442202,-0.16542280265027,0.10474122865253,0.0041761012209105,0.0627399069180845,0.111654853562457,0.205780075556595,0.0529184965297833,0.104343342661043,0.170145300963688,0.17903229806825,0.0443792319803007,-0.132839436146351,0.130137524181767,-0.228502892809132,0.0784645098127375,0.136034095568198,0.0003903985568101,-0.0313991451723368,-0.130089103374871,-0.116870037453514,-0.249349055721573,0.0444350474024346
critical,0.0304340955245606,0.123376331548274,0.0112619131518784,-0.0590342354571749,0.109655895643549,-0.0486724441064635,0.0347700828382414,-0.151671357213087,-0.0026183432763495,-0.0612386660912406,0.0183495345645792,0.0777183401080393,0.0496565928470972,-0.06907289518151,0.0280318307897908,0.0109253512294094,0.0579694011309333,0.102400784813635,0.0538191022588815,-0.0197434176331568,0.0611401902293592,-0.112216274540531,0.0513182643412441,0.106842099386624,0.0241174120359732,-0.0993616255930483,-0.009690613925497,-0.204195233931113,-0.0467161365706933,0.0283180193698137,-0.0431161748993507,-0.17335228645555,0.0298370118101569,-0.035674772237693,-0.0686396481033053,-0.145138536790328
critical,0.0456730652573041,-0.110222214791937,-0.0897017864682634,0.105449779781025,-0.0828543797134758,0.172990583781998,-0.304227809203683,-0.0248660255397846,-0.0937314005443824,0.224133426152266,-0.0565870376398139,0.0620568147527777,-0.149696420398875,0.208084609310427,-0.148466123225623,0.0658704043733699,0.0658765629653038,0.0201011703343291,0.0328494556374518,-0.161563079579771,0.085556106621083,-0.142456758711684,-0.177814182479746,0.105174538095364,0.161077024554836,-0.209141992171689,0.0276899768103872,-0.0866878663233929,0.0532642404225675,0.0684788049262868,0.0107680611274611,0.0495690852622421,-0.0152865726555616,0.114108760040054,0.105125743097735,-0.0236688900154074
critical,-0.0684995669132493,-0.03225927929631,-0.217358163125977,0.0020706193377536,-0.0642121821251646,-0.0098107649653615,-0.14775937708454,-0.10335240933885,-0.0915405033690928,-0.251487582294319,0.0270057390583443,-0.0379356414527202,-0.0900010190767663,-0.246579253317433,0.0363153053594034,-0.161227094937844,0.0169158232319832,0.034615767501851,-0.104620521514878,-0.173084259058593,0.106865926888884,0.0396400115607691,0.141286695404236,-0.0006459893895453,0.19715858996208,-0.0135900562927036,-0.0490201169331004,-0.0151344317654108,0.106331197120526,0.129389282172644,-0.0234985270059092,0.0289328641283053,0.133139933576312,0.0157836033686978,0.19669964402468,0.132753117817055
critical,-0.006199960578261,0.369351726409238,-0.222190115525103,-0.0727888713043281,0.154770534038741,0.0209188266647242,0.0264748401344671,-0.0232771647701454,-0.112000838177429,-0.0220305020767786,-0.0889584567331461,0.228148727248255,0.0441006599502073,-0.0295257102648322,-0.0279297614155399,0.268335543903909,0.0585910456188846,-0.074157652841684,-0.0621865920555574,-0.150935477095148,-0.246199468116843,0.33587593112841,0.122531947089165,0.0598471626743668,0.180033640095434,-0.160139823856708,0.0962614262248559,-0.0563409074354493,0.270897938658318,0.376914690859118,0.0587152654322325,0.208325818725393,-0.111796518907271,-0.0855727446111984,0.0746235427970311,-0.160344930990375
critical,0.0563777876740663,0.0448263386189423,-0.100571785248287,-0.158641459383282,-0.227232876919511,0.093660559545892,0.223463712710043,-0.0147400007106591,0.160921909431989,0.0568174330749821,-0.0654669418593384,-0.117615995567618,0.165037458092434,-0.132717721547499,-0.283593359402265,0.0424952825783423,0.137869804396783,0.151744358458661,-0.111801544828146,-0.200199361841927,0.257410230779941,0.104051905992047,-0.111953082179099,0.241421356505958,0.284737185777243,0.227622103411683,-0.176990668210735,0.144923026209517,0.0896220891429697,-0.0477566219868329,-0.133412080656221,0.0598735298607943,0.0302993320737907,-0.0913530759821071,-0.142219861784907,-0.0804206850681022
critical,0.0827565625339319,0.19127230239314,0.0524991963044808,-0.135810503246168,0.0011511318273535,-0.104747047287485,-0.0412607884835539,-0.0526873334829823,-0.0755850409945274,-0.0882779797290872,-0.0338550250025368,-0.0549226708686573,-0.103581042955902,0.126147093623132,-0.0929137392973832,0.0061869617594198,0.0789722538327675,-0.17674632751231,0.0842549673350413,-0.0924482299150038,0.0300469202946054,-0.107764678395625,-0.154503010186858,0.151581306730997,-0.131655125564481,-0.0520150962918146,0.0450041977980874,-0.0231178205741398,0.0211479573889592,-0.102280442461043,-0.0534748325819277,0.0987935838444664,-0.0469577012286158,-0.0365997456580679,0.208953479046232,0.123835906465887
critical,-0.496118628752743,-0.511595027990279,-0.137677863648033,0.461647421535706,0.0670797274530338,-0.455622434016784,-0.450839237818556,-0.38969251334217,-0.512284912057331,-0.296282210663314,-0.533395364509126,-0.368605057025944,-0.459416796385571,-0.401167584990804,-0.188982242101142,-0.523805975977101,-0.223798391351706,0.455300488118826,-0.111278300015506,0.474341288369465,-0.489219788082222,-0.128755363047493,0.492577223875209,-0.507018797012166,0.455599437881216,-0.467511436105649,0.453598774086764,-0.497360420073437,-0.453874727713585,0.474272299962759,0.316380833150099,0.472777551150813,0.523139088045617,0.474571249725149,0.057582323463283,0.422278037442598
critical,-0.178338818368881,-0.168957179447804,0.377106813079919,0.133534916605607,-0.0543608984211927,-0.207009808342639,0.0839086770791636,0.190000107868911,-0.326165390527156,-0.122838094658211,-0.205343909842635,-0.381666114237826,-0.264790182632261,0.212884292526864,-0.177549708553089,-0.337914358895608,0.489423443527577,-0.0088555657105491,0.453562786343274,0.0029810815263234,0.249183344053274,-0.452773676527483,0.155103918237242,-0.154577845026714,-0.152473552184604,-0.122312021447684,0.389118818053634,-0.607789915896303,0.47451803589596,0.108634117973964,-0.492316846185479,0.17693595647414,-0.115297711973981,0.162907337526736,0.364393377158834,0.344840989500889
critical,-0.0779024620976446,0.0575939042546569,0.192633228698555,-0.0068821238091533,-0.105589928432833,0.0371661180877378,0.0913553913145749,-0.0479629051993066,-0.0133072057099029,-0.177550845721228,-0.0759683137316458,-0.104569863883642,-0.177484607763488,0.200475802894933,-0.186234641980901,0.0452736441150753,0.0777766099779392,0.127362345141868,0.0599453517544158,0.325142263156796,-0.0517848353608865,-0.079935967400253,-0.0159633478152643,-0.11017359510842,-0.110968450601296,-0.15518891118831,0.0429420680026384,-0.15024755954093,0.131946011817454,0.251505525537588,-0.0081075260273375,-0.172602870278074,-0.0145392317238611,0.0448430973897674,0.0339933199120068,0.0302707466870365
